matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
855173,1,2016-08-14 16:00:00,"Emirates Stadium, London",60033,Away,Liverpool,Arsenal,4,3,W,1,1,0,0,4.0,16.0,7.0,3.0,6.0,2.0,2.0,,,3.0,13.0,10.0,21.0,60.0,479.0,380.0,49.3,28.0,21.0,13.0,7.0,26.0,20.0,21.0,1.0,,,10.0,16.0,145.0,2.0,3.0,,62.0,70.0,17.0,22.0,4.0,4.0,2.0,17.0,13.0,0.0,0.0,,,3.0
855444,2,2016-08-20 15:00:00,"Turf Moor, Burnley",21313,Away,Liverpool,Burnley,0,2,L,0,2,0,0,,26.0,5.0,13.0,8.0,,,,,,22.0,10.0,48.0,94.0,848.0,765.0,80.4,33.0,18.0,12.0,8.0,8.0,6.0,22.0,,,1.0,7.0,3.0,128.0,,2.0,,58.0,39.0,11.0,15.0,12.0,12.0,1.0,5.0,13.0,0.0,0.0,,,
855199,3,2016-08-27 12:30:00,"White Hart Lane, London",31211,Away,Liverpool,Spurs,1,1,D,1,0,0,0,1.0,13.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,,12.0,8.0,34.0,68.0,433.0,325.0,50.7,20.0,20.0,13.0,14.0,36.0,26.0,35.0,2.0,1.0,,12.0,14.0,165.0,3.0,1.0,,42.0,67.0,6.0,16.0,5.0,5.0,,17.0,11.0,0.0,0.0,1.0,1.0,6.0
855205,4,2016-09-10 17:30:00,"Anfield, Liverpool",51232,Home,Liverpool,Leicester,4,1,W,2,1,0,0,4.0,17.0,11.0,2.0,4.0,4.0,2.0,2.0,,4.0,17.0,15.0,19.0,75.0,605.0,490.0,62.1,23.0,16.0,13.0,7.0,36.0,30.0,21.0,5.0,,1.0,5.0,13.0,156.0,2.0,1.0,,57.0,52.0,17.0,25.0,1.0,1.0,,4.0,8.0,0.0,0.0,,,3.0
855212,5,2016-09-16 20:00:00,"Stamford Bridge, London",41514,Away,Liverpool,Chelsea,2,1,W,2,0,0,0,2.0,13.0,5.0,2.0,6.0,1.0,1.0,1.0,,1.0,9.0,8.0,24.0,56.0,497.0,416.0,47.3,14.0,20.0,13.0,13.0,26.0,20.0,11.0,5.0,,,22.0,10.0,133.0,3.0,1.0,,55.0,65.0,14.0,13.0,4.0,4.0,2.0,13.0,5.0,0.0,0.0,,,2.0
855225,6,2016-09-24 15:00:00,"Anfield, Liverpool",53109,Home,Liverpool,Hull,5,1,W,3,0,0,1,5.0,32.0,12.0,9.0,11.0,2.0,2.0,3.0,1.0,3.0,24.0,18.0,50.0,100.0,763.0,698.0,74.2,48.0,17.0,11.0,6.0,7.0,5.0,11.0,,,,15.0,12.0,114.0,,1.0,,55.0,49.0,9.0,8.0,13.0,13.0,1.0,8.0,7.0,0.0,0.0,2.0,2.0,
855238,7,2016-10-01 12:30:00,"Swansea.com Stadium, Swansea",20862,Away,Liverpool,Swansea,2,1,W,0,1,0,0,2.0,18.0,6.0,3.0,9.0,1.0,2.0,,,1.0,15.0,12.0,48.0,81.0,595.0,495.0,59.4,38.0,18.0,17.0,13.0,17.0,10.0,26.0,1.0,1.0,,10.0,13.0,161.0,2.0,1.0,,64.0,57.0,16.0,17.0,10.0,10.0,2.0,9.0,11.0,0.0,0.0,1.0,1.0,2.0
855246,8,2016-10-17 20:00:00,"Anfield, Liverpool",52769,Home,Liverpool,Man Utd,0,0,D,0,0,0,0,,9.0,3.0,3.0,3.0,,,,,,7.0,5.0,32.0,67.0,627.0,509.0,64.6,23.0,22.0,16.0,15.0,15.0,12.0,23.0,1.0,,,17.0,15.0,181.0,1.0,,1.0,60.0,88.0,8.0,29.0,3.0,3.0,,14.0,20.0,0.0,0.0,,,2.0
855258,9,2016-10-22 17:30:00,"Anfield, Liverpool",53218,Home,Liverpool,West Brom,2,1,W,2,0,0,0,2.0,21.0,7.0,7.0,7.0,3.0,1.0,2.0,,2.0,17.0,11.0,38.0,67.0,662.0,561.0,67.5,37.0,16.0,8.0,9.0,25.0,22.0,9.0,2.0,,,7.0,10.0,151.0,,1.0,,70.0,52.0,33.0,20.0,3.0,3.0,2.0,9.0,12.0,0.0,0.0,,,3.0
855262,10,2016-10-29 17:30:00,"Selhurst Park, London",25628,Away,Liverpool,Crystal Palace,4,2,W,3,2,0,0,4.0,17.0,10.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,12.0,8.0,30.0,84.0,518.0,399.0,55.3,36.0,23.0,18.0,8.0,29.0,29.0,12.0,,,1.0,13.0,11.0,182.0,4.0,2.0,,66.0,76.0,19.0,32.0,3.0,3.0,,5.0,15.0,0.0,0.0,,,1.0
