matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442006,1,2012-08-18 15:00:00,"The Hawthorns, West Bromwich",26039,Away,Liverpool,West Brom,0,3,L,0,1,1,0,,16.0,2.0,7.0,7.0,2.0,,3.0,,,9.0,5.0,17.0,77.0,523.0,465.0,59.5,,15.0,12.0,9.0,29.0,12.0,6.0,2.0,,4.0,14.0,134.0,,3.0,,,38.0,48.0,7.0,14.0,3.0,3.0,1.0,12.0,10.0,0.0,0.0,,,4.0
442011,2,2012-08-26 16:00:00,"Anfield, Liverpool",44942,Home,Liverpool,Man City,2,2,D,1,0,0,0,2.0,17.0,3.0,9.0,5.0,1.0,,1.0,,1.0,14.0,7.0,19.0,72.0,462.0,372.0,48.7,,18.0,14.0,14.0,20.0,15.0,3.0,1.0,2.0,10.0,18.0,152.0,,2.0,,,48.0,63.0,18.0,17.0,4.0,4.0,,10.0,7.0,0.0,0.0,,,
442020,3,2012-09-02 13:30:00,"Anfield, Liverpool",44932,Home,Liverpool,Arsenal,0,2,L,0,1,0,0,,19.0,4.0,11.0,4.0,1.0,,1.0,1.0,,15.0,7.0,43.0,70.0,552.0,478.0,53.0,36.0,25.0,17.0,14.0,17.0,8.0,2.0,,1.0,9.0,17.0,145.0,3.0,2.0,,,53.0,67.0,10.0,14.0,10.0,10.0,,12.0,7.0,0.0,0.0,,,3.0
442038,4,2012-09-15 17:30:00,"Stadium of Light, Sunderland",41997,Away,Liverpool,Sunderland,1,1,D,0,1,0,0,1.0,23.0,6.0,13.0,4.0,,1.0,,2.0,,13.0,4.0,15.0,86.0,611.0,535.0,65.9,,27.0,18.0,8.0,19.0,11.0,3.0,,,6.0,14.0,144.0,,1.0,,,77.0,52.0,18.0,10.0,7.0,7.0,,12.0,18.0,0.0,0.0,,,1.0
442040,5,2012-09-23 13:30:00,"Anfield, Liverpool",44263,Home,Liverpool,Man Utd,1,2,L,0,0,1,0,1.0,14.0,6.0,6.0,2.0,,,,,,11.0,5.0,24.0,64.0,459.0,389.0,52.0,,23.0,16.0,13.0,19.0,11.0,1.0,,,7.0,17.0,147.0,,2.0,,,51.0,58.0,10.0,8.0,7.0,7.0,1.0,14.0,7.0,0.0,0.0,,,
442054,6,2012-09-29 15:00:00,"Carrow Road, Norwich",26831,Away,Liverpool,Norwich,5,2,W,2,0,0,0,5.0,16.0,5.0,4.0,7.0,2.0,1.0,1.0,,2.0,14.0,10.0,16.0,78.0,700.0,631.0,67.1,,11.0,8.0,14.0,30.0,16.0,4.0,1.0,2.0,5.0,9.0,135.0,,2.0,,,53.0,39.0,12.0,7.0,5.0,5.0,1.0,6.0,9.0,0.0,0.0,,,5.0
442060,7,2012-10-07 15:00:00,"Anfield, Liverpool",44531,Home,Liverpool,Stoke,0,0,D,0,0,0,0,,18.0,2.0,11.0,5.0,,,1.0,3.0,,12.0,4.0,32.0,88.0,525.0,426.0,62.9,,13.0,12.0,17.0,32.0,18.0,1.0,2.0,,2.0,9.0,172.0,,,1.0,,62.0,54.0,19.0,18.0,5.0,5.0,1.0,9.0,16.0,0.0,0.0,,,
442070,8,2012-10-20 15:00:00,"Anfield, Liverpool",44874,Home,Liverpool,Reading,1,0,W,1,0,0,0,1.0,27.0,7.0,11.0,9.0,1.0,,1.0,,1.0,21.0,13.0,13.0,67.0,497.0,406.0,56.8,,22.0,17.0,18.0,35.0,18.0,3.0,,,6.0,11.0,164.0,,,1.0,,59.0,56.0,20.0,15.0,6.0,6.0,1.0,13.0,6.0,0.0,0.0,,,3.0
442082,9,2012-10-28 13:30:00,"Goodison Park, Liverpool",39613,Away,Liverpool,Everton,2,2,D,2,2,0,0,2.0,13.0,3.0,8.0,2.0,2.0,1.0,1.0,,1.0,11.0,3.0,17.0,59.0,314.0,241.0,43.8,,23.0,19.0,13.0,53.0,30.0,3.0,1.0,2.0,8.0,15.0,158.0,,2.0,,,68.0,63.0,19.0,17.0,5.0,5.0,2.0,19.0,16.0,0.0,0.0,,,3.0
442090,10,2012-11-04 16:00:00,"Anfield, Liverpool",44803,Home,Liverpool,Newcastle,1,1,D,0,1,0,1,1.0,23.0,6.0,8.0,9.0,3.0,1.0,2.0,1.0,1.0,16.0,12.0,21.0,84.0,522.0,438.0,65.3,,27.0,21.0,13.0,13.0,6.0,,2.0,,9.0,8.0,172.0,,1.0,,,71.0,52.0,16.0,7.0,14.0,14.0,1.0,11.0,14.0,0.0,0.0,,,1.0
