matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803164,1,2015-08-09 16:00:00,"bet365 Stadium, Stoke",27654,Away,Liverpool,Stoke,1,0,W,0,0,0,0,1.0,8.0,3.0,1.0,4.0,,,,,1.0,5.0,5.0,29.0,75.0,478.0,378.0,53.0,19.0,15.0,13.0,33.0,23.0,20.0,2.0,,,5.0,16.0,160.0,1.0,,1.0,,58.0,62.0,21.0,16.0,5.0,5.0,1.0,16.0,9.0,0.0,0.0,,,2.0
803173,2,2015-08-17 20:00:00,"Anfield, Liverpool",44102,Home,Liverpool,Bournemouth,1,0,W,1,0,0,0,1.0,18.0,2.0,11.0,5.0,2.0,1.0,2.0,2.0,1.0,11.0,4.0,31.0,57.0,492.0,403.0,54.9,24.0,19.0,16.0,36.0,28.0,25.0,5.0,,,12.0,15.0,151.0,2.0,,1.0,,72.0,62.0,23.0,17.0,6.0,6.0,2.0,11.0,17.0,0.0,0.0,,,1.0
803185,3,2015-08-24 20:00:00,"Emirates Stadium, London",60080,Away,Liverpool,Arsenal,0,0,D,0,0,0,0,,15.0,8.0,4.0,3.0,1.0,,1.0,2.0,,12.0,9.0,31.0,58.0,351.0,250.0,34.3,25.0,19.0,22.0,36.0,27.0,23.0,5.0,1.0,,14.0,13.0,166.0,5.0,,1.0,,65.0,69.0,29.0,20.0,8.0,8.0,,13.0,2.0,0.0,0.0,,,4.0
803201,4,2015-08-29 15:00:00,"Anfield, Liverpool",43680,Home,Liverpool,West Ham,0,3,L,0,2,1,1,,13.0,1.0,7.0,5.0,,,,1.0,,12.0,6.0,40.0,91.0,543.0,463.0,62.7,12.0,11.0,11.0,18.0,12.0,14.0,3.0,1.0,1.0,9.0,20.0,148.0,2.0,3.0,,,42.0,62.0,17.0,14.0,5.0,5.0,,17.0,12.0,0.0,0.0,,,1.0
803205,5,2015-09-12 17:30:00,"Old Trafford, Manchester",75347,Away,Liverpool,Man Utd,1,3,L,0,0,0,0,1.0,8.0,4.0,4.0,,2.0,,2.0,1.0,,6.0,3.0,19.0,50.0,446.0,342.0,44.3,23.0,16.0,12.0,25.0,16.0,22.0,3.0,1.0,,6.0,19.0,166.0,,3.0,,,59.0,48.0,21.0,8.0,4.0,4.0,,11.0,6.0,0.0,0.0,,,2.0
803217,6,2015-09-20 16:00:00,"Anfield, Liverpool",44072,Home,Liverpool,Norwich,1,1,D,0,0,0,0,1.0,23.0,7.0,7.0,9.0,3.0,1.0,2.0,,1.0,20.0,15.0,42.0,96.0,579.0,480.0,58.9,19.0,16.0,12.0,14.0,12.0,25.0,1.0,,1.0,12.0,12.0,162.0,1.0,1.0,,,57.0,39.0,16.0,8.0,6.0,6.0,,4.0,13.0,0.0,0.0,,,3.0
803223,7,2015-09-26 15:00:00,"Anfield, Liverpool",44228,Home,Liverpool,Aston Villa,3,2,W,1,0,0,0,3.0,21.0,12.0,2.0,7.0,1.0,1.0,,,3.0,15.0,13.0,51.0,76.0,572.0,506.0,62.4,27.0,21.0,15.0,8.0,5.0,16.0,1.0,2.0,,11.0,10.0,132.0,2.0,2.0,,,53.0,51.0,7.0,14.0,11.0,11.0,1.0,8.0,12.0,0.0,0.0,,,3.0
803233,8,2015-10-04 13:30:00,"Goodison Park, Liverpool",39598,Away,Liverpool,Everton,1,1,D,1,1,0,0,1.0,13.0,4.0,5.0,4.0,1.0,1.0,,,1.0,13.0,8.0,38.0,56.0,372.0,298.0,49.1,27.0,16.0,8.0,28.0,19.0,14.0,7.0,1.0,1.0,12.0,15.0,141.0,3.0,1.0,,,63.0,72.0,18.0,14.0,11.0,11.0,1.0,19.0,10.0,0.0,0.0,,,
803246,9,2015-10-17 12:45:00,"White Hart Lane, London",35926,Away,Liverpool,Spurs,0,0,D,0,0,0,0,,12.0,3.0,4.0,5.0,1.0,,1.0,1.0,,10.0,7.0,26.0,63.0,441.0,332.0,51.5,29.0,21.0,11.0,27.0,22.0,27.0,5.0,1.0,,12.0,35.0,196.0,4.0,,1.0,,74.0,78.0,20.0,14.0,6.0,6.0,,11.0,15.0,0.0,0.0,,,5.0
803257,10,2015-10-25 16:15:00,"Anfield, Liverpool",44171,Home,Liverpool,Southampton,1,1,D,0,0,0,1,1.0,15.0,2.0,8.0,5.0,,,,,1.0,13.0,6.0,36.0,82.0,586.0,484.0,60.3,23.0,18.0,15.0,24.0,20.0,23.0,2.0,1.0,,6.0,19.0,170.0,2.0,1.0,,,62.0,63.0,15.0,20.0,10.0,10.0,,8.0,11.0,0.0,0.0,,,4.0
