matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442003,1,2012-08-18 17:30:00,"St. James' Park, Newcastle",52385,Home,Newcastle,Spurs,2,1,W,0,0,0,0,2.0,7.0,3.0,2.0,2.0,,1.0,,,,3.0,2.0,17.0,65.0,405.0,330.0,51.9,,18.0,15.0,7.0,35.0,17.0,3.0,1.0,,9.0,12.0,155.0,,1.0,,,44.0,47.0,10.0,8.0,3.0,3.0,,13.0,8.0,0.0,0.0,1.0,1.0,3.0
442010,2,2012-08-25 17:30:00,"Stamford Bridge, London",41718,Away,Newcastle,Chelsea,0,2,L,0,2,0,0,,11.0,3.0,6.0,2.0,1.0,,1.0,,,8.0,3.0,18.0,58.0,451.0,395.0,47.5,,18.0,11.0,11.0,27.0,12.0,1.0,2.0,,6.0,11.0,128.0,,2.0,,,46.0,53.0,9.0,19.0,3.0,3.0,1.0,11.0,8.0,0.0,0.0,,,3.0
442022,3,2012-09-02 16:00:00,"St. James' Park, Newcastle",48245,Home,Newcastle,Aston Villa,1,1,D,0,1,0,0,1.0,17.0,4.0,10.0,3.0,1.0,,1.0,,,14.0,5.0,30.0,71.0,389.0,326.0,51.7,,11.0,6.0,5.0,31.0,13.0,4.0,,,6.0,21.0,158.0,,1.0,,,51.0,59.0,14.0,18.0,10.0,10.0,1.0,6.0,20.0,0.0,0.0,,,3.0
442031,4,2012-09-17 20:00:00,"Goodison Park, Liverpool",32510,Away,Newcastle,Everton,2,2,D,0,1,0,0,2.0,11.0,3.0,5.0,3.0,2.0,1.0,3.0,,2.0,9.0,6.0,21.0,68.0,294.0,217.0,41.7,,22.0,18.0,8.0,56.0,31.0,5.0,2.0,,8.0,10.0,154.0,,2.0,,,62.0,60.0,13.0,22.0,3.0,3.0,1.0,13.0,17.0,0.0,0.0,,,3.0
442042,5,2012-09-23 15:00:00,"St. James' Park, Newcastle",49402,Home,Newcastle,Norwich,1,0,W,1,0,0,0,1.0,18.0,6.0,10.0,2.0,2.0,1.0,2.0,,1.0,12.0,6.0,26.0,64.0,430.0,338.0,52.8,,17.0,11.0,15.0,45.0,28.0,4.0,,,4.0,9.0,165.0,,,1.0,,71.0,62.0,25.0,32.0,4.0,4.0,2.0,11.0,19.0,0.0,0.0,1.0,,3.0
442056,6,2012-09-29 15:00:00,"Select Car Leasing Stadium, Reading",24097,Away,Newcastle,Reading,2,2,D,0,0,0,0,2.0,9.0,2.0,4.0,3.0,,,,,2.0,9.0,5.0,17.0,77.0,409.0,314.0,52.6,,22.0,15.0,5.0,80.0,38.0,2.0,,,6.0,12.0,201.0,,2.0,,,82.0,65.0,41.0,29.0,3.0,3.0,,9.0,8.0,0.0,0.0,,,1.0
442062,7,2012-10-07 16:00:00,"St. James' Park, Newcastle",52203,Home,Newcastle,Man Utd,0,3,L,0,2,0,0,,15.0,2.0,10.0,3.0,,,1.0,2.0,,11.0,3.0,23.0,56.0,422.0,369.0,45.5,,11.0,8.0,16.0,23.0,9.0,2.0,3.0,,3.0,21.0,145.0,,3.0,,,48.0,58.0,13.0,8.0,8.0,8.0,1.0,15.0,12.0,0.0,0.0,,,
442074,8,2012-10-21 13:30:00,"Stadium of Light, Sunderland",47456,Away,Newcastle,Sunderland,1,1,D,1,0,1,0,1.0,11.0,5.0,1.0,5.0,1.0,1.0,2.0,,,6.0,6.0,16.0,60.0,241.0,170.0,34.5,,24.0,16.0,10.0,59.0,35.0,10.0,1.0,,7.0,17.0,158.0,,1.0,,1.0,58.0,59.0,14.0,11.0,4.0,4.0,,16.0,14.0,0.0,0.0,,,
442084,9,2012-10-28 15:00:00,"St. James' Park, Newcastle",49731,Home,Newcastle,West Brom,2,1,W,1,0,0,0,2.0,13.0,5.0,4.0,4.0,1.0,1.0,1.0,,1.0,9.0,5.0,20.0,66.0,403.0,325.0,50.4,,19.0,14.0,14.0,35.0,15.0,,,1.0,6.0,13.0,164.0,,1.0,,,55.0,53.0,19.0,11.0,6.0,6.0,1.0,13.0,7.0,0.0,0.0,,,3.0
442090,10,2012-11-04 16:00:00,"Anfield, Liverpool",44803,Away,Newcastle,Liverpool,1,1,D,1,0,1,0,1.0,11.0,3.0,8.0,,,,,,1.0,6.0,3.0,9.0,48.0,276.0,210.0,34.7,,26.0,20.0,15.0,58.0,29.0,9.0,1.0,,14.0,13.0,153.0,,1.0,,,52.0,71.0,7.0,16.0,3.0,3.0,,14.0,10.0,0.0,0.0,,,1.0
442104,11,2012-11-11 15:00:00,"St. James' Park, Newcastle",51855,Home,Newcastle,West Ham,0,1,L,0,1,0,0,,16.0,8.0,6.0,2.0,2.0,,2.0,,,13.0,8.0,25.0,72.0,366.0,293.0,49.8,,21.0,14.0,10.0,33.0,17.0,2.0,2.0,,1.0,11.0,158.0,,1.0,,,64.0,55.0,16.0,22.0,11.0,11.0,,10.0,14.0,0.0,0.0,,,1.0
442113,12,2012-11-17 15:00:00,"St. James' Park, Newcastle",49403,Home,Newcastle,Swansea,1,2,L,0,0,0,0,1.0,32.0,9.0,17.0,6.0,3.0,,3.0,1.0,,26.0,11.0,32.0,79.0,439.0,362.0,52.0,,18.0,17.0,16.0,30.0,13.0,3.0,1.0,1.0,2.0,10.0,162.0,,2.0,,,57.0,49.0,21.0,16.0,5.0,5.0,,10.0,7.0,0.0,0.0,,,2.0
442123,13,2012-11-25 15:00:00,"St. Mary's Stadium, Southampton",31410,Away,Newcastle,Southampton,0,2,L,0,1,0,0,,8.0,3.0,4.0,1.0,1.0,,1.0,,,5.0,4.0,26.0,87.0,332.0,233.0,50.9,,28.0,14.0,17.0,42.0,15.0,2.0,3.0,2.0,5.0,25.0,212.0,,2.0,,,62.0,70.0,15.0,22.0,3.0,3.0,,13.0,12.0,0.0,0.0,,,6.0
442132,14,2012-11-28 19:45:00,"bet365 Stadium, Stoke",26793,Away,Newcastle,Stoke,1,2,L,0,0,0,0,1.0,9.0,6.0,2.0,1.0,,1.0,,,,7.0,5.0,13.0,59.0,344.0,239.0,47.8,,25.0,17.0,23.0,62.0,28.0,1.0,,1.0,7.0,21.0,199.0,,2.0,,,59.0,75.0,19.0,30.0,2.0,2.0,,14.0,13.0,0.0,0.0,,,
442143,15,2012-12-03 20:00:00,"St. James' Park, Newcastle",43858,Home,Newcastle,Wigan,3,0,W,2,0,0,1,3.0,18.0,8.0,9.0,1.0,,2.0,,,1.0,14.0,6.0,20.0,68.0,471.0,411.0,50.2,,16.0,11.0,3.0,28.0,18.0,4.0,,,12.0,11.0,119.0,,,1.0,,48.0,54.0,9.0,12.0,4.0,4.0,1.0,13.0,14.0,0.0,0.0,1.0,1.0,2.0
442152,16,2012-12-10 20:00:00,"Craven Cottage, London",25270,Away,Newcastle,Fulham,1,2,L,0,1,0,0,1.0,20.0,8.0,7.0,5.0,,,,1.0,1.0,13.0,8.0,29.0,76.0,475.0,379.0,54.7,,19.0,14.0,17.0,41.0,22.0,1.0,1.0,,4.0,16.0,185.0,,2.0,,,66.0,63.0,24.0,23.0,4.0,4.0,1.0,11.0,13.0,0.0,0.0,,,1.0
442162,17,2012-12-15 12:45:00,"St. James' Park, Newcastle",49579,Home,Newcastle,Man City,1,3,L,0,2,0,0,1.0,17.0,5.0,9.0,3.0,2.0,1.0,1.0,,1.0,15.0,8.0,33.0,82.0,405.0,323.0,53.7,,20.0,16.0,12.0,33.0,18.0,4.0,1.0,1.0,9.0,8.0,172.0,,3.0,,,70.0,64.0,27.0,19.0,12.0,12.0,1.0,9.0,16.0,0.0,0.0,,,
442172,18,2012-12-22 15:00:00,"St. James' Park, Newcastle",50180,Home,Newcastle,QPR,1,0,W,0,0,0,0,1.0,21.0,4.0,9.0,8.0,,,,,1.0,13.0,8.0,24.0,87.0,411.0,342.0,58.6,,11.0,8.0,9.0,36.0,21.0,,,,9.0,12.0,162.0,,,1.0,,61.0,53.0,24.0,16.0,10.0,10.0,,9.0,15.0,0.0,0.0,,,2.0
442183,19,2012-12-26 15:00:00,"Old Trafford, Manchester",75596,Away,Newcastle,Man Utd,3,4,L,2,1,0,0,3.0,15.0,7.0,4.0,4.0,,1.0,,2.0,1.0,10.0,8.0,25.0,65.0,297.0,216.0,39.3,,20.0,14.0,10.0,32.0,13.0,3.0,,1.0,4.0,5.0,150.0,,4.0,,,54.0,51.0,11.0,20.0,2.0,2.0,1.0,18.0,12.0,0.0,0.0,,,
442189,20,2012-12-29 17:30:00,"Emirates Stadium, London",60087,Away,Newcastle,Arsenal,3,7,L,1,1,0,0,3.0,11.0,7.0,2.0,2.0,2.0,2.0,,,2.0,8.0,6.0,35.0,67.0,523.0,464.0,55.8,7.0,18.0,14.0,18.0,20.0,10.0,2.0,1.0,,14.0,16.0,123.0,3.0,7.0,,,39.0,60.0,7.0,12.0,6.0,6.0,,11.0,8.0,0.0,0.0,,,1.0
442202,21,2013-01-02 20:00:00,"St. James' Park, Newcastle",49391,Home,Newcastle,Everton,1,2,L,1,1,0,0,1.0,17.0,5.0,4.0,8.0,4.0,1.0,4.0,1.0,1.0,9.0,6.0,23.0,73.0,378.0,304.0,50.5,,23.0,18.0,8.0,49.0,29.0,5.0,,,4.0,9.0,144.0,,2.0,,,74.0,69.0,31.0,29.0,4.0,4.0,3.0,21.0,8.0,0.0,0.0,,,1.0
442214,22,2013-01-12 15:00:00,"Carrow Road, Norwich",26752,Away,Newcastle,Norwich,0,0,D,0,0,0,0,,8.0,2.0,3.0,3.0,,,,,,5.0,4.0,18.0,77.0,378.0,290.0,45.3,,17.0,15.0,14.0,74.0,32.0,2.0,1.0,,11.0,10.0,189.0,,,1.0,,51.0,60.0,24.0,23.0,4.0,4.0,,9.0,5.0,0.0,0.0,,,
442222,23,2013-01-19 15:00:00,"St. James' Park, Newcastle",49411,Home,Newcastle,Reading,1,2,L,1,0,0,0,1.0,16.0,7.0,6.0,3.0,3.0,,3.0,,,14.0,8.0,33.0,78.0,445.0,355.0,55.6,,14.0,10.0,14.0,48.0,27.0,,,,12.0,11.0,172.0,,2.0,,,70.0,59.0,33.0,18.0,6.0,6.0,1.0,10.0,10.0,0.0,0.0,,,4.0
442230,24,2013-01-29 19:45:00,"Villa Park, Birmingham",30334,Away,Newcastle,Aston Villa,2,1,W,2,0,0,0,2.0,12.0,3.0,5.0,4.0,1.0,1.0,,,1.0,7.0,3.0,24.0,91.0,327.0,234.0,48.3,,20.0,14.0,15.0,65.0,31.0,2.0,,,6.0,15.0,189.0,,1.0,,,59.0,63.0,24.0,30.0,4.0,4.0,,11.0,14.0,0.0,0.0,,,2.0
442243,25,2013-02-02 15:00:00,"St. James' Park, Newcastle",52314,Home,Newcastle,Chelsea,3,2,W,1,0,0,0,3.0,21.0,11.0,6.0,4.0,2.0,1.0,2.0,,2.0,16.0,13.0,22.0,67.0,392.0,324.0,45.8,,21.0,15.0,23.0,56.0,27.0,5.0,,,7.0,7.0,159.0,,2.0,,,53.0,58.0,21.0,26.0,5.0,5.0,,11.0,5.0,0.0,0.0,,,3.0
442258,26,2013-02-09 12:45:00,"White Hart Lane, London",36244,Away,Newcastle,Spurs,1,2,L,1,1,0,0,1.0,10.0,3.0,3.0,4.0,,,,,1.0,6.0,4.0,10.0,65.0,350.0,262.0,45.7,,15.0,11.0,13.0,45.0,28.0,4.0,1.0,1.0,10.0,20.0,179.0,,2.0,,,41.0,69.0,16.0,20.0,5.0,5.0,,11.0,5.0,0.0,0.0,,,2.0
442263,27,2013-02-24 13:30:00,"St. James' Park, Newcastle",52259,Home,Newcastle,Southampton,4,2,W,2,1,0,0,4.0,14.0,4.0,6.0,4.0,1.0,2.0,1.0,,1.0,8.0,5.0,15.0,71.0,308.0,218.0,41.4,,22.0,16.0,14.0,45.0,30.0,3.0,,,6.0,13.0,182.0,,2.0,,,66.0,63.0,25.0,17.0,7.0,7.0,3.0,13.0,11.0,0.0,0.0,1.0,1.0,5.0
442276,28,2013-03-02 15:00:00,"Swansea.com Stadium, Swansea",20405,Away,Newcastle,Swansea,0,1,L,0,0,0,0,,17.0,5.0,8.0,4.0,1.0,,1.0,1.0,,12.0,8.0,18.0,57.0,317.0,255.0,36.9,,14.0,9.0,21.0,29.0,13.0,3.0,3.0,1.0,13.0,18.0,150.0,,1.0,,,47.0,71.0,16.0,18.0,7.0,7.0,1.0,17.0,9.0,0.0,0.0,,,1.0
442283,29,2013-03-10 15:00:00,"St. James' Park, Newcastle",50703,Home,Newcastle,Stoke,2,1,W,0,0,0,0,2.0,16.0,4.0,8.0,4.0,2.0,1.0,1.0,,1.0,13.0,7.0,27.0,70.0,399.0,328.0,56.2,,19.0,13.0,7.0,42.0,22.0,2.0,,,6.0,13.0,166.0,,1.0,,,66.0,66.0,19.0,29.0,14.0,14.0,,10.0,12.0,0.0,0.0,,,1.0
442298,30,2013-03-17 16:00:00,"DW Stadium, Wigan",22297,Away,Newcastle,Wigan,1,2,L,0,1,0,0,1.0,9.0,2.0,5.0,2.0,2.0,,2.0,,1.0,7.0,3.0,22.0,48.0,427.0,344.0,50.2,,21.0,15.0,23.0,29.0,18.0,8.0,1.0,1.0,7.0,9.0,155.0,,2.0,,,53.0,49.0,13.0,9.0,3.0,3.0,1.0,12.0,8.0,0.0,0.0,,,6.0
442303,30,2013-03-30 15:00:00,"Etihad Stadium, Manchester",47201,Away,Newcastle,Man City,0,4,L,0,2,0,0,,5.0,1.0,4.0,,,,,1.0,,5.0,1.0,12.0,48.0,303.0,233.0,36.4,,16.0,12.0,11.0,47.0,29.0,4.0,,,8.0,9.0,143.0,,4.0,,,42.0,42.0,10.0,11.0,2.0,2.0,,9.0,7.0,0.0,0.0,,,3.0
442312,32,2013-04-07 15:00:00,"St. James' Park, Newcastle",51847,Home,Newcastle,Fulham,1,0,W,0,0,0,0,1.0,28.0,5.0,15.0,8.0,4.0,1.0,4.0,3.0,1.0,22.0,10.0,35.0,58.0,404.0,352.0,49.6,,20.0,12.0,7.0,24.0,12.0,2.0,,,3.0,9.0,137.0,,,1.0,,58.0,55.0,15.0,19.0,10.0,10.0,1.0,13.0,11.0,0.0,0.0,,,4.0
442324,33,2013-04-14 12:00:00,"St. James' Park, Newcastle",52355,Home,Newcastle,Sunderland,0,3,L,0,1,0,0,,19.0,5.0,9.0,5.0,2.0,,2.0,,,19.0,10.0,27.0,67.0,375.0,303.0,65.8,,17.0,13.0,3.0,37.0,23.0,1.0,1.0,,6.0,13.0,160.0,,3.0,,,60.0,50.0,26.0,8.0,10.0,10.0,1.0,14.0,7.0,0.0,0.0,,,4.0
442337,34,2013-04-20 15:00:00,"The Hawthorns, West Bromwich",25671,Away,Newcastle,West Brom,1,1,D,1,0,0,0,1.0,10.0,6.0,3.0,1.0,2.0,1.0,2.0,,1.0,6.0,4.0,15.0,61.0,284.0,205.0,42.8,,28.0,22.0,14.0,60.0,41.0,1.0,1.0,,8.0,9.0,151.0,,1.0,,,64.0,52.0,25.0,20.0,2.0,2.0,,11.0,9.0,0.0,0.0,,,1.0
442344,35,2013-04-27 17:30:00,"St. James' Park, Newcastle",52351,Home,Newcastle,Liverpool,0,6,L,0,2,1,0,,11.0,2.0,4.0,5.0,1.0,,1.0,,,10.0,7.0,28.0,78.0,565.0,478.0,53.2,16.0,21.0,17.0,13.0,30.0,16.0,4.0,,1.0,8.0,23.0,169.0,3.0,6.0,,,56.0,61.0,14.0,7.0,5.0,5.0,,14.0,6.0,0.0,0.0,,,2.0
442358,36,2013-05-04 15:00:00,"Boleyn Ground, London",34962,Away,Newcastle,West Ham,0,0,D,0,0,0,0,,12.0,3.0,5.0,4.0,2.0,,2.0,,,6.0,4.0,11.0,64.0,342.0,275.0,54.2,,16.0,12.0,9.0,47.0,27.0,2.0,,,5.0,11.0,133.0,,,1.0,,44.0,54.0,9.0,21.0,3.0,3.0,1.0,13.0,12.0,0.0,0.0,,,4.0
442365,37,2013-05-12 15:00:00,"MATRADE Loftus Road, London",17278,Away,Newcastle,QPR,2,1,W,2,1,1,0,2.0,11.0,4.0,3.0,4.0,,2.0,1.0,,,7.0,5.0,16.0,83.0,360.0,239.0,43.8,,24.0,19.0,16.0,27.0,15.0,3.0,,,6.0,14.0,192.0,,1.0,,,55.0,47.0,19.0,12.0,2.0,2.0,,10.0,8.0,0.0,0.0,1.0,1.0,4.0
442372,38,2013-05-19 16:00:00,"St. James' Park, Newcastle",52354,Home,Newcastle,Arsenal,0,1,L,0,0,0,0,,7.0,1.0,4.0,2.0,,,,,,6.0,3.0,27.0,58.0,477.0,400.0,50.7,12.0,20.0,15.0,12.0,24.0,9.0,2.0,1.0,,14.0,19.0,138.0,1.0,1.0,,,57.0,85.0,13.0,22.0,4.0,4.0,,18.0,10.0,0.0,0.0,,,2.0
