matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2367543,1,2023-08-12 17:30:00,"St. James' Park, Newcastle",52207.0,Home,Newcastle,Aston Villa,5,1,W,2,1,0,0,5.0,17.0,13.0,2.0,2.0,,,8.0,5.0,4.0,,,4.0,14.0,12.0,22.0,57.0,502.0,428.0,52.6,34.0,16.0,9.0,7.0,12.0,12.0,9.0,3.0,,,11.0,8.0,111.0,5.0,1.0,,,,44.0,42.0,5.0,6.0,6.0,6.0,2.0,12.0,16.0,0.0,0.0,,,2.0
2367553,2,2023-08-19 20:00:00,"Etihad Stadium, Manchester",,Away,Newcastle,Man City,0,1,L,0,1,0,0,,7.0,1.0,2.0,4.0,,,,,,,,,7.0,5.0,14.0,44.0,477.0,412.0,41.3,18.0,10.0,4.0,7.0,11.0,11.0,4.0,7.0,,,14.0,7.0,99.0,3.0,1.0,,,,34.0,39.0,6.0,3.0,,,,11.0,13.0,0.0,0.0,,,4.0
2367566,3,2023-08-27 16:30:00,"St. James' Park, Newcastle",52214.0,Home,Newcastle,Liverpool,1,2,L,1,0,0,1,1.0,23.0,8.0,11.0,4.0,,,,1.0,,2.0,,,14.0,6.0,26.0,56.0,590.0,508.0,60.0,31.0,19.0,12.0,5.0,15.0,15.0,6.0,2.0,,1.0,10.0,7.0,112.0,2.0,2.0,,,,48.0,45.0,9.0,8.0,5.0,5.0,4.0,16.0,10.0,0.0,0.0,,,
2367570,4,2023-09-02 17:30:00,"American Express Stadium, Falmer",31620.0,Away,Newcastle,Brighton,1,3,L,0,1,0,0,1.0,9.0,2.0,4.0,3.0,,,1.0,1.0,,,,1.0,9.0,5.0,20.0,39.0,440.0,371.0,44.2,24.0,18.0,9.0,3.0,14.0,14.0,7.0,4.0,,1.0,10.0,5.0,98.0,4.0,3.0,,,,50.0,47.0,5.0,12.0,3.0,3.0,1.0,17.0,14.0,0.0,0.0,,,
2367583,5,2023-09-16 17:30:00,"St. James' Park, Newcastle",51670.0,Home,Newcastle,Brentford,1,0,W,0,0,0,0,1.0,9.0,2.0,5.0,2.0,,,1.0,1.0,1.0,,,,6.0,2.0,35.0,53.0,464.0,363.0,56.3,28.0,12.0,9.0,6.0,19.0,19.0,4.0,5.0,,,10.0,19.0,169.0,2.0,,,1.0,,60.0,68.0,23.0,20.0,8.0,8.0,1.0,8.0,12.0,0.0,0.0,1.0,1.0,
2367597,6,2023-09-24 16:30:00,"Bramall Lane, Sheffield",30568.0,Away,Newcastle,Sheff Utd,8,0,W,3,0,0,0,8.0,22.0,15.0,3.0,4.0,,,7.0,6.0,3.0,,,6.0,17.0,16.0,32.0,51.0,602.0,522.0,57.8,45.0,19.0,14.0,7.0,9.0,9.0,10.0,4.0,,,10.0,15.0,133.0,1.0,,,1.0,,51.0,46.0,11.0,9.0,5.0,6.0,1.0,8.0,11.0,0.0,0.0,,,1.0
2367603,7,2023-09-30 15:00:00,"St. James' Park, Newcastle",52163.0,Home,Newcastle,Burnley,2,0,W,1,0,0,0,2.0,20.0,8.0,6.0,6.0,,,4.0,1.0,5.0,,,1.0,15.0,11.0,40.0,59.0,510.0,414.0,52.8,32.0,21.0,14.0,4.0,10.0,10.0,12.0,5.0,1.0,,9.0,6.0,146.0,2.0,,,1.0,,64.0,36.0,19.0,7.0,5.0,5.0,3.0,7.0,15.0,0.0,0.0,1.0,1.0,1.0
2367616,8,2023-10-08 14:00:00,"London Stadium, London",,Away,Newcastle,West Ham,2,2,D,0,1,0,0,2.0,10.0,3.0,6.0,1.0,,,2.0,2.0,1.0,1.0,,1.0,8.0,2.0,29.0,58.0,603.0,520.0,64.8,23.0,8.0,6.0,3.0,19.0,19.0,12.0,,,,6.0,8.0,115.0,1.0,2.0,,,,40.0,51.0,15.0,17.0,2.0,2.0,2.0,18.0,11.0,0.0,0.0,,,1.0
2367624,9,2023-10-21 15:00:00,"St. James' Park, Newcastle",52189.0,Home,Newcastle,Crystal Palace,4,0,W,3,0,0,0,4.0,10.0,7.0,3.0,,,,3.0,3.0,3.0,1.0,,3.0,6.0,4.0,29.0,51.0,573.0,495.0,59.5,24.0,8.0,5.0,7.0,15.0,15.0,14.0,4.0,,,8.0,15.0,130.0,3.0,,,1.0,,43.0,45.0,14.0,10.0,6.0,6.0,,7.0,12.0,0.0,0.0,,,
2367637,10,2023-10-28 17:30:00,"Molineux Stadium, Wolverhampton",31584.0,Away,Newcastle,Wolves,2,2,D,2,1,0,0,2.0,13.0,5.0,3.0,5.0,,,1.0,2.0,2.0,,,,7.0,4.0,27.0,39.0,516.0,445.0,56.8,28.0,16.0,12.0,10.0,21.0,21.0,7.0,3.0,1.0,,22.0,19.0,127.0,4.0,2.0,,,,43.0,74.0,4.0,9.0,7.0,7.0,,15.0,13.0,0.0,0.0,1.0,1.0,
