matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803166,1,2015-08-09 13:30:00,"St. James' Park, Newcastle",49019,Home,Newcastle,Southampton,2,2,D,1,1,0,0,2.0,9.0,4.0,3.0,2.0,,1.0,,,1.0,8.0,5.0,30.0,69.0,485.0,396.0,56.3,13.0,13.0,15.0,24.0,20.0,11.0,3.0,,,7.0,7.0,162.0,2.0,2.0,,,49.0,54.0,14.0,21.0,6.0,6.0,1.0,9.0,12.0,0.0,0.0,,,
803178,2,2015-08-15 15:00:00,"Swansea.com Stadium, Swansea",20678,Away,Newcastle,Swansea,0,2,L,0,1,1,0,,4.0,2.0,2.0,,,,,,,2.0,2.0,15.0,36.0,333.0,261.0,34.2,19.0,16.0,13.0,18.0,13.0,13.0,7.0,,,7.0,11.0,127.0,4.0,2.0,,,43.0,42.0,6.0,8.0,4.0,4.0,,8.0,11.0,0.0,0.0,,,1.0
803187,3,2015-08-22 12:45:00,"Old Trafford, Manchester",75354,Away,Newcastle,Man Utd,0,0,D,0,0,0,0,,7.0,,4.0,3.0,,,,1.0,,6.0,3.0,20.0,48.0,280.0,201.0,30.7,20.0,15.0,20.0,35.0,32.0,17.0,9.0,2.0,,14.0,10.0,134.0,8.0,,1.0,,58.0,54.0,14.0,13.0,5.0,5.0,1.0,11.0,15.0,0.0,0.0,,,2.0
803192,4,2015-08-29 12:45:00,"St. James' Park, Newcastle",50388,Home,Newcastle,Arsenal,0,1,L,0,0,1,0,,1.0,,1.0,,,,,,,1.0,,10.0,39.0,268.0,206.0,26.3,21.0,18.0,13.0,33.0,27.0,18.0,7.0,,,5.0,12.0,122.0,9.0,1.0,,1.0,42.0,50.0,9.0,9.0,,,,15.0,8.0,0.0,0.0,,,2.0
803207,5,2015-09-14 20:00:00,"Boleyn Ground, London",34907,Away,Newcastle,West Ham,0,2,L,0,1,0,0,,14.0,4.0,5.0,5.0,1.0,,1.0,,,8.0,5.0,31.0,62.0,477.0,394.0,60.9,17.0,12.0,18.0,21.0,13.0,12.0,4.0,,,10.0,8.0,155.0,1.0,2.0,,,35.0,48.0,5.0,9.0,7.0,7.0,,11.0,6.0,0.0,0.0,,,2.0
803219,6,2015-09-19 15:00:00,"St. James' Park, Newcastle",47806,Home,Newcastle,Watford,1,2,L,0,2,0,0,1.0,15.0,5.0,7.0,3.0,1.0,,1.0,,1.0,12.0,7.0,45.0,63.0,493.0,405.0,57.6,19.0,16.0,21.0,8.0,7.0,16.0,3.0,,,9.0,18.0,173.0,2.0,2.0,,,56.0,56.0,11.0,11.0,5.0,5.0,,8.0,12.0,0.0,0.0,,,4.0
803225,7,2015-09-26 17:30:00,"St. James' Park, Newcastle",48682,Home,Newcastle,Chelsea,2,2,D,1,0,0,0,2.0,11.0,5.0,3.0,3.0,1.0,,1.0,,2.0,10.0,7.0,16.0,47.0,293.0,201.0,35.5,30.0,24.0,20.0,25.0,20.0,21.0,4.0,,,10.0,7.0,156.0,2.0,2.0,,,72.0,69.0,17.0,20.0,4.0,4.0,,12.0,15.0,0.0,0.0,,,1.0
803235,8,2015-10-03 15:00:00,"Etihad Stadium, Manchester",53850,Away,Newcastle,Man City,1,6,L,1,1,0,0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,,1.0,6.0,5.0,15.0,53.0,335.0,250.0,35.7,24.0,17.0,21.0,23.0,15.0,19.0,4.0,1.0,1.0,9.0,8.0,140.0,5.0,6.0,,,55.0,43.0,8.0,6.0,3.0,3.0,,8.0,13.0,0.0,0.0,,,3.0
803248,9,2015-10-18 16:00:00,"St. James' Park, Newcastle",47006,Home,Newcastle,Norwich,6,2,W,3,2,0,0,6.0,11.0,6.0,2.0,3.0,4.0,4.0,,,5.0,9.0,7.0,34.0,60.0,373.0,285.0,44.2,13.0,11.0,19.0,18.0,15.0,16.0,7.0,1.0,,16.0,11.0,143.0,3.0,2.0,,,49.0,73.0,16.0,23.0,3.0,3.0,1.0,10.0,10.0,0.0,0.0,,,3.0
803256,10,2015-10-25 12:00:00,"Stadium of Light, Sunderland",47653,Away,Newcastle,Sunderland,0,3,L,0,1,1,0,,21.0,8.0,8.0,5.0,,,1.0,,,16.0,10.0,37.0,66.0,456.0,364.0,60.3,19.0,13.0,10.0,9.0,5.0,16.0,4.0,,,5.0,4.0,149.0,,3.0,,,60.0,42.0,14.0,17.0,10.0,10.0,1.0,10.0,12.0,0.0,0.0,,,1.0
803269,11,2015-10-31 15:00:00,"St. James' Park, Newcastle",47139,Home,Newcastle,Stoke,0,0,D,0,0,0,0,,15.0,6.0,5.0,4.0,1.0,,1.0,1.0,,14.0,9.0,40.0,62.0,412.0,336.0,52.3,15.0,13.0,13.0,10.0,10.0,11.0,1.0,,,8.0,5.0,131.0,2.0,,1.0,,52.0,38.0,13.0,8.0,11.0,11.0,1.0,6.0,15.0,0.0,0.0,,,4.0
803276,12,2015-11-07 12:45:00,"Vitality Stadium, Bournemouth",11155,Away,Newcastle,Bournemouth,1,0,W,1,0,0,0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,9.0,55.0,300.0,210.0,32.7,27.0,18.0,15.0,36.0,31.0,28.0,7.0,1.0,,9.0,12.0,141.0,5.0,,1.0,,55.0,55.0,14.0,13.0,,,1.0,11.0,9.0,0.0,0.0,,,3.0
803285,13,2015-11-21 15:00:00,"St. James' Park, Newcastle",50151,Home,Newcastle,Leicester,0,3,L,0,1,0,0,,9.0,1.0,4.0,4.0,,,,,,5.0,4.0,23.0,57.0,454.0,349.0,54.3,20.0,16.0,21.0,19.0,13.0,27.0,5.0,,,14.0,15.0,173.0,4.0,3.0,,,58.0,69.0,19.0,20.0,4.0,4.0,2.0,9.0,11.0,0.0,0.0,,,1.0
803296,14,2015-11-28 15:00:00,"Selhurst Park, London",24833,Away,Newcastle,Crystal Palace,1,5,L,1,3,0,0,1.0,7.0,2.0,1.0,4.0,1.0,1.0,,,1.0,4.0,3.0,24.0,76.0,394.0,291.0,46.3,22.0,15.0,9.0,21.0,13.0,13.0,5.0,,1.0,14.0,8.0,162.0,3.0,5.0,,,49.0,61.0,13.0,17.0,5.0,5.0,,13.0,5.0,0.0,0.0,,,1.0
803306,15,2015-12-06 16:00:00,"St. James' Park, Newcastle",51273,Home,Newcastle,Liverpool,2,0,W,0,0,0,0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,,,1.0,5.0,2.0,15.0,77.0,389.0,264.0,39.8,26.0,22.0,18.0,22.0,16.0,17.0,2.0,1.0,,10.0,11.0,185.0,1.0,,1.0,,66.0,76.0,21.0,34.0,2.0,2.0,,6.0,10.0,0.0,0.0,,,1.0
