matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755308,1,2014-08-17 16:00:00,"St. James' Park, Newcastle",50816,Home,Newcastle,Man City,0,2,L,0,1,0,0,,12.0,,9.0,3.0,1.0,,1.0,,,9.0,1.0,22.0,41.0,460.0,382.0,44.2,23.0,18.0,14.0,21.0,21.0,13.0,3.0,1.0,,6.0,19.0,136.0,3.0,2.0,,,62.0,58.0,14.0,16.0,3.0,3.0,2.0,8.0,11.0,0.0,0.0,,,
755313,2,2014-08-23 12:45:00,"Villa Park, Birmingham",30267,Away,Newcastle,Aston Villa,0,0,D,0,0,1,0,,11.0,4.0,5.0,2.0,2.0,,2.0,,,11.0,6.0,30.0,63.0,535.0,445.0,59.6,12.0,8.0,10.0,23.0,23.0,6.0,4.0,1.0,,8.0,7.0,136.0,,,1.0,,45.0,49.0,17.0,17.0,7.0,7.0,1.0,8.0,10.0,0.0,0.0,,,
755328,3,2014-08-30 15:00:00,"St. James' Park, Newcastle",49226,Home,Newcastle,Crystal Palace,3,3,D,1,1,0,0,3.0,18.0,4.0,10.0,4.0,,1.0,,1.0,1.0,11.0,4.0,32.0,52.0,477.0,401.0,64.3,18.0,12.0,11.0,15.0,15.0,15.0,1.0,,,12.0,13.0,143.0,4.0,3.0,,,72.0,70.0,25.0,28.0,11.0,11.0,2.0,12.0,19.0,0.0,0.0,,,
755339,4,2014-09-13 15:00:00,"St. Mary's Stadium, Southampton",29678,Away,Newcastle,Southampton,0,4,L,0,2,0,0,,9.0,4.0,3.0,2.0,1.0,,3.0,,,6.0,3.0,13.0,50.0,544.0,459.0,49.7,14.0,10.0,16.0,16.0,16.0,20.0,,1.0,2.0,3.0,15.0,148.0,3.0,4.0,,,44.0,52.0,9.0,13.0,5.0,5.0,1.0,7.0,13.0,0.0,0.0,,,
755348,5,2014-09-20 15:00:00,"St. James' Park, Newcastle",49119,Home,Newcastle,Hull,2,2,D,0,0,0,0,2.0,25.0,7.0,8.0,10.0,1.0,1.0,,,2.0,20.0,13.0,35.0,76.0,577.0,486.0,63.0,14.0,13.0,12.0,19.0,19.0,24.0,2.0,1.0,1.0,3.0,10.0,145.0,1.0,2.0,,,59.0,54.0,28.0,25.0,4.0,4.0,,11.0,11.0,0.0,0.0,,,1.0
755360,6,2014-09-29 20:00:00,"bet365 Stadium, Stoke",26332,Away,Newcastle,Stoke,0,1,L,0,1,0,0,,16.0,1.0,7.0,8.0,1.0,,1.0,1.0,,13.0,7.0,22.0,62.0,422.0,332.0,55.9,21.0,14.0,11.0,22.0,22.0,18.0,5.0,1.0,,6.0,4.0,146.0,2.0,1.0,,,65.0,67.0,14.0,26.0,10.0,10.0,3.0,15.0,20.0,0.0,0.0,,,
755370,7,2014-10-04 15:00:00,"Swansea.com Stadium, Swansea",20622,Away,Newcastle,Swansea,2,2,D,1,1,0,0,2.0,9.0,4.0,4.0,1.0,1.0,1.0,,,2.0,5.0,3.0,10.0,56.0,347.0,254.0,37.1,25.0,19.0,24.0,12.0,12.0,19.0,,,1.0,8.0,7.0,139.0,3.0,2.0,,,56.0,50.0,13.0,15.0,1.0,1.0,,15.0,10.0,0.0,0.0,,,3.0
755378,8,2014-10-18 15:00:00,"St. James' Park, Newcastle",51886,Home,Newcastle,Leicester,1,0,W,0,0,0,0,1.0,19.0,6.0,6.0,7.0,2.0,,3.0,,1.0,14.0,10.0,14.0,62.0,379.0,286.0,50.5,21.0,18.0,24.0,27.0,27.0,17.0,4.0,,,5.0,11.0,147.0,2.0,,1.0,,71.0,54.0,28.0,18.0,10.0,10.0,4.0,13.0,14.0,0.0,0.0,,,2.0
755390,9,2014-10-26 13:30:00,"White Hart Lane, London",35650,Away,Newcastle,Spurs,2,1,W,0,1,0,0,2.0,8.0,2.0,4.0,2.0,2.0,1.0,1.0,,2.0,5.0,4.0,13.0,58.0,277.0,184.0,33.1,29.0,23.0,26.0,41.0,41.0,16.0,8.0,1.0,,9.0,14.0,157.0,1.0,1.0,,,59.0,59.0,17.0,13.0,2.0,2.0,1.0,12.0,8.0,0.0,0.0,,,2.0
755401,10,2014-11-01 12:45:00,"St. James' Park, Newcastle",52166,Home,Newcastle,Liverpool,1,0,W,0,0,0,0,1.0,14.0,3.0,6.0,5.0,1.0,1.0,1.0,,,7.0,4.0,5.0,53.0,307.0,230.0,35.5,27.0,16.0,14.0,33.0,33.0,15.0,1.0,,,7.0,13.0,143.0,3.0,,1.0,,56.0,65.0,17.0,17.0,7.0,7.0,1.0,13.0,8.0,0.0,0.0,,,
