matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
1059710,1,2019-08-11 16:30:00,"Old Trafford, Manchester",73620.0,Away,Chelsea,Man Utd,0,4,L,0,1,0,0,,18.0,7.0,7.0,4.0,,,1.0,2.0,,15.0,9.0,27.0,48.0,523.0,442.0,53.8,15.0,21.0,9.0,15.0,11.0,11.0,23.0,4.0,1.0,,14.0,5.0,133.0,1.0,4.0,,,58.0,55.0,9.0,13.0,5.0,5.0,1.0,13.0,15.0,0.0,0.0,,,
1059715,2,2019-08-18 16:30:00,"Stamford Bridge, London",40629.0,Home,Chelsea,Leicester,1,1,D,1,0,0,0,1.0,14.0,5.0,7.0,2.0,1.0,,1.0,,,11.0,6.0,32.0,47.0,454.0,359.0,50.2,19.0,25.0,14.0,10.0,23.0,23.0,31.0,1.0,,,13.0,20.0,167.0,2.0,1.0,,,72.0,64.0,23.0,13.0,4.0,4.0,1.0,9.0,14.0,0.0,0.0,,,3.0
1059727,3,2019-08-24 12:30:00,"Carrow Road, Norwich",27032.0,Away,Chelsea,Norwich,3,2,W,2,2,0,0,3.0,23.0,8.0,5.0,10.0,2.0,1.0,1.0,,3.0,20.0,15.0,37.0,51.0,543.0,457.0,53.4,32.0,26.0,18.0,11.0,9.0,9.0,23.0,,,,5.0,13.0,142.0,3.0,2.0,,,72.0,39.0,17.0,12.0,8.0,8.0,,9.0,8.0,0.0,0.0,,,
1059734,4,2019-08-31 15:00:00,"Stamford Bridge, London",40560.0,Home,Chelsea,Sheff Utd,2,2,D,2,0,0,0,2.0,13.0,5.0,5.0,3.0,2.0,2.0,2.0,,,9.0,5.0,17.0,47.0,719.0,627.0,62.3,22.0,16.0,7.0,14.0,15.0,15.0,9.0,1.0,1.0,,7.0,10.0,133.0,2.0,2.0,,1.0,62.0,51.0,20.0,23.0,3.0,3.0,1.0,6.0,11.0,0.0,0.0,,,2.0
1059751,5,2019-09-14 15:00:00,"Molineux Stadium, Wolverhampton",31534.0,Away,Chelsea,Wolves,5,2,W,3,0,0,0,5.0,15.0,6.0,7.0,2.0,4.0,2.0,3.0,,3.0,11.0,5.0,28.0,35.0,555.0,472.0,54.7,26.0,20.0,14.0,17.0,28.0,28.0,15.0,3.0,,,13.0,12.0,135.0,3.0,2.0,,1.0,65.0,57.0,22.0,17.0,5.0,5.0,2.0,11.0,8.0,0.0,0.0,,,1.0
1059754,6,2019-09-22 16:30:00,"Stamford Bridge, London",40638.0,Home,Chelsea,Liverpool,1,2,L,0,2,0,0,1.0,13.0,2.0,8.0,3.0,2.0,,2.0,,1.0,11.0,4.0,44.0,55.0,492.0,394.0,55.0,18.0,15.0,8.0,15.0,10.0,10.0,19.0,1.0,,,8.0,9.0,162.0,1.0,2.0,,,55.0,44.0,20.0,18.0,6.0,6.0,,8.0,13.0,0.0,0.0,,,7.0
1059764,7,2019-09-28 15:00:00,"Stamford Bridge, London",40683.0,Home,Chelsea,Brighton,2,0,W,0,0,0,0,2.0,24.0,10.0,4.0,10.0,6.0,1.0,7.0,1.0,1.0,18.0,13.0,27.0,47.0,568.0,486.0,52.6,34.0,18.0,9.0,13.0,15.0,15.0,8.0,3.0,,,7.0,12.0,131.0,1.0,,1.0,,44.0,42.0,9.0,10.0,5.0,5.0,,5.0,11.0,0.0,0.0,1.0,1.0,1.0
1059779,8,2019-10-06 14:00:00,"St. Mary's Stadium, Southampton",31473.0,Away,Chelsea,Southampton,4,1,W,3,1,0,0,4.0,13.0,7.0,4.0,2.0,4.0,2.0,2.0,,4.0,11.0,8.0,25.0,63.0,528.0,395.0,56.7,22.0,19.0,12.0,14.0,19.0,19.0,21.0,2.0,1.0,,11.0,11.0,180.0,1.0,1.0,,,51.0,64.0,22.0,17.0,4.0,5.0,,15.0,7.0,0.0,0.0,,,
1059784,9,2019-10-19 15:00:00,"Stamford Bridge, London",40513.0,Home,Chelsea,Newcastle,1,0,W,0,0,0,0,1.0,16.0,8.0,4.0,4.0,3.0,,4.0,1.0,1.0,12.0,9.0,43.0,71.0,634.0,552.0,71.1,37.0,23.0,12.0,8.0,16.0,16.0,16.0,1.0,,,7.0,8.0,143.0,,,1.0,,71.0,45.0,23.0,18.0,11.0,11.0,1.0,9.0,12.0,0.0,0.0,,,1.0
1059794,10,2019-10-26 17:30:00,"Turf Moor, Burnley",20975.0,Away,Chelsea,Burnley,4,2,W,2,0,0,0,4.0,16.0,7.0,2.0,7.0,,,,,3.0,12.0,10.0,23.0,43.0,691.0,589.0,63.3,25.0,13.0,5.0,11.0,20.0,20.0,10.0,3.0,,,11.0,12.0,152.0,3.0,2.0,,,44.0,53.0,16.0,21.0,6.0,6.0,1.0,8.0,7.0,0.0,0.0,,,
1059810,11,2019-11-02 17:30:00,"Vicarage Road, Watford",21011.0,Away,Chelsea,Watford,2,1,W,1,0,0,0,2.0,16.0,10.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,12.0,11.0,26.0,50.0,793.0,710.0,67.2,26.0,16.0,8.0,13.0,17.0,17.0,14.0,4.0,,,10.0,10.0,131.0,2.0,1.0,,,50.0,42.0,12.0,11.0,6.0,6.0,,5.0,8.0,0.0,0.0,,,
1059813,12,2019-11-09 12:30:00,"Stamford Bridge, London",40525.0,Home,Chelsea,Crystal Palace,2,0,W,0,0,0,0,2.0,23.0,5.0,10.0,8.0,3.0,2.0,3.0,,1.0,15.0,7.0,29.0,54.0,572.0,498.0,60.6,29.0,19.0,9.0,10.0,9.0,9.0,12.0,1.0,,,12.0,13.0,133.0,1.0,,1.0,,68.0,56.0,19.0,16.0,7.0,7.0,,9.0,17.0,0.0,0.0,,,
1059828,13,2019-11-23 17:30:00,"Etihad Stadium, Manchester",54486.0,Away,Chelsea,Man City,1,2,L,1,2,0,0,1.0,11.0,2.0,6.0,3.0,1.0,1.0,,,1.0,8.0,4.0,18.0,46.0,644.0,574.0,53.3,21.0,15.0,11.0,17.0,23.0,23.0,12.0,4.0,2.0,,10.0,9.0,110.0,2.0,2.0,,,43.0,46.0,7.0,12.0,2.0,3.0,,9.0,5.0,0.0,0.0,,,4.0
1059833,14,2019-11-30 15:00:00,"Stamford Bridge, London",40595.0,Home,Chelsea,West Ham,0,1,L,0,0,0,0,,19.0,6.0,8.0,5.0,3.0,,5.0,1.0,,11.0,5.0,47.0,64.0,672.0,590.0,65.7,30.0,7.0,5.0,19.0,9.0,9.0,21.0,,,,11.0,12.0,160.0,3.0,1.0,,,70.0,62.0,21.0,25.0,9.0,9.0,1.0,,15.0,0.0,0.0,,,3.0
1059848,15,2019-12-04 19:30:00,"Stamford Bridge, London",40628.0,Home,Chelsea,Aston Villa,2,1,W,1,1,0,0,2.0,25.0,9.0,6.0,10.0,1.0,1.0,,1.0,2.0,20.0,15.0,39.0,47.0,649.0,564.0,64.5,46.0,13.0,8.0,6.0,15.0,15.0,15.0,5.0,,,10.0,10.0,144.0,2.0,1.0,,,54.0,70.0,16.0,20.0,9.0,9.0,,18.0,9.0,0.0,0.0,,,
1059855,16,2019-12-07 12:30:00,"Goodison Park, Liverpool",39114.0,Away,Chelsea,Everton,1,3,L,0,1,0,0,1.0,15.0,4.0,7.0,4.0,,,,,,12.0,5.0,39.0,63.0,594.0,505.0,70.0,41.0,14.0,8.0,10.0,23.0,23.0,15.0,3.0,,,5.0,24.0,167.0,4.0,3.0,,,77.0,74.0,26.0,26.0,5.0,5.0,2.0,9.0,14.0,0.0,0.0,,,3.0
1059864,17,2019-12-14 15:00:00,"Stamford Bridge, London",40243.0,Home,Chelsea,Bournemouth,0,1,L,0,0,0,0,,18.0,5.0,5.0,8.0,3.0,,3.0,,,10.0,6.0,47.0,71.0,590.0,487.0,67.0,33.0,15.0,7.0,15.0,26.0,26.0,16.0,8.0,1.0,,9.0,4.0,164.0,1.0,1.0,,,65.0,50.0,31.0,25.0,9.0,9.0,,9.0,14.0,0.0,0.0,,,3.0
1059879,18,2019-12-22 16:30:00,"Tottenham Hotspur Stadium, London",61104.0,Away,Chelsea,Spurs,2,0,W,2,0,0,1,2.0,13.0,3.0,6.0,4.0,,1.0,,,1.0,10.0,4.0,28.0,57.0,571.0,467.0,55.5,26.0,16.0,9.0,13.0,15.0,15.0,18.0,2.0,,,12.0,10.0,160.0,1.0,,1.0,,55.0,59.0,17.0,17.0,5.0,5.0,,11.0,8.0,0.0,0.0,1.0,1.0,2.0
1059884,19,2019-12-26 15:00:00,"Stamford Bridge, London",40651.0,Home,Chelsea,Southampton,0,2,L,0,1,0,0,,10.0,3.0,5.0,2.0,2.0,,2.0,,,9.0,4.0,44.0,69.0,688.0,556.0,66.1,28.0,21.0,13.0,11.0,7.0,7.0,28.0,2.0,,1.0,11.0,19.0,226.0,1.0,2.0,,,80.0,79.0,34.0,27.0,8.0,8.0,,10.0,9.0,0.0,0.0,,,1.0
1059892,20,2019-12-29 14:00:00,"Emirates Stadium, London",60309.0,Away,Chelsea,Arsenal,2,1,W,0,1,0,0,2.0,13.0,4.0,6.0,3.0,2.0,1.0,1.0,,2.0,10.0,7.0,32.0,54.0,577.0,482.0,57.9,26.0,17.0,10.0,16.0,10.0,10.0,20.0,,,,10.0,11.0,143.0,1.0,1.0,,,60.0,60.0,15.0,17.0,3.0,3.0,3.0,19.0,13.0,0.0,0.0,,,1.0
1059903,21,2020-01-01 12:30:00,"American Express Stadium, Falmer",30559.0,Away,Chelsea,Brighton,1,1,D,1,0,0,0,1.0,16.0,5.0,4.0,7.0,,1.0,,,,11.0,7.0,16.0,49.0,537.0,436.0,52.3,36.0,25.0,14.0,19.0,26.0,26.0,18.0,7.0,,,6.0,13.0,157.0,4.0,1.0,,,62.0,64.0,19.0,26.0,3.0,3.0,,15.0,8.0,0.0,0.0,,,3.0
1059914,22,2020-01-11 15:00:00,"Stamford Bridge, London",40396.0,Home,Chelsea,Burnley,3,0,W,2,0,0,0,3.0,18.0,8.0,4.0,6.0,2.0,2.0,1.0,,2.0,14.0,10.0,42.0,62.0,568.0,478.0,65.5,38.0,13.0,8.0,9.0,9.0,9.0,15.0,4.0,,,10.0,6.0,149.0,1.0,,1.0,,37.0,49.0,14.0,20.0,10.0,10.0,,7.0,4.0,0.0,0.0,1.0,1.0,6.0
