matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
987595,1,2018-08-11 15:00:00,"Accu Stadium, Huddersfield",24121,Away,Chelsea,Huddersfield,3,0,W,2,0,0,0,3.0,13.0,4.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,9.0,7.0,18.0,46.0,658.0,582.0,62.8,18.0,12.0,6.0,9.0,21.0,21.0,12.0,1.0,,,6.0,21.0,134.0,1.0,,1.0,53.0,60.0,17.0,22.0,5.0,5.0,,8.0,8.0,0.0,0.0,1.0,1.0,1.0
987605,2,2018-08-18 17:30:00,"Stamford Bridge, London",40491,Home,Chelsea,Arsenal,3,2,W,2,2,0,0,3.0,24.0,11.0,7.0,6.0,1.0,1.0,,,3.0,19.0,12.0,27.0,70.0,720.0,641.0,62.3,25.0,16.0,9.0,7.0,11.0,11.0,13.0,3.0,,,5.0,11.0,123.0,4.0,2.0,,49.0,43.0,15.0,12.0,5.0,5.0,,12.0,9.0,0.0,0.0,,,3.0
987618,3,2018-08-26 16:00:00,"St. James' Park, Newcastle",51791,Away,Chelsea,Newcastle,2,1,W,0,0,0,0,2.0,15.0,3.0,7.0,5.0,,1.0,,1.0,,9.0,5.0,41.0,80.0,913.0,839.0,81.1,46.0,17.0,8.0,5.0,20.0,20.0,15.0,2.0,,,2.0,16.0,130.0,1.0,1.0,,53.0,42.0,13.0,12.0,5.0,5.0,1.0,8.0,16.0,0.0,0.0,1.0,1.0,2.0
987625,4,2018-09-01 15:00:00,"Stamford Bridge, London",40178,Home,Chelsea,Bournemouth,2,0,W,0,0,0,0,2.0,24.0,6.0,6.0,12.0,,,,1.0,2.0,19.0,13.0,48.0,58.0,704.0,616.0,72.6,42.0,12.0,7.0,7.0,23.0,23.0,16.0,1.0,,,3.0,9.0,143.0,1.0,,1.0,46.0,39.0,19.0,13.0,7.0,7.0,1.0,10.0,7.0,0.0,0.0,,,2.0
987633,5,2018-09-15 15:00:00,"Stamford Bridge, London",40499,Home,Chelsea,Cardiff,4,1,W,2,1,0,0,4.0,18.0,7.0,8.0,3.0,2.0,2.0,1.0,,2.0,14.0,7.0,34.0,80.0,766.0,669.0,76.8,25.0,10.0,9.0,7.0,17.0,17.0,20.0,,,,6.0,10.0,131.0,1.0,1.0,,48.0,50.0,18.0,23.0,5.0,5.0,,8.0,10.0,0.0,0.0,1.0,1.0,
987651,6,2018-09-23 13:30:00,"London Stadium, London",56875,Away,Chelsea,West Ham,0,0,D,0,0,0,0,,17.0,6.0,6.0,5.0,4.0,,4.0,,,16.0,9.0,48.0,100.0,758.0,664.0,71.8,32.0,8.0,3.0,8.0,8.0,8.0,26.0,1.0,,,7.0,11.0,154.0,1.0,,1.0,38.0,46.0,12.0,10.0,8.0,8.0,1.0,9.0,11.0,0.0,0.0,,,3.0
987655,7,2018-09-29 17:30:00,"Stamford Bridge, London",40625,Home,Chelsea,Liverpool,1,1,D,1,0,0,0,1.0,10.0,4.0,4.0,2.0,4.0,,4.0,,1.0,8.0,4.0,19.0,37.0,558.0,465.0,47.2,18.0,13.0,9.0,12.0,23.0,23.0,21.0,3.0,1.0,,7.0,11.0,135.0,3.0,1.0,,37.0,42.0,11.0,13.0,4.0,4.0,2.0,7.0,9.0,0.0,0.0,,,2.0
987669,8,2018-10-07 14:15:00,"St. Mary's Stadium, Southampton",27077,Away,Chelsea,Southampton,3,0,W,1,0,0,0,3.0,21.0,6.0,3.0,12.0,5.0,3.0,2.0,1.0,3.0,16.0,14.0,44.0,47.0,651.0,575.0,65.3,41.0,13.0,4.0,2.0,18.0,18.0,25.0,3.0,1.0,,2.0,12.0,133.0,6.0,,1.0,47.0,46.0,17.0,12.0,12.0,12.0,2.0,11.0,13.0,0.0,0.0,,,
987675,9,2018-10-20 12:30:00,"Stamford Bridge, London",40721,Home,Chelsea,Man Utd,2,2,D,1,0,0,0,2.0,21.0,6.0,8.0,7.0,3.0,2.0,3.0,1.0,1.0,18.0,11.0,34.0,60.0,611.0,543.0,62.3,33.0,12.0,8.0,9.0,23.0,23.0,11.0,,,,10.0,9.0,128.0,2.0,2.0,,43.0,54.0,13.0,15.0,5.0,5.0,2.0,9.0,15.0,0.0,0.0,,,2.0
987683,10,2018-10-28 13:30:00,"Turf Moor, Burnley",21430,Away,Chelsea,Burnley,4,0,W,1,0,0,0,4.0,24.0,8.0,9.0,7.0,4.0,2.0,3.0,2.0,3.0,18.0,10.0,16.0,50.0,796.0,720.0,69.8,26.0,9.0,5.0,5.0,23.0,23.0,17.0,2.0,1.0,,4.0,8.0,105.0,1.0,,1.0,52.0,35.0,18.0,11.0,4.0,4.0,,10.0,14.0,0.0,0.0,,,
987695,11,2018-11-04 16:00:00,"Stamford Bridge, London",40407,Home,Chelsea,Crystal Palace,3,1,W,1,0,0,0,3.0,15.0,6.0,5.0,4.0,3.0,1.0,2.0,,3.0,15.0,10.0,32.0,74.0,883.0,799.0,73.7,26.0,21.0,12.0,2.0,11.0,11.0,15.0,3.0,,,12.0,14.0,136.0,1.0,1.0,,58.0,50.0,13.0,12.0,4.0,4.0,3.0,6.0,13.0,0.0,0.0,,,6.0
987704,12,2018-11-11 14:15:00,"Stamford Bridge, London",40345,Home,Chelsea,Everton,0,0,D,0,0,0,0,,15.0,4.0,7.0,4.0,3.0,,3.0,1.0,,14.0,7.0,31.0,71.0,688.0,615.0,68.7,18.0,19.0,11.0,4.0,13.0,13.0,7.0,2.0,,,8.0,16.0,128.0,1.0,,1.0,50.0,54.0,12.0,18.0,5.0,5.0,2.0,7.0,11.0,0.0,0.0,,,5.0
987718,13,2018-11-24 17:30:00,"Wembley Stadium, London",55465,Away,Chelsea,Spurs,1,3,L,0,2,0,0,1.0,13.0,2.0,5.0,6.0,1.0,1.0,,,1.0,11.0,7.0,35.0,44.0,549.0,467.0,60.1,25.0,15.0,7.0,22.0,8.0,8.0,19.0,3.0,,,12.0,7.0,135.0,6.0,3.0,,62.0,54.0,13.0,19.0,4.0,4.0,1.0,12.0,19.0,0.0,0.0,,,5.0
987724,14,2018-12-02 12:00:00,"Stamford Bridge, London",40551,Home,Chelsea,Fulham,2,0,W,1,0,0,0,2.0,16.0,9.0,1.0,6.0,2.0,2.0,1.0,,2.0,8.0,8.0,30.0,47.0,725.0,647.0,66.0,27.0,18.0,12.0,11.0,17.0,17.0,20.0,1.0,,,11.0,16.0,135.0,4.0,,1.0,58.0,56.0,15.0,15.0,4.0,4.0,,8.0,17.0,0.0,0.0,,,
987739,15,2018-12-05 19:45:00,"Molineux Stadium, Wolverhampton",31300,Away,Chelsea,Wolves,1,2,L,1,0,0,0,1.0,17.0,3.0,10.0,4.0,2.0,,2.0,,1.0,14.0,6.0,26.0,57.0,678.0,597.0,70.1,18.0,14.0,10.0,11.0,18.0,18.0,15.0,1.0,,1.0,7.0,10.0,132.0,,2.0,,62.0,48.0,19.0,16.0,5.0,5.0,2.0,10.0,18.0,0.0,0.0,,,
987746,16,2018-12-08 17:30:00,"Stamford Bridge, London",40571,Home,Chelsea,Man City,2,0,W,1,0,0,0,2.0,8.0,5.0,1.0,2.0,,,,,2.0,7.0,6.0,15.0,20.0,410.0,334.0,38.7,12.0,28.0,14.0,19.0,31.0,31.0,19.0,4.0,1.0,,16.0,15.0,112.0,4.0,,1.0,67.0,53.0,18.0,7.0,1.0,1.0,,12.0,11.0,0.0,0.0,,,1.0
987752,17,2018-12-16 13:30:00,"American Express Stadium, Falmer",30645,Away,Chelsea,Brighton,2,1,W,2,0,0,0,2.0,10.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,9.0,4.0,15.0,50.0,654.0,573.0,58.3,21.0,15.0,8.0,11.0,11.0,11.0,19.0,1.0,1.0,,5.0,16.0,129.0,1.0,1.0,,49.0,51.0,10.0,16.0,1.0,1.0,,6.0,14.0,0.0,0.0,,,4.0
987765,18,2018-12-22 15:00:00,"Stamford Bridge, London",40558,Home,Chelsea,Leicester,0,1,L,0,0,0,0,,17.0,5.0,8.0,4.0,4.0,,5.0,2.0,,12.0,6.0,48.0,75.0,693.0,609.0,72.1,33.0,18.0,12.0,9.0,13.0,13.0,29.0,3.0,1.0,,8.0,14.0,165.0,2.0,1.0,,52.0,59.0,12.0,19.0,9.0,9.0,,10.0,9.0,0.0,0.0,,,3.0
987781,19,2018-12-26 19:30:00,"Vicarage Road, Watford",20415,Away,Chelsea,Watford,2,1,W,1,1,0,0,2.0,10.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,10.0,4.0,23.0,69.0,729.0,646.0,65.0,29.0,12.0,4.0,3.0,13.0,13.0,17.0,3.0,,,10.0,9.0,139.0,1.0,1.0,,59.0,53.0,15.0,20.0,4.0,4.0,,5.0,14.0,0.0,0.0,1.0,1.0,2.0
987784,20,2018-12-30 12:00:00,"Selhurst Park, London",25781,Away,Chelsea,Crystal Palace,1,0,W,0,0,0,0,1.0,12.0,4.0,4.0,4.0,1.0,1.0,,2.0,1.0,9.0,5.0,37.0,82.0,781.0,690.0,65.8,18.0,13.0,5.0,17.0,17.0,17.0,17.0,2.0,,,7.0,9.0,139.0,,,1.0,41.0,40.0,12.0,12.0,4.0,4.0,1.0,8.0,10.0,0.0,0.0,,,3.0
987795,21,2019-01-02 19:45:00,"Stamford Bridge, London",40668,Home,Chelsea,Southampton,0,0,D,0,0,0,0,,17.0,6.0,2.0,9.0,,,,,,13.0,12.0,39.0,92.0,748.0,634.0,71.6,27.0,18.0,8.0,4.0,20.0,20.0,30.0,1.0,1.0,,7.0,10.0,179.0,2.0,,1.0,65.0,52.0,14.0,18.0,7.0,7.0,1.0,8.0,11.0,0.0,0.0,,,5.0
987805,22,2019-01-12 17:30:00,"Stamford Bridge, London",40491,Home,Chelsea,Newcastle,2,1,W,1,1,0,0,2.0,10.0,6.0,2.0,2.0,3.0,1.0,2.0,,2.0,9.0,8.0,33.0,46.0,698.0,596.0,65.9,23.0,18.0,13.0,13.0,15.0,15.0,20.0,1.0,,,7.0,16.0,161.0,1.0,1.0,,65.0,46.0,20.0,11.0,8.0,8.0,1.0,6.0,13.0,0.0,0.0,,,5.0
