matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2210273,1,2021-08-14 15:00:00,"Stamford Bridge, London",38965.0,Home,Chelsea,Crystal Palace,3,0,W,2,0,0,0,3.0,13.0,6.0,5.0,2.0,,,,1.0,,,,1.0,6.0,4.0,40.0,79.0,678.0,623.0,61.7,33.0,21.0,9.0,11.0,8.0,8.0,11.0,1.0,,,13.0,5.0,97.0,1.0,,,1.0,,46.0,52.0,7.0,15.0,5.0,5.0,,15.0,11.0,0.0,0.0,,,
2210281,2,2021-08-22 16:30:00,"Emirates Stadium, London",58729.0,Away,Chelsea,Arsenal,2,0,W,2,0,0,0,2.0,22.0,5.0,6.0,11.0,,,5.0,2.0,3.0,1.0,,2.0,18.0,14.0,35.0,43.0,646.0,574.0,65.0,40.0,11.0,5.0,10.0,23.0,23.0,15.0,1.0,,,9.0,11.0,116.0,3.0,,,1.0,,46.0,43.0,18.0,11.0,8.0,8.0,1.0,4.0,10.0,0.0,0.0,,,
2210294,3,2021-08-28 17:30:00,"Anfield, Liverpool",,Away,Chelsea,Liverpool,1,1,D,1,1,1,0,1.0,6.0,3.0,1.0,2.0,,,,,,,,1.0,6.0,5.0,17.0,25.0,370.0,268.0,34.3,13.0,26.0,12.0,21.0,34.0,34.0,20.0,4.0,,,4.0,13.0,154.0,6.0,1.0,,,,55.0,43.0,13.0,21.0,3.0,3.0,,4.0,12.0,0.0,0.0,,,2.0
2210303,4,2021-09-11 17:30:00,"Stamford Bridge, London",39969.0,Home,Chelsea,Aston Villa,3,0,W,1,0,0,0,3.0,12.0,4.0,6.0,2.0,,,1.0,2.0,,,,2.0,8.0,4.0,23.0,41.0,476.0,396.0,56.8,18.0,15.0,6.0,7.0,40.0,40.0,17.0,9.0,1.0,,19.0,6.0,126.0,6.0,,,1.0,,52.0,56.0,16.0,14.0,4.0,4.0,,11.0,10.0,0.0,0.0,,,2.0
2210318,5,2021-09-19 16:30:00,"Tottenham Hotspur Stadium, London",60059.0,Away,Chelsea,Spurs,3,0,W,0,0,0,0,3.0,20.0,10.0,3.0,7.0,,,3.0,,3.0,,,3.0,17.0,15.0,35.0,45.0,525.0,457.0,53.0,40.0,15.0,8.0,15.0,19.0,19.0,22.0,1.0,,,7.0,10.0,126.0,2.0,,,1.0,,45.0,54.0,18.0,12.0,11.0,11.0,,15.0,4.0,0.0,0.0,,,1.0
2210323,6,2021-09-25 12:30:00,"Stamford Bridge, London",40036.0,Home,Chelsea,Man City,0,1,L,0,0,0,0,,5.0,,1.0,4.0,,,,,,,,,4.0,3.0,23.0,38.0,413.0,341.0,40.9,11.0,13.0,6.0,7.0,24.0,24.0,17.0,6.0,,,9.0,8.0,125.0,2.0,1.0,,,,50.0,46.0,18.0,9.0,4.0,4.0,,12.0,9.0,0.0,0.0,,,3.0
2210333,7,2021-10-02 15:00:00,"Stamford Bridge, London",40109.0,Home,Chelsea,Southampton,3,1,W,1,0,0,1,3.0,20.0,9.0,6.0,5.0,,,5.0,2.0,4.0,2.0,,2.0,15.0,12.0,28.0,46.0,546.0,468.0,61.6,36.0,16.0,10.0,5.0,11.0,11.0,20.0,1.0,,,12.0,19.0,137.0,1.0,1.0,,,,62.0,51.0,14.0,4.0,7.0,7.0,,11.0,13.0,0.0,0.0,,,1.0
2210343,8,2021-10-16 17:30:00,"Gtech Community Stadium, Brentford",16940.0,Away,Chelsea,Brentford,1,0,W,1,0,0,0,1.0,5.0,1.0,3.0,1.0,,,,,,,,,2.0,,30.0,55.0,540.0,458.0,56.1,20.0,20.0,7.0,10.0,41.0,41.0,15.0,8.0,,,11.0,8.0,133.0,6.0,,,1.0,,61.0,70.0,17.0,35.0,5.0,5.0,,8.0,13.0,0.0,0.0,,,4.0
2210354,9,2021-10-23 12:30:00,"Stamford Bridge, London",40113.0,Home,Chelsea,Norwich,7,0,W,3,0,0,1,7.0,23.0,13.0,7.0,3.0,,,4.0,4.0,1.0,,,5.0,21.0,15.0,30.0,54.0,626.0,567.0,61.8,26.0,19.0,12.0,5.0,4.0,4.0,19.0,1.0,2.0,,11.0,9.0,101.0,1.0,,,1.0,,51.0,42.0,10.0,6.0,5.0,5.0,2.0,14.0,14.0,0.0,0.0,1.0,1.0,1.0
2210366,10,2021-10-30 15:00:00,"St. James' Park, Newcastle",52208.0,Away,Chelsea,Newcastle,3,0,W,0,0,0,0,3.0,19.0,6.0,6.0,7.0,,,2.0,1.0,2.0,1.0,,,12.0,8.0,49.0,91.0,773.0,698.0,79.2,30.0,12.0,4.0,3.0,10.0,10.0,15.0,2.0,,,10.0,1.0,119.0,1.0,,,1.0,,50.0,52.0,17.0,21.0,2.0,2.0,,12.0,13.0,0.0,0.0,1.0,1.0,4.0
