matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561902,1,2025-08-17 14:00:00,"Stamford Bridge, London",39678.0,Home,Chelsea,Crystal Palace,0,0,D,0,0,0,0,0.0,19.0,3.0,7.0,9.0,1.6046,0.6538,1.0,,2.0,,1.3362,,10.0,6.0,34.0,62.0,568.0,510.0,71.5,31.0,13.0,6.0,11.0,19.0,19.0,6.0,4.0,1.0,,5.0,4.0,117.0,4.0,0.0,0.2606,1.0,0.0,52.0,47.0,17.0,16.0,11.0,11.0,,10.0,10.0,0.0,0.0,,0.0,,101102.05
2561914,2,2025-08-22 20:00:00,"London Stadium, London",62462.0,Away,Chelsea,West Ham,5,1,W,3,1,0,0,5.0,12.0,7.0,4.0,1.0,2.7427,5.1386,6.0,5.0,2.0,,1.47202,4.0,7.0,6.0,18.0,63.0,577.0,505.0,59.2,26.0,19.0,13.0,4.0,17.0,17.0,4.0,3.0,,,5.0,7.0,103.0,3.0,1.0,0.3267,,0.0,45.0,39.0,15.0,14.0,5.0,5.0,,10.0,7.0,0.0,0.0,,0.0,2.0,105029.72
2561917,3,2025-08-30 12:30:00,"Stamford Bridge, London",39745.0,Home,Chelsea,Fulham,2,0,W,1,0,0,0,2.0,13.0,6.0,1.0,6.0,2.3502,3.1877,1.0,2.0,1.0,,0.832111,1.0,11.0,10.0,26.0,64.0,494.0,429.0,53.8,27.0,19.0,9.0,18.0,20.0,20.0,3.0,3.0,1.0,,3.0,18.0,127.0,1.0,0.0,0.1025,1.0,0.0,60.0,56.0,17.0,13.0,6.0,6.0,,11.0,16.0,0.0,0.0,1.0,1.0,3.0,107608.29
2561927,4,2025-09-13 20:00:00,"Gtech Community Stadium, Brentford",16795.0,Away,Chelsea,Brentford,2,2,D,0,1,0,0,2.0,16.0,6.0,3.0,7.0,1.2524,2.2305,2.0,1.0,1.0,1.0,1.0484,1.0,13.0,10.0,28.0,70.0,570.0,516.0,65.7,38.0,15.0,9.0,13.0,33.0,33.0,2.0,1.0,,,11.0,11.0,113.0,3.0,2.0,2.2957,,0.0,46.0,44.0,14.0,7.0,6.0,6.0,2.0,9.0,13.0,0.0,0.0,,0.0,4.0,104450.02
2561941,5,2025-09-20 17:30:00,"Old Trafford, Manchester",74124.0,Away,Chelsea,Man Utd,1,2,L,0,2,1,1,1.0,5.0,1.0,2.0,2.0,0.4251,0.5938,1.0,1.0,,,0.326202,1.0,4.0,2.0,19.0,54.0,550.0,466.0,58.8,16.0,16.0,13.0,8.0,29.0,29.0,8.0,3.0,1.0,1.0,5.0,11.0,135.0,2.0,2.0,1.8708,,0.0,53.0,51.0,16.0,12.0,5.0,5.0,1.0,14.0,13.0,0.0,0.0,,0.0,2.0,100879.23
2561947,6,2025-09-27 15:00:00,"Stamford Bridge, London",39597.0,Home,Chelsea,Brighton,1,3,L,1,0,1,0,1.0,13.0,3.0,4.0,6.0,1.81,2.1236,1.0,1.0,1.0,,0.459438,,9.0,6.0,23.0,53.0,470.0,396.0,59.5,17.0,21.0,11.0,10.0,8.0,8.0,11.0,2.0,1.0,1.0,7.0,9.0,126.0,,3.0,1.7729,,0.0,54.0,48.0,8.0,11.0,5.0,5.0,3.0,9.0,16.0,0.0,0.0,,0.0,2.0,97357.59
2561959,7,2025-10-04 17:30:00,"Stamford Bridge, London",39767.0,Home,Chelsea,Liverpool,2,1,W,1,0,0,0,2.0,12.0,6.0,4.0,2.0,1.0039,1.6621,2.0,1.0,1.0,2.0,1.08905,2.0,9.0,6.0,36.0,56.0,508.0,422.0,53.2,22.0,21.0,12.0,13.0,12.0,12.0,7.0,5.0,,,2.0,8.0,138.0,1.0,1.0,0.956,,0.0,41.0,32.0,7.0,6.0,7.0,7.0,1.0,9.0,8.0,0.0,0.0,,0.0,2.0,113659.46
2561971,8,2025-10-18 12:30:00,"The City Ground, Nottingham",30495.0,Away,Chelsea,Nott'm Forest,3,0,W,0,0,1,0,3.0,17.0,6.0,6.0,5.0,1.6745,2.1575,3.0,2.0,2.0,,1.17264,2.0,12.0,7.0,21.0,52.0,463.0,397.0,50.3,20.0,15.0,8.0,13.0,19.0,19.0,7.0,2.0,3.0,,8.0,11.0,111.0,2.0,0.0,0.5539,1.0,0.0,53.0,47.0,13.0,5.0,2.0,2.0,1.0,16.0,13.0,0.0,0.0,,0.0,2.0,102633.35
2561979,9,2025-10-25 15:00:00,"Stamford Bridge, London",39489.0,Home,Chelsea,Sunderland,1,2,L,1,1,0,0,1.0,16.0,7.0,5.0,4.0,0.895,0.9874,2.0,1.0,1.0,,1.17312,1.0,14.0,9.0,40.0,61.0,629.0,567.0,68.4,26.0,8.0,8.0,3.0,18.0,18.0,4.0,4.0,,,4.0,8.0,118.0,2.0,2.0,1.5775,,0.0,40.0,48.0,10.0,17.0,9.0,9.0,,15.0,13.0,0.0,0.0,,0.0,3.0,108515.56
2561993,10,2025-11-01 17:30:00,"Tottenham Hotspur Stadium, London",61202.0,Away,Chelsea,Spurs,1,0,W,1,0,0,0,1.0,15.0,9.0,5.0,1.0,3.6847,3.1654,6.0,1.0,5.0,,1.78168,1.0,14.0,9.0,20.0,53.0,425.0,343.0,52.1,36.0,20.0,12.0,17.0,19.0,19.0,9.0,1.0,1.0,,9.0,11.0,151.0,1.0,0.0,0.1577,1.0,0.0,64.0,69.0,22.0,19.0,5.0,5.0,,12.0,14.0,0.0,0.0,,0.0,1.0,104898.63
