matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442008,1,2012-08-19 13:30:00,"DW Stadium, Wigan",19738,Away,Chelsea,Wigan,2,0,W,2,0,0,0,2.0,6.0,4.0,2.0,,2.0,2.0,1.0,,1.0,4.0,3.0,10.0,42.0,456.0,389.0,48.0,,17.0,16.0,25.0,29.0,12.0,1.0,1.0,,4.0,13.0,131.0,,,1.0,,51.0,48.0,9.0,10.0,1.0,1.0,1.0,11.0,16.0,0.0,0.0,1.0,1.0,2.0
442010,2,2012-08-25 17:30:00,"Stamford Bridge, London",41718,Home,Chelsea,Newcastle,2,0,W,2,0,0,0,2.0,12.0,6.0,5.0,1.0,,1.0,,,1.0,7.0,5.0,20.0,53.0,513.0,440.0,52.5,,17.0,13.0,10.0,22.0,17.0,2.0,2.0,,11.0,12.0,121.0,,,1.0,,53.0,46.0,19.0,9.0,2.0,2.0,,8.0,11.0,0.0,0.0,1.0,1.0,1.0
442019,3,2012-08-22 19:45:00,"Stamford Bridge, London",41733,Home,Chelsea,Reading,4,2,W,1,2,0,0,4.0,27.0,6.0,15.0,6.0,3.0,3.0,1.0,,3.0,22.0,10.0,20.0,64.0,651.0,579.0,71.6,,13.0,11.0,22.0,28.0,17.0,1.0,,1.0,3.0,7.0,131.0,,2.0,,,66.0,37.0,28.0,12.0,1.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,1.0,
442035,4,2012-09-15 15:00:00,"MATRADE Loftus Road, London",18271,Away,Chelsea,QPR,0,0,D,0,0,0,0,,12.0,4.0,4.0,4.0,2.0,,2.0,,,8.0,4.0,16.0,70.0,401.0,310.0,47.3,,22.0,18.0,12.0,19.0,11.0,3.0,2.0,,4.0,19.0,176.0,,,1.0,,55.0,69.0,11.0,15.0,4.0,4.0,,18.0,17.0,0.0,0.0,,,1.0
442039,5,2012-09-22 15:00:00,"Stamford Bridge, London",41112,Home,Chelsea,Stoke,1,0,W,0,0,0,0,1.0,19.0,4.0,7.0,8.0,2.0,1.0,1.0,,1.0,17.0,10.0,28.0,67.0,466.0,387.0,59.7,,18.0,16.0,12.0,16.0,11.0,4.0,,,3.0,13.0,157.0,,,1.0,,51.0,53.0,11.0,17.0,13.0,13.0,,14.0,16.0,0.0,0.0,,,2.0
442049,6,2012-09-29 12:45:00,"Emirates Stadium, London",60101,Away,Chelsea,Arsenal,2,1,W,1,1,0,0,2.0,10.0,3.0,5.0,2.0,,,1.0,,1.0,5.0,2.0,22.0,51.0,470.0,393.0,48.6,15.0,26.0,23.0,11.0,28.0,20.0,3.0,1.0,,14.0,23.0,137.0,3.0,1.0,,,70.0,72.0,16.0,15.0,5.0,5.0,1.0,14.0,14.0,0.0,0.0,,,3.0
442059,7,2012-10-06 15:00:00,"Stamford Bridge, London",41784,Home,Chelsea,Norwich,4,1,W,3,1,0,0,4.0,23.0,9.0,5.0,9.0,5.0,2.0,3.0,,3.0,19.0,14.0,23.0,71.0,731.0,665.0,68.9,,11.0,10.0,7.0,15.0,9.0,1.0,,,7.0,10.0,129.0,,1.0,,,28.0,42.0,9.0,11.0,10.0,10.0,1.0,7.0,2.0,0.0,0.0,,,2.0
442076,8,2012-10-20 12:45:00,"White Hart Lane, London",36060,Away,Chelsea,Spurs,4,2,W,1,0,0,0,4.0,10.0,7.0,3.0,,2.0,2.0,1.0,,2.0,5.0,4.0,19.0,69.0,493.0,417.0,57.8,,20.0,17.0,11.0,37.0,22.0,7.0,,,8.0,12.0,163.0,,2.0,,,48.0,49.0,17.0,12.0,4.0,4.0,,9.0,7.0,0.0,0.0,,,5.0
442081,9,2012-10-28 16:00:00,"Stamford Bridge, London",41644,Home,Chelsea,Man Utd,2,3,L,1,2,2,0,2.0,15.0,8.0,3.0,4.0,4.0,,4.0,1.0,1.0,12.0,9.0,22.0,68.0,421.0,345.0,48.7,,21.0,16.0,13.0,13.0,10.0,2.0,1.0,,7.0,15.0,148.0,,3.0,,1.0,46.0,55.0,10.0,9.0,8.0,8.0,,14.0,11.0,0.0,0.0,,,1.0
442095,10,2012-11-03 15:00:00,"Swansea.com Stadium, Swansea",20527,Away,Chelsea,Swansea,1,1,D,0,0,0,0,1.0,11.0,5.0,2.0,4.0,,,,,1.0,6.0,5.0,13.0,55.0,442.0,381.0,47.8,,22.0,12.0,11.0,21.0,13.0,4.0,,,4.0,11.0,127.0,,1.0,,,47.0,37.0,10.0,5.0,6.0,6.0,,10.0,12.0,0.0,0.0,,,2.0
