fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
3,10,True,2025-08-16T14:00:00Z,1,1,1,Fulham,67,987,1,1,11,0,0,0,0,0,0,1,6,244,195.79999999999995,195.9,157.0,42,45,15,76,11,2.08,0.8200000000000001,2.9000000000000004,6.08,0,1747608,0,0,54.9,47.1,11,Leeds,31,16
16,9,False,2025-08-24T13:00:00Z,2,0,2,Everton,15,985,0,0,0,55,0,0,0,2,0,0,0,13,90.39999999999999,45.099999999999994,32.0,29,33,17,64,11,0.17,0.11000000000000001,0.28,31.68,7192,1961381,213454,206262,16.8,47.6,11,Leeds,33,16
22,13,True,2025-08-31T13:00:00Z,2,1,3,Man City,52,986,0,0,9,0,0,0,0,1,0,2,4,222,137.8,137.9,71.0,34,48,18,74,11,0.6900000000000001,0.34,1.03,5.0600000000000005,-131541,1888182,169814,301355,34.7,47.0,11,Leeds,34,15
33,5,False,2025-09-13T19:00:00Z,2,2,4,Brentford,32,1031,0,0,3,12,1,0,0,2,0,3,0,123,133.2,94.3,103.0,37,51,19,81,12,0.78,0.7,1.48,9.899999999999999,78578,2042785,404498,325920,33.0,47.0,11,Leeds,34,16
47,14,False,2025-09-20T16:30:00Z,2,1,5,Man Utd,64,989,3,3,0,11,0,0,0,1,0,5,6,245,311.80000000000007,67.5,72.0,59,61,20,109,11,0.49,0.43000000000000005,0.9200000000000002,19.620000000000005,50524,2106292,216300,165776,45.1,46.7,11,Leeds,35,16
53,6,True,2025-09-27T14:00:00Z,1,3,6,Brighton,45,989,2,2,0,22,0,0,0,2,0,3,3,170,278.6,191.70000000000002,208.0,37,44,27,83,11,1.84,0.6699999999999999,2.5100000000000002,9.02,505318,2655042,777571,272253,67.8,46.6,11,Leeds,35,14
65,12,True,2025-10-04T16:30:00Z,2,1,7,Liverpool,34,985,1,1,0,22,0,0,0,2,0,1,2,144,171.59999999999997,225.0,144.0,33,53,19,76,11,1.73,0.89,2.62,5.83,151567,2808580,338172,186605,54.1,46.6,11,Leeds,35,16
77,16,False,2025-10-18T11:30:00Z,0,3,8,Nott'm Forest,20,986,0,0,0,22,0,0,0,1,0,1,0,126,162.60000000000002,284.6,181.0,24,37,13,56,11,2.62,1.5400000000000003,4.16,4.97,210989,3054391,436285,225296,62.8,46.5,11,Leeds,35,15
85,17,True,2025-10-25T14:00:00Z,1,2,9,Sunderland,54,986,2,2,3,11,0,0,0,3,0,2,7,192,265.2,130.9,135.0,54,45,21,93,11,1.5299999999999998,0.7800000000000001,2.31,7.1499999999999995,-76658,2982248,159650,236308,53.1,46.5,11,Leeds,35,16
99,18,False,2025-11-01T17:30:00Z,0,1,10,Spurs,21,985,0,0,0,33,0,0,0,1,0,4,0,81,146.4,95.30000000000001,71.0,27,37,12,57,11,0.5,0.51,1.01,33.769999999999996,-67562,2922072,192505,260067,31.3,46.5,11,Leeds,35,16
103,20,True,2025-11-08T20:00:00Z,3,0,11,Wolves,35,985,1,1,0,33,0,0,0,1,0,3,2,111,205.40000000000003,83.8,89.0,42,45,15,82,11,0.6799999999999999,0.3,0.9800000000000001,28.05,-171882,2755886,58521,230403,37.8,46.4,11,Leeds,35,16
114,3,False,2025-11-22T12:30:00Z,0,2,12,Burnley,32,985,1,1,0,22,0,0,0,5,0,2,3,151,203.0,169.40000000000003,168.0,36,59,26,94,11,1.96,0.81,2.7700000000000005,17.369999999999997,-101048,2664224,60539,161587,54.0,46.3,11,Leeds,35,16
