fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
123,1,True,2025-11-30T16:30:00Z,1,1,13,Arsenal,33,989,2,0,0,33,0,0,1,1,0,6,2,139,249.4,62.29999999999999,114.0,35,41,26,79,11,1.5299999999999998,0.5700000000000001,2.1,34.08,-158916,2375282,33054,191970,42.6,46.3,11,Leeds,35,16
136,11,False,2025-12-03T20:15:00Z,3,1,14,Leeds,65,987,3,3,0,11,0,0,0,1,0,1,7,204,278.79999999999995,132.60000000000002,176.0,46,53,21,91,11,2.79,0.45000000000000007,3.2399999999999998,10.559999999999999,-82437,2439726,40140,122577,58.7,46.2,11,Leeds,35,16
142,4,False,2025-12-06T15:00:00Z,0,0,15,Bournemouth,44,987,3,3,0,33,0,0,0,3,0,4,2,147,249.79999999999998,124.69999999999999,135.0,33,44,9,57,11,1.5099999999999998,0.42000000000000004,1.9299999999999997,21.009999999999998,-44558,2405123,70755,115313,51.0,46.1,11,Leeds,35,16
154,9,True,2025-12-13T15:00:00Z,2,0,16,Everton,38,988,1,1,0,11,0,0,0,0,0,1,3,175,223.2,171.70000000000002,167.0,51,46,15,82,11,1.51,1.28,2.79,7.92,177664,2615056,449441,271777,56.2,46.0,11,Leeds,35,15
168,15,False,2025-12-20T12:30:00Z,2,2,17,Newcastle,70,985,4,3,5,11,0,0,0,1,0,2,6,257,296.99999999999994,125.69999999999997,251.0,39,45,15,77,11,2.74,1.39,4.12,17.24,316630,2963346,438772,122142,67.4,46.0,11,Leeds,35,16
174,2,True,2025-12-27T17:30:00Z,1,2,18,Aston Villa,37,987,1,1,0,11,0,0,0,0,0,2,2,177,216.8,230.5,206.0,28,46,14,63,11,2.1799999999999997,2.16,4.34,7.699999999999999,569955,3671450,684686,114731,65.3,46.0,11,Leeds,35,14
184,4,True,2025-12-30T19:30:00Z,2,2,19,Bournemouth,66,988,0,0,11,0,0,0,0,2,0,4,5,217,180.8,40.4,49.0,57,41,16,95,11,0.6799999999999999,0.13,0.81,21.560000000000002,6621,3469763,266053,259432,27.0,46.0,11,Leeds,35,15
197,13,False,2026-01-04T17:30:00Z,1,1,20,Man City,43,986,1,1,0,11,0,0,0,0,0,1,1,142,201.8,109.50000000000001,108.0,44,52,18,86,11,0.9000000000000001,0.85,1.74,17.410000000000004,181498,3713077,377134,195636,41.9,45.9,11,Leeds,36,15
207,10,False,2026-01-07T19:30:00Z,2,1,21,Fulham,46,991,3,3,0,44,0,0,0,2,0,3,2,140,301.4,142.4,148.0,54,50,17,97,11,1.8900000000000001,0.71,2.6,26.81,20971,3728713,252901,231930,59.2,45.9,11,Leeds,36,16
214,10,True,2026-01-17T15:00:00Z,1,0,22,Fulham,67,988,1,1,11,0,0,0,0,1,0,1,7,243,161.0,164.1,123.0,22,47,10,48,11,1.43,0.89,2.32,4.28,410349,4179793,596059,185710,44.8,46.0,11,Leeds,36,15
226,9,False,2026-01-26T20:00:00Z,1,1,23,Everton,48,986,1,1,1,11,0,0,0,3,0,2,3,153,234.4,118.5,124.0,54,60,31,113,11,1.24,0.68,1.92,6.609999999999999,-24742,4142098,210305,235047,47.7,46.0,11,Leeds,36,15
234,1,True,2026-01-31T15:00:00Z,0,4,24,Arsenal,18,987,0,0,0,44,0,0,0,1,0,4,0,56,163.39999999999998,52.39999999999999,61.0,49,36,16,81,11,0.15,0.16,0.31,24.119999999999997,-211511,3923926,231556,443067,27.7,45.9,11,Leeds,36,16
246,16,True,2026-02-06T20:00:00Z,3,1,25,Nott'm Forest,61,989,3,3,2,11,0,0,0,1,0,5,6,261,376.00000000000006,170.29999999999998,180.0,45,33,22,82,11,2.52,1.4,3.92,14.650000000000002,-121827,3830705,195527,317354,72.6,45.9,11,Leeds,36,14
253,7,False,2026-02-10T19:30:00Z,2,2,26,Chelsea,35,989,2,2,0,22,0,0,0,4,0,2,2,108,210.0,44.3,68.0,49,30,11,65,11,1.4400000000000002,0.54,1.98,34.43000000000001,-34201,3791000,240105,274306,32.2,45.9,11,Leeds,36,14
261,2,False,2026-02-21T15:00:00Z,1,1,27,Aston Villa,39,988,1,1,2,11,0,0,0,4,0,3,4,132,210.8,122.19999999999999,114.0,56,43,22,98,11,1.35,0.6800000000000002,2.03,16.06,-110361,3695137,163797,274158,44.7,45.8,11,Leeds,36,14
276,13,True,2026-02-28T17:30:00Z,0,1,28,Man City,30,985,0,0,0,11,0,0,0,0,0,4,0,109,159.20000000000002,138.9,101.0,39,41,14,74,11,1.4900000000000002,0.8700000000000001,2.36,22.0,-76327,3623441,125141,201468,39.9,45.8,11,Leeds,36,16
286,17,True,2026-03-03T19:30:00Z,0,1,29,Sunderland,29,985,0,0,1,11,0,0,0,1,0,0,0,121,129.79999999999998,152.4,146.0,28,51,16,61,11,1.1400000000000001,0.6500000000000001,1.7900000000000003,9.459999999999999,89064,3729806,252903,163839,42.8,45.8,11,Leeds,36,16
295,8,False,2026-03-15T14:00:00Z,0,0,30,Crystal Palace,47,949,0,0,8,0,0,0,1,1,1,0,0,162,161.6,77.2,92.0,67,38,15,92,11,1.12,0.52,1.6400000000000001,7.01,-136857,3592869,138049,274906,33.1,45.8,11,Leeds,36,13
306,5,True,2026-03-21T20:00:00Z,0,0,31,Brentford,57,988,0,0,11,0,0,0,0,2,0,2,3,237,181.19999999999996,177.2,140.0,47,53,15,86,11,0.53,0.95,1.48,5.06,-29835,3478738,128814,158649,49.8,45.7,11,Leeds,36,14
317,14,False,2026-04-13T19:00:00Z,1,2,32,Man Utd,49,987,2,2,0,11,0,0,0,2,0,6,4,232,310.20000000000005,184.2,176.0,55,44,12,81,11,2.3899999999999997,1.8900000000000003,4.28,14.41,596754,4176890,1043302,446548,67.0,45.7,11,Leeds,36,14
326,20,True,2026-04-18T14:00:00Z,3,0,33,Wolves,127,1977,4,4,11,22,0,0,0,2,0,6,10,467,541.4,284.70000000000005,325.0,115,86,34,191,22,3.6700000000000004,1.63,5.300000000000001,22.199999999999996,2122452,13019416,2586404,463952,115.1,45.7,11,Leeds,72,32
347,3,True,2026-05-01T19:00:00Z,3,1,35,Burnley,54,989,3,3,1,11,0,0,0,4,0,2,7,218,257.40000000000003,180.8,185.0,28,50,10,59,11,1.6400000000000001,0.76,2.4,6.27,738967,5617579,977350,238383,62.3,45.8,11,Leeds,36,16
359,18,False,2026-05-11T19:00:00Z,1,1,36,Spurs,45,988,1,1,0,11,0,0,0,1,0,1,6,168,239.4,132.6,99.0,62,40,25,109,11,1.35,0.56,1.9100000000000001,13.969999999999999,-233972,5361158,273108,507080,47.1,45.7,11,Leeds,38,15
367,6,True,2026-05-17T14:00:00Z,1,0,37,Brighton,58,987,1,0,8,0,0,0,0,1,0,7,5,227,220.0,77.2,63.0,46,37,12,76,11,0.39,0.37000000000000005,0.7599999999999999,33.69,-123988,5248083,236751,360739,36.0,45.6,11,Leeds,39,16
380,19,False,2026-05-24T15:00:00Z,3,0,38,West Ham,25,987,0,0,0,33,0,0,0,3,0,5,0,101,188.0,156.8,118.0,36,49,21,81,11,1.58,1.35,2.9299999999999997,28.75,-89998,5155580,286001,375999,46.3,45.6,11,Leeds,39,16
