matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561897,1,2025-08-16 15:00:00,"American Express Stadium, Falmer",31478,Home,Brighton,Fulham,1,1,D,0,0,0,0,1.0,10.0,4.0,5.0,1.0,1.4766,1.0209,1.0,1.0,1.0,,0.610632,,7.0,4.0,21.0,47.0,427.0,374.0,49.8,25.0,19.0,9.0,9.0,27.0,27.0,10.0,1.0,,,5.0,8.0,104.0,1.0,1.0,0.7315,,0.0,51.0,44.0,14.0,10.0,4.0,4.0,1.0,16.0,15.0,0.0,0.0,1.0,1.0,3.0,110291.31
2561910,2,2025-08-24 14:00:00,"Hill Dickinson Stadium, Liverpool",51759,Away,Brighton,Everton,0,2,L,0,1,0,0,0.0,13.0,4.0,5.0,4.0,2.4331,1.5401,1.0,,3.0,2.0,0.869141,,10.0,6.0,16.0,58.0,490.0,411.0,57.6,29.0,17.0,8.0,5.0,24.0,24.0,7.0,1.0,,,9.0,10.0,127.0,1.0,2.0,1.2097,,0.0,47.0,70.0,16.0,31.0,2.0,2.0,,15.0,6.0,0.0,0.0,1.0,0.0,6.0,109124.16
2561916,3,2025-08-31 14:00:00,"American Express Stadium, Falmer",31485,Home,Brighton,Man City,2,1,W,0,1,0,0,2.0,12.0,7.0,2.0,3.0,2.2975,3.0718,1.0,2.0,1.0,,0.70066,1.0,9.0,8.0,20.0,46.0,315.0,235.0,36.3,22.0,17.0,13.0,8.0,10.0,10.0,14.0,1.0,1.0,,14.0,9.0,114.0,2.0,1.0,1.0956,,0.0,47.0,58.0,9.0,14.0,3.0,3.0,1.0,16.0,13.0,0.0,0.0,1.0,1.0,1.0,110350.19
2561925,4,2025-09-13 15:00:00,"Vitality Stadium, Bournemouth",11167,Away,Brighton,Bournemouth,1,2,L,0,1,0,0,1.0,6.0,2.0,2.0,2.0,0.6229,1.2767,2.0,1.0,1.0,,0.375697,1.0,4.0,4.0,27.0,56.0,374.0,293.0,48.7,24.0,20.0,16.0,6.0,35.0,35.0,12.0,4.0,,,6.0,9.0,141.0,3.0,2.0,1.4936,,0.0,55.0,51.0,9.0,17.0,4.0,4.0,1.0,10.0,16.0,0.0,0.0,,0.0,,110543.41
2561937,5,2025-09-20 15:00:00,"American Express Stadium, Falmer",31488,Home,Brighton,Spurs,2,2,D,2,1,0,0,2.0,12.0,4.0,7.0,1.0,1.3197,1.2682,1.0,1.0,,,0.2983,1.0,9.0,4.0,14.0,51.0,307.0,236.0,36.1,17.0,25.0,17.0,5.0,40.0,40.0,6.0,2.0,,,13.0,16.0,127.0,2.0,2.0,1.55,,1.0,57.0,61.0,13.0,12.0,2.0,2.0,,10.0,13.0,0.0,0.0,,0.0,,109305.4
2561947,6,2025-09-27 15:00:00,"Stamford Bridge, London",39597,Away,Brighton,Chelsea,3,1,W,0,1,0,1,3.0,12.0,3.0,7.0,2.0,2.2845,1.7729,3.0,3.0,1.0,,1.65372,3.0,7.0,3.0,23.0,51.0,316.0,266.0,40.5,27.0,21.0,13.0,12.0,26.0,26.0,5.0,6.0,,,10.0,10.0,103.0,2.0,1.0,2.1236,,0.0,48.0,54.0,11.0,8.0,7.0,7.0,1.0,16.0,9.0,0.0,0.0,,0.0,2.0,106095.52
2561964,7,2025-10-05 14:00:00,"Molineux Stadium, Wolverhampton",29504,Away,Brighton,Wolves,1,1,D,0,1,0,0,1.0,17.0,6.0,6.0,5.0,0.9208,1.4592,1.0,,2.0,,0.66782,1.0,13.0,8.0,41.0,66.0,492.0,427.0,58.5,28.0,19.0,10.0,9.0,16.0,16.0,10.0,,,1.0,6.0,6.0,137.0,3.0,1.0,0.668,,1.0,52.0,56.0,12.0,15.0,8.0,8.0,1.0,9.0,13.0,0.0,0.0,,0.0,3.0,114375.21
2561965,8,2025-10-18 15:00:00,"American Express Stadium, Falmer",31620,Home,Brighton,Newcastle,2,1,W,1,0,0,0,2.0,13.0,5.0,3.0,5.0,0.9144,1.4405,1.0,1.0,,,1.15192,1.0,10.0,8.0,26.0,48.0,421.0,341.0,45.6,30.0,21.0,14.0,5.0,30.0,30.0,10.0,5.0,,,10.0,11.0,130.0,2.0,1.0,1.0555,,0.0,57.0,49.0,16.0,13.0,8.0,8.0,,9.0,9.0,0.0,0.0,,0.0,3.0,113324.87
2561982,9,2025-10-25 17:30:00,"Old Trafford, Manchester",73987,Away,Brighton,Man Utd,2,4,L,0,2,0,0,2.0,17.0,5.0,8.0,4.0,1.1195,1.7011,1.0,1.0,,,0.79845,1.0,13.0,6.0,29.0,45.0,568.0,485.0,56.4,20.0,18.0,12.0,12.0,18.0,18.0,4.0,1.0,2.0,,13.0,15.0,139.0,5.0,4.0,3.0443,,0.0,57.0,61.0,18.0,15.0,6.0,6.0,2.0,13.0,4.0,0.0,0.0,,0.0,2.0,112654.33
2561985,10,2025-11-01 15:00:00,"American Express Stadium, Falmer",31512,Home,Brighton,Leeds,3,0,W,1,0,0,0,3.0,14.0,7.0,5.0,2.0,3.0684,4.4765,2.0,3.0,,,1.11592,2.0,9.0,5.0,17.0,50.0,491.0,431.0,49.8,26.0,24.0,15.0,3.0,14.0,14.0,5.0,1.0,,,11.0,9.0,104.0,2.0,0.0,0.8837,1.0,0.0,49.0,43.0,10.0,10.0,4.0,4.0,,10.0,7.0,0.0,0.0,,0.0,3.0,111594.38
