matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
987600,1,2018-08-11 15:00:00,"Vicarage Road, Watford",20051,Away,Brighton,Watford,0,2,L,0,1,0,0,,6.0,,5.0,1.0,,,,,,5.0,1.0,19.0,49.0,385.0,297.0,46.8,16.0,17.0,11.0,17.0,26.0,26.0,17.0,5.0,,,8.0,15.0,139.0,3.0,2.0,,60.0,55.0,24.0,16.0,2.0,2.0,,16.0,10.0,0.0,0.0,,,3.0
987602,2,2018-08-19 16:00:00,"American Express Stadium, Falmer",30592,Home,Brighton,Man Utd,3,2,W,3,1,0,0,3.0,6.0,3.0,3.0,,1.0,2.0,,,2.0,4.0,2.0,18.0,59.0,283.0,183.0,33.4,10.0,28.0,13.0,10.0,16.0,16.0,15.0,2.0,1.0,,8.0,9.0,140.0,1.0,2.0,,56.0,58.0,12.0,23.0,3.0,3.0,,16.0,13.0,0.0,0.0,1.0,1.0,2.0
987616,3,2018-08-25 17:30:00,"Anfield, Liverpool",53294,Away,Brighton,Liverpool,0,1,L,0,1,0,0,,6.0,2.0,2.0,2.0,1.0,,1.0,,,4.0,3.0,13.0,40.0,327.0,238.0,30.0,11.0,21.0,9.0,29.0,33.0,33.0,15.0,7.0,,1.0,10.0,14.0,143.0,6.0,1.0,,54.0,61.0,19.0,18.0,5.0,5.0,,14.0,7.0,0.0,0.0,,,3.0
987622,4,2018-09-01 15:00:00,"American Express Stadium, Falmer",30526,Home,Brighton,Fulham,2,2,D,0,1,0,0,2.0,15.0,5.0,7.0,3.0,2.0,2.0,2.0,,1.0,9.0,5.0,37.0,51.0,370.0,284.0,41.5,23.0,17.0,12.0,18.0,8.0,8.0,18.0,2.0,,1.0,11.0,5.0,147.0,3.0,2.0,,50.0,52.0,15.0,15.0,7.0,7.0,1.0,12.0,11.0,0.0,0.0,2.0,1.0,2.0
987638,5,2018-09-17 20:00:00,"St. Mary's Stadium, Southampton",28811,Away,Brighton,Southampton,2,2,D,0,1,0,0,2.0,12.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,10.0,6.0,22.0,60.0,442.0,337.0,48.8,15.0,14.0,9.0,13.0,21.0,21.0,17.0,3.0,1.0,,9.0,9.0,152.0,2.0,2.0,,52.0,55.0,25.0,17.0,4.0,4.0,1.0,13.0,9.0,0.0,0.0,1.0,1.0,2.0
987643,6,2018-09-22 17:30:00,"American Express Stadium, Falmer",30531,Home,Brighton,Spurs,1,2,L,0,1,0,0,1.0,8.0,4.0,3.0,1.0,1.0,,1.0,,1.0,6.0,3.0,21.0,41.0,255.0,189.0,28.6,15.0,13.0,8.0,13.0,14.0,14.0,7.0,3.0,,,6.0,10.0,118.0,5.0,2.0,,41.0,43.0,13.0,9.0,5.0,5.0,1.0,15.0,9.0,0.0,0.0,,,2.0
987658,7,2018-09-29 15:00:00,"Etihad Stadium, Manchester",54152,Away,Brighton,Man City,0,2,L,0,1,0,0,,4.0,1.0,1.0,2.0,,,,,,4.0,3.0,8.0,33.0,210.0,137.0,19.9,6.0,15.0,9.0,10.0,34.0,34.0,6.0,7.0,,,13.0,8.0,109.0,6.0,2.0,,28.0,52.0,8.0,14.0,3.0,3.0,,10.0,4.0,0.0,0.0,,,2.0
987662,8,2018-10-05 20:00:00,"American Express Stadium, Falmer",30544,Home,Brighton,West Ham,1,0,W,1,0,0,0,1.0,9.0,4.0,4.0,1.0,1.0,1.0,,,1.0,7.0,3.0,16.0,47.0,282.0,192.0,35.4,12.0,17.0,12.0,12.0,28.0,28.0,15.0,6.0,,,5.0,5.0,135.0,4.0,,1.0,53.0,45.0,21.0,16.0,2.0,2.0,,12.0,7.0,0.0,0.0,,,5.0
987679,9,2018-10-20 15:00:00,"St. James' Park, Newcastle",50329,Away,Brighton,Newcastle,1,0,W,1,0,0,0,1.0,8.0,2.0,4.0,2.0,1.0,,1.0,,1.0,6.0,4.0,20.0,50.0,247.0,151.0,32.0,15.0,19.0,13.0,8.0,49.0,49.0,20.0,8.0,2.0,,10.0,10.0,149.0,6.0,,1.0,65.0,72.0,27.0,30.0,2.0,2.0,,17.0,12.0,0.0,0.0,,,1.0
987682,10,2018-10-27 15:00:00,"American Express Stadium, Falmer",30654,Home,Brighton,Wolves,1,0,W,0,0,0,0,1.0,7.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,17.0,43.0,362.0,262.0,39.9,12.0,19.0,13.0,5.0,33.0,33.0,20.0,10.0,,,12.0,7.0,142.0,7.0,,1.0,58.0,57.0,20.0,24.0,1.0,1.0,2.0,11.0,7.0,0.0,0.0,,,
987696,11,2018-11-03 15:00:00,"Goodison Park, Liverpool",38966,Away,Brighton,Everton,1,3,L,1,1,0,0,1.0,5.0,3.0,,2.0,1.0,1.0,,,1.0,5.0,5.0,18.0,40.0,315.0,215.0,38.5,7.0,16.0,8.0,10.0,30.0,30.0,17.0,2.0,,1.0,10.0,12.0,150.0,,3.0,,48.0,66.0,17.0,24.0,4.0,4.0,1.0,17.0,9.0,0.0,0.0,,,2.0
987703,12,2018-11-10 12:30:00,"Cardiff City Stadium, Cardiff",29402,Away,Brighton,Cardiff,1,2,L,1,1,1,0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,,,1.0,6.0,5.0,11.0,42.0,315.0,202.0,39.4,7.0,14.0,9.0,9.0,36.0,36.0,10.0,6.0,,,7.0,8.0,148.0,3.0,2.0,,69.0,68.0,39.0,30.0,1.0,1.0,2.0,21.0,7.0,0.0,0.0,,,
987713,13,2018-11-24 15:00:00,"American Express Stadium, Falmer",30553,Home,Brighton,Leicester,1,1,D,1,0,0,1,1.0,14.0,3.0,8.0,3.0,,,,,1.0,12.0,4.0,26.0,43.0,431.0,336.0,54.6,20.0,19.0,13.0,12.0,11.0,11.0,26.0,2.0,,,6.0,10.0,163.0,2.0,1.0,,43.0,55.0,10.0,23.0,6.0,6.0,2.0,10.0,6.0,0.0,0.0,,,5.0
987726,14,2018-12-01 15:00:00,"Accu Stadium, Huddersfield",22973,Away,Brighton,Huddersfield,2,1,W,1,1,0,1,2.0,14.0,6.0,3.0,5.0,2.0,2.0,1.0,,2.0,11.0,9.0,30.0,66.0,568.0,478.0,67.9,22.0,15.0,8.0,11.0,29.0,29.0,5.0,2.0,1.0,1.0,2.0,7.0,138.0,1.0,1.0,,62.0,43.0,31.0,16.0,6.0,7.0,1.0,12.0,10.0,0.0,0.0,,,4.0
