matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2128294,1,2020-09-14 20:15:00,"American Express Stadium, Falmer",,Home,Brighton,Chelsea,1,3,L,0,1,0,0,1.0,13.0,3.0,6.0,4.0,,,2.0,,2.0,,,1.0,10.0,5.0,21.0,54.0,507.0,414.0,52.3,15.0,17.0,11.0,15.0,8.0,8.0,12.0,3.0,,,5.0,8.0,136.0,2.0,3.0,,,,46.0,42.0,10.0,13.0,4.0,4.0,1.0,8.0,11.0,0.0,0.0,,,
2128303,2,2020-09-20 14:00:00,"St. James' Park, Newcastle",,Away,Brighton,Newcastle,3,0,W,2,0,1,0,3.0,13.0,6.0,6.0,1.0,,,1.0,2.0,,1.0,,2.0,8.0,5.0,21.0,55.0,444.0,358.0,52.8,13.0,8.0,3.0,11.0,20.0,20.0,12.0,2.0,,,2.0,5.0,122.0,,,,1.0,,40.0,47.0,15.0,21.0,1.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,1.0,2.0
2128306,3,2020-09-26 12:30:00,"American Express Stadium, Falmer",,Home,Brighton,Man Utd,2,3,L,1,1,0,0,2.0,18.0,5.0,9.0,4.0,,,4.0,2.0,3.0,5.0,,1.0,14.0,6.0,41.0,56.0,488.0,413.0,53.3,30.0,12.0,7.0,14.0,4.0,4.0,24.0,2.0,1.0,,14.0,9.0,126.0,1.0,3.0,,,1.0,58.0,56.0,10.0,11.0,7.0,7.0,1.0,18.0,16.0,0.0,0.0,1.0,1.0,1.0
2128319,4,2020-10-03 15:00:00,"Goodison Park, Liverpool",,Away,Brighton,Everton,2,4,L,1,2,0,0,2.0,11.0,3.0,3.0,5.0,,,,1.0,,,,1.0,6.0,5.0,35.0,55.0,618.0,526.0,56.6,24.0,20.0,13.0,9.0,14.0,14.0,18.0,3.0,,1.0,9.0,14.0,144.0,2.0,4.0,,,,52.0,51.0,4.0,9.0,10.0,10.0,,14.0,12.0,0.0,0.0,,,2.0
2128327,5,2020-10-18 14:00:00,"Selhurst Park, London",,Away,Brighton,Crystal Palace,1,1,D,0,1,1,0,1.0,20.0,3.0,9.0,8.0,,,,,,,,1.0,14.0,7.0,31.0,78.0,544.0,449.0,65.7,37.0,15.0,9.0,7.0,8.0,8.0,19.0,,,,6.0,15.0,149.0,,1.0,,,,55.0,58.0,18.0,20.0,5.0,5.0,2.0,13.0,12.0,0.0,0.0,,,2.0
2128338,6,2020-10-26 17:30:00,"American Express Stadium, Falmer",,Home,Brighton,West Brom,1,1,D,1,0,0,0,1.0,5.0,3.0,1.0,1.0,,,1.0,,1.0,,,,4.0,3.0,26.0,49.0,473.0,383.0,49.7,15.0,20.0,10.0,13.0,21.0,21.0,10.0,1.0,,,5.0,11.0,146.0,2.0,1.0,,,,55.0,57.0,22.0,17.0,6.0,6.0,,14.0,7.0,0.0,0.0,,,2.0
2128354,7,2020-11-01 19:15:00,"Tottenham Hotspur Stadium, London",,Away,Brighton,Spurs,1,2,L,0,1,0,0,1.0,6.0,2.0,2.0,2.0,,,,,,,,1.0,6.0,4.0,32.0,55.0,503.0,406.0,56.6,25.0,13.0,8.0,7.0,12.0,12.0,14.0,,,,2.0,8.0,154.0,2.0,2.0,,,,44.0,46.0,12.0,17.0,5.0,5.0,1.0,13.0,13.0,0.0,0.0,,,4.0
2128357,8,2020-11-06 17:30:00,"American Express Stadium, Falmer",,Home,Brighton,Burnley,0,0,D,0,0,0,0,,19.0,3.0,7.0,9.0,,,2.0,,2.0,,,,14.0,8.0,42.0,63.0,530.0,437.0,58.9,50.0,11.0,7.0,9.0,10.0,10.0,11.0,,,,5.0,6.0,144.0,1.0,,,1.0,,39.0,55.0,13.0,25.0,5.0,5.0,1.0,11.0,3.0,0.0,0.0,,,1.0
2128366,9,2020-11-21 15:00:00,"Villa Park, Birmingham",,Away,Brighton,Aston Villa,2,1,W,1,0,1,0,2.0,7.0,3.0,3.0,1.0,,,3.0,1.0,2.0,,,2.0,6.0,4.0,27.0,35.0,385.0,313.0,44.6,21.0,18.0,8.0,9.0,47.0,47.0,15.0,5.0,1.0,,8.0,3.0,110.0,3.0,1.0,,,,37.0,44.0,12.0,11.0,3.0,3.0,,18.0,5.0,0.0,0.0,,,
2128377,10,2020-11-28 12:30:00,"American Express Stadium, Falmer",,Home,Brighton,Liverpool,1,1,D,0,0,0,0,1.0,11.0,3.0,6.0,2.0,,,1.0,1.0,2.0,,,,6.0,3.0,24.0,49.0,352.0,272.0,40.4,19.0,22.0,11.0,14.0,14.0,14.0,12.0,3.0,,,7.0,6.0,128.0,1.0,1.0,,,,60.0,46.0,13.0,18.0,4.0,4.0,,9.0,13.0,0.0,0.0,2.0,1.0,2.0
2128387,11,2020-12-07 20:00:00,"American Express Stadium, Falmer",2000.0,Home,Brighton,Southampton,1,2,L,1,1,0,0,1.0,12.0,4.0,8.0,,,,2.0,1.0,2.0,,,,8.0,2.0,21.0,41.0,377.0,276.0,47.7,28.0,21.0,11.0,10.0,19.0,19.0,18.0,3.0,,,11.0,10.0,166.0,1.0,2.0,,,0.0,60.0,59.0,13.0,22.0,4.0,4.0,2.0,12.0,11.0,0.0,0.0,1.0,1.0,2.0
2128401,12,2020-12-13 19:15:00,"King Power Stadium, Leicester",,Away,Brighton,Leicester,0,3,L,0,3,0,0,0.0,12.0,4.0,4.0,4.0,,,1.0,,1.0,,,,9.0,5.0,24.0,56.0,455.0,372.0,45.9,11.0,25.0,14.0,15.0,11.0,11.0,17.0,4.0,,,9.0,7.0,120.0,3.0,3.0,,,0.0,53.0,45.0,10.0,15.0,5.0,5.0,3.0,10.0,8.0,0.0,0.0,,0.0,1.0
