matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
918894,1,2017-08-12 17:30:00,"Amex Stadium, Falmer",30415,Home,Brighton,Man City,0,2,L,0,0,0,0,,6.0,2.0,2.0,2.0,,,,,,2.0,2.0,11.0,30.0,213.0,130.0,21.8,9.0,10.0,8.0,12.0,39.0,39.0,12.0,5.0,1.0,,6.0,8.0,114.0,3.0,2.0,,1.0,38.0,35.0,13.0,13.0,3.0,3.0,1.0,6.0,8.0,0.0,0.0,,,6.0
918906,2,2017-08-19 15:00:00,"King Power Stadium, Leicester",31902,Away,Brighton,Leicester,0,2,L,0,1,0,0,,5.0,2.0,,3.0,1.0,,1.0,,,3.0,2.0,23.0,67.0,526.0,435.0,54.8,9.0,11.0,6.0,9.0,20.0,20.0,10.0,6.0,1.0,1.0,8.0,7.0,142.0,2.0,2.0,,,39.0,46.0,16.0,17.0,2.0,2.0,,10.0,7.0,0.0,0.0,,,2.0
918921,3,2017-08-26 15:00:00,"Vicarage Road, Watford",20181,Away,Brighton,Watford,0,0,D,0,0,0,1,,16.0,2.0,8.0,6.0,,,,2.0,,13.0,6.0,41.0,59.0,433.0,359.0,57.8,25.0,12.0,9.0,7.0,22.0,22.0,17.0,3.0,,,8.0,4.0,125.0,,,1.0,,43.0,55.0,20.0,20.0,11.0,11.0,1.0,18.0,6.0,0.0,0.0,,,5.0
918924,4,2017-09-09 15:00:00,"Amex Stadium, Falmer",30381,Home,Brighton,West Brom,3,1,W,1,0,0,0,3.0,12.0,6.0,3.0,3.0,,,,,3.0,9.0,7.0,24.0,73.0,448.0,363.0,48.6,4.0,17.0,11.0,17.0,35.0,35.0,15.0,2.0,,,10.0,6.0,121.0,2.0,1.0,,,38.0,49.0,15.0,24.0,2.0,2.0,1.0,9.0,4.0,0.0,0.0,,,1.0
918933,5,2017-09-15 20:00:00,"Vitality Stadium, Bournemouth",10369,Away,Brighton,Bournemouth,1,2,L,0,0,0,0,1.0,9.0,2.0,5.0,2.0,1.0,1.0,,1.0,1.0,6.0,3.0,16.0,58.0,390.0,290.0,37.5,12.0,19.0,16.0,13.0,25.0,25.0,12.0,7.0,2.0,,18.0,5.0,147.0,1.0,2.0,,,53.0,63.0,17.0,23.0,4.0,4.0,,12.0,4.0,0.0,0.0,,,1.0
918944,6,2017-09-24 16:00:00,"Amex Stadium, Falmer",30468,Home,Brighton,Newcastle,1,0,W,0,0,0,0,1.0,7.0,3.0,2.0,2.0,,,,,1.0,5.0,3.0,28.0,58.0,438.0,339.0,48.8,20.0,16.0,8.0,11.0,40.0,40.0,15.0,5.0,1.0,,11.0,8.0,145.0,5.0,,1.0,,62.0,51.0,33.0,21.0,2.0,2.0,1.0,6.0,8.0,0.0,0.0,,,1.0
918954,7,2017-10-01 12:00:00,"Emirates Stadium, London",59378,Away,Brighton,Arsenal,0,2,L,0,1,0,0,,9.0,1.0,5.0,3.0,,,,1.0,,7.0,2.0,29.0,37.0,357.0,269.0,34.8,15.0,10.0,6.0,19.0,22.0,22.0,15.0,9.0,1.0,,10.0,7.0,135.0,6.0,2.0,,,40.0,63.0,13.0,30.0,5.0,5.0,2.0,8.0,7.0,0.0,0.0,,,3.0
918963,8,2017-10-15 13:30:00,"Amex Stadium, Falmer",30565,Home,Brighton,Everton,1,1,D,0,0,0,0,1.0,12.0,3.0,3.0,6.0,1.0,1.0,,,1.0,6.0,4.0,34.0,64.0,385.0,285.0,46.9,23.0,18.0,9.0,16.0,26.0,26.0,18.0,2.0,,,12.0,13.0,160.0,5.0,1.0,,,61.0,68.0,25.0,24.0,7.0,7.0,1.0,12.0,9.0,0.0,0.0,,,5.0
918982,9,2017-10-20 20:00:00,"London Stadium, London",56977,Away,Brighton,West Ham,3,0,W,2,0,0,0,3.0,7.0,5.0,1.0,1.0,3.0,2.0,2.0,,2.0,5.0,4.0,17.0,36.0,337.0,251.0,35.0,9.0,10.0,7.0,14.0,45.0,45.0,16.0,9.0,,,8.0,6.0,137.0,2.0,,1.0,,41.0,50.0,22.0,15.0,3.0,3.0,1.0,13.0,5.0,0.0,0.0,1.0,1.0,1.0
918985,10,2017-10-29 13:30:00,"Amex Stadium, Falmer",30564,Home,Brighton,Southampton,1,1,D,0,1,0,0,1.0,7.0,2.0,4.0,1.0,3.0,,3.0,,1.0,7.0,3.0,24.0,66.0,490.0,395.0,51.9,13.0,18.0,11.0,7.0,20.0,20.0,20.0,3.0,,,8.0,13.0,143.0,,1.0,,,52.0,41.0,16.0,9.0,2.0,2.0,3.0,9.0,9.0,0.0,0.0,,,
