fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
1,4,True,2025-08-15T19:00:00Z,4,2,1,Bournemouth,53,985,4,3,0,22,0,0,0,1,0,1,3,247,372.40000000000003,218.29999999999998,227.0,48,52,16,91,11,2.2199999999999998,1.08,3.3,18.699999999999996,0,19481316,0,0,81.8,59.1,12,Liverpool,34,16
19,15,False,2025-08-25T19:00:00Z,2,3,2,Newcastle,50,990,3,3,0,22,0,0,0,3,0,1,6,206,287.6,103.79999999999998,84.0,47,39,13,78,11,0.71,0.5,1.2000000000000002,10.25,-1686269,20151117,1303133,2989402,47.5,58.9,12,Liverpool,35,15
25,1,True,2025-08-31T15:30:00Z,1,0,3,Arsenal,63,986,1,1,11,0,0,0,0,2,0,1,7,232,199.39999999999998,105.49999999999999,81.0,43,45,11,82,11,0.5,0.22000000000000003,0.72,5.390000000000001,-615194,20464618,2127111,2742305,38.6,58.7,12,Liverpool,35,15
34,3,False,2025-09-14T13:00:00Z,0,1,4,Burnley,54,986,1,1,9,0,0,0,0,2,0,0,6,216,175.39999999999998,335.5,211.0,18,31,10,45,11,2.43,1.7200000000000002,4.1499999999999995,1.4300000000000002,1562950,23328099,3661120,2098170,72.2,58.6,12,Liverpool,35,16
46,9,True,2025-09-20T11:30:00Z,2,1,5,Everton,51,987,2,2,0,11,0,0,0,2,0,1,5,201,271.0,128.5,118.0,52,49,18,99,11,0.9000000000000001,0.79,1.69,7.7,-314690,23175830,1430534,1745224,51.8,58.5,12,Liverpool,35,14
54,8,False,2025-09-27T14:00:00Z,2,1,6,Crystal Palace,39,986,1,1,0,22,0,0,0,3,0,5,4,161,238.0,214.5,142.0,47,55,7,83,11,2.13,0.9899999999999999,3.12,32.12,-2108908,21208665,1607092,3716000,59.4,58.3,12,Liverpool,35,16
65,7,False,2025-10-04T16:30:00Z,2,1,7,Chelsea,29,986,1,1,0,22,0,0,0,2,0,4,0,140,197.6,166.5,110.0,37,52,16,78,11,1.9500000000000002,0.8700000000000001,2.8200000000000003,11.01,-1953981,19439588,795973,2749954,47.4,58.3,12,Liverpool,35,16
75,14,True,2025-10-19T15:30:00Z,1,2,8,Man Utd,37,985,1,1,0,22,0,0,0,0,0,2,0,157,226.4,268.7,234.0,36,36,13,66,11,2.75,1.6099999999999999,4.360000000000001,14.73,-1655598,18051813,745144,2400742,72.9,58.1,12,Liverpool,35,16
84,5,False,2025-10-25T19:00:00Z,3,2,9,Brentford,47,985,2,2,0,33,0,0,0,2,0,5,3,165,295.4,196.50000000000003,178.0,47,51,21,94,11,2.3,1.2000000000000002,3.4999999999999996,30.28,-1292846,16868097,870407,2163253,67.0,57.6,12,Liverpool,36,16
95,2,True,2025-11-01T20:00:00Z,2,0,10,Aston Villa,69,989,2,1,11,0,0,0,0,2,0,3,7,249,214.0,175.3,101.0,32,37,12,59,11,1.1900000000000002,0.88,2.0599999999999996,4.51,-1510456,15429443,429550,1940006,49.0,57.4,12,Liverpool,36,12
106,13,False,2025-11-09T16:30:00Z,3,0,11,Man City,22,985,0,0,0,33,0,1,0,4,0,3,0,64,124.60000000000001,83.6,42.0,26,37,8,55,11,0.72,0.66,1.3800000000000001,17.560000000000002,-556725,14943403,428077,984802,25.0,57.4,12,Liverpool,36,16
117,16,True,2025-11-22T15:00:00Z,0,3,12,Nott'm Forest,22,986,0,0,0,33,0,0,0,2,0,4,0,116,200.19999999999996,284.0,178.0,26,42,15,65,11,1.9399999999999997,1.4200000000000004,3.3599999999999994,17.38,682523,15915064,1376415,693892,66.2,57.3,12,Liverpool,36,15
130,19,False,2025-11-30T14:05:00Z,0,2,13,West Ham,73,987,2,2,11,0,0,0,0,0,0,0,6,279,244.20000000000002,125.4,128.0,38,41,11,70,11,1.25,1.1500000000000001,2.3999999999999995,3.22,-869675,15094897,260881,1130556,49.8,57.2,12,Liverpool,36,14
137,17,True,2025-12-03T20:15:00Z,1,1,14,Sunderland,42,986,0,1,1,11,0,0,0,1,0,4,3,188,177.4,262.00000000000006,151.0,34,50,12,73,11,1.44,0.8700000000000001,2.31,4.52,-57853,14927204,458423,516276,59.0,57.2,12,Liverpool,36,16
146,11,False,2025-12-06T17:30:00Z,3,3,15,Leeds,45,986,3,1,2,33,0,0,0,3,0,2,4,197,280.2,200.4,209.0,35,48,17,77,11,1.9100000000000001,0.79,2.7,16.59,-544213,14344958,222112,766325,69.0,57.2,12,Liverpool,36,15
156,6,True,2025-12-13T15:00:00Z,2,0,16,Brighton,75,986,2,2,11,0,0,0,0,1,0,1,8,329,299.0,218.39999999999998,164.0,45,50,22,94,11,1.8800000000000001,1.24,3.12,20.9,-946077,13482122,893236,1839313,68.1,56.6,12,Liverpool,37,15
169,18,False,2025-12-20T17:30:00Z,1,2,17,Spurs,45,992,2,2,0,11,0,0,0,3,0,4,7,202,244.20000000000005,163.9,146.0,35,37,4,54,11,0.67,0.89,1.56,11.77,573174,14165463,1367817,794643,55.4,56.6,12,Liverpool,37,16
176,20,True,2025-12-27T15:00:00Z,2,1,18,Wolves,52,989,2,2,0,11,0,0,0,0,0,3,6,239,284.0,222.79999999999998,155.0,31,53,19,77,11,1.54,1.4899999999999998,3.03,11.77,1848978,16751992,2382015,533037,66.2,56.7,12,Liverpool,37,14
186,11,True,2026-01-01T17:30:00Z,0,0,19,Leeds,58,985,0,0,11,0,0,0,0,0,0,2,1,227,139.60000000000002,247.20000000000002,165.0,27,47,9,59,11,1.99,1.2800000000000002,3.27,7.48,743088,17305869,1024715,281627,55.2,56.7,12,Liverpool,37,16
195,10,False,2026-01-04T15:15:00Z,2,2,20,Fulham,42,989,2,2,0,22,0,0,0,1,0,0,5,153,192.6,145.0,127.0,29,37,7,51,11,1.36,1.25,2.6100000000000003,8.24,-106042,16698721,472175,578217,46.5,56.7,12,Liverpool,37,14
201,1,False,2026-01-08T20:00:00Z,0,0,21,Arsenal,59,991,0,0,11,0,0,0,0,2,0,4,6,223,141.8,79.30000000000001,35.0,35,37,10,60,11,0.36,0.35,0.71,6.27,-1383006,15254200,210334,1593340,25.6,56.7,12,Liverpool,37,12
215,3,True,2026-01-17T15:00:00Z,1,1,22,Burnley,34,986,1,1,0,11,0,0,1,1,0,1,3,191,249.79999999999998,383.4,324.0,23,44,7,50,11,3.19,3.14,6.33,4.36,393883,15840396,1079130,685247,95.7,56.6,12,Liverpool,37,15
222,4,False,2026-01-24T17:30:00Z,3,2,23,Bournemouth,39,986,2,2,0,33,0,0,0,1,0,2,3,142,260.8,226.20000000000002,244.0,34,46,12,66,11,0.92,1.5600000000000003,2.48,25.8,-8192,15813528,573339,581531,73.1,56.6,12,Liverpool,37,16
235,15,True,2026-01-31T20:00:00Z,4,1,24,Newcastle,69,987,4,3,0,11,0,0,0,1,0,1,7,273,344.79999999999995,201.60000000000002,190.0,47,46,18,90,11,2.29,1.1,3.39,3.96,-737185,15094388,516529,1253714,73.6,56.6,12,Liverpool,37,14
247,13,True,2026-02-08T16:30:00Z,1,2,25,Man City,28,990,1,1,0,22,0,0,0,2,1,5,2,123,182.0,176.99999999999997,120.0,29,51,17,73,11,1.2000000000000002,1.08,2.2800000000000002,31.930000000000003,358442,15502084,840085,481643,47.9,56.6,12,Liverpool,37,13
258,17,False,2026-02-11T20:15:00Z,0,1,26,Sunderland,66,987,1,1,11,0,0,0,0,0,0,2,6,236,218.8,217.0,190.0,43,47,15,83,11,2.52,1.13,3.6500000000000004,6.91,-375862,15159270,364333,740195,62.6,56.5,12,Liverpool,37,14
267,16,False,2026-02-22T14:00:00Z,0,1,27,Nott'm Forest,67,986,1,1,11,0,0,0,0,0,0,2,7,249,220.6,143.20000000000005,177.0,44,48,14,83,11,1.81,1.16,2.9699999999999998,13.089999999999998,692083,15917603,1052226,360143,54.1,56.5,12,Liverpool,37,15
277,19,True,2026-02-28T15:00:00Z,5,2,28,West Ham,59,987,4,5,0,22,0,0,0,2,0,3,5,233,349.0,190.4,196.0,30,47,21,69,11,1.8399999999999999,1.3000000000000003,3.14,20.44,1151749,17129466,1657523,505774,73.5,56.6,12,Liverpool,37,14
290,20,False,2026-03-03T20:15:00Z,2,1,29,Wolves,41,986,1,0,3,22,0,0,0,1,0,1,4,165,180.39999999999998,239.29999999999998,197.0,19,53,16,64,11,1.85,1.4200000000000002,3.27,4.840000000000001,1547209,18738153,1995606,448397,61.7,56.7,12,Liverpool,37,16
296,18,True,2026-03-15T16:30:00Z,1,1,30,Spurs,51,987,1,1,4,11,0,0,0,0,0,6,3,202,193.79999999999998,188.90000000000003,164.0,30,59,12,76,11,1.69,1.4,3.09,12.969999999999999,292472,18982406,791956,499484,54.7,56.8,12,Liverpool,37,16
303,6,False,2026-03-21T12:45:00Z,2,1,31,Brighton,32,986,1,0,0,22,0,0,0,5,0,4,3,139,200.20000000000002,143.50000000000003,149.0,45,39,12,87,11,1.03,0.48,1.51,23.87,691648,20924811,954292,262644,49.3,56.8,12,Liverpool,37,15
316,10,True,2026-04-11T16:30:00Z,2,0,32,Fulham,78,987,2,2,10,0,0,0,0,0,0,4,6,285,306.0,208.20000000000002,196.0,41,44,17,83,11,1.5899999999999999,1.3699999999999999,2.96,11.410000000000002,-1135929,18566884,368449,1504378,71.0,56.8,12,Liverpool,37,16
325,9,False,2026-04-19T13:00:00Z,1,2,33,Everton,50,985,2,2,0,11,0,0,0,0,0,3,3,201,260.2,187.2,135.0,36,50,12,78,11,1.4500000000000002,1.1199999999999999,2.57,8.7,-1568028,16195821,187427,1755455,58.2,56.8,12,Liverpool,37,16
