playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,expectedGoals,hitWoodwork,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,unsuccessfulLayoffs,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals
482609,Malo Gusto,Defender,Chelsea,France,2024-25,86.0,,1.9356,0.0,,,100.0,32.0,19.0,133.0,1214.0,,24.0,4.0,,1858.0,78.0,5.0,,47.0,69.0,1042.0,,,1.0,26.8547,21.0,3.0,40.0,26.0,71.0,185.0,,20.0,0.0,164.0,,327.0,119.0,32.0,,,603.0,21.0,140.0,9.0,0.0,,1177.0,234.0,,,437.0,20.0,24.0,39.0,1656.0,16.0,488.0,13.0,,4.0,33.0,38.0,10.0,6.0,5.0,,0.3225,45.0,16.0,2.0,1.0,32.0,43.0,,2.0,,5.0,13.0,,4.0,10.0,1.0,1.0,15.0,44.0,9.0,1.0,21.0,,4.0,,16.0,,11.0,,,43.0,28.0,1.0,11.0,17.0,29.0,4.0,8.0,265.0,107.0,6.0,5.0,,1.704,,,,,,,,,,1.0,,,,
444463,Wesley Fofana,Defender,Chelsea,France,2024-25,52.0,,0.2226,0.0,,,53.0,14.0,14.0,72.0,781.0,1.0,40.0,1.0,,1176.0,64.0,2.0,,9.0,37.0,695.0,,,2.0,13.792,6.0,2.0,52.0,13.0,39.0,115.0,,16.0,0.0,116.0,,245.0,54.0,14.0,,,249.0,11.0,76.0,27.0,0.0,1.0,757.0,103.0,,,346.0,24.0,14.0,14.0,966.0,12.0,460.0,16.0,,7.0,19.0,37.0,,,,,,13.0,3.0,,,,1.0,,,,,,,,,,,13.0,12.0,5.0,,5.0,,,,1.0,,3.0,,,1.0,8.0,,3.0,1.0,12.0,8.0,9.0,75.0,15.0,4.0,,,0.4415,,1.0,,,,,,,,,,,,
622758,Aaron Anselmino,Defender,Chelsea U21,Argentina,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577016,Josh Acheampong,Defender,Chelsea U21,England,2024-25,6.0,,0.0152,0.0,,,10.0,4.0,2.0,20.0,123.0,,7.0,,,169.0,5.0,,,3.0,4.0,99.0,,,1.0,2.1464,,,1.0,3.0,,26.0,,1.0,0.0,11.0,,45.0,7.0,4.0,,,37.0,3.0,4.0,1.0,0.0,,121.0,22.0,,,41.0,,1.0,4.0,139.0,5.0,66.0,,,1.0,10.0,6.0,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,6.0,3.0,,,1.0,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,11.0,1.0,1.0,,,0.2215,,,,,,,,,,,,,,
536238,Ishé Samuels-Smith,Defender,Chelsea,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591382,Genesis Antwi,Defender,Chelsea U21,Sweden,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465920,Mykhailo Mudryk,Midfielder,Chelsea,Ukraine,2024-25,17.0,,0.4943,0.0,,,8.0,7.0,1.0,8.0,35.0,,6.0,,,145.0,9.0,,,3.0,7.0,26.0,,,,1.5614,2.0,,1.0,2.0,13.0,22.0,,2.0,0.0,26.0,,7.0,9.0,7.0,,,24.0,2.0,20.0,2.0,0.0,,33.0,30.0,,,1.0,2.0,,1.0,73.0,,4.0,,,0.0,,,1.0,,1.0,1.0,0.3696,2.0,1.0,1.0,,,6.0,,1.0,,,6.0,2.0,,1.0,1.0,1.0,4.0,8.0,,,2.0,,,,,,5.0,,,6.0,12.0,,,2.0,2.0,3.0,1.0,5.0,,1.0,,1.0,0.2504,,,,,,,,,,,,,,
609640,Mathis Amougou,Midfielder,Chelsea,France,2024-25,1.0,,0.0041,0.0,,,,1.0,,,7.0,,,,,7.0,,,,,,7.0,,,,,,,,,1.0,4.0,,,0.0,1.0,,1.0,2.0,1.0,,,5.0,,1.0,,0.0,,7.0,1.0,,,2.0,,,,10.0,,2.0,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
448047,Enzo Fernández,Midfielder,Chelsea,Argentina,2024-25,182.0,,6.2208,0.0,,,216.0,36.0,32.0,289.0,1778.0,,48.0,7.0,,2946.0,159.0,6.0,,82.0,144.0,1390.0,,,3.0,36.7564,72.0,4.0,20.0,37.0,149.0,537.0,,54.0,2.0,341.0,,524.0,156.0,36.0,,,937.0,31.0,293.0,15.0,0.0,,1711.0,462.0,,,393.0,52.0,13.0,99.0,2327.0,27.0,578.0,29.0,,8.0,73.0,67.0,9.0,14.0,20.0,2.0,6.9956,65.0,39.0,14.0,7.0,58.0,36.0,6.0,2.0,3.0,6.0,4.0,74.0,8.0,26.0,6.0,6.0,33.0,85.0,1.0,8.0,36.0,3.0,8.0,2.0,32.0,2.0,21.0,,2.0,83.0,49.0,8.0,19.0,29.0,33.0,26.0,7.0,324.0,3.0,6.0,6.0,1.0,6.127,,,,,14.0,2.0,2.0,43.0,0.1509,2.0,2.0,,,
244851,Cole Palmer,Midfielder,Chelsea,England,2024-25,120.0,,9.1441,0.0,,,177.0,37.0,36.0,221.0,1310.0,,9.0,5.0,,3195.0,147.0,6.0,,63.0,145.0,996.0,,,5.0,42.8013,81.0,,19.0,41.0,113.0,261.0,,60.0,3.0,267.0,,340.0,106.0,37.0,,,824.0,35.0,258.0,2.0,0.0,,1195.0,497.0,,,401.0,15.0,11.0,93.0,2005.0,5.0,300.0,10.0,,7.0,44.0,32.0,20.0,40.0,51.0,3.0,16.4221,34.0,86.0,22.0,8.0,26.0,57.0,15.0,7.0,6.0,20.0,1.0,75.0,19.0,35.0,17.0,17.0,7.0,156.0,1.0,20.0,15.0,9.0,19.0,,14.0,15.0,46.0,,,109.0,83.0,20.0,35.0,41.0,20.0,51.0,1.0,308.0,16.0,10.0,20.0,,17.2837,6.0,,,1.0,10.0,12.0,12.0,44.0,0.5443,5.0,2.0,1.0,5.0,4.0
532605,Andrey Santos,Midfielder,Chelsea,Brazil,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215413,Kiernan Dewsbury-Hall,Midfielder,Everton,England,2024-25,11.0,,0.2197,0.0,,,18.0,13.0,2.0,22.0,149.0,,1.0,,,259.0,16.0,1.0,,4.0,16.0,123.0,,,1.0,2.3821,2.0,,7.0,3.0,10.0,36.0,,6.0,0.0,27.0,,34.0,9.0,13.0,,,79.0,2.0,26.0,,0.0,,146.0,31.0,,,37.0,4.0,2.0,4.0,193.0,1.0,48.0,2.0,,0.0,4.0,4.0,,1.0,,,,8.0,,,1.0,5.0,1.0,,,,,11.0,2.0,,,,,1.0,8.0,,1.0,2.0,,,,3.0,,2.0,,,2.0,5.0,1.0,,1.0,5.0,2.0,,42.0,,2.0,,1.0,0.2226,,,,,,,,1.0,,,,,,
486672,Moisés Caicedo,Midfielder,Chelsea,Ecuador,2024-25,165.0,,2.8154,0.0,,,156.0,38.0,38.0,212.0,2153.0,,56.0,10.0,,3356.0,236.0,6.0,1.0,59.0,200.0,1845.0,,,4.0,43.9736,28.0,2.0,53.0,42.0,145.0,625.0,,58.0,0.0,401.0,,531.0,229.0,38.0,,,1077.0,36.0,345.0,36.0,0.0,,2106.0,311.0,,,659.0,70.0,49.0,96.0,2721.0,22.0,868.0,49.0,,11.0,56.0,53.0,4.0,9.0,3.0,,0.3207,114.0,11.0,12.0,2.0,71.0,6.0,1.0,,1.0,8.0,,,2.0,4.0,,,20.0,17.0,5.0,1.0,39.0,0.0,2.0,1.0,41.0,,22.0,,,6.0,47.0,1.0,8.0,1.0,73.0,29.0,10.0,338.0,22.0,5.0,8.0,,0.8224,1.0,1.0,,,,,,,,,,2.0,,
514356,Roméo Lavia,Midfielder,Chelsea U21,Belgium,2024-25,46.0,,0.3608,0.0,,,29.0,16.0,11.0,33.0,422.0,,18.0,,,801.0,51.0,,1.0,7.0,39.0,379.0,,,4.0,10.9155,6.0,,10.0,11.0,40.0,142.0,,7.0,0.0,97.0,,101.0,40.0,16.0,,,212.0,11.0,79.0,12.0,0.0,,419.0,51.0,,,113.0,16.0,16.0,10.0,526.0,2.0,177.0,10.0,,4.0,4.0,8.0,,2.0,,,,22.0,,3.0,1.0,12.0,,,,,1.0,5.0,,,,,,6.0,1.0,,1.0,6.0,,,,9.0,,6.0,,,,13.0,1.0,,1.0,13.0,10.0,,66.0,,11.0,1.0,,0.2565,,,,,,,,,,,,,,
547692,Samuel Rak-Sakyi,Midfielder,Chelsea U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611912,Landon Emenalo,Midfielder,Chelsea U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611921,Reggie Walsh,Midfielder,Chelsea U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247632,Pedro Neto,Forward,Chelsea,Portugal,2024-25,139.0,,4.7653,0.0,,,69.0,35.0,24.0,83.0,731.0,,43.0,4.0,,2268.0,101.0,4.0,,38.0,89.0,625.0,,,1.0,26.6882,41.0,2.0,4.0,25.0,108.0,149.0,,33.0,1.0,240.0,,117.0,81.0,35.0,,,533.0,21.0,197.0,12.0,0.0,,699.0,322.0,,,198.0,21.0,9.0,23.0,1244.0,8.0,157.0,11.0,,8.0,14.0,16.0,34.0,26.0,17.0,7.0,3.1126,23.0,33.0,,6.0,16.0,74.0,4.0,3.0,1.0,8.0,11.0,56.0,6.0,42.0,7.0,7.0,31.0,127.0,1.0,18.0,12.0,3.0,6.0,,14.0,4.0,46.0,,,107.0,76.0,18.0,16.0,37.0,9.0,34.0,2.0,267.0,12.0,9.0,8.0,,3.5006,1.0,,,,6.0,,,31.0,,2.0,,,,
248857,Noni Madueke,Forward,Arsenal,England,2024-25,132.0,,3.1534,0.0,,,91.0,32.0,27.0,98.0,599.0,,30.0,2.0,,2046.0,106.0,3.0,,32.0,95.0,488.0,,,4.0,29.6371,29.0,2.0,10.0,28.0,113.0,49.0,,25.0,1.0,238.0,,126.0,84.0,32.0,,,366.0,25.0,208.0,11.0,0.0,,597.0,285.0,,,220.0,22.0,10.0,13.0,1077.0,4.0,146.0,12.0,,3.0,7.0,22.0,11.0,23.0,32.0,7.0,8.6796,25.0,57.0,1.0,3.0,19.0,52.0,7.0,5.0,5.0,6.0,5.0,1.0,3.0,11.0,22.0,22.0,19.0,199.0,,17.0,17.0,2.0,3.0,2.0,7.0,4.0,46.0,,1.0,52.0,71.0,17.0,25.0,34.0,18.0,45.0,,204.0,18.0,21.0,6.0,3.0,9.6434,4.0,,,,,,,,,2.0,2.0,,,
517052,Nicolas Jackson,Forward,Chelsea,Senegal,2024-25,146.0,,1.9237,1.0,,,88.0,30.0,28.0,91.0,390.0,,58.0,,,2238.0,90.0,1.0,,28.0,68.0,293.0,,,3.0,26.6852,23.0,1.0,15.0,23.0,110.0,113.0,,29.0,4.0,236.0,,73.0,48.0,30.0,,,214.0,22.0,178.0,22.0,1.0,,382.0,241.0,,,85.0,35.0,3.0,6.0,769.0,,86.0,8.0,,7.0,3.0,28.0,1.0,12.0,35.0,1.0,11.5235,22.0,64.0,1.0,5.0,38.0,2.0,10.0,23.0,5.0,1.0,2.0,,3.0,1.0,22.0,22.0,36.0,153.0,1.0,11.0,13.0,5.0,3.0,8.0,9.0,1.0,32.0,,1.0,2.0,73.0,11.0,29.0,18.0,13.0,18.0,2.0,119.0,3.0,22.0,1.0,3.0,12.3431,6.0,,,,,,,,,6.0,,,,
213198,Christopher Nkunku,Forward,Chelsea,France,2024-25,70.0,,0.9973,0.0,,,31.0,27.0,9.0,31.0,330.0,,38.0,,,911.0,49.0,3.0,,10.0,33.0,295.0,,,2.0,16.1812,12.0,,9.0,16.0,48.0,112.0,,11.0,3.0,119.0,,54.0,29.0,27.0,,,213.0,13.0,81.0,16.0,0.0,,323.0,87.0,,,55.0,16.0,7.0,4.0,486.0,,86.0,9.0,,2.0,,4.0,,5.0,12.0,3.0,5.9402,12.0,20.0,2.0,2.0,15.0,4.0,3.0,3.0,2.0,,18.0,2.0,1.0,,8.0,8.0,22.0,58.0,,5.0,7.0,1.0,1.0,2.0,4.0,,14.0,,1.0,4.0,31.0,5.0,8.0,5.0,8.0,10.0,2.0,109.0,,7.0,,1.0,4.8341,,,,,,,,,,2.0,,,,
209243,Jadon Sancho,Forward,Aston Villa,England,2024-25,85.0,,3.1128,0.0,,,110.0,31.0,19.0,114.0,768.0,,17.0,3.0,,1764.0,75.0,4.0,,35.0,69.0,646.0,,,3.0,24.6576,34.0,,7.0,24.0,74.0,260.0,,11.0,0.0,160.0,,177.0,99.0,31.0,,,466.0,20.0,143.0,6.0,0.0,,768.0,238.0,,,68.0,6.0,2.0,8.0,1052.0,2.0,188.0,,,2.0,4.0,24.0,,12.0,8.0,7.0,3.7202,13.0,12.0,7.0,4.0,15.0,23.0,3.0,6.0,2.0,4.0,12.0,1.0,,,5.0,5.0,11.0,130.0,,8.0,11.0,1.0,,3.0,6.0,,40.0,,,25.0,61.0,8.0,4.0,18.0,7.0,45.0,,263.0,9.0,12.0,4.0,,2.1723,,,,,,,,1.0,,1.0,,2.0,,
550615,Tyrique George,Forward,Chelsea U21,England,2024-25,9.0,,0.2665,0.0,,,5.0,8.0,1.0,9.0,50.0,,4.0,,,178.0,5.0,,,3.0,5.0,41.0,,,,0.8095,5.0,,1.0,,5.0,9.0,,,0.0,14.0,,9.0,4.0,8.0,,,29.0,,10.0,,0.0,,50.0,16.0,,,17.0,3.0,2.0,,73.0,2.0,13.0,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,,0.4652,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,,7.0,,,1.0,,,4.0,10.0,,1.0,1.0,0.0,,1.0,2.0,,2.0,,,2.0,2.0,1.0,1.0,3.0,,3.0,,15.0,1.0,1.0,,1.0,0.1989,,,,,,,,,,,,,,
499309,Marc Guiu,Forward,Chelsea,Spain,2024-25,2.0,,0.0226,0.0,,,5.0,3.0,,5.0,16.0,,1.0,,,71.0,1.0,1.0,,,1.0,11.0,,,,0.8144,1.0,,,2.0,1.0,4.0,,,0.0,3.0,,1.0,2.0,3.0,,,7.0,1.0,2.0,,0.0,,14.0,8.0,,,5.0,,,,23.0,,4.0,,,0.0,,2.0,,,,,,1.0,,,,,,,,,,3.0,,,,,,1.0,3.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,
