id,first_name,second_name,team_id,team_name
121,Mikkel,Damsgaard,5,Brentford
122,Antoni,Milambo,5,Brentford
123,Fábio,Freitas Gouveia Carvalho,5,Brentford
124,Jordan,Henderson,5,Brentford
125,Vitaly,Janelt,5,Brentford
126,Mathias,Jensen,5,Brentford
127,Gustavo,Nunes Fernandes Gomes,5,Brentford
128,Frank,Onyeka,5,Brentford
129,Yehor,Yarmoliuk,5,Brentford
130,Romelle,Donovan,5,Brentford
131,Yunus Emre,Konak,5,Brentford
132,Paris,Maghoma,5,Brentford
133,Myles,Peart-Harris,5,Brentford
134,Ryan,Trevitt,5,Brentford
136,Igor Thiago,Nascimento Rodrigues,5,Brentford
137,Iwan,Morgan,5,Brentford
748,Josh,Dasilva,5,Brentford
797,Kaye,Furo,5,Brentford
810,Luka,Bentt,5,Brentford
819,Ollie,Shield,5,Brentford
823,Joshua,Stephenson,5,Brentford
824,Conor,McManus,5,Brentford
826,Riley,Owen,5,Brentford
138,Jason,Steele,6,Brighton
139,Bart,Verbruggen,6,Brighton
140,Tom,McGill,6,Brighton
141,Carl,Rushworth,6,Brighton
142,Kjell,Scherpen,6,Brighton
143,Olivier,Boscagli,6,Brighton
144,Diego,Coppola,6,Brighton
145,Maxim,De Cuyper,6,Brighton
146,Lewis,Dunk,6,Brighton
147,Pervis,Estupiñán Tenorio,6,Brighton
148,Ferdi,Kadıoğlu,6,Brighton
149,Igor Julio,dos Santos de Paulo,6,Brighton
150,Tariq,Lamptey,6,Brighton
151,Jan Paul,van Hecke,6,Brighton
152,Joël,Veltman,6,Brighton
153,Adam,Webster,6,Brighton
154,Eiran,Cashin,6,Brighton
155,Jacob,Slater,6,Brighton
156,Charlie,Tasker,6,Brighton
157,Mitoma,Kaoru,6,Brighton
158,Georginio,Rutter,6,Brighton
159,Solly,March,6,Brighton
160,Yankuba,Minteh,6,Brighton
161,Julio,Enciso Espínola,6,Brighton
162,Brajan,Gruda,6,Brighton
163,Jack,Hinshelwood,6,Brighton
164,Matt,O'Riley,6,Brighton
165,Abdallah,Sima,6,Brighton
166,Yasin,Ayari,6,Brighton
167,Carlos,Baleba,6,Brighton
169,Diego,Gómez Amarilla,6,Brighton
170,James,Milner,6,Brighton
171,Jeremy,Sarmiento Morante,6,Brighton
172,Tom,Watson,6,Brighton
173,Mats,Wieffer,6,Brighton
174,Malick,Yalcouyé,6,Brighton
175,Joe,Knight,6,Brighton
176,Adrian,Mazilu,6,Brighton
177,Andrew,Moran,6,Brighton
178,Danny,Welbeck,6,Brighton
179,Evan,Ferguson,6,Brighton
180,Stefanos,Tzimas,6,Brighton
181,Charalampos,Kostoulas,6,Brighton
744,Nehemiah,Oriola,6,Brighton
761,Freddie,Simmonds,6,Brighton
783,Pascal,Groß,6,Brighton
795,Harry,Howell,6,Brighton
220,Robert,Lynch Sánchez,7,Chelsea
221,Filip,Jörgensen,7,Chelsea
222,Mike,Penders,7,Chelsea
223,Gabriel,Słonina,7,Chelsea
224,Marc,Cucurella Saseta,7,Chelsea
225,Reece,James,7,Chelsea
226,Trevoh,Chalobah,7,Chelsea
227,Levi,Samuels Colwill,7,Chelsea
228,Malo,Gusto,7,Chelsea
229,Benoît,Badiashile Mukinayi,7,Chelsea
230,Wesley,Fofana,7,Chelsea
231,Mamadou,Sarr,7,Chelsea
232,Tosin,Adarabioyo,7,Chelsea
233,Josh,Acheampong,7,Chelsea
234,Aarón,Anselmino,7,Chelsea
235,Cole,Palmer,7,Chelsea
236,Pedro,Lomba Neto,7,Chelsea
237,Enzo,Fernández,7,Chelsea
238,Estêvão,Almeida de Oliveira Gonçalves,7,Chelsea
239,Jamie,Bynoe-Gittens,7,Chelsea
240,Christopher,Nkunku,7,Chelsea
241,Moisés,Caicedo Corozo,7,Chelsea
244,Roméo,Lavia,7,Chelsea
245,Mykhailo,Mudryk,7,Chelsea
246,Andrey,Nascimento dos Santos,7,Chelsea
247,Dário,Luís Essugo,7,Chelsea
248,Kendry,Páez Andrade,7,Chelsea
249,João Pedro,Junqueira de Jesus,7,Chelsea
250,Liam,Delap,7,Chelsea
251,Nicolas,Jackson,7,Chelsea
252,Marc,Guiu Paz,7,Chelsea
453,Alejandro,Garnacho Ferreyra,7,Chelsea
672,Jorrel,Hato,7,Chelsea
743,Landon,Emenalo,7,Chelsea
789,Max,Merrick,7,Chelsea
803,Teddy,Sharman-Lowe,7,Chelsea
829,Jesse,Derry,7,Chelsea
833,Mathis,Eboué,7,Chelsea
834,Ryan,Kavuma-McQueen,7,Chelsea
840,Shumaira,Mheuka,7,Chelsea
253,Dean,Henderson,8,Crystal Palace
254,Walter,Benítez,8,Crystal Palace
255,Remi,Matthews,8,Crystal Palace
256,Daniel,Muñoz Mejía,8,Crystal Palace
257,Maxence,Lacroix,8,Crystal Palace
258,Tyrick,Mitchell,8,Crystal Palace
259,Borna,Sosa,8,Crystal Palace
261,Chris,Richards,8,Crystal Palace
262,Chadi,Riad Dnanou,8,Crystal Palace
263,Nathaniel,Clyne,8,Crystal Palace
264,Rob,Holding,8,Crystal Palace
265,Caleb,Kporha,8,Crystal Palace
267,Ismaïla,Sarr,8,Crystal Palace
268,Cheick,Doucouré,8,Crystal Palace
269,Romain,Esse,8,Crystal Palace
270,Will,Hughes,8,Crystal Palace
271,Daichi,Kamada,8,Crystal Palace
272,Jefferson,Lerma Solís,8,Crystal Palace
273,Adam,Wharton,8,Crystal Palace
274,Asher,Agbinone,8,Crystal Palace
275,Naouirou,Ahamada,8,Crystal Palace
276,Justin,Devenny,8,Crystal Palace
277,Malcolm,Ebiowei,8,Crystal Palace
278,Jesurun,Rak-Sakyi,8,Crystal Palace
279,Matheus,França de Oliveira,8,Crystal Palace
280,David,Ozoh,8,Crystal Palace
281,Kaden,Rodney,8,Crystal Palace
282,Franco,Umeh-Chibueze,8,Crystal Palace
283,Jean-Philippe,Mateta,8,Crystal Palace
284,Eddie,Nketiah,8,Crystal Palace
285,Odsonne,Édouard,8,Crystal Palace
286,Zach,Marsh,8,Crystal Palace
580,Brennan,Johnson,8,Crystal Palace
654,Jørgen,Strand Larsen,8,Crystal Palace
677,Evann,Guessand,8,Crystal Palace
690,Rio,Cardines,8,Crystal Palace
712,Yéremy,Pino Santos,8,Crystal Palace
723,Jaydee,Canvot,8,Crystal Palace
732,Christantus,Uche,8,Crystal Palace
762,Joél,Drakes-Thomas,8,Crystal Palace
773,Dean,Benamar,8,Crystal Palace
780,Ben,Casey,8,Crystal Palace
793,George,King,8,Crystal Palace
798,Danny,Imray,8,Crystal Palace
242,Kiernan,Dewsbury-Hall,9,Everton
243,Tyrique,George,9,Everton
287,Jordan,Pickford,9,Everton
288,Mark,Travers,9,Everton
289,Harry,Tyrer,9,Everton
290,Jarrad,Branthwaite,9,Everton
291,James,Tarkowski,9,Everton
292,Vitalii,Mykolenko,9,Everton
293,Jake,O'Brien,9,Everton
294,Séamus,Coleman,9,Everton
295,Michael,Keane,9,Everton
296,Nathan,Patterson,9,Everton
297,Roman,Dixon,9,Everton
298,Reece,Welch,9,Everton
299,Iliman,Ndiaye,9,Everton
300,Dwight,McNeil,9,Everton
301,Carlos,Alcaraz Durán,9,Everton
302,Idrissa Gana,Gueye,9,Everton
303,James,Garner,9,Everton
304,Tim,Iroegbunam,9,Everton
305,Harrison,Armstrong,9,Everton
306,Callum,Bates,9,Everton
307,Coby,Ebere,9,Everton
308,Isaac,Heath,9,Everton
309,Jenson,Metcalfe,9,Everton
310,Thierno,Barry,9,Everton
311,Norberto Bercique,Gomes Betuncal,9,Everton
312,Youssef,Ramalho Chermiti,9,Everton
313,Martin,Sherif,9,Everton
419,Jack,Grealish,9,Everton
630,Tom,King,9,Everton
667,Adam,Aznou,9,Everton
704,Tyler,Onyango,9,Everton
705,Elijah,Campbell,9,Everton
707,Tyler,Dibling,9,Everton
728,Merlin,Röhl,9,Everton
779,Braiden,Graham,9,Everton
314,Bernd,Leno,10,Fulham
315,Steven,Benda,10,Fulham
316,Antonee,Robinson,10,Fulham
317,Joachim,Andersen,10,Fulham
318,Calvin,Bassey,10,Fulham
319,Timothy,Castagne,10,Fulham
320,Issa,Diop,10,Fulham
321,Jorge,Cuenca Barreno,10,Fulham
322,Kenny,Tete,10,Fulham
323,Samuel,Amissah,10,Fulham
324,Alex,Iwobi,10,Fulham
325,Emile,Smith Rowe,10,Fulham
327,Andreas,Hoelgebaum Pereira,10,Fulham
328,Ryan,Sessegnon,10,Fulham
329,Harry,Wilson,10,Fulham
330,Sander,Berge,10,Fulham
331,Tom,Cairney,10,Fulham
332,Saša,Lukić,10,Fulham
333,Martial,Godo,10,Fulham
334,Luke,Harris,10,Fulham
335,Josh,King,10,Fulham
336,Harrison,Reed,10,Fulham
337,Raúl,Jiménez Rodríguez,10,Fulham
338,Rodrigo,Muniz Carvalho,10,Fulham
424,Oscar,Bobb,10,Fulham
664,Benjamin,Lecomte,10,Fulham
727,Samuel,Chukwueze,10,Fulham
731,Kevin,Santos Lopes de Macedo,10,Fulham
737,Jonah,Kusi-Asare,10,Fulham
770,Seth,Ridgeon,10,Fulham
786,Alfie,McNally,10,Fulham
168,Facundo,Buonanotte,11,Leeds
339,Illan,Meslier,11,Leeds
340,Alex,Cairns,11,Leeds
341,Karl,Darlow,11,Leeds
342,Jayden,Bogle,11,Leeds
343,Pascal,Struijk,11,Leeds
344,Jaka,Bijol,11,Leeds
345,Sebastiaan,Bornauw,11,Leeds
346,Sam,Byram,11,Leeds
347,Gabriel,Gudmundsson,11,Leeds
348,Joe,Rodon,11,Leeds
349,Isaac,Schmidt,11,Leeds
350,Brenden,Aaronson,11,Leeds
351,Wilfried,Gnonto,11,Leeds
352,Jack,Harrison,11,Leeds
353,Daniel,James,11,Leeds
354,Ethan,Ampadu,11,Leeds
355,Sam,Greenwood,11,Leeds
356,Ilia,Gruev,11,Leeds
357,Largie,Ramazani,11,Leeds
358,Tanaka,Ao,11,Leeds
359,Charlie,Crew,11,Leeds
360,Joe,Gelhardt,11,Leeds
361,Darko,Gyabi,11,Leeds
362,Joël,Piroe,11,Leeds
363,Patrick,Bamford,11,Leeds
364,Mateo,Joseph Fernández-Regatillo,11,Leeds
365,Lukas,Nmecha,11,Leeds
493,Sean,Longstaff,11,Leeds
660,Anton,Stach,11,Leeds
665,Lucas Estella,Perri,11,Leeds
691,Dominic,Calvert-Lewin,11,Leeds
698,Noah,Okafor,11,Leeds
706,James,Justin,11,Leeds
741,Harry,Gray,11,Leeds
787,Sam,Chambers,11,Leeds
837,Jayden,Lienou,11,Leeds
838,Rhys,Chadwick,11,Leeds
839,Alfie,Cresswell,11,Leeds
366,Alisson,Becker,12,Liverpool
367,Giorgi,Mamardashvili,12,Liverpool
368,Ármin,Pécsi,12,Liverpool
369,Freddie,Woodman,12,Liverpool
370,Jeremie,Frimpong,12,Liverpool
371,Milos,Kerkez,12,Liverpool
372,Andrew,Robertson,12,Liverpool
373,Virgil,van Dijk,12,Liverpool
374,Ibrahima,Konaté,12,Liverpool
375,Conor,Bradley,12,Liverpool
376,Joe,Gomez,12,Liverpool
377,Konstantinos,Tsimikas,12,Liverpool
378,Amara,Nallo,12,Liverpool
379,Rhys,Williams,12,Liverpool
380,Calvin,Ramsay,12,Liverpool
381,Mohamed,Salah,12,Liverpool
382,Florian,Wirtz,12,Liverpool
383,Luis,Díaz Marulanda,12,Liverpool
384,Cody,Gakpo,12,Liverpool
385,Federico,Chiesa,12,Liverpool
386,Alexis,Mac Allister,12,Liverpool
387,Dominik,Szoboszlai,12,Liverpool
388,Curtis,Jones,12,Liverpool
390,Ryan,Gravenberch,12,Liverpool
392,Endo,Wataru,12,Liverpool
393,Stefan,Bajčetić Maquieira,12,Liverpool
394,James,McConnell,12,Liverpool
395,Tyler,Morton,12,Liverpool
396,Trey,Nyoni,12,Liverpool
397,Darwin,Núñez Ribeiro,12,Liverpool
398,Jayden,Danns,12,Liverpool
499,Alexander,Isak,12,Liverpool
661,Hugo,Ekitiké,12,Liverpool
686,Rio,Ngumoha,12,Liverpool
692,Giovanni,Leoni,12,Liverpool
746,Kieran,Morrison,12,Liverpool
760,Wellity,Lucky,12,Liverpool
830,Will,Wright,12,Liverpool
832,Talla,Ndiaye,12,Liverpool
82,Antoine,Semenyo,13,Man City
182,James,Trafford,13,Man City
260,Marc,Guéhi,13,Man City
399,Ederson,Santana de Moraes,13,Man City
401,Marcus,Bettinelli,13,Man City
402,Rayan,Aït-Nouri,13,Man City
403,Joško,Gvardiol,13,Man City
404,Manuel,Akanji,13,Man City
405,Nathan,Aké,13,Man City
406,Abdukodir,Khusanov,13,Man City
407,Matheus,Nunes,13,Man City
408,Rúben,dos Santos Gato Alves Dias,13,Man City
409,John,Stones,13,Man City
410,Rico,Lewis,13,Man City
411,Nico,O'Reilly,13,Man City
412,Vitor,de Oliveira Nunes dos Reis,13,Man City
413,Omar,Marmoush,13,Man City
414,Phil,Foden,13,Man City
415,Sávio,Moreira de Oliveira,13,Man City
416,Bernardo,Mota Veiga de Carvalho e Silva,13,Man City
417,Rayan,Cherki,13,Man City
418,Jérémy,Doku,13,Man City
420,İlkay,Gündoğan,13,Man City
421,Rodrigo 'Rodri',Hernandez Cascante,13,Man City
422,Mateo,Kovačić,13,Man City
423,Nico,González Iglesias,13,Man City
425,Claudio,Echeverri,13,Man City
427,Tijjani,Reijnders,13,Man City
428,Sverre,Nypan,13,Man City
429,Kalvin,Phillips,13,Man City
430,Erling,Haaland,13,Man City
736,Gianluigi,Donnarumma,13,Man City
739,Divine,Mukasa,13,Man City
740,Stephen,Mfuni,13,Man City
742,Ryan,McAidoo,13,Man City
763,Charlie,Gray,13,Man City
764,Reigan,Heskey,13,Man City
794,Max,Alleyne,13,Man City
119,Bryan,Mbeumo,14,Man Utd
431,Altay,Bayındır,14,Man Utd
432,André,Onana,14,Man Utd
433,Elyh,Harrison,14,Man Utd
434,Tom,Heaton,14,Man Utd
435,Dermot,Mee,14,Man Utd
436,Matthijs,de Ligt,14,Man Utd
437,Lisandro,Martínez,14,Man Utd
438,Noussair,Mazraoui,14,Man Utd
439,Diego,León Blanco,14,Man Utd
440,Diogo,Dalot Teixeira,14,Man Utd
441,Patrick,Dorgu,14,Man Utd
442,Harry,Maguire,14,Man Utd
443,Luke,Shaw,14,Man Utd
444,Leny,Yoro,14,Man Utd
445,Harry,Amass,14,Man Utd
446,Tyler,Fredricson,14,Man Utd
447,Ayden,Heaven,14,Man Utd
448,Tyrell,Malacia,14,Man Utd
449,Bruno,Borges Fernandes,14,Man Utd
450,Matheus,Santos Carneiro da Cunha,14,Man Utd
451,Marcus,Rashford,14,Man Utd
452,Amad,Diallo,14,Man Utd
454,Antony,dos Santos,14,Man Utd
455,Mason,Mount,14,Man Utd
457,Carlos Henrique,Casimiro,14,Man Utd
458,Kobbie,Mainoo,14,Man Utd
459,Manuel,Ugarte Ribeiro,14,Man Utd
460,Toby,Collyer,14,Man Utd
461,Jayce,Fitzgerald,14,Man Utd
462,Jack,Fletcher,14,Man Utd
463,Sékou,Koné,14,Man Utd
464,Jack,Moorhouse,14,Man Utd
465,Rasmus,Højlund,14,Man Utd
466,Joshua,Zirkzee,14,Man Utd
467,Chido,Obi,14,Man Utd
468,Ethan,Wheatley,14,Man Utd
681,Benjamin,Sesko,14,Man Utd
733,Senne,Lammens,14,Man Utd
755,Shea,Lacey,14,Man Utd
769,Bendito,Mantato,14,Man Utd
771,Tyler,Fletcher,14,Man Utd
788,Godwill,Kukonki,14,Man Utd
827,Jim,Thwaites,14,Man Utd
52,Jacob,Ramsey,15,Newcastle
135,Yoane,Wissa,15,Newcastle
469,Nick,Pope,15,Newcastle
471,Mark,Gillespie,15,Newcastle
472,Odysseas,Vlachodimos,15,Newcastle
473,Lewis,Hall,15,Newcastle
474,Fabian,Schär,15,Newcastle
475,Sven,Botman,15,Newcastle
476,Dan,Burn,15,Newcastle
477,Tino,Livramento,15,Newcastle
478,Kieran,Trippier,15,Newcastle
479,Emil,Krafth,15,Newcastle
480,Jamaal,Lascelles,15,Newcastle
481,Alex,Murphy,15,Newcastle
482,Harrison,Ashby,15,Newcastle
483,Miodrag,Pivaš,15,Newcastle
484,Matt,Targett,15,Newcastle
485,Anthony,Gordon,15,Newcastle
486,Anthony,Elanga,15,Newcastle
487,Harvey,Barnes,15,Newcastle
488,Bruno,Guimarães Rodriguez Moura,15,Newcastle
489,Jacob,Murphy,15,Newcastle
490,Joelinton Cássio,Apolinário de Lira,15,Newcastle
491,Sandro,Tonali,15,Newcastle
492,Antoñito,Cordero Campillo,15,Newcastle
494,Joe,Willock,15,Newcastle
495,Isaac,Hayden,15,Newcastle
496,Garang,Kuol,15,Newcastle
497,Lewis,Miley,15,Newcastle
498,Joe,White,15,Newcastle
500,William,Osula,15,Newcastle
501,Sean,Neave,15,Newcastle
674,Aaron,Ramsdale,15,Newcastle
684,Malick,Thiaw,15,Newcastle
689,Seung-Soo,Park,15,Newcastle
714,Nick,Woltemade,15,Newcastle
753,John,Ruddy,15,Newcastle
765,Leo,Shahar,15,Newcastle
772,Sam,Alabi,15,Newcastle
12,Oleksandr,Zinchenko,16,Nott'm Forest
400,Stefan,Ortega Moreno,16,Nott'm Forest
426,James,McAtee,16,Nott'm Forest
502,Matz,Sels,16,Nott'm Forest
503,Carlos Miguel,dos Santos Pereira,16,Nott'm Forest
504,Matt,Turner,16,Nott'm Forest
505,Nikola,Milenković,16,Nott'm Forest
506,Murillo,Costa dos Santos,16,Nott'm Forest
507,Ola,Aina,16,Nott'm Forest
508,Neco,Williams,16,Nott'm Forest
509,David,Mota Veiga Teixeira do Carmo,16,Nott'm Forest
510,Jair,Paula da Cunha Filho,16,Nott'm Forest
511,Felipe,Rodrigues da Silva,16,Nott'm Forest
512,Omar,Richards,16,Nott'm Forest
513,Zach,Abbott,16,Nott'm Forest
514,Willy,Boly,16,Nott'm Forest
515,Morgan,Gibbs-White,16,Nott'm Forest
516,Callum,Hudson-Odoi,16,Nott'm Forest
517,Elliot,Anderson,16,Nott'm Forest
518,João Pedro,Ferreira da Silva,16,Nott'm Forest
519,Nicolás,Domínguez,16,Nott'm Forest
520,Lewis,O'Brien,16,Nott'm Forest
521,Ibrahim,Sangaré,16,Nott'm Forest
522,Ryan,Yates,16,Nott'm Forest
523,Eric,da Silva Moreira,16,Nott'm Forest
524,Marko,Stamenić,16,Nott'm Forest
525,Chris,Wood,16,Nott'm Forest
526,Igor Jesus,Maciel da Cruz,16,Nott'm Forest
527,Taiwo,Awoniyi,16,Nott'm Forest
669,Dan,Ndoye,16,Nott'm Forest
675,Angus,Gunn,16,Nott'm Forest
693,Omari,Hutchinson,16,Nott'm Forest
696,Arnaud,Kalimuendo,16,Nott'm Forest
715,John Victor,Maciel Furtado,16,Nott'm Forest
716,Nicolò,Savona,16,Nott'm Forest
729,Luis Eduardo,Soares da Silva,16,Nott'm Forest
734,Dilane,Bakwa,16,Nott'm Forest
805,Lorenzo,Lucca,16,Nott'm Forest
814,Luca,Netz,16,Nott'm Forest
835,Archie,Whitehall,16,Nott'm Forest
836,Jimmy,Sinclair,16,Nott'm Forest
841,Lamin,Sillah,16,Nott'm Forest
528,Anthony,Patterson,17,Sunderland
529,Simon,Moore,17,Sunderland
530,Blondy,Nna Noukeu,17,Sunderland
531,Daniel,Ballard,17,Sunderland
532,Trai,Hume,17,Sunderland
533,Aji,Alese,17,Sunderland
534,Joe,Anderson,17,Sunderland
535,Dennis,Cirkin,17,Sunderland
536,Leo Fuhr,Hjelde,17,Sunderland
537,Niall,Huggins,17,Sunderland
538,Zak,Johnson,17,Sunderland
