matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2292812,1,2022-08-06 17:30:00,"Goodison Park, Liverpool",39254.0,Home,Everton,Chelsea,0,1,L,0,1,0,0,,8.0,4.0,3.0,1.0,,,,,,6.0,4.0,23.0,68.0,335.0,246.0,37.3,23.0,24.0,17.0,8.0,27.0,27.0,20.0,6.0,,,13.0,13.0,136.0,5.0,1.0,,57.0,68.0,12.0,22.0,4.0,4.0,1.0,14.0,11.0,0.0,0.0,,,
2292821,2,2022-08-13 12:30:00,"Villa Park, Birmingham",41883.0,Away,Everton,Aston Villa,1,2,L,0,1,0,0,1.0,15.0,4.0,2.0,9.0,,,1.0,,,10.0,9.0,20.0,44.0,378.0,291.0,42.5,26.0,16.0,11.0,8.0,17.0,17.0,5.0,5.0,1.0,,7.0,5.0,139.0,1.0,2.0,,43.0,43.0,12.0,14.0,8.0,8.0,2.0,7.0,8.0,0.0,0.0,,,3.0
2292832,3,2022-08-20 15:00:00,"Goodison Park, Liverpool",39271.0,Home,Everton,Nott'm Forest,1,1,D,0,0,0,0,1.0,19.0,8.0,6.0,5.0,1.0,1.0,1.0,,1.0,15.0,9.0,28.0,70.0,412.0,319.0,48.3,27.0,13.0,8.0,11.0,15.0,15.0,5.0,3.0,1.0,,5.0,8.0,153.0,4.0,1.0,,41.0,46.0,10.0,15.0,6.0,6.0,,6.0,9.0,0.0,0.0,,,4.0
2292842,4,2022-08-27 15:00:00,"Gtech Community Stadium, Brentford",17009.0,Away,Everton,Brentford,1,1,D,1,0,0,0,1.0,14.0,7.0,2.0,5.0,2.0,1.0,2.0,,1.0,9.0,8.0,22.0,54.0,385.0,302.0,42.2,19.0,22.0,16.0,10.0,37.0,37.0,7.0,5.0,,,5.0,8.0,130.0,4.0,1.0,,56.0,47.0,17.0,21.0,5.0,5.0,,8.0,8.0,0.0,0.0,,,2.0
2292854,5,2022-08-30 20:00:00,"Elland Road, Leeds",36338.0,Away,Everton,Leeds,1,1,D,1,0,0,0,1.0,7.0,2.0,2.0,3.0,3.0,1.0,2.0,,1.0,4.0,3.0,7.0,41.0,292.0,203.0,30.9,10.0,28.0,13.0,18.0,35.0,35.0,14.0,1.0,,,12.0,10.0,150.0,4.0,1.0,,53.0,70.0,12.0,24.0,2.0,2.0,2.0,9.0,7.0,0.0,0.0,,,2.0
2292864,6,2022-09-03 12:30:00,"Goodison Park, Liverpool",39240.0,Home,Everton,Liverpool,0,0,D,0,0,0,0,,14.0,3.0,6.0,5.0,1.0,,1.0,1.0,,10.0,6.0,25.0,38.0,302.0,217.0,39.1,26.0,19.0,11.0,10.0,32.0,32.0,9.0,5.0,,,3.0,8.0,141.0,8.0,,1.0,41.0,39.0,9.0,14.0,7.0,7.0,,7.0,9.0,0.0,0.0,,,3.0
2292871,7,2023-03-01 19:45:00,"Emirates Stadium, London",60213.0,Away,Everton,Arsenal,0,4,L,0,2,0,0,,8.0,5.0,2.0,1.0,1.0,,2.0,,,5.0,4.0,12.0,45.0,274.0,185.0,26.9,11.0,12.0,8.0,12.0,23.0,23.0,12.0,5.0,,1.0,6.0,5.0,126.0,1.0,4.0,,42.0,36.0,15.0,11.0,1.0,1.0,,12.0,5.0,0.0,0.0,,,2.0
2292884,8,2022-09-18 14:15:00,"Goodison Park, Liverpool",39298.0,Home,Everton,West Ham,1,0,W,0,0,0,0,1.0,7.0,2.0,4.0,1.0,,,,,1.0,5.0,3.0,27.0,58.0,464.0,385.0,53.6,17.0,18.0,11.0,10.0,28.0,28.0,14.0,7.0,1.0,,1.0,7.0,138.0,4.0,,1.0,45.0,38.0,10.0,11.0,5.0,5.0,2.0,8.0,10.0,0.0,0.0,,,1.0
2292898,9,2022-10-01 15:00:00,"St. Mary's Stadium, Southampton",30510.0,Away,Everton,Southampton,2,1,W,0,0,0,0,2.0,12.0,5.0,4.0,3.0,4.0,1.0,3.0,,2.0,9.0,7.0,24.0,67.0,380.0,295.0,45.8,25.0,23.0,13.0,11.0,26.0,26.0,24.0,7.0,,,7.0,17.0,146.0,5.0,1.0,,60.0,52.0,19.0,13.0,6.0,6.0,1.0,10.0,11.0,0.0,0.0,,,1.0
2292905,10,2022-10-09 19:00:00,"Goodison Park, Liverpool",39258.0,Home,Everton,Man Utd,1,2,L,1,2,0,0,1.0,11.0,2.0,3.0,6.0,,,,,,7.0,4.0,37.0,42.0,375.0,295.0,39.7,21.0,9.0,6.0,15.0,9.0,9.0,19.0,3.0,,1.0,7.0,3.0,140.0,2.0,2.0,,41.0,46.0,13.0,17.0,5.0,5.0,2.0,7.0,11.0,0.0,0.0,,,1.0
