matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561904,1,2025-08-18 20:00:00,"Elland Road, Leeds",36820,Away,Everton,Leeds,0,1,L,0,0,0,0,0.0,7.0,1.0,3.0,3.0,0.8028,0.1047,,,1.0,,0.438116,,3.0,1.0,22.0,48.0,411.0,324.0,45.6,14.0,16.0,12.0,2.0,31.0,31.0,7.0,10.0,2.0,,6.0,3.0,136.0,2.0,1.0,1.0712,,0.0,47.0,45.0,19.0,18.0,2.0,2.0,4.0,8.0,6.0,0.0,0.0,,0.0,2.0,105113.81
2561910,2,2025-08-24 14:00:00,"Hill Dickinson Stadium, Liverpool",51759,Home,Everton,Brighton,2,0,W,1,0,0,0,2.0,11.0,3.0,7.0,1.0,1.596,1.2097,2.0,1.0,1.0,,0.993035,2.0,10.0,3.0,22.0,73.0,362.0,272.0,42.4,18.0,15.0,8.0,8.0,35.0,35.0,3.0,3.0,2.0,,8.0,10.0,127.0,4.0,0.0,1.5401,1.0,0.0,70.0,47.0,31.0,16.0,2.0,2.0,1.0,7.0,15.0,0.0,0.0,,0.0,,108850.34
2561924,3,2025-08-30 15:00:00,"Molineux Stadium, Wolverhampton",30271,Away,Everton,Wolves,3,2,W,2,1,0,0,3.0,10.0,4.0,2.0,4.0,1.932,2.5781,3.0,2.0,1.0,,1.44252,3.0,9.0,7.0,23.0,61.0,371.0,275.0,41.5,23.0,16.0,11.0,16.0,28.0,28.0,7.0,5.0,1.0,1.0,3.0,11.0,153.0,2.0,2.0,1.1555,,0.0,63.0,47.0,24.0,12.0,2.0,2.0,3.0,10.0,15.0,0.0,0.0,,0.0,1.0,114748.13
2561930,4,2025-09-13 15:00:00,"Hill Dickinson Stadium, Liverpool",52114,Home,Everton,Aston Villa,0,0,D,0,0,0,0,0.0,20.0,2.0,9.0,9.0,2.0812,0.2926,3.0,,3.0,1.0,1.2499,,17.0,8.0,35.0,53.0,343.0,281.0,48.3,46.0,23.0,16.0,5.0,17.0,17.0,8.0,5.0,,,2.0,11.0,119.0,1.0,0.0,0.1268,1.0,0.0,66.0,51.0,20.0,17.0,10.0,10.0,3.0,17.0,15.0,0.0,0.0,,0.0,2.0,100509.72
2561940,5,2025-09-20 12:30:00,"Anfield, Liverpool",60342,Away,Everton,Liverpool,1,2,L,0,2,0,0,1.0,9.0,2.0,4.0,3.0,0.7006,0.5692,1.0,1.0,,,0.620271,1.0,8.0,5.0,42.0,54.0,345.0,263.0,42.8,21.0,18.0,13.0,10.0,23.0,23.0,9.0,5.0,,,10.0,11.0,139.0,1.0,2.0,1.1755,,0.0,56.0,57.0,15.0,20.0,4.0,4.0,,10.0,11.0,0.0,0.0,,0.0,1.0,101982.9
2561949,6,2025-09-29 20:00:00,"Hill Dickinson Stadium, Liverpool",51890,Home,Everton,West Ham,1,1,D,1,0,0,0,1.0,12.0,6.0,3.0,3.0,0.7349,0.4135,1.0,,1.0,,0.68751,1.0,9.0,7.0,35.0,51.0,447.0,380.0,51.8,30.0,11.0,6.0,5.0,37.0,37.0,9.0,5.0,2.0,,4.0,10.0,129.0,2.0,1.0,1.1927,,0.0,52.0,50.0,21.0,23.0,3.0,3.0,2.0,7.0,16.0,0.0,0.0,,0.0,,106702.86
2561960,7,2025-10-05 14:00:00,"Hill Dickinson Stadium, Liverpool",51770,Home,Everton,Crystal Palace,2,1,W,0,1,0,0,2.0,14.0,7.0,5.0,2.0,2.0315,2.6158,3.0,2.0,3.0,,1.14619,,10.0,7.0,28.0,66.0,433.0,351.0,50.3,28.0,19.0,10.0,11.0,35.0,35.0,7.0,5.0,1.0,,2.0,17.0,158.0,5.0,1.0,1.3981,,0.0,62.0,73.0,24.0,27.0,2.0,2.0,2.0,13.0,13.0,0.0,0.0,1.0,1.0,,111095.23
2561970,8,2025-10-18 15:00:00,"Etihad Stadium, Manchester",52498,Away,Everton,Man City,0,2,L,0,0,0,0,0.0,5.0,1.0,2.0,2.0,0.8099,0.0673,1.0,,1.0,,0.773058,,3.0,1.0,21.0,43.0,300.0,237.0,28.9,15.0,18.0,11.0,7.0,28.0,28.0,6.0,7.0,,1.0,15.0,5.0,115.0,5.0,2.0,1.4775,,0.0,49.0,60.0,18.0,17.0,3.0,3.0,,14.0,8.0,0.0,0.0,,0.0,1.0,113233.26
2561980,9,2025-10-26 16:30:00,"Hill Dickinson Stadium, Liverpool",52501,Home,Everton,Spurs,0,3,L,0,2,0,0,0.0,12.0,2.0,5.0,5.0,1.7387,1.199,2.0,,3.0,,1.48026,1.0,9.0,5.0,47.0,56.0,442.0,374.0,53.5,31.0,19.0,10.0,6.0,27.0,27.0,5.0,1.0,1.0,1.0,8.0,8.0,135.0,1.0,3.0,3.2262,,0.0,54.0,48.0,19.0,11.0,9.0,9.0,1.0,9.0,8.0,0.0,0.0,,0.0,2.0,106271.81
2561992,10,2025-11-03 20:00:00,"Stadium of Light, Sunderland",41476,Away,Everton,Sunderland,1,1,D,1,0,0,0,1.0,8.0,2.0,3.0,3.0,0.8883,0.736,1.0,,1.0,1.0,0.72914,,4.0,2.0,22.0,47.0,347.0,267.0,39.3,19.0,14.0,6.0,8.0,45.0,45.0,6.0,7.0,,,7.0,6.0,126.0,2.0,1.0,1.3733,,0.0,50.0,52.0,20.0,19.0,1.0,1.0,,12.0,10.0,0.0,0.0,,0.0,,108770.37
2561999,11,2025-11-08 15:00:00,"Hill Dickinson Stadium, Liverpool",52491,Home,Everton,Fulham,2,0,W,1,0,0,0,2.0,14.0,5.0,5.0,4.0,1.4392,1.4565,4.0,2.0,2.0,1.0,1.21879,2.0,10.0,6.0,33.0,53.0,406.0,342.0,50.1,26.0,15.0,10.0,4.0,23.0,23.0,12.0,2.0,,,9.0,4.0,125.0,4.0,0.0,0.9135,1.0,0.0,50.0,49.0,17.0,12.0,7.0,7.0,,11.0,13.0,0.0,0.0,,0.0,5.0,107035.23
2562012,12,2025-11-24 20:00:00,"Old Trafford, Manchester",74158,Away,Everton,Man Utd,1,0,W,1,0,1,0,1.0,3.0,1.0,1.0,1.0,0.2126,0.4176,,,,,0.174009,1.0,3.0,2.0,18.0,45.0,281.0,190.0,30.1,10.0,6.0,3.0,11.0,46.0,46.0,13.0,6.0,2.0,,4.0,9.0,141.0,6.0,0.0,1.8465,1.0,0.0,49.0,45.0,28.0,19.0,1.0,1.0,,9.0,11.0,0.0,0.0,,0.0,2.0,104067.62
2562019,13,2025-11-29 17:30:00,"Hill Dickinson Stadium, Liverpool",52244,Home,Everton,Newcastle,1,4,L,0,3,0,0,1.0,10.0,2.0,6.0,2.0,0.9897,0.8892,1.0,1.0,,1.0,1.22008,1.0,7.0,4.0,36.0,77.0,520.0,458.0,48.8,31.0,19.0,12.0,9.0,19.0,19.0,9.0,5.0,,2.0,5.0,8.0,119.0,3.0,4.0,2.7675,,0.0,46.0,41.0,17.0,18.0,8.0,8.0,,4.0,6.0,0.0,0.0,,0.0,,112487.22
2562025,14,2025-12-02 19:30:00,"Vitality Stadium, Bournemouth",11161,Away,Everton,Bournemouth,1,0,W,0,0,0,0,1.0,13.0,3.0,5.0,5.0,1.4396,0.6677,1.0,,2.0,2.0,0.575146,1.0,10.0,7.0,42.0,61.0,378.0,281.0,45.1,33.0,18.0,11.0,4.0,24.0,24.0,6.0,2.0,1.0,,8.0,6.0,162.0,2.0,0.0,0.5009,1.0,0.0,58.0,56.0,24.0,20.0,6.0,6.0,1.0,14.0,14.0,0.0,0.0,,0.0,1.0,110089.81
2562038,15,2025-12-06 15:00:00,"Hill Dickinson Stadium, Liverpool",52501,Home,Everton,Nott'm Forest,3,0,W,2,0,0,0,3.0,11.0,5.0,2.0,4.0,1.1159,1.7994,1.0,1.0,,1.0,0.81281,2.0,8.0,6.0,27.0,56.0,306.0,238.0,41.3,27.0,15.0,11.0,11.0,42.0,42.0,10.0,3.0,2.0,,8.0,13.0,143.0,2.0,0.0,0.4438,1.0,0.0,53.0,72.0,21.0,24.0,6.0,6.0,1.0,17.0,14.0,0.0,0.0,,0.0,3.0,103496.39
2562048,16,2025-12-13 15:00:00,"Stamford Bridge, London",39552,Away,Everton,Chelsea,0,2,L,0,2,0,0,0.0,11.0,2.0,5.0,4.0,1.0311,0.7303,2.0,,3.0,1.0,0.537743,,10.0,5.0,26.0,58.0,373.0,306.0,42.3,23.0,22.0,8.0,8.0,12.0,12.0,10.0,3.0,1.0,,7.0,8.0,130.0,3.0,2.0,1.2123,,0.0,55.0,45.0,14.0,12.0,7.0,7.0,1.0,11.0,13.0,0.0,0.0,,0.0,1.0,107543.33
