matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755305,1,2014-08-16 15:00:00,"King Power Stadium, Leicester",31603,Away,Everton,Leicester,2,2,D,2,1,0,0,2.0,13.0,3.0,5.0,5.0,,,,,1.0,6.0,2.0,33.0,74.0,605.0,509.0,63.5,19.0,15.0,5.0,28.0,28.0,24.0,3.0,1.0,1.0,6.0,6.0,142.0,1.0,2.0,,,54.0,55.0,14.0,27.0,6.0,6.0,,10.0,13.0,0.0,0.0,,,
755316,2,2014-08-23 17:30:00,"Goodison Park, Liverpool",39490,Home,Everton,Arsenal,2,2,D,2,0,0,0,2.0,8.0,2.0,4.0,2.0,3.0,2.0,1.0,,2.0,6.0,4.0,11.0,62.0,445.0,356.0,45.8,19.0,15.0,13.0,33.0,33.0,19.0,1.0,1.0,,7.0,6.0,126.0,1.0,2.0,,,52.0,42.0,10.0,10.0,3.0,3.0,1.0,10.0,17.0,0.0,0.0,,,2.0
755325,3,2014-08-30 17:30:00,"Goodison Park, Liverpool",39402,Home,Everton,Chelsea,3,6,L,1,2,0,0,3.0,16.0,6.0,4.0,6.0,3.0,1.0,2.0,2.0,3.0,14.0,10.0,40.0,75.0,551.0,474.0,61.5,16.0,15.0,10.0,22.0,22.0,15.0,3.0,1.0,2.0,9.0,17.0,158.0,3.0,6.0,,1.0,60.0,56.0,15.0,10.0,8.0,8.0,1.0,7.0,16.0,0.0,0.0,,,8.0
755342,4,2014-09-13 15:00:00,"The Hawthorns, West Bromwich",23567,Away,Everton,West Brom,2,0,W,1,0,0,0,2.0,12.0,5.0,6.0,1.0,,,1.0,,1.0,10.0,5.0,8.0,57.0,550.0,459.0,54.5,14.0,11.0,9.0,43.0,43.0,15.0,7.0,,,4.0,14.0,136.0,3.0,,1.0,,50.0,54.0,16.0,20.0,1.0,1.0,,10.0,12.0,0.0,0.0,,,3.0
755345,5,2014-09-21 16:00:00,"Goodison Park, Liverpool",37574,Home,Everton,Crystal Palace,2,3,L,1,1,0,0,2.0,17.0,6.0,6.0,5.0,2.0,2.0,1.0,,1.0,11.0,7.0,27.0,101.0,760.0,673.0,75.4,18.0,15.0,5.0,35.0,35.0,10.0,5.0,1.0,2.0,9.0,12.0,133.0,,3.0,,,52.0,45.0,11.0,9.0,7.0,8.0,,8.0,13.0,0.0,0.0,1.0,1.0,2.0
755357,6,2014-09-27 12:45:00,"Anfield, Liverpool",44511,Away,Everton,Liverpool,1,1,D,0,0,0,0,1.0,11.0,5.0,5.0,1.0,1.0,,1.0,,,9.0,5.0,13.0,79.0,499.0,432.0,53.6,20.0,17.0,18.0,22.0,22.0,17.0,8.0,1.0,,11.0,19.0,122.0,7.0,1.0,,,44.0,54.0,7.0,7.0,2.0,2.0,1.0,9.0,7.0,0.0,0.0,,,2.0
755368,7,2014-10-05 12:00:00,"Old Trafford, Manchester",75294,Away,Everton,Man Utd,1,2,L,0,1,0,0,1.0,10.0,6.0,2.0,2.0,3.0,1.0,3.0,,1.0,7.0,5.0,19.0,66.0,475.0,402.0,51.3,13.0,10.0,11.0,32.0,32.0,18.0,3.0,,,12.0,7.0,123.0,2.0,2.0,,,47.0,44.0,12.0,8.0,6.0,6.0,3.0,11.0,17.0,0.0,0.0,1.0,,3.0
755376,8,2014-10-18 15:00:00,"Goodison Park, Liverpool",39505,Home,Everton,Aston Villa,3,0,W,1,0,0,0,3.0,15.0,6.0,2.0,7.0,2.0,2.0,,,3.0,12.0,11.0,12.0,78.0,647.0,570.0,60.7,13.0,12.0,10.0,33.0,33.0,13.0,4.0,,,4.0,10.0,120.0,2.0,,1.0,,47.0,42.0,15.0,16.0,3.0,4.0,1.0,11.0,16.0,0.0,0.0,,,2.0
755383,9,2014-10-26 13:30:00,"Turf Moor, Burnley",19927,Away,Everton,Burnley,3,1,W,2,1,0,0,3.0,15.0,6.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,11.0,9.0,10.0,71.0,627.0,519.0,61.9,18.0,13.0,13.0,43.0,43.0,15.0,5.0,1.0,1.0,9.0,12.0,151.0,2.0,1.0,,,60.0,47.0,16.0,14.0,4.0,4.0,,7.0,12.0,0.0,0.0,,,3.0
755397,10,2014-11-01 15:00:00,"Goodison Park, Liverpool",39149,Home,Everton,Swansea,0,0,D,0,0,0,1,,17.0,3.0,8.0,6.0,,,1.0,,,11.0,7.0,18.0,76.0,606.0,529.0,66.7,16.0,13.0,11.0,14.0,14.0,7.0,4.0,,,12.0,7.0,142.0,,,1.0,,57.0,48.0,11.0,6.0,11.0,11.0,2.0,10.0,15.0,0.0,0.0,,,
755408,11,2014-11-09 13:30:00,"Stadium of Light, Sunderland",43476,Away,Everton,Sunderland,1,1,D,0,0,0,0,1.0,16.0,7.0,6.0,3.0,,1.0,,1.0,,14.0,8.0,8.0,79.0,538.0,462.0,58.2,10.0,9.0,17.0,37.0,37.0,15.0,4.0,1.0,,8.0,5.0,127.0,1.0,1.0,,,66.0,54.0,28.0,17.0,4.0,4.0,,13.0,12.0,0.0,0.0,1.0,1.0,1.0
755417,12,2014-11-22 15:00:00,"Goodison Park, Liverpool",39182,Home,Everton,West Ham,2,1,W,1,0,0,0,2.0,14.0,4.0,6.0,4.0,2.0,2.0,1.0,,1.0,11.0,6.0,14.0,72.0,485.0,407.0,56.3,13.0,10.0,5.0,62.0,62.0,12.0,2.0,1.0,,15.0,11.0,116.0,2.0,1.0,,,46.0,73.0,16.0,32.0,1.0,1.0,,10.0,12.0,0.0,0.0,,,3.0
755430,13,2014-11-30 16:00:00,"White Hart Lane, London",35901,Away,Everton,Spurs,1,2,L,1,2,0,0,1.0,10.0,5.0,3.0,2.0,1.0,,2.0,,,8.0,5.0,20.0,76.0,603.0,531.0,61.4,22.0,15.0,12.0,16.0,16.0,18.0,3.0,,2.0,12.0,13.0,128.0,4.0,2.0,,,62.0,52.0,10.0,13.0,4.0,4.0,1.0,5.0,15.0,0.0,0.0,,,4.0
755441,14,2014-12-03 19:45:00,"Goodison Park, Liverpool",34645,Home,Everton,Hull,1,1,D,1,0,0,0,1.0,13.0,5.0,5.0,3.0,1.0,1.0,,,1.0,9.0,6.0,14.0,59.0,526.0,444.0,57.5,16.0,12.0,14.0,31.0,31.0,14.0,3.0,1.0,,5.0,16.0,145.0,,1.0,,,63.0,58.0,28.0,18.0,6.0,6.0,3.0,8.0,12.0,0.0,0.0,,,1.0
755446,15,2014-12-06 17:30:00,"Etihad Stadium, Manchester",45603,Away,Everton,Man City,0,1,L,0,1,0,0,,9.0,2.0,2.0,5.0,,,,,,5.0,4.0,17.0,66.0,467.0,385.0,48.7,16.0,13.0,14.0,38.0,38.0,19.0,12.0,1.0,,8.0,13.0,137.0,2.0,1.0,,,51.0,54.0,14.0,14.0,7.0,7.0,,11.0,7.0,0.0,0.0,,,4.0
755457,16,2014-12-15 20:00:00,"Goodison Park, Liverpool",34035,Home,Everton,QPR,3,1,W,2,0,0,0,3.0,13.0,5.0,4.0,4.0,1.0,,1.0,1.0,1.0,10.0,7.0,10.0,61.0,464.0,374.0,53.5,31.0,22.0,8.0,35.0,35.0,21.0,4.0,,,12.0,11.0,131.0,3.0,1.0,,,69.0,56.0,15.0,15.0,1.0,1.0,,11.0,12.0,0.0,0.0,,,4.0
755469,17,2014-12-20 15:00:00,"St. Mary's Stadium, Southampton",31475,Away,Everton,Southampton,0,3,L,0,1,0,0,,13.0,4.0,7.0,2.0,,,,,,8.0,3.0,21.0,77.0,481.0,396.0,56.2,15.0,11.0,7.0,21.0,21.0,11.0,1.0,,,2.0,21.0,157.0,1.0,3.0,,1.0,50.0,62.0,9.0,13.0,6.0,6.0,1.0,10.0,10.0,0.0,0.0,,,2.0
755477,18,2014-12-26 15:00:00,"Goodison Park, Liverpool",39166,Home,Everton,Stoke,0,1,L,0,1,0,0,,16.0,5.0,5.0,6.0,2.0,,2.0,,,11.0,7.0,24.0,93.0,548.0,443.0,61.9,14.0,13.0,17.0,22.0,22.0,17.0,5.0,1.0,,7.0,13.0,164.0,1.0,1.0,,,48.0,51.0,13.0,16.0,9.0,9.0,,9.0,15.0,0.0,0.0,,,3.0
755487,19,2014-12-28 16:15:00,"St. James' Park, Newcastle",52313,Away,Everton,Newcastle,2,3,L,1,1,0,0,2.0,9.0,2.0,6.0,1.0,2.0,2.0,,,2.0,7.0,3.0,17.0,57.0,415.0,349.0,47.0,13.0,11.0,11.0,43.0,43.0,8.0,3.0,,2.0,10.0,10.0,111.0,3.0,3.0,,,48.0,51.0,15.0,15.0,3.0,3.0,,8.0,13.0,0.0,0.0,,,2.0
755494,20,2015-01-01 15:00:00,"The MKM Stadium, Hull",23865,Away,Everton,Hull,0,2,L,0,2,1,0,,9.0,3.0,5.0,1.0,2.0,,2.0,,,4.0,2.0,16.0,83.0,424.0,328.0,55.5,12.0,10.0,15.0,31.0,31.0,15.0,3.0,,1.0,13.0,15.0,167.0,3.0,2.0,,,57.0,82.0,17.0,24.0,8.0,8.0,,15.0,14.0,0.0,0.0,,,1.0
755507,21,2015-01-10 15:00:00,"Goodison Park, Liverpool",39499,Home,Everton,Man City,1,1,D,0,0,0,0,1.0,11.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,6.0,8.0,58.0,330.0,248.0,38.2,16.0,13.0,13.0,37.0,37.0,15.0,5.0,1.0,,13.0,11.0,152.0,1.0,1.0,,,53.0,64.0,15.0,17.0,4.0,4.0,2.0,9.0,10.0,0.0,0.0,,,3.0
755515,22,2015-01-19 20:00:00,"Goodison Park, Liverpool",34739,Home,Everton,West Brom,0,0,D,0,0,0,0,,17.0,4.0,4.0,9.0,,,1.0,1.0,,12.0,10.0,33.0,101.0,643.0,576.0,68.8,12.0,10.0,8.0,30.0,30.0,17.0,3.0,,,7.0,11.0,150.0,,,1.0,,48.0,59.0,12.0,17.0,8.0,8.0,,11.0,11.0,0.0,0.0,1.0,,4.0
755525,23,2015-01-31 15:00:00,"Selhurst Park, London",25197,Away,Everton,Crystal Palace,1,0,W,1,0,0,0,1.0,14.0,2.0,6.0,6.0,,1.0,,,,11.0,6.0,8.0,59.0,390.0,300.0,45.9,24.0,22.0,19.0,50.0,50.0,16.0,5.0,,,10.0,11.0,141.0,2.0,,1.0,,62.0,75.0,18.0,32.0,1.0,1.0,,14.0,12.0,0.0,0.0,,,
755535,24,2015-02-07 17:30:00,"Goodison Park, Liverpool",39621,Home,Everton,Liverpool,0,0,D,0,0,0,0,,6.0,1.0,4.0,1.0,,,,,,3.0,2.0,21.0,64.0,461.0,387.0,45.6,26.0,18.0,12.0,29.0,29.0,10.0,7.0,,,13.0,10.0,132.0,6.0,,1.0,,48.0,52.0,11.0,11.0,3.0,3.0,,11.0,7.0,0.0,0.0,,,5.0
755550,25,2015-02-11 19:45:00,"Stamford Bridge, London",41592,Away,Everton,Chelsea,0,1,L,0,0,1,0,,7.0,4.0,2.0,1.0,1.0,,1.0,,,7.0,5.0,5.0,39.0,417.0,333.0,43.9,24.0,15.0,12.0,47.0,47.0,22.0,5.0,,,12.0,9.0,118.0,6.0,1.0,,,47.0,59.0,8.0,23.0,2.0,2.0,,13.0,8.0,0.0,0.0,,,1.0
755556,26,2015-02-22 14:05:00,"Goodison Park, Liverpool",38904,Home,Everton,Leicester,2,2,D,0,0,0,0,2.0,18.0,3.0,11.0,4.0,3.0,,3.0,,1.0,15.0,7.0,22.0,67.0,546.0,452.0,58.0,21.0,18.0,10.0,35.0,35.0,15.0,4.0,2.0,2.0,9.0,12.0,146.0,2.0,2.0,,,57.0,49.0,24.0,14.0,4.0,4.0,,7.0,6.0,0.0,0.0,,,1.0
755563,27,2015-03-01 14:05:00,"Emirates Stadium, London",59925,Away,Everton,Arsenal,0,2,L,0,1,0,0,,8.0,2.0,4.0,2.0,,,,,,4.0,3.0,22.0,62.0,444.0,356.0,52.8,14.0,12.0,16.0,21.0,21.0,17.0,6.0,,,15.0,15.0,153.0,3.0,2.0,,,56.0,64.0,15.0,17.0,9.0,9.0,,5.0,11.0,0.0,0.0,,,1.0
755581,28,2015-03-04 19:45:00,"bet365 Stadium, Stoke",26431,Away,Everton,Stoke,0,2,L,0,1,0,0,,10.0,5.0,1.0,4.0,,,,,,5.0,5.0,24.0,73.0,472.0,376.0,56.3,16.0,14.0,11.0,31.0,31.0,20.0,4.0,1.0,1.0,8.0,20.0,175.0,1.0,2.0,,,50.0,66.0,18.0,20.0,6.0,6.0,,14.0,11.0,0.0,0.0,,,1.0
755587,29,2015-03-15 16:00:00,"Goodison Park, Liverpool",38806,Home,Everton,Newcastle,3,0,W,1,0,0,1,3.0,15.0,9.0,4.0,2.0,3.0,2.0,2.0,,2.0,10.0,8.0,13.0,77.0,486.0,405.0,54.1,22.0,19.0,19.0,57.0,57.0,14.0,5.0,1.0,,8.0,17.0,132.0,3.0,,1.0,,69.0,57.0,26.0,13.0,3.0,3.0,,11.0,10.0,0.0,0.0,1.0,1.0,
755598,30,2015-03-22 16:00:00,"MATRADE Loftus Road, London",17706,Away,Everton,QPR,2,1,W,1,0,0,0,2.0,8.0,3.0,2.0,3.0,,1.0,,,1.0,7.0,5.0,11.0,73.0,391.0,263.0,47.7,21.0,18.0,21.0,71.0,71.0,27.0,4.0,,,7.0,20.0,190.0,,1.0,,,66.0,69.0,31.0,30.0,3.0,3.0,,12.0,11.0,0.0,0.0,,,5.0
755607,31,2015-04-04 15:00:00,"Goodison Park, Liverpool",39390,Home,Everton,Southampton,1,0,W,1,0,0,0,1.0,10.0,1.0,5.0,4.0,1.0,1.0,,,1.0,8.0,4.0,9.0,67.0,381.0,286.0,45.1,15.0,10.0,13.0,46.0,46.0,20.0,2.0,1.0,,9.0,13.0,148.0,2.0,,1.0,,55.0,64.0,18.0,21.0,4.0,5.0,3.0,12.0,15.0,0.0,0.0,,,
