matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442000,1,2012-08-20 20:00:00,"Goodison Park, Liverpool",38415,Home,Everton,Man Utd,1,0,W,0,0,0,0,1.0,18.0,7.0,9.0,2.0,1.0,1.0,,2.0,1.0,13.0,6.0,18.0,67.0,275.0,196.0,30.8,,19.0,16.0,14.0,42.0,23.0,5.0,,,7.0,12.0,139.0,,,1.0,,65.0,53.0,28.0,18.0,6.0,6.0,1.0,13.0,11.0,0.0,0.0,,,
442009,2,2012-08-25 15:00:00,"Villa Park, Birmingham",36565,Away,Everton,Aston Villa,3,1,W,3,0,0,1,3.0,21.0,6.0,9.0,6.0,1.0,,1.0,,3.0,17.0,11.0,22.0,77.0,507.0,425.0,60.8,,14.0,10.0,13.0,31.0,14.0,3.0,2.0,1.0,9.0,12.0,156.0,,1.0,,,49.0,54.0,19.0,18.0,9.0,9.0,1.0,12.0,12.0,0.0,0.0,,,3.0
442026,3,2012-09-01 15:00:00,"The Hawthorns, West Bromwich",25383,Away,Everton,West Brom,0,2,L,0,0,0,0,,13.0,2.0,6.0,5.0,,,1.0,,,11.0,6.0,26.0,84.0,451.0,386.0,55.7,,21.0,14.0,9.0,41.0,19.0,2.0,,1.0,4.0,5.0,136.0,,2.0,,,50.0,42.0,15.0,12.0,3.0,3.0,,16.0,12.0,0.0,0.0,,,1.0
442031,4,2012-09-17 20:00:00,"Goodison Park, Liverpool",32510,Home,Everton,Newcastle,2,2,D,1,0,0,0,2.0,18.0,6.0,6.0,6.0,1.0,,1.0,2.0,2.0,14.0,10.0,26.0,87.0,406.0,325.0,58.3,,17.0,15.0,8.0,40.0,23.0,3.0,1.0,,10.0,16.0,171.0,,2.0,,,60.0,62.0,22.0,13.0,3.0,3.0,1.0,18.0,13.0,0.0,0.0,,,3.0
442044,5,2012-09-22 12:45:00,"Swansea.com Stadium, Swansea",20464,Away,Everton,Swansea,3,0,W,2,0,0,1,3.0,31.0,11.0,11.0,9.0,4.0,2.0,3.0,2.0,2.0,22.0,14.0,34.0,58.0,414.0,351.0,51.5,,11.0,8.0,14.0,31.0,19.0,6.0,,,,12.0,122.0,,,1.0,,50.0,31.0,13.0,8.0,3.0,3.0,4.0,9.0,22.0,0.0,0.0,,,3.0
442051,6,2012-09-29 15:00:00,"Goodison Park, Liverpool",37922,Home,Everton,Southampton,3,1,W,3,1,0,0,3.0,22.0,8.0,8.0,6.0,3.0,2.0,1.0,1.0,3.0,19.0,13.0,24.0,66.0,482.0,419.0,52.4,,16.0,13.0,24.0,25.0,15.0,,,1.0,5.0,11.0,152.0,,1.0,,,36.0,48.0,7.0,14.0,10.0,10.0,,4.0,6.0,0.0,0.0,,,6.0
442068,7,2012-10-06 15:00:00,"DW Stadium, Wigan",18759,Away,Everton,Wigan,2,2,D,1,2,0,0,2.0,17.0,7.0,4.0,6.0,3.0,2.0,2.0,1.0,1.0,14.0,10.0,31.0,66.0,401.0,307.0,53.9,,8.0,6.0,15.0,20.0,7.0,3.0,,,3.0,12.0,168.0,,2.0,,,36.0,44.0,10.0,11.0,6.0,6.0,1.0,16.0,15.0,0.0,0.0,1.0,1.0,1.0
442073,8,2012-10-21 16:00:00,"MATRADE Loftus Road, London",17959,Away,Everton,QPR,1,1,D,1,1,1,0,1.0,16.0,3.0,7.0,6.0,2.0,,3.0,2.0,,13.0,7.0,18.0,60.0,329.0,234.0,43.0,,19.0,15.0,9.0,31.0,12.0,2.0,,,10.0,8.0,160.0,,1.0,,1.0,56.0,63.0,22.0,20.0,4.0,4.0,2.0,18.0,12.0,0.0,0.0,,,3.0
442082,9,2012-10-28 13:30:00,"Goodison Park, Liverpool",39613,Home,Everton,Liverpool,2,2,D,2,2,0,0,2.0,16.0,4.0,9.0,3.0,2.0,1.0,1.0,,1.0,14.0,6.0,30.0,77.0,399.0,313.0,56.2,,20.0,11.0,20.0,15.0,5.0,2.0,1.0,,10.0,12.0,169.0,,2.0,,1.0,63.0,68.0,17.0,19.0,9.0,9.0,1.0,17.0,18.0,0.0,0.0,,,3.0
442089,10,2012-11-03 15:00:00,"Craven Cottage, London",25699,Away,Everton,Fulham,2,2,D,0,1,0,0,2.0,27.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,19.0,12.0,31.0,78.0,492.0,410.0,59.1,,21.0,16.0,19.0,15.0,9.0,3.0,,,4.0,19.0,152.0,,2.0,,,55.0,51.0,10.0,11.0,9.0,9.0,3.0,10.0,16.0,0.0,0.0,,,1.0
