matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,totalOffside
2292912,11,2022-10-15 15:00:00,"Craven Cottage, London",22913,Away,Bournemouth,Fulham,2,2,D,2,1,0,0,2.0,10.0,6.0,4.0,,2.0,1.0,2.0,,2.0,8.0,5.0,13.0,38.0,268.0,187.0,31.1,18.0,14.0,7.0,5.0,46.0,46.0,13.0,7.0,,,8.0,8.0,119.0,2.0,2.0,,,44.0,49.0,18.0,19.0,6.0,6.0,,11.0,9.0,0.0,0.0,
2292920,12,2022-10-19 19:30:00,"Vitality Stadium, Bournemouth",10405,Home,Bournemouth,Southampton,0,1,L,0,1,0,0,,15.0,3.0,8.0,4.0,,,,,,14.0,7.0,37.0,65.0,529.0,433.0,53.5,32.0,13.0,5.0,8.0,10.0,10.0,24.0,4.0,1.0,,5.0,14.0,156.0,2.0,1.0,,,44.0,45.0,15.0,9.0,7.0,7.0,,8.0,12.0,0.0,0.0,2.0
2292938,13,2022-10-24 20:00:00,"London Stadium, London",62447,Away,Bournemouth,West Ham,0,2,L,0,1,0,0,,5.0,3.0,2.0,,1.0,,1.0,,,4.0,2.0,18.0,49.0,432.0,359.0,45.6,14.0,21.0,16.0,6.0,23.0,23.0,7.0,8.0,,,9.0,15.0,127.0,2.0,2.0,,,53.0,57.0,18.0,17.0,,,1.0,11.0,9.0,0.0,0.0,
2292940,14,2022-10-29 15:00:00,"Vitality Stadium, Bournemouth",10430,Home,Bournemouth,Spurs,2,3,L,1,0,0,0,2.0,6.0,4.0,2.0,,2.0,2.0,,,2.0,6.0,4.0,18.0,29.0,292.0,223.0,30.6,17.0,18.0,9.0,7.0,39.0,39.0,15.0,6.0,,,7.0,9.0,108.0,4.0,3.0,,,35.0,43.0,12.0,11.0,2.0,2.0,,10.0,5.0,0.0,0.0,
2292953,15,2022-11-05 15:00:00,"Elland Road, Leeds",36304,Away,Bournemouth,Leeds,3,4,L,2,1,0,0,3.0,9.0,6.0,2.0,1.0,2.0,1.0,2.0,,2.0,6.0,5.0,21.0,52.0,289.0,211.0,39.1,19.0,15.0,11.0,7.0,32.0,32.0,6.0,8.0,,,5.0,15.0,141.0,,4.0,,,53.0,65.0,13.0,25.0,3.0,3.0,,10.0,15.0,0.0,0.0,
2292960,16,2022-11-12 15:00:00,"Vitality Stadium, Bournemouth",10382,Home,Bournemouth,Everton,3,0,W,2,0,0,0,3.0,16.0,9.0,4.0,3.0,2.0,3.0,,,2.0,13.0,9.0,15.0,33.0,305.0,223.0,35.8,36.0,15.0,10.0,1.0,22.0,22.0,9.0,6.0,,,8.0,19.0,137.0,3.0,,1.0,,50.0,63.0,17.0,13.0,3.0,3.0,1.0,12.0,8.0,0.0,0.0,1.0
2292973,17,2022-12-27 17:30:00,"Stamford Bridge, London",40046,Away,Bournemouth,Chelsea,0,2,L,0,2,0,0,,9.0,4.0,4.0,1.0,,,,,,6.0,2.0,27.0,39.0,357.0,290.0,39.7,17.0,17.0,11.0,9.0,15.0,15.0,6.0,2.0,,,6.0,12.0,126.0,3.0,2.0,,,44.0,41.0,11.0,8.0,8.0,8.0,,10.0,8.0,0.0,0.0,
2292980,18,2022-12-31 15:00:00,"Vitality Stadium, Bournemouth",9972,Home,Bournemouth,Crystal Palace,0,2,L,0,2,0,0,,6.0,2.0,3.0,1.0,,,1.0,,,5.0,3.0,32.0,71.0,455.0,342.0,58.9,19.0,17.0,10.0,6.0,17.0,17.0,10.0,5.0,,,2.0,18.0,179.0,4.0,2.0,,,53.0,61.0,13.0,12.0,2.0,2.0,1.0,17.0,11.0,0.0,0.0,1.0
2292998,19,2023-01-03 20:00:00,"Old Trafford, Manchester",73322,Away,Bournemouth,Man Utd,0,3,L,0,1,0,0,,7.0,4.0,2.0,1.0,1.0,,1.0,1.0,,5.0,3.0,26.0,40.0,405.0,320.0,41.5,14.0,18.0,6.0,12.0,19.0,19.0,15.0,6.0,,,4.0,2.0,118.0,3.0,3.0,,,45.0,26.0,9.0,6.0,5.0,5.0,,7.0,13.0,0.0,0.0,2.0
2293001,20,2023-01-14 17:30:00,"Gtech Community Stadium, Brentford",17031,Away,Bournemouth,Brentford,0,2,L,0,1,0,0,,7.0,2.0,3.0,2.0,,,,,,5.0,2.0,22.0,38.0,435.0,338.0,50.1,15.0,19.0,11.0,13.0,31.0,31.0,6.0,1.0,,,6.0,9.0,159.0,2.0,2.0,,,52.0,53.0,20.0,18.0,3.0,3.0,,9.0,5.0,0.0,0.0,1.0
2293010,21,2023-01-21 15:00:00,"Vitality Stadium, Bournemouth",10248,Home,Bournemouth,Nott'm Forest,1,1,D,1,0,0,0,1.0,16.0,4.0,8.0,4.0,2.0,,2.0,,1.0,10.0,4.0,23.0,56.0,366.0,265.0,42.4,30.0,11.0,6.0,9.0,31.0,31.0,11.0,3.0,,,5.0,9.0,150.0,4.0,1.0,,,39.0,54.0,20.0,18.0,4.0,4.0,,10.0,7.0,0.0,0.0,2.0
2293022,22,2023-02-04 15:00:00,"American Express Stadium, Falmer",31600,Away,Bournemouth,Brighton,0,1,L,0,0,0,0,,12.0,2.0,7.0,3.0,,,,,,9.0,4.0,12.0,39.0,264.0,191.0,28.2,22.0,20.0,12.0,9.0,24.0,24.0,5.0,7.0,2.0,,9.0,7.0,118.0,5.0,1.0,,,59.0,40.0,17.0,7.0,3.0,3.0,,7.0,14.0,0.0,0.0,1.0
2293030,23,2023-02-11 17:30:00,"Vitality Stadium, Bournemouth",10419,Home,Bournemouth,Newcastle,1,1,D,1,1,0,0,1.0,11.0,5.0,5.0,1.0,2.0,1.0,1.0,,1.0,10.0,6.0,24.0,49.0,276.0,184.0,33.2,16.0,20.0,11.0,17.0,29.0,29.0,9.0,3.0,1.0,,17.0,10.0,147.0,6.0,1.0,,,61.0,56.0,17.0,16.0,4.0,4.0,,8.0,10.0,0.0,0.0,2.0
2293049,24,2023-02-18 15:00:00,"Molineux Stadium, Wolverhampton",31222,Away,Bournemouth,Wolves,1,0,W,0,0,0,0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,4.0,3.0,17.0,51.0,291.0,197.0,31.4,13.0,9.0,4.0,6.0,48.0,48.0,11.0,6.0,,,17.0,12.0,141.0,4.0,,1.0,,53.0,60.0,24.0,19.0,2.0,2.0,,10.0,11.0,0.0,0.0,
2293050,25,2023-02-25 17:30:00,"Vitality Stadium, Bournemouth",10481,Home,Bournemouth,Man City,1,4,L,0,3,0,0,1.0,13.0,2.0,5.0,6.0,,1.0,,,,8.0,3.0,21.0,35.0,377.0,313.0,34.0,32.0,15.0,8.0,10.0,12.0,12.0,19.0,7.0,,1.0,8.0,15.0,120.0,2.0,4.0,,1.0,46.0,52.0,10.0,9.0,4.0,4.0,,10.0,9.0,0.0,0.0,1.0
2293060,26,2023-03-04 15:00:00,"Emirates Stadium, London",60222,Away,Bournemouth,Arsenal,2,3,L,1,0,0,0,2.0,4.0,4.0,,,2.0,2.0,1.0,,1.0,3.0,3.0,10.0,28.0,184.0,106.0,19.9,7.0,16.0,12.0,12.0,60.0,60.0,13.0,12.0,,,16.0,4.0,117.0,6.0,3.0,,,41.0,60.0,15.0,19.0,1.0,1.0,,8.0,6.0,0.0,0.0,
2293070,27,2023-03-11 12:30:00,"Vitality Stadium, Bournemouth",10536,Home,Bournemouth,Liverpool,1,0,W,1,0,0,0,1.0,5.0,2.0,3.0,,2.0,1.0,1.0,,1.0,3.0,2.0,13.0,45.0,278.0,182.0,30.7,12.0,11.0,7.0,13.0,34.0,34.0,9.0,1.0,3.0,,7.0,7.0,154.0,5.0,,1.0,,55.0,49.0,17.0,14.0,3.0,3.0,,7.0,9.0,0.0,0.0,2.0
2293081,28,2023-03-18 15:00:00,"Villa Park, Birmingham",41021,Away,Bournemouth,Aston Villa,0,3,L,0,1,0,0,,10.0,3.0,4.0,3.0,,,1.0,,,8.0,5.0,22.0,48.0,350.0,294.0,44.2,25.0,20.0,15.0,12.0,17.0,17.0,11.0,7.0,1.0,,19.0,6.0,105.0,6.0,3.0,,,49.0,55.0,9.0,7.0,6.0,6.0,,13.0,8.0,0.0,0.0,2.0
2293090,29,2023-04-01 15:00:00,"Vitality Stadium, Bournemouth",10305,Home,Bournemouth,Fulham,2,1,W,0,1,0,0,2.0,12.0,7.0,3.0,2.0,2.0,1.0,4.0,,,6.0,4.0,24.0,65.0,367.0,281.0,42.7,26.0,17.0,13.0,8.0,11.0,11.0,5.0,2.0,,,8.0,7.0,132.0,1.0,1.0,,,58.0,52.0,12.0,11.0,4.0,4.0,1.0,15.0,13.0,0.0,0.0,1.0
2293104,30,2023-04-08 15:00:00,"King Power Stadium, Leicester",32094,Away,Bournemouth,Leicester,1,0,W,1,0,0,0,1.0,19.0,7.0,2.0,10.0,1.0,1.0,1.0,1.0,,9.0,8.0,22.0,59.0,417.0,328.0,49.2,34.0,8.0,5.0,11.0,25.0,25.0,12.0,2.0,,,8.0,7.0,146.0,4.0,,1.0,,45.0,58.0,20.0,18.0,6.0,6.0,,13.0,10.0,0.0,0.0,2.0
2293117,31,2023-04-15 15:15:00,"Tottenham Hotspur Stadium, London",61369,Away,Bournemouth,Spurs,3,2,W,1,1,0,0,3.0,9.0,6.0,2.0,1.0,2.0,3.0,,,2.0,7.0,5.0,12.0,47.0,379.0,289.0,42.6,19.0,17.0,12.0,18.0,37.0,37.0,11.0,8.0,,,10.0,9.0,128.0,6.0,2.0,,,47.0,56.0,10.0,21.0,1.0,1.0,,9.0,7.0,0.0,0.0,1.0
2293120,32,2023-04-23 14:00:00,"Vitality Stadium, Bournemouth",10465,Home,Bournemouth,West Ham,0,4,L,0,3,0,0,,17.0,5.0,7.0,5.0,1.0,,1.0,1.0,,12.0,6.0,40.0,70.0,643.0,560.0,64.6,31.0,11.0,7.0,9.0,12.0,12.0,6.0,4.0,,,5.0,7.0,138.0,6.0,4.0,,,45.0,45.0,15.0,16.0,8.0,8.0,,7.0,8.0,0.0,0.0,
2293139,33,2023-04-27 19:45:00,"St. Mary's Stadium, Southampton",30414,Away,Bournemouth,Southampton,1,0,W,0,0,0,0,1.0,16.0,2.0,4.0,10.0,,,,,1.0,10.0,7.0,27.0,52.0,389.0,305.0,43.5,33.0,21.0,12.0,6.0,32.0,32.0,9.0,3.0,,,17.0,10.0,136.0,2.0,,1.0,,57.0,56.0,12.0,10.0,4.0,4.0,,11.0,7.0,0.0,0.0,2.0
2293140,34,2023-04-30 14:00:00,"Vitality Stadium, Bournemouth",10434,Home,Bournemouth,Leeds,4,1,W,2,1,0,0,4.0,12.0,7.0,2.0,3.0,2.0,2.0,2.0,,1.0,7.0,6.0,17.0,64.0,371.0,271.0,42.1,26.0,24.0,12.0,6.0,20.0,20.0,11.0,1.0,,,13.0,9.0,145.0,5.0,1.0,,,61.0,66.0,12.0,23.0,2.0,2.0,,12.0,14.0,0.0,0.0,2.0
2293150,35,2023-05-06 15:00:00,"Vitality Stadium, Bournemouth",10357,Home,Bournemouth,Chelsea,1,3,L,1,1,0,0,1.0,10.0,4.0,4.0,2.0,1.0,,1.0,,1.0,10.0,6.0,22.0,37.0,305.0,230.0,34.0,25.0,16.0,9.0,8.0,25.0,25.0,4.0,1.0,1.0,,15.0,6.0,117.0,2.0,3.0,,,44.0,46.0,11.0,11.0,7.0,7.0,,9.0,9.0,0.0,0.0,1.0
2293164,36,2023-05-13 15:00:00,"Selhurst Park, London",25034,Away,Bournemouth,Crystal Palace,0,2,L,0,1,0,0,,5.0,,1.0,4.0,,,,,,4.0,4.0,16.0,35.0,410.0,330.0,40.2,17.0,20.0,10.0,11.0,33.0,33.0,13.0,5.0,,,12.0,15.0,123.0,3.0,2.0,,,47.0,57.0,15.0,11.0,2.0,2.0,,12.0,5.0,0.0,0.0,1.0
2293170,37,2023-05-20 15:00:00,"Vitality Stadium, Bournemouth",10240,Home,Bournemouth,Man Utd,0,1,L,0,1,0,0,,10.0,4.0,3.0,3.0,1.0,,1.0,,,7.0,5.0,26.0,44.0,453.0,387.0,41.5,23.0,12.0,7.0,18.0,20.0,20.0,10.0,7.0,,,15.0,15.0,123.0,4.0,1.0,,,34.0,60.0,7.0,13.0,3.0,3.0,1.0,6.0,7.0,0.0,0.0,
2293185,38,2023-05-28 16:30:00,"Goodison Park, Liverpool",39201,Away,Bournemouth,Everton,0,1,L,0,0,0,0,,7.0,2.0,3.0,2.0,,,,,,5.0,4.0,27.0,55.0,533.0,447.0,62.2,15.0,12.0,7.0,6.0,29.0,29.0,6.0,2.0,,,8.0,5.0,142.0,5.0,1.0,,,47.0,59.0,18.0,21.0,3.0,3.0,,12.0,11.0,0.0,0.0,1.0
