matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444570,11,2024-11-09 15:00:00,"Gtech Community Stadium, Brentford",16993.0,Away,Bournemouth,Brentford,2,3,L,1,1,0,0,2.0,15.0,3.0,3.0,9.0,,,2.0,2.0,1.0,1.0,,1.0,11.0,8.0,35.0,78.0,386.0,290.0,48.5,34.0,16.0,12.0,8.0,32.0,32.0,7.0,4.0,,,4.0,7.0,147.0,3.0,3.0,,,48.0,67.0,18.0,37.0,4.0,4.0,1.0,16.0,8.0,0.0,0.0,,,1.0,
2444580,12,2024-11-23 15:00:00,"Vitality Stadium, Bournemouth",11196.0,Home,Bournemouth,Brighton,1,2,L,0,1,0,1,1.0,19.0,5.0,11.0,3.0,,,4.0,1.0,3.0,1.0,,1.0,16.0,6.0,46.0,78.0,479.0,415.0,55.0,39.0,20.0,11.0,10.0,8.0,8.0,4.0,1.0,,,8.0,9.0,133.0,2.0,2.0,,,43.0,58.0,8.0,18.0,7.0,7.0,1.0,13.0,10.0,0.0,0.0,,,5.0,
2444599,13,2024-11-30 15:00:00,"Molineux Stadium, Wolverhampton",26685.0,Away,Bournemouth,Wolves,4,2,W,3,1,0,0,4.0,12.0,8.0,2.0,2.0,,,1.0,3.0,1.0,,,1.0,8.0,7.0,26.0,52.0,344.0,265.0,39.9,20.0,26.0,14.0,8.0,20.0,20.0,9.0,2.0,,,9.0,17.0,141.0,1.0,2.0,,,56.0,59.0,14.0,12.0,4.0,4.0,,11.0,13.0,0.0,0.0,3.0,3.0,1.0,
2444600,14,2024-12-05 20:15:00,"Vitality Stadium, Bournemouth",11234.0,Home,Bournemouth,Spurs,1,0,W,1,0,0,0,1.0,21.0,8.0,8.0,5.0,,,4.0,1.0,6.0,1.0,,1.0,18.0,11.0,19.0,50.0,248.0,174.0,34.5,28.0,25.0,14.0,18.0,28.0,28.0,10.0,3.0,2.0,,10.0,14.0,138.0,4.0,,,1.0,53.0,56.0,12.0,7.0,5.0,5.0,,15.0,8.0,0.0,0.0,,,3.0,
2444615,15,2024-12-08 14:00:00,"Portman Road, Ipswich",29180.0,Away,Bournemouth,Ipswich,2,1,W,0,1,0,0,2.0,22.0,6.0,9.0,7.0,,,4.0,2.0,3.0,1.0,,1.0,16.0,9.0,37.0,73.0,443.0,357.0,57.0,41.0,23.0,15.0,10.0,26.0,26.0,10.0,7.0,1.0,,8.0,10.0,151.0,4.0,1.0,,,60.0,63.0,19.0,25.0,13.0,13.0,,13.0,7.0,0.0,0.0,,,,
2444620,16,2024-12-16 20:00:00,"Vitality Stadium, Bournemouth",11204.0,Home,Bournemouth,West Ham,1,1,D,0,0,0,0,1.0,29.0,9.0,6.0,14.0,,,,,2.0,1.0,,,19.0,15.0,47.0,62.0,436.0,331.0,51.2,40.0,13.0,8.0,10.0,25.0,25.0,3.0,7.0,1.0,,10.0,6.0,161.0,2.0,1.0,,,48.0,50.0,21.0,24.0,12.0,12.0,,6.0,11.0,0.0,0.0,,,1.0,
2444637,17,2024-12-22 14:00:00,"Old Trafford, Manchester",73720.0,Away,Bournemouth,Man Utd,3,0,W,1,0,0,0,3.0,10.0,5.0,3.0,2.0,,,1.0,2.0,,,,2.0,8.0,6.0,17.0,50.0,337.0,253.0,40.0,14.0,25.0,17.0,11.0,31.0,31.0,10.0,6.0,2.0,,9.0,10.0,135.0,7.0,,,1.0,53.0,51.0,10.0,13.0,1.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,2.0,
2444640,18,2024-12-26 15:00:00,"Vitality Stadium, Bournemouth",11129.0,Home,Bournemouth,Crystal Palace,0,0,D,0,0,0,0,,18.0,4.0,10.0,4.0,,,,,,,,,15.0,7.0,33.0,69.0,457.0,376.0,52.4,34.0,22.0,16.0,6.0,22.0,22.0,14.0,4.0,1.0,,10.0,16.0,159.0,4.0,,,1.0,52.0,69.0,15.0,19.0,5.0,5.0,,13.0,11.0,0.0,0.0,,,1.0,
2444654,19,2024-12-29 15:00:00,"Craven Cottage, London",27301.0,Away,Bournemouth,Fulham,2,2,D,0,1,0,0,2.0,16.0,9.0,6.0,1.0,,,3.0,2.0,1.0,,,2.0,12.0,9.0,41.0,70.0,439.0,348.0,48.0,31.0,12.0,8.0,9.0,22.0,22.0,5.0,2.0,,,10.0,14.0,165.0,4.0,2.0,,,52.0,67.0,26.0,15.0,7.0,7.0,,16.0,7.0,0.0,0.0,,,,
2444660,20,2025-01-04 15:00:00,"Vitality Stadium, Bournemouth",,Home,Bournemouth,Everton,1,0,W,0,0,0,0,1.0,19.0,8.0,7.0,4.0,,,4.0,,5.0,,,1.0,14.0,7.0,40.0,64.0,437.0,338.0,58.3,35.0,15.0,12.0,10.0,34.0,34.0,6.0,,,,13.0,12.0,160.0,,,,1.0,61.0,55.0,25.0,12.0,9.0,9.0,,15.0,14.0,0.0,0.0,,,1.0,
2444677,21,2025-01-14 19:30:00,"Stamford Bridge, London",39092.0,Away,Bournemouth,Chelsea,2,2,D,0,1,0,0,2.0,7.0,3.0,3.0,1.0,,,,1.0,,1.0,,1.0,6.0,3.0,20.0,47.0,320.0,248.0,43.1,21.0,16.0,9.0,10.0,27.0,27.0,2.0,9.0,2.0,,14.0,4.0,110.0,8.0,2.0,,,47.0,56.0,12.0,15.0,3.0,3.0,1.0,16.0,15.0,0.0,0.0,1.0,1.0,1.0,111833.01
2444687,22,2025-01-18 12:30:00,"St. James' Park, Newcastle",52227.0,Away,Bournemouth,Newcastle,4,1,W,2,1,0,0,4.0,19.0,10.0,6.0,3.0,,,4.0,2.0,2.0,1.0,,4.0,15.0,10.0,30.0,59.0,321.0,243.0,44.8,36.0,21.0,14.0,13.0,34.0,34.0,14.0,6.0,,,8.0,11.0,137.0,3.0,1.0,,,59.0,59.0,15.0,16.0,6.0,6.0,1.0,18.0,7.0,0.0,0.0,,,,
2444690,23,2025-01-25 15:00:00,"Vitality Stadium, Bournemouth",11228.0,Home,Bournemouth,Nott'm Forest,5,0,W,1,0,0,0,5.0,16.0,10.0,3.0,3.0,,,2.0,3.0,,,,4.0,9.0,8.0,23.0,53.0,358.0,288.0,51.0,31.0,22.0,12.0,9.0,34.0,34.0,9.0,5.0,,,8.0,8.0,122.0,4.0,,,1.0,54.0,48.0,9.0,20.0,3.0,3.0,1.0,9.0,12.0,0.0,0.0,,,2.0,106993.76
2444700,24,2025-02-01 15:00:00,"Vitality Stadium, Bournemouth",11239.0,Home,Bournemouth,Liverpool,0,2,L,0,1,0,0,,14.0,3.0,8.0,3.0,1.5842,0.778,2.0,,3.0,2.0,0.661406,,8.0,3.0,25.0,60.0,409.0,324.0,49.4,29.0,19.0,6.0,10.0,24.0,24.0,6.0,7.0,1.0,,6.0,6.0,142.0,5.0,2.0,2.3275,,45.0,45.0,6.0,7.0,3.0,3.0,1.0,15.0,8.0,0.0,0.0,,,4.0,109820.33
2444717,25,2025-02-15 15:00:00,"St. Mary's Stadium, Southampton",31037.0,Away,Bournemouth,Southampton,3,1,W,2,0,0,0,3.0,14.0,7.0,3.0,4.0,1.1961,2.8072,3.0,1.0,2.0,,0.869334,3.0,13.0,10.0,21.0,60.0,483.0,399.0,55.3,30.0,16.0,7.0,9.0,26.0,26.0,10.0,4.0,,,15.0,13.0,148.0,3.0,1.0,1.036,,53.0,79.0,14.0,22.0,6.0,6.0,,15.0,13.0,0.0,0.0,,,,109866.5
2444720,26,2025-02-22 15:00:00,"Vitality Stadium, Bournemouth",11206.0,Home,Bournemouth,Wolves,0,1,L,0,1,1,0,,8.0,3.0,2.0,3.0,0.6241,0.3317,1.0,,1.0,,0.648045,,6.0,5.0,37.0,73.0,360.0,275.0,45.1,24.0,13.0,5.0,12.0,26.0,26.0,6.0,3.0,1.0,1.0,9.0,14.0,176.0,5.0,1.0,1.3502,,48.0,73.0,16.0,17.0,6.0,6.0,,17.0,8.0,0.0,0.0,,,1.0,106638.69
2444731,27,2025-02-25 19:30:00,"American Express Stadium, Falmer",31138.0,Away,Bournemouth,Brighton,1,2,L,0,1,0,0,1.0,19.0,5.0,7.0,7.0,1.4573,1.1327,1.0,,2.0,,0.996482,1.0,17.0,10.0,33.0,62.0,467.0,372.0,56.7,42.0,25.0,13.0,12.0,26.0,26.0,7.0,2.0,1.0,,16.0,14.0,157.0,2.0,2.0,1.6309,,76.0,69.0,26.0,18.0,9.0,9.0,1.0,14.0,12.0,0.0,0.0,,,4.0,111446.69
2444747,28,2025-03-09 14:00:00,"Tottenham Hotspur Stadium, London",61178.0,Away,Bournemouth,Spurs,2,2,D,1,0,0,0,2.0,17.0,8.0,4.0,5.0,2.201,2.544,3.0,2.0,3.0,2.0,0.876601,2.0,9.0,6.0,25.0,41.0,336.0,257.0,39.1,27.0,29.0,18.0,15.0,28.0,28.0,19.0,4.0,,,7.0,6.0,125.0,2.0,2.0,1.1041,,65.0,49.0,14.0,14.0,6.0,6.0,2.0,16.0,15.0,0.0,0.0,,,3.0,108978.51
2444750,29,2025-03-15 17:30:00,"Vitality Stadium, Bournemouth",11180.0,Home,Bournemouth,Brentford,1,2,L,1,1,0,0,1.0,17.0,5.0,7.0,5.0,1.6652,1.0171,3.0,,3.0,1.0,1.81303,,16.0,9.0,42.0,71.0,488.0,393.0,58.7,44.0,16.0,11.0,9.0,33.0,33.0,4.0,1.0,,,7.0,8.0,147.0,2.0,2.0,2.2227,,50.0,60.0,21.0,22.0,4.0,4.0,,13.0,7.0,0.0,0.0,,,4.0,108727.45
2444760,30,2025-04-02 19:45:00,"Vitality Stadium, Bournemouth",11192.0,Home,Bournemouth,Ipswich,1,2,L,0,1,0,0,1.0,24.0,7.0,10.0,7.0,1.8739,1.0059,1.0,1.0,1.0,,0.702469,,14.0,9.0,51.0,98.0,522.0,426.0,64.1,28.0,16.0,12.0,9.0,18.0,18.0,13.0,2.0,1.0,,8.0,5.0,160.0,,2.0,0.8037,,54.0,51.0,19.0,16.0,8.0,8.0,3.0,14.0,15.0,0.0,0.0,,,,112792.83
2444779,31,2025-04-05 15:00:00,"London Stadium, London",62459.0,Away,Bournemouth,West Ham,2,2,D,1,0,0,0,2.0,11.0,4.0,4.0,3.0,2.1242,2.0994,1.0,2.0,,1.0,0.944781,1.0,9.0,5.0,30.0,52.0,361.0,266.0,44.1,21.0,22.0,10.0,7.0,28.0,28.0,10.0,1.0,,,11.0,4.0,142.0,2.0,2.0,1.4547,,62.0,52.0,23.0,18.0,7.0,7.0,2.0,13.0,13.0,0.0,0.0,,,1.0,109167.14
2444780,32,2025-04-14 20:00:00,"Vitality Stadium, Bournemouth",11195.0,Home,Bournemouth,Fulham,1,0,W,1,0,0,0,1.0,12.0,3.0,5.0,4.0,1.4555,1.5388,2.0,,2.0,1.0,0.801096,,7.0,4.0,22.0,52.0,329.0,240.0,40.8,15.0,15.0,6.0,4.0,46.0,46.0,6.0,4.0,1.0,,9.0,11.0,137.0,7.0,,0.9129,1.0,62.0,51.0,28.0,19.0,6.0,6.0,3.0,11.0,10.0,0.0,0.0,,,2.0,111395.09
2444792,33,2025-04-19 15:00:00,"Selhurst Park, London",25185.0,Away,Bournemouth,Crystal Palace,0,0,D,0,0,0,1,,15.0,4.0,6.0,5.0,0.7248,0.4417,,,1.0,,0.711768,,13.0,7.0,38.0,61.0,570.0,499.0,72.9,30.0,12.0,10.0,6.0,34.0,34.0,6.0,3.0,,,2.0,6.0,119.0,,,,1.0,50.0,32.0,19.0,11.0,4.0,4.0,,10.0,13.0,0.0,0.0,,,1.0,103664.65
2444800,34,2025-04-27 14:00:00,"Vitality Stadium, Bournemouth",11241.0,Home,Bournemouth,Man Utd,1,1,D,1,0,1,0,1.0,8.0,1.0,6.0,1.0,0.5273,0.6939,1.0,,1.0,1.0,0.72914,1.0,8.0,2.0,25.0,35.0,285.0,207.0,38.2,14.0,9.0,4.0,11.0,34.0,34.0,15.0,12.0,,,9.0,9.0,135.0,5.0,1.0,1.8353,,34.0,49.0,11.0,14.0,5.0,5.0,3.0,11.0,11.0,0.0,0.0,,,2.0,101850.52
2444810,35,2025-05-03 17:30:00,"Emirates Stadium, London",60110.0,Away,Bournemouth,Arsenal,2,1,W,0,1,0,0,2.0,9.0,2.0,5.0,2.0,0.9662,1.5213,2.0,2.0,1.0,,0.725594,1.0,8.0,3.0,21.0,46.0,417.0,345.0,49.7,10.0,12.0,6.0,9.0,17.0,17.0,4.0,4.0,1.0,,10.0,6.0,108.0,3.0,1.0,1.6638,,35.0,47.0,9.0,9.0,3.0,3.0,,16.0,7.0,0.0,0.0,,,,110639.82
2444820,36,2025-05-10 17:30:00,"Vitality Stadium, Bournemouth",11248.0,Home,Bournemouth,Aston Villa,0,1,L,0,1,0,1,,10.0,4.0,3.0,3.0,0.8011,0.7006,1.0,,2.0,,0.624196,,7.0,6.0,42.0,79.0,489.0,425.0,66.2,27.0,16.0,8.0,4.0,33.0,33.0,3.0,,,1.0,3.0,8.0,128.0,2.0,1.0,1.3274,,46.0,48.0,9.0,13.0,10.0,10.0,1.0,19.0,12.0,0.0,0.0,,,2.0,110367.81
2444838,37,2025-05-20 20:00:00,"Etihad Stadium, Manchester",52487.0,Away,Bournemouth,Man City,1,3,L,0,2,1,1,1.0,8.0,2.0,4.0,2.0,1.1234,0.8504,1.0,1.0,1.0,1.0,0.381852,,5.0,2.0,22.0,57.0,441.0,378.0,42.7,17.0,10.0,5.0,5.0,25.0,25.0,11.0,2.0,,1.0,3.0,5.0,103.0,2.0,3.0,1.4839,,28.0,27.0,7.0,4.0,1.0,1.0,,13.0,7.0,0.0,0.0,,,3.0,110035.85
2444840,38,2025-05-25 16:00:00,"Vitality Stadium, Bournemouth",11238.0,Home,Bournemouth,Leicester,2,0,W,0,0,0,0,2.0,20.0,7.0,7.0,6.0,1.6219,2.0998,3.0,1.0,2.0,,1.91859,2.0,13.0,8.0,35.0,63.0,497.0,409.0,62.7,52.0,15.0,9.0,7.0,11.0,11.0,4.0,1.0,,,5.0,9.0,140.0,,,,1.0,62.0,55.0,22.0,13.0,6.0,6.0,3.0,19.0,16.0,0.0,0.0,,,2.0,103493.19
