matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803162,1,2015-08-08 15:00:00,"Vitality Stadium, Bournemouth",11155,Home,Bournemouth,Aston Villa,0,1,L,0,0,0,0,,11.0,2.0,7.0,2.0,,,1.0,,,9.0,4.0,41.0,82.0,548.0,464.0,58.4,14.0,6.0,16.0,16.0,13.0,14.0,2.0,1.0,,10.0,15.0,150.0,2.0,1.0,,45.0,64.0,17.0,17.0,6.0,6.0,2.0,13.0,13.0,0.0,0.0,,,
803173,2,2015-08-17 20:00:00,"Anfield, Liverpool",44102,Away,Bournemouth,Liverpool,0,1,L,0,1,0,0,,13.0,2.0,6.0,5.0,,,,1.0,,13.0,7.0,32.0,51.0,387.0,293.0,45.1,22.0,19.0,14.0,23.0,20.0,23.0,5.0,1.0,,12.0,14.0,164.0,1.0,1.0,,62.0,72.0,17.0,23.0,8.0,8.0,,18.0,11.0,0.0,0.0,,,
803183,3,2015-08-22 15:00:00,"Boleyn Ground, London",34977,Away,Bournemouth,West Ham,4,3,W,2,0,0,1,4.0,15.0,7.0,6.0,2.0,2.0,2.0,2.0,,2.0,11.0,5.0,26.0,78.0,452.0,332.0,54.2,17.0,15.0,10.0,37.0,29.0,21.0,3.0,,,7.0,9.0,178.0,1.0,3.0,,64.0,59.0,27.0,21.0,4.0,4.0,,11.0,8.0,0.0,0.0,1.0,1.0,1.0
803195,4,2015-08-29 15:00:00,"Vitality Stadium, Bournemouth",11155,Home,Bournemouth,Leicester,1,1,D,1,0,0,0,1.0,5.0,2.0,,3.0,,,,,,2.0,2.0,23.0,61.0,435.0,322.0,56.1,16.0,15.0,21.0,30.0,24.0,26.0,,,,12.0,21.0,193.0,1.0,1.0,,66.0,72.0,26.0,21.0,4.0,4.0,1.0,9.0,18.0,0.0,0.0,,,1.0
803203,5,2015-09-12 15:00:00,"Carrow Road, Norwich",27018,Away,Bournemouth,Norwich,1,3,L,0,1,0,0,1.0,7.0,2.0,3.0,2.0,,,,1.0,1.0,7.0,4.0,23.0,52.0,476.0,374.0,52.3,13.0,10.0,18.0,15.0,13.0,16.0,,,2.0,7.0,11.0,164.0,1.0,3.0,,38.0,54.0,11.0,16.0,4.0,4.0,2.0,11.0,9.0,0.0,0.0,,,2.0
803218,6,2015-09-19 15:00:00,"Vitality Stadium, Bournemouth",11271,Home,Bournemouth,Sunderland,2,0,W,2,0,0,1,2.0,15.0,5.0,4.0,6.0,,,,1.0,1.0,13.0,9.0,22.0,57.0,463.0,362.0,53.1,23.0,17.0,13.0,15.0,13.0,21.0,4.0,,,14.0,13.0,155.0,2.0,,1.0,72.0,73.0,18.0,21.0,7.0,7.0,2.0,14.0,14.0,0.0,0.0,,,2.0
803224,7,2015-09-26 15:00:00,"bet365 Stadium, Stoke",27742,Away,Bournemouth,Stoke,1,2,L,0,1,0,0,1.0,12.0,6.0,2.0,4.0,1.0,,1.0,,,10.0,8.0,31.0,54.0,488.0,394.0,56.3,16.0,7.0,13.0,18.0,18.0,15.0,1.0,,,8.0,12.0,143.0,3.0,2.0,,52.0,48.0,14.0,15.0,7.0,7.0,2.0,11.0,13.0,0.0,0.0,,,4.0
803239,8,2015-10-03 15:00:00,"Vitality Stadium, Bournemouth",11187,Home,Bournemouth,Watford,1,1,D,1,1,0,0,1.0,12.0,6.0,4.0,2.0,1.0,1.0,1.0,,1.0,10.0,7.0,28.0,62.0,496.0,388.0,54.4,10.0,8.0,18.0,22.0,17.0,23.0,4.0,,1.0,11.0,12.0,175.0,1.0,1.0,,64.0,57.0,26.0,20.0,5.0,5.0,1.0,8.0,13.0,0.0,0.0,1.0,,4.0
803244,9,2015-10-17 15:00:00,"Etihad Stadium, Manchester",54502,Away,Bournemouth,Man City,1,5,L,1,4,0,0,1.0,5.0,1.0,3.0,1.0,,,,,1.0,5.0,2.0,30.0,45.0,451.0,355.0,45.6,15.0,8.0,18.0,14.0,9.0,27.0,,2.0,1.0,17.0,8.0,149.0,6.0,5.0,,50.0,54.0,14.0,19.0,7.0,7.0,,5.0,11.0,0.0,0.0,,,1.0
803259,10,2015-10-25 14:05:00,"Vitality Stadium, Bournemouth",11332,Home,Bournemouth,Spurs,1,5,L,1,3,0,0,1.0,11.0,3.0,6.0,2.0,,,,1.0,1.0,9.0,4.0,25.0,44.0,401.0,302.0,45.8,29.0,23.0,19.0,19.0,15.0,14.0,3.0,,2.0,6.0,19.0,158.0,5.0,5.0,,63.0,57.0,12.0,19.0,4.0,4.0,2.0,8.0,14.0,0.0,0.0,,,3.0
803264,11,2015-11-01 16:00:00,"St. Mary's Stadium, Southampton",31229,Away,Bournemouth,Southampton,0,2,L,0,2,0,1,,16.0,2.0,9.0,5.0,,,,,,11.0,4.0,31.0,51.0,514.0,425.0,51.5,18.0,10.0,12.0,21.0,20.0,16.0,5.0,,,4.0,15.0,146.0,,2.0,,44.0,49.0,14.0,19.0,6.0,6.0,,5.0,5.0,0.0,0.0,,,1.0
803276,12,2015-11-07 12:45:00,"Vitality Stadium, Bournemouth",11155,Home,Bournemouth,Newcastle,0,1,L,0,1,0,0,,20.0,5.0,8.0,7.0,1.0,,1.0,1.0,,16.0,9.0,53.0,72.0,582.0,501.0,67.3,22.0,15.0,13.0,6.0,5.0,28.0,,,,6.0,15.0,165.0,,1.0,,55.0,55.0,13.0,14.0,16.0,16.0,2.0,9.0,11.0,0.0,0.0,,,4.0
803284,13,2015-11-21 15:00:00,"Swansea.com Stadium, Swansea",20878,Away,Bournemouth,Swansea,2,2,D,2,2,0,0,2.0,16.0,4.0,6.0,6.0,1.0,1.0,,,2.0,13.0,9.0,29.0,56.0,535.0,438.0,57.3,11.0,9.0,20.0,19.0,16.0,28.0,5.0,,,5.0,12.0,158.0,2.0,2.0,,54.0,45.0,18.0,14.0,5.0,5.0,1.0,9.0,8.0,0.0,0.0,,,5.0
803294,14,2015-11-28 15:00:00,"Vitality Stadium, Bournemouth",11228,Home,Bournemouth,Everton,3,3,D,0,2,0,0,3.0,19.0,10.0,5.0,4.0,3.0,2.0,1.0,,2.0,15.0,12.0,46.0,62.0,542.0,447.0,57.3,22.0,22.0,21.0,21.0,16.0,22.0,4.0,1.0,,13.0,13.0,165.0,3.0,3.0,,50.0,54.0,13.0,11.0,10.0,10.0,1.0,6.0,6.0,0.0,0.0,,,2.0
803303,15,2015-12-05 17:30:00,"Stamford Bridge, London",41631,Away,Bournemouth,Chelsea,1,0,W,0,0,0,0,1.0,15.0,5.0,4.0,6.0,1.0,1.0,1.0,,,8.0,5.0,17.0,45.0,323.0,237.0,37.1,19.0,15.0,20.0,36.0,29.0,22.0,4.0,,,19.0,12.0,152.0,7.0,,1.0,55.0,64.0,11.0,11.0,4.0,4.0,1.0,13.0,10.0,0.0,0.0,,,1.0
