matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,totalOffside
918897,1,2017-08-12 15:00:00,"Goodison Park, Liverpool",39045,Away,Stoke,Everton,0,1,L,0,1,0,0,,9.0,1.0,6.0,2.0,,,,,,6.0,2.0,43.0,65.0,292.0,211.0,38.4,18.0,18.0,12.0,24.0,24.0,24.0,16.0,2.0,1.0,,1.0,14.0,161.0,3.0,1.0,,,64.0,47.0,25.0,19.0,7.0,7.0,2.0,10.0,13.0,0.0,0.0,,6.0
918909,2,2017-08-19 17:30:00,"bet365 Stadium, Stoke",29459,Home,Stoke,Arsenal,1,0,W,0,0,0,0,1.0,11.0,4.0,5.0,2.0,,,,,1.0,8.0,5.0,19.0,47.0,213.0,137.0,22.9,11.0,19.0,11.0,8.0,35.0,35.0,11.0,6.0,1.0,,16.0,10.0,121.0,6.0,,1.0,,54.0,45.0,18.0,9.0,2.0,2.0,2.0,6.0,11.0,0.0,0.0,,4.0
918922,3,2017-08-27 13:30:00,"The Hawthorns, West Bromwich",22704,Away,Stoke,West Brom,1,1,D,0,0,0,0,1.0,16.0,2.0,9.0,5.0,,1.0,,,,14.0,5.0,35.0,68.0,438.0,380.0,57.2,23.0,20.0,11.0,7.0,40.0,40.0,11.0,,,,4.0,8.0,115.0,1.0,1.0,,,68.0,41.0,29.0,13.0,4.0,4.0,,9.0,10.0,0.0,0.0,,
918930,4,2017-09-09 17:30:00,"bet365 Stadium, Stoke",29320,Home,Stoke,Man Utd,2,2,D,1,1,0,0,2.0,10.0,5.0,4.0,1.0,3.0,2.0,1.0,,2.0,9.0,6.0,19.0,50.0,332.0,252.0,36.8,14.0,19.0,13.0,7.0,24.0,24.0,12.0,4.0,,,10.0,7.0,117.0,7.0,2.0,,,51.0,44.0,13.0,16.0,5.0,5.0,,10.0,10.0,0.0,0.0,,1.0
918939,5,2017-09-16 15:00:00,"St. James' Park, Newcastle",51795,Away,Stoke,Newcastle,1,2,L,0,1,0,0,1.0,13.0,4.0,7.0,2.0,1.0,,1.0,,1.0,12.0,6.0,29.0,80.0,405.0,304.0,57.9,21.0,15.0,11.0,9.0,25.0,25.0,18.0,4.0,1.0,,6.0,18.0,162.0,1.0,2.0,,,59.0,64.0,22.0,23.0,5.0,5.0,,11.0,12.0,0.0,0.0,,1.0
918950,6,2017-09-23 15:00:00,"bet365 Stadium, Stoke",29661,Home,Stoke,Chelsea,0,4,L,0,2,0,0,,13.0,2.0,7.0,4.0,1.0,,1.0,,,8.0,3.0,38.0,72.0,407.0,319.0,44.1,21.0,18.0,12.0,13.0,8.0,8.0,20.0,,,1.0,14.0,16.0,156.0,,4.0,,,41.0,56.0,7.0,11.0,5.0,5.0,3.0,5.0,13.0,0.0,0.0,,
918960,7,2017-09-30 15:00:00,"bet365 Stadium, Stoke",29285,Home,Stoke,Southampton,2,1,W,1,0,0,0,2.0,17.0,6.0,1.0,10.0,2.0,2.0,1.0,,2.0,9.0,8.0,21.0,44.0,262.0,171.0,29.5,30.0,14.0,7.0,12.0,42.0,42.0,16.0,6.0,1.0,,15.0,10.0,141.0,2.0,1.0,,,57.0,61.0,29.0,21.0,5.0,5.0,,11.0,10.0,0.0,0.0,1.0,1.0
918968,8,2017-10-14 15:00:00,"Etihad Stadium, Manchester",54128,Away,Stoke,Man City,2,7,L,1,3,0,0,2.0,5.0,1.0,3.0,1.0,1.0,,1.0,,1.0,4.0,2.0,6.0,41.0,231.0,152.0,20.7,4.0,12.0,9.0,11.0,16.0,16.0,10.0,,,1.0,5.0,6.0,111.0,4.0,7.0,,,30.0,43.0,7.0,18.0,,,,8.0,5.0,0.0,0.0,,1.0
918979,9,2017-10-21 15:00:00,"bet365 Stadium, Stoke",29500,Home,Stoke,Bournemouth,1,2,L,0,2,0,0,1.0,11.0,3.0,6.0,2.0,2.0,1.0,1.0,,1.0,11.0,5.0,50.0,78.0,407.0,287.0,52.3,26.0,11.0,10.0,9.0,9.0,9.0,20.0,1.0,,,6.0,13.0,184.0,1.0,2.0,,,53.0,59.0,23.0,20.0,8.0,8.0,1.0,17.0,9.0,0.0,0.0,,4.0
918991,10,2017-10-28 15:00:00,"Vicarage Road, Watford",20087,Away,Stoke,Watford,1,0,W,1,0,0,0,1.0,6.0,2.0,3.0,1.0,2.0,,2.0,1.0,1.0,5.0,2.0,10.0,39.0,249.0,150.0,29.8,8.0,18.0,14.0,8.0,57.0,57.0,22.0,8.0,,,11.0,9.0,141.0,,,1.0,,61.0,52.0,32.0,22.0,1.0,1.0,,9.0,10.0,0.0,0.0,,2.0
918999,11,2017-11-04 12:30:00,"bet365 Stadium, Stoke",29602,Home,Stoke,Leicester,2,2,D,1,1,0,0,2.0,11.0,7.0,3.0,1.0,3.0,2.0,1.0,,2.0,11.0,8.0,27.0,61.0,379.0,284.0,47.2,30.0,15.0,11.0,12.0,18.0,18.0,16.0,5.0,,,6.0,10.0,148.0,2.0,2.0,,,56.0,58.0,27.0,26.0,4.0,4.0,1.0,12.0,8.0,0.0,0.0,,
919005,12,2017-11-20 20:00:00,"Amex Stadium, Falmer",29676,Away,Stoke,Brighton,2,2,D,2,1,0,0,2.0,13.0,6.0,2.0,5.0,,1.0,,,1.0,11.0,9.0,34.0,53.0,396.0,316.0,46.2,24.0,10.0,7.0,14.0,27.0,27.0,14.0,,,,11.0,9.0,127.0,1.0,2.0,,,62.0,39.0,22.0,9.0,7.0,7.0,1.0,5.0,12.0,0.0,0.0,,1.0
919014,13,2017-11-25 15:00:00,"Selhurst Park, London",23723,Away,Stoke,Crystal Palace,1,2,L,0,0,0,0,1.0,10.0,3.0,6.0,1.0,1.0,,1.0,,1.0,7.0,3.0,24.0,68.0,425.0,327.0,46.0,14.0,20.0,15.0,23.0,29.0,29.0,21.0,3.0,,,9.0,17.0,168.0,3.0,2.0,,,57.0,53.0,15.0,14.0,2.0,2.0,1.0,5.0,9.0,0.0,0.0,,1.0
919032,14,2017-11-29 20:00:00,"bet365 Stadium, Stoke",29423,Home,Stoke,Liverpool,0,3,L,0,1,0,0,,10.0,1.0,4.0,5.0,1.0,,1.0,,,2.0,1.0,20.0,69.0,349.0,244.0,39.9,16.0,16.0,11.0,18.0,21.0,21.0,24.0,4.0,,1.0,11.0,10.0,162.0,4.0,3.0,,,69.0,58.0,34.0,25.0,5.0,5.0,3.0,8.0,9.0,0.0,0.0,,4.0
919040,15,2017-12-02 15:00:00,"bet365 Stadium, Stoke",28261,Home,Stoke,Swansea,2,1,W,2,1,0,0,2.0,10.0,3.0,6.0,1.0,2.0,1.0,1.0,,2.0,9.0,4.0,24.0,58.0,377.0,295.0,44.1,18.0,13.0,9.0,13.0,35.0,35.0,13.0,5.0,,,7.0,21.0,141.0,3.0,1.0,,,57.0,61.0,25.0,19.0,2.0,2.0,1.0,12.0,10.0,0.0,0.0,,3.0
919051,16,2017-12-09 15:00:00,"Wembley Stadium, London",62202,Away,Stoke,Spurs,1,5,L,0,1,0,0,1.0,4.0,3.0,1.0,,2.0,1.0,1.0,,1.0,3.0,2.0,22.0,44.0,268.0,172.0,29.2,14.0,17.0,12.0,13.0,29.0,29.0,12.0,3.0,1.0,,5.0,13.0,143.0,7.0,5.0,,1.0,56.0,50.0,21.0,19.0,6.0,6.0,1.0,9.0,12.0,0.0,0.0,,2.0
919053,17,2017-12-12 19:45:00,"Turf Moor, Burnley",19909,Away,Stoke,Burnley,0,1,L,0,0,0,0,,14.0,7.0,6.0,1.0,,,1.0,1.0,,10.0,8.0,29.0,62.0,380.0,240.0,49.0,15.0,17.0,14.0,7.0,36.0,36.0,18.0,3.0,,,2.0,8.0,192.0,1.0,1.0,,,73.0,57.0,44.0,31.0,4.0,4.0,,14.0,6.0,0.0,0.0,,2.0
919070,18,2017-12-16 16:00:00,"bet365 Stadium, Stoke",29265,Home,Stoke,West Ham,0,3,L,0,1,0,0,,17.0,,8.0,9.0,1.0,,1.0,1.0,,15.0,7.0,47.0,70.0,432.0,333.0,54.7,25.0,25.0,19.0,9.0,14.0,14.0,22.0,1.0,1.0,,19.0,4.0,152.0,4.0,3.0,,,70.0,56.0,25.0,19.0,7.0,7.0,2.0,12.0,13.0,0.0,0.0,,
919080,19,2017-12-23 15:00:00,"bet365 Stadium, Stoke",29057,Home,Stoke,West Brom,3,1,W,2,0,0,0,3.0,9.0,5.0,2.0,2.0,3.0,3.0,,,3.0,7.0,6.0,23.0,60.0,357.0,259.0,43.6,14.0,27.0,11.0,16.0,43.0,43.0,15.0,5.0,,,10.0,9.0,143.0,6.0,1.0,,,81.0,58.0,33.0,24.0,1.0,1.0,1.0,9.0,11.0,0.0,0.0,,
