matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803164,1,2015-08-09 16:00:00,"bet365 Stadium, Stoke",27654,Home,Stoke,Liverpool,0,1,L,0,0,0,0,,7.0,1.0,4.0,2.0,,,,,,4.0,2.0,23.0,66.0,412.0,301.0,47.0,,25.0,20.0,13.0,16.0,12.0,19.0,4.0,1.0,,10.0,8.0,171.0,2.0,1.0,,62.0,58.0,16.0,21.0,3.0,3.0,,9.0,16.0,0.0,0.0,,,3.0
803180,2,2015-08-15 15:00:00,"White Hart Lane, London",36004,Away,Stoke,Spurs,2,2,D,0,2,0,0,2.0,15.0,7.0,6.0,2.0,4.0,2.0,3.0,,1.0,11.0,6.0,24.0,62.0,430.0,351.0,46.8,,19.0,13.0,16.0,15.0,12.0,11.0,4.0,2.0,,9.0,12.0,134.0,5.0,2.0,,56.0,53.0,13.0,17.0,3.0,3.0,,11.0,15.0,0.0,0.0,1.0,1.0,3.0
803189,3,2015-08-22 15:00:00,"Carrow Road, Norwich",26771,Away,Stoke,Norwich,1,1,D,1,1,0,0,1.0,6.0,1.0,4.0,1.0,2.0,1.0,1.0,,1.0,5.0,2.0,20.0,54.0,467.0,392.0,57.4,,15.0,9.0,15.0,18.0,12.0,9.0,5.0,,,6.0,18.0,128.0,6.0,1.0,,44.0,44.0,10.0,11.0,,,2.0,5.0,14.0,0.0,0.0,,,4.0
803200,4,2015-08-29 15:00:00,"bet365 Stadium, Stoke",26747,Home,Stoke,West Brom,0,1,L,0,1,2,0,,13.0,5.0,5.0,3.0,,,1.0,,,8.0,4.0,22.0,50.0,446.0,375.0,49.1,10.0,18.0,15.0,6.0,19.0,17.0,17.0,4.0,1.0,,9.0,11.0,131.0,4.0,1.0,,52.0,40.0,12.0,9.0,6.0,6.0,1.0,4.0,9.0,0.0,0.0,,,2.0
803209,5,2015-09-12 15:00:00,"Emirates Stadium, London",59963,Away,Stoke,Arsenal,0,2,L,0,1,0,0,,9.0,3.0,3.0,3.0,,,,,,6.0,4.0,12.0,48.0,305.0,226.0,32.4,,16.0,11.0,15.0,31.0,21.0,16.0,8.0,1.0,,12.0,11.0,139.0,10.0,2.0,,37.0,54.0,7.0,12.0,1.0,1.0,,13.0,6.0,0.0,0.0,,,3.0
803215,6,2015-09-19 15:00:00,"bet365 Stadium, Stoke",27642,Home,Stoke,Leicester,2,2,D,2,0,0,0,2.0,11.0,4.0,5.0,2.0,1.0,2.0,,,1.0,8.0,4.0,34.0,79.0,432.0,310.0,54.1,,32.0,20.0,14.0,18.0,15.0,22.0,1.0,,,11.0,8.0,185.0,3.0,2.0,,92.0,59.0,34.0,28.0,3.0,4.0,2.0,7.0,12.0,0.0,0.0,,,3.0
803224,7,2015-09-26 15:00:00,"bet365 Stadium, Stoke",27742,Home,Stoke,Bournemouth,2,1,W,1,0,0,0,2.0,8.0,5.0,2.0,1.0,4.0,2.0,2.0,,2.0,6.0,4.0,15.0,90.0,383.0,288.0,43.7,,15.0,11.0,13.0,30.0,23.0,16.0,4.0,,,9.0,8.0,151.0,5.0,1.0,,48.0,52.0,15.0,14.0,3.0,3.0,2.0,13.0,11.0,0.0,0.0,,,2.0
803237,8,2015-10-03 15:00:00,"Villa Park, Birmingham",33189,Away,Stoke,Aston Villa,1,0,W,0,0,0,0,1.0,12.0,5.0,4.0,3.0,1.0,1.0,,,1.0,12.0,8.0,22.0,48.0,381.0,301.0,43.7,,27.0,19.0,14.0,29.0,23.0,14.0,6.0,,,22.0,9.0,144.0,2.0,,1.0,68.0,70.0,17.0,18.0,5.0,5.0,1.0,12.0,12.0,0.0,0.0,,,2.0
803249,9,2015-10-19 20:00:00,"Swansea.com Stadium, Swansea",20044,Away,Stoke,Swansea,1,0,W,1,0,0,0,1.0,9.0,2.0,6.0,1.0,1.0,1.0,1.0,,,7.0,1.0,14.0,46.0,472.0,382.0,45.9,,32.0,20.0,15.0,15.0,15.0,15.0,2.0,,,16.0,11.0,132.0,2.0,,1.0,54.0,58.0,11.0,12.0,2.0,2.0,,14.0,6.0,0.0,0.0,1.0,1.0,2.0
803260,10,2015-10-24 15:00:00,"bet365 Stadium, Stoke",27587,Home,Stoke,Watford,0,2,L,0,1,0,0,,11.0,,8.0,3.0,2.0,,2.0,,,8.0,,33.0,61.0,526.0,440.0,66.2,16.0,19.0,16.0,12.0,17.0,13.0,17.0,5.0,,1.0,3.0,10.0,158.0,1.0,2.0,,54.0,45.0,13.0,13.0,11.0,11.0,,10.0,17.0,0.0,0.0,,,8.0
803269,11,2015-10-31 15:00:00,"St. James' Park, Newcastle",47139,Away,Stoke,Newcastle,0,0,D,0,0,0,0,,9.0,2.0,6.0,1.0,2.0,,2.0,,,7.0,3.0,27.0,47.0,388.0,306.0,47.7,,16.0,12.0,9.0,18.0,12.0,11.0,4.0,,,9.0,6.0,135.0,6.0,,1.0,38.0,52.0,8.0,13.0,4.0,4.0,,16.0,6.0,0.0,0.0,,,5.0
803272,12,2015-11-07 17:30:00,"bet365 Stadium, Stoke",27550,Home,Stoke,Chelsea,1,0,W,0,0,0,0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,,,1.0,8.0,3.0,20.0,37.0,282.0,195.0,36.8,,15.0,9.0,16.0,21.0,13.0,16.0,7.0,,,15.0,5.0,153.0,4.0,,1.0,47.0,51.0,15.0,7.0,1.0,1.0,,13.0,10.0,0.0,0.0,,,3.0
803289,13,2015-11-21 15:00:00,"St. Mary's Stadium, Southampton",30039,Away,Stoke,Southampton,1,0,W,1,0,0,0,1.0,16.0,4.0,11.0,1.0,1.0,,1.0,,1.0,14.0,4.0,14.0,55.0,389.0,289.0,41.8,,13.0,8.0,20.0,38.0,33.0,20.0,1.0,1.0,,9.0,10.0,152.0,1.0,,1.0,48.0,53.0,20.0,19.0,3.0,3.0,,8.0,7.0,0.0,0.0,,,2.0
803298,14,2015-11-28 15:00:00,"Stadium of Light, Sunderland",41516,Away,Stoke,Sunderland,0,2,L,0,0,1,0,,7.0,3.0,3.0,1.0,1.0,,1.0,,,5.0,3.0,23.0,40.0,476.0,405.0,51.8,,8.0,7.0,12.0,23.0,19.0,13.0,6.0,1.0,1.0,9.0,15.0,125.0,3.0,2.0,,39.0,52.0,12.0,17.0,5.0,5.0,,10.0,4.0,0.0,0.0,,,3.0
803307,15,2015-12-05 12:45:00,"bet365 Stadium, Stoke",27264,Home,Stoke,Man City,2,0,W,2,0,0,0,2.0,7.0,4.0,3.0,,4.0,2.0,3.0,2.0,2.0,7.0,4.0,16.0,57.0,413.0,305.0,46.5,,17.0,13.0,41.0,18.0,13.0,16.0,1.0,1.0,,11.0,17.0,182.0,4.0,,1.0,62.0,52.0,10.0,5.0,1.0,1.0,,9.0,9.0,0.0,0.0,,,3.0
803318,16,2015-12-12 15:00:00,"Boleyn Ground, London",34857,Away,Stoke,West Ham,0,0,D,0,0,0,0,,12.0,3.0,4.0,5.0,3.0,,4.0,1.0,,9.0,7.0,28.0,51.0,397.0,296.0,53.3,,21.0,15.0,13.0,23.0,18.0,11.0,9.0,,,9.0,8.0,165.0,9.0,,1.0,56.0,55.0,22.0,23.0,7.0,7.0,1.0,9.0,7.0,0.0,0.0,,,
803324,17,2015-12-19 15:00:00,"bet365 Stadium, Stoke",27500,Home,Stoke,Crystal Palace,1,2,L,0,1,0,0,1.0,26.0,5.0,10.0,11.0,1.0,1.0,1.0,1.0,,19.0,12.0,38.0,59.0,469.0,377.0,58.4,,17.0,14.0,12.0,17.0,14.0,6.0,2.0,,,10.0,10.0,157.0,1.0,2.0,,59.0,44.0,22.0,12.0,7.0,7.0,1.0,6.0,11.0,0.0,0.0,1.0,1.0,
803336,18,2015-12-26 12:45:00,"bet365 Stadium, Stoke",27426,Home,Stoke,Man Utd,2,0,W,2,0,0,0,2.0,13.0,3.0,8.0,2.0,2.0,1.0,1.0,,1.0,7.0,3.0,18.0,46.0,334.0,237.0,41.5,,24.0,21.0,23.0,27.0,18.0,14.0,2.0,2.0,,7.0,9.0,153.0,6.0,,1.0,66.0,45.0,19.0,12.0,1.0,1.0,3.0,13.0,12.0,0.0,0.0,,,3.0
803349,19,2015-12-28 15:00:00,"Goodison Park, Liverpool",39340,Away,Stoke,Everton,4,3,W,2,1,0,0,4.0,8.0,5.0,1.0,2.0,1.0,2.0,,,2.0,5.0,4.0,16.0,36.0,472.0,406.0,48.7,,21.0,17.0,15.0,31.0,22.0,9.0,6.0,1.0,,20.0,8.0,127.0,,3.0,,50.0,54.0,8.0,5.0,2.0,2.0,,12.0,9.0,0.0,0.0,1.0,1.0,5.0
803359,20,2016-01-02 15:00:00,"The Hawthorns, West Bromwich",23218,Away,Stoke,West Brom,1,2,L,0,0,1,0,1.0,10.0,3.0,2.0,5.0,1.0,1.0,,,1.0,10.0,8.0,26.0,56.0,429.0,336.0,54.3,,13.0,10.0,11.0,21.0,16.0,10.0,6.0,,,7.0,9.0,146.0,3.0,2.0,,44.0,47.0,18.0,11.0,6.0,6.0,,15.0,7.0,0.0,0.0,,,1.0
803369,21,2016-01-13 19:45:00,"bet365 Stadium, Stoke",27274,Home,Stoke,Norwich,3,1,W,0,0,0,1,3.0,14.0,4.0,7.0,3.0,2.0,1.0,1.0,,2.0,13.0,6.0,43.0,83.0,621.0,552.0,64.4,,21.0,15.0,18.0,13.0,9.0,9.0,,1.0,,14.0,7.0,122.0,1.0,1.0,,48.0,42.0,12.0,14.0,7.0,7.0,,5.0,8.0,0.0,0.0,,,2.0
