matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755310,1,2014-08-16 15:00:00,"bet365 Stadium, Stoke",27478,Home,Stoke,Aston Villa,0,1,L,0,0,0,0,,12.0,2.0,4.0,6.0,,,,,,10.0,7.0,19.0,71.0,517.0,432.0,63.1,27.0,20.0,17.0,43.0,43.0,13.0,2.0,1.0,,4.0,11.0,135.0,,1.0,,75.0,46.0,30.0,9.0,2.0,2.0,2.0,14.0,9.0,0.0,0.0,,,1.0
755317,2,2014-08-24 13:30:00,"The MKM Stadium, Hull",24348,Away,Stoke,Hull,1,1,D,0,1,0,1,1.0,19.0,3.0,11.0,5.0,,1.0,1.0,1.0,,10.0,5.0,37.0,78.0,501.0,420.0,57.3,16.0,13.0,13.0,47.0,47.0,16.0,4.0,,,7.0,9.0,141.0,1.0,1.0,,59.0,58.0,29.0,22.0,5.0,5.0,2.0,10.0,9.0,0.0,0.0,,,2.0
755327,3,2014-08-30 15:00:00,"Etihad Stadium, Manchester",45622,Away,Stoke,Man City,1,0,W,0,0,0,0,1.0,7.0,2.0,4.0,1.0,,,,,1.0,7.0,3.0,16.0,45.0,240.0,169.0,27.8,24.0,14.0,28.0,36.0,36.0,11.0,9.0,,,11.0,7.0,121.0,2.0,,1.0,67.0,42.0,17.0,13.0,4.0,4.0,,5.0,13.0,0.0,0.0,,,2.0
755340,4,2014-09-13 15:00:00,"bet365 Stadium, Stoke",27500,Home,Stoke,Leicester,0,1,L,0,0,0,0,,27.0,6.0,12.0,9.0,,,1.0,,,20.0,10.0,28.0,85.0,440.0,348.0,59.0,14.0,12.0,13.0,21.0,21.0,12.0,1.0,,,9.0,14.0,164.0,,1.0,,87.0,72.0,51.0,33.0,16.0,16.0,3.0,9.0,14.0,0.0,0.0,,,
755349,5,2014-09-20 12:45:00,"MATRADE Loftus Road, London",16163,Away,Stoke,QPR,2,2,D,1,1,0,0,2.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,7.0,4.0,13.0,52.0,375.0,285.0,47.5,29.0,22.0,12.0,38.0,38.0,10.0,6.0,,,15.0,11.0,136.0,3.0,2.0,,63.0,68.0,23.0,23.0,1.0,1.0,,15.0,6.0,0.0,0.0,,,1.0
755360,6,2014-09-29 20:00:00,"bet365 Stadium, Stoke",26332,Home,Stoke,Newcastle,1,0,W,1,0,0,0,1.0,12.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,17.0,57.0,344.0,269.0,44.1,22.0,16.0,10.0,39.0,39.0,18.0,8.0,,,10.0,14.0,136.0,1.0,,1.0,67.0,65.0,26.0,14.0,2.0,2.0,2.0,20.0,15.0,0.0,0.0,,,4.0
755369,7,2014-10-04 15:00:00,"Stadium of Light, Sunderland",42713,Away,Stoke,Sunderland,1,3,L,1,2,0,0,1.0,11.0,5.0,4.0,2.0,1.0,,1.0,,1.0,9.0,5.0,17.0,61.0,458.0,379.0,60.5,20.0,15.0,13.0,25.0,25.0,10.0,5.0,,,11.0,20.0,137.0,,3.0,,61.0,73.0,22.0,18.0,4.0,4.0,1.0,17.0,9.0,0.0,0.0,,,2.0
755381,8,2014-10-19 16:00:00,"bet365 Stadium, Stoke",27017,Home,Stoke,Swansea,2,1,W,1,1,0,0,2.0,17.0,3.0,8.0,6.0,1.0,1.0,1.0,,1.0,13.0,7.0,16.0,56.0,358.0,288.0,43.0,23.0,19.0,17.0,24.0,24.0,13.0,5.0,,,11.0,16.0,131.0,3.0,1.0,,60.0,69.0,18.0,16.0,3.0,3.0,1.0,17.0,6.0,0.0,0.0,1.0,1.0,
755387,9,2014-10-25 15:00:00,"St. Mary's Stadium, Southampton",30017,Away,Stoke,Southampton,0,1,L,0,1,0,0,,8.0,1.0,4.0,3.0,1.0,,1.0,,,7.0,4.0,15.0,56.0,351.0,266.0,38.8,21.0,17.0,14.0,19.0,19.0,15.0,4.0,,,6.0,10.0,135.0,1.0,1.0,,66.0,51.0,28.0,15.0,3.0,3.0,,12.0,10.0,0.0,0.0,,,3.0
755402,10,2014-11-01 15:00:00,"bet365 Stadium, Stoke",27174,Home,Stoke,West Ham,2,2,D,1,0,0,0,2.0,21.0,6.0,10.0,5.0,4.0,1.0,4.0,1.0,1.0,13.0,6.0,25.0,60.0,425.0,329.0,59.5,17.0,16.0,16.0,22.0,22.0,8.0,4.0,,,2.0,19.0,176.0,,2.0,,88.0,75.0,34.0,27.0,9.0,9.0,1.0,14.0,12.0,0.0,0.0,,,
755410,11,2014-11-09 13:30:00,"White Hart Lane, London",35699,Away,Stoke,Spurs,2,1,W,2,0,0,1,2.0,11.0,4.0,4.0,3.0,1.0,1.0,,,2.0,8.0,6.0,17.0,50.0,280.0,203.0,39.7,25.0,19.0,10.0,36.0,36.0,16.0,3.0,,,10.0,15.0,148.0,3.0,1.0,,75.0,69.0,24.0,20.0,5.0,5.0,,13.0,20.0,0.0,0.0,,,2.0
755422,12,2014-11-22 15:00:00,"bet365 Stadium, Stoke",27018,Home,Stoke,Burnley,1,2,L,1,2,0,0,1.0,25.0,3.0,14.0,8.0,3.0,1.0,2.0,,1.0,16.0,7.0,32.0,73.0,565.0,461.0,72.7,9.0,8.0,10.0,20.0,20.0,19.0,,,1.0,8.0,12.0,194.0,2.0,2.0,,75.0,67.0,44.0,33.0,14.0,14.0,1.0,10.0,8.0,0.0,0.0,,,2.0
755424,13,2014-11-29 15:00:00,"Anfield, Liverpool",44735,Away,Stoke,Liverpool,0,1,L,0,0,0,0,,13.0,4.0,4.0,5.0,,,1.0,1.0,,10.0,7.0,22.0,68.0,483.0,372.0,52.3,17.0,16.0,12.0,34.0,34.0,12.0,5.0,2.0,,9.0,12.0,167.0,2.0,1.0,,57.0,62.0,23.0,25.0,5.0,5.0,,9.0,11.0,0.0,0.0,,,1.0
755437,14,2014-12-02 19:45:00,"Old Trafford, Manchester",75388,Away,Stoke,Man Utd,1,2,L,1,1,0,0,1.0,5.0,4.0,1.0,,1.0,,3.0,,,1.0,1.0,14.0,37.0,351.0,278.0,36.0,25.0,21.0,11.0,28.0,28.0,11.0,2.0,1.0,,12.0,7.0,126.0,1.0,2.0,,51.0,60.0,9.0,18.0,2.0,2.0,1.0,13.0,8.0,0.0,0.0,,,
755450,15,2014-12-06 15:00:00,"bet365 Stadium, Stoke",27367,Home,Stoke,Arsenal,3,2,W,3,0,0,1,3.0,13.0,4.0,6.0,3.0,2.0,3.0,1.0,,2.0,9.0,5.0,11.0,49.0,332.0,245.0,42.5,20.0,14.0,4.0,25.0,25.0,19.0,3.0,1.0,,19.0,12.0,137.0,4.0,2.0,,68.0,60.0,22.0,12.0,3.0,3.0,1.0,17.0,13.0,0.0,0.0,,,3.0
755456,16,2014-12-13 15:00:00,"Selhurst Park, London",23038,Away,Stoke,Crystal Palace,1,1,D,1,1,0,0,1.0,7.0,3.0,,4.0,,1.0,,,,3.0,3.0,15.0,64.0,412.0,296.0,56.1,21.0,14.0,18.0,44.0,44.0,18.0,5.0,,,6.0,13.0,189.0,3.0,1.0,,72.0,77.0,32.0,38.0,8.0,8.0,1.0,11.0,12.0,0.0,0.0,,,
755470,17,2014-12-22 20:00:00,"bet365 Stadium, Stoke",27550,Home,Stoke,Chelsea,0,2,L,0,1,0,0,,13.0,2.0,4.0,7.0,,,,,,12.0,8.0,19.0,55.0,441.0,360.0,50.9,17.0,17.0,8.0,20.0,20.0,20.0,4.0,,,13.0,22.0,166.0,4.0,2.0,,56.0,75.0,22.0,14.0,6.0,6.0,,11.0,4.0,0.0,0.0,,,1.0
755477,18,2014-12-26 15:00:00,"Goodison Park, Liverpool",39166,Away,Stoke,Everton,1,0,W,1,0,0,0,1.0,12.0,2.0,5.0,5.0,,1.0,,,,9.0,5.0,15.0,62.0,333.0,244.0,38.1,20.0,16.0,18.0,53.0,53.0,17.0,7.0,,,7.0,7.0,144.0,4.0,,1.0,51.0,48.0,16.0,13.0,3.0,3.0,,15.0,9.0,0.0,0.0,1.0,1.0,3.0
755490,19,2014-12-28 15:00:00,"bet365 Stadium, Stoke",27070,Home,Stoke,West Brom,2,0,W,0,0,0,0,2.0,13.0,3.0,6.0,4.0,2.0,1.0,1.0,,2.0,11.0,7.0,18.0,58.0,403.0,302.0,50.6,14.0,7.0,14.0,35.0,35.0,17.0,4.0,,,18.0,6.0,152.0,4.0,,1.0,55.0,57.0,19.0,15.0,5.0,5.0,,11.0,13.0,0.0,0.0,,,4.0
755500,20,2015-01-01 12:45:00,"bet365 Stadium, Stoke",27203,Home,Stoke,Man Utd,1,1,D,1,1,0,0,1.0,9.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,23.0,57.0,250.0,149.0,34.1,24.0,17.0,14.0,25.0,25.0,13.0,,,,4.0,7.0,155.0,1.0,1.0,,54.0,41.0,13.0,17.0,11.0,11.0,2.0,8.0,12.0,0.0,0.0,,,2.0
755503,21,2015-01-11 13:30:00,"Emirates Stadium, London",59956,Away,Stoke,Arsenal,0,3,L,0,2,0,0,,7.0,2.0,4.0,1.0,,,,,,6.0,3.0,17.0,43.0,427.0,344.0,46.2,25.0,22.0,13.0,22.0,22.0,15.0,1.0,1.0,1.0,21.0,14.0,142.0,3.0,3.0,,62.0,70.0,18.0,18.0,1.0,1.0,1.0,11.0,10.0,0.0,0.0,,,2.0
755516,22,2015-01-17 15:00:00,"King Power Stadium, Leicester",31772,Away,Stoke,Leicester,1,0,W,0,0,0,0,1.0,13.0,3.0,6.0,4.0,1.0,,1.0,,1.0,9.0,4.0,19.0,70.0,465.0,375.0,56.8,17.0,14.0,10.0,43.0,43.0,10.0,1.0,,,8.0,13.0,154.0,3.0,,1.0,71.0,51.0,30.0,11.0,5.0,5.0,1.0,6.0,8.0,0.0,0.0,,,3.0
755530,23,2015-01-31 15:00:00,"bet365 Stadium, Stoke",27512,Home,Stoke,QPR,3,1,W,2,1,0,0,3.0,15.0,3.0,11.0,1.0,,,,,2.0,10.0,3.0,18.0,51.0,368.0,281.0,51.5,22.0,11.0,12.0,29.0,29.0,8.0,4.0,,,13.0,13.0,159.0,3.0,1.0,,64.0,61.0,23.0,17.0,3.0,3.0,1.0,11.0,12.0,0.0,0.0,,,5.0
755538,24,2015-02-08 14:05:00,"St. James' Park, Newcastle",47763,Away,Stoke,Newcastle,1,1,D,0,0,0,0,1.0,7.0,3.0,2.0,2.0,,,,,1.0,6.0,5.0,20.0,92.0,440.0,333.0,58.1,20.0,17.0,13.0,26.0,26.0,15.0,2.0,,,16.0,9.0,164.0,2.0,1.0,,76.0,69.0,35.0,26.0,8.0,8.0,,17.0,14.0,0.0,0.0,,,1.0
755551,25,2015-02-11 19:45:00,"bet365 Stadium, Stoke",27011,Home,Stoke,Man City,1,4,L,1,1,0,0,1.0,16.0,5.0,7.0,4.0,1.0,1.0,1.0,,1.0,12.0,7.0,28.0,65.0,454.0,363.0,50.9,11.0,6.0,8.0,22.0,22.0,13.0,3.0,,,13.0,13.0,154.0,4.0,4.0,,63.0,54.0,20.0,13.0,3.0,3.0,1.0,6.0,10.0,0.0,0.0,,,3.0
755553,26,2015-02-21 15:00:00,"Villa Park, Birmingham",31880,Away,Stoke,Aston Villa,2,1,W,1,1,0,1,2.0,11.0,6.0,3.0,2.0,,1.0,,,1.0,9.0,7.0,21.0,70.0,365.0,257.0,47.8,11.0,10.0,11.0,45.0,45.0,18.0,1.0,,,3.0,8.0,164.0,1.0,1.0,,62.0,58.0,37.0,30.0,3.0,3.0,,14.0,11.0,0.0,0.0,1.0,1.0,5.0
755570,27,2015-02-28 15:00:00,"bet365 Stadium, Stoke",26473,Home,Stoke,Hull,1,0,W,0,0,0,0,1.0,17.0,2.0,7.0,8.0,,,,,1.0,10.0,6.0,19.0,61.0,476.0,385.0,57.9,10.0,8.0,7.0,23.0,23.0,10.0,,,,3.0,13.0,152.0,,,1.0,49.0,58.0,25.0,25.0,5.0,5.0,1.0,9.0,10.0,0.0,0.0,,,1.0
755581,28,2015-03-04 19:45:00,"bet365 Stadium, Stoke",26431,Home,Stoke,Everton,2,0,W,1,0,0,0,2.0,11.0,3.0,3.0,5.0,,1.0,,1.0,1.0,8.0,6.0,16.0,49.0,365.0,276.0,43.7,26.0,19.0,20.0,35.0,35.0,21.0,4.0,,,6.0,7.0,146.0,5.0,,1.0,66.0,50.0,20.0,18.0,5.0,5.0,2.0,11.0,14.0,0.0,0.0,,,
755592,29,2015-03-14 15:00:00,"The Hawthorns, West Bromwich",24323,Away,Stoke,West Brom,0,1,L,0,1,0,0,,9.0,2.0,3.0,4.0,,,,,,6.0,5.0,17.0,69.0,386.0,300.0,56.8,28.0,23.0,10.0,33.0,33.0,13.0,4.0,,1.0,8.0,11.0,146.0,4.0,1.0,,57.0,58.0,20.0,18.0,5.0,5.0,,16.0,6.0,0.0,0.0,,,3.0
755600,30,2015-03-21 15:00:00,"bet365 Stadium, Stoke",27532,Home,Stoke,Crystal Palace,1,2,L,1,2,0,0,1.0,17.0,4.0,8.0,5.0,2.0,1.0,2.0,,,12.0,6.0,35.0,69.0,426.0,317.0,56.9,16.0,12.0,9.0,21.0,21.0,16.0,2.0,,,7.0,10.0,164.0,1.0,2.0,,69.0,60.0,32.0,23.0,8.0,8.0,2.0,15.0,13.0,0.0,0.0,,,
755605,31,2015-04-04 17:30:00,"Stamford Bridge, London",41098,Away,Stoke,Chelsea,1,2,L,1,1,0,0,1.0,7.0,2.0,3.0,2.0,,,,1.0,1.0,5.0,4.0,14.0,47.0,415.0,329.0,39.5,18.0,15.0,15.0,30.0,30.0,15.0,3.0,,1.0,13.0,8.0,128.0,9.0,2.0,,45.0,60.0,18.0,17.0,,,1.0,22.0,5.0,0.0,0.0,,,1.0
755622,32,2015-04-11 15:00:00,"Boleyn Ground, London",34946,Away,Stoke,West Ham,1,1,D,0,1,0,0,1.0,18.0,2.0,10.0,6.0,,,,1.0,1.0,12.0,6.0,30.0,76.0,428.0,335.0,64.7,8.0,7.0,4.0,23.0,23.0,13.0,3.0,,,6.0,7.0,156.0,2.0,1.0,,63.0,53.0,27.0,20.0,10.0,10.0,1.0,13.0,17.0,0.0,0.0,,,4.0
755632,33,2015-04-18 15:00:00,"bet365 Stadium, Stoke",26467,Home,Stoke,Southampton,2,1,W,0,1,0,0,2.0,15.0,2.0,9.0,4.0,2.0,1.0,2.0,1.0,,12.0,3.0,24.0,63.0,412.0,296.0,48.3,14.0,12.0,14.0,20.0,20.0,14.0,4.0,,,4.0,14.0,176.0,3.0,1.0,,53.0,65.0,19.0,20.0,2.0,2.0,5.0,17.0,15.0,0.0,0.0,,,3.0
755641,34,2015-04-25 15:00:00,"bet365 Stadium, Stoke",26706,Home,Stoke,Sunderland,1,1,D,1,1,0,0,1.0,23.0,8.0,8.0,7.0,1.0,,2.0,,1.0,18.0,12.0,34.0,69.0,415.0,320.0,60.5,19.0,17.0,12.0,20.0,20.0,12.0,2.0,1.0,1.0,7.0,8.0,165.0,4.0,1.0,,70.0,47.0,29.0,8.0,9.0,9.0,1.0,14.0,15.0,0.0,0.0,,,2.0
755650,35,2015-05-02 15:00:00,"Swansea.com Stadium, Swansea",20661,Away,Stoke,Swansea,0,2,L,0,0,1,0,,9.0,3.0,4.0,2.0,,,,,,8.0,4.0,17.0,70.0,472.0,368.0,52.6,22.0,13.0,11.0,25.0,25.0,17.0,6.0,,,11.0,8.0,140.0,2.0,2.0,,63.0,56.0,26.0,18.0,2.0,2.0,,18.0,9.0,0.0,0.0,,,
755662,36,2015-05-09 15:00:00,"bet365 Stadium, Stoke",27104,Home,Stoke,Spurs,3,0,W,2,0,0,1,3.0,16.0,8.0,4.0,4.0,1.0,2.0,1.0,,,9.0,7.0,26.0,51.0,337.0,262.0,45.0,15.0,13.0,13.0,41.0,41.0,10.0,3.0,,,10.0,5.0,137.0,4.0,,1.0,40.0,44.0,10.0,13.0,6.0,6.0,1.0,14.0,10.0,0.0,0.0,,,5.0
755663,37,2015-05-16 15:00:00,"Turf Moor, Burnley",18636,Away,Stoke,Burnley,0,0,D,0,0,0,0,,11.0,3.0,5.0,3.0,1.0,,2.0,,,7.0,2.0,18.0,57.0,445.0,331.0,54.3,24.0,20.0,14.0,44.0,44.0,15.0,6.0,,,13.0,6.0,174.0,4.0,,1.0,68.0,48.0,28.0,16.0,6.0,6.0,3.0,9.0,13.0,0.0,0.0,,,3.0
755682,38,2015-05-24 15:00:00,"bet365 Stadium, Stoke",27602,Home,Stoke,Liverpool,6,1,W,5,0,0,0,6.0,15.0,9.0,3.0,3.0,1.0,3.0,1.0,,3.0,10.0,8.0,25.0,59.0,431.0,348.0,45.5,18.0,15.0,28.0,23.0,23.0,16.0,4.0,,,11.0,17.0,137.0,3.0,1.0,,46.0,60.0,14.0,17.0,3.0,3.0,,13.0,4.0,0.0,0.0,,,1.0
