matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442005,1,2012-08-18 15:00:00,"Select Car Leasing Stadium, Reading",23973,Away,Stoke,Reading,1,1,D,1,0,1,0,1.0,11.0,3.0,4.0,4.0,,,,,,7.0,4.0,22.0,82.0,264.0,168.0,47.4,,17.0,14.0,7.0,43.0,32.0,2.0,1.0,,3.0,10.0,173.0,,1.0,,,77.0,55.0,46.0,22.0,3.0,3.0,2.0,17.0,11.0,0.0,0.0,,,3.0
442015,2,2012-08-26 13:30:00,"bet365 Stadium, Stoke",27072,Home,Stoke,Arsenal,0,0,D,0,0,0,0,,6.0,1.0,3.0,2.0,1.0,,1.0,,,5.0,2.0,36.0,70.0,261.0,167.0,33.3,14.0,28.0,21.0,16.0,42.0,31.0,4.0,1.0,,13.0,21.0,155.0,2.0,,1.0,,80.0,80.0,41.0,29.0,,,,10.0,9.0,0.0,0.0,,,2.0
442028,3,2012-09-01 15:00:00,"DW Stadium, Wigan",16247,Away,Stoke,Wigan,2,2,D,1,1,0,0,2.0,19.0,7.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,12.0,6.0,26.0,62.0,228.0,163.0,31.3,,20.0,16.0,18.0,20.0,12.0,4.0,,,7.0,6.0,132.0,,2.0,,,55.0,45.0,21.0,15.0,1.0,1.0,3.0,11.0,13.0,0.0,0.0,1.0,1.0,5.0
442037,4,2012-09-15 15:00:00,"bet365 Stadium, Stoke",27101,Home,Stoke,Man City,1,1,D,1,1,0,0,1.0,4.0,2.0,1.0,1.0,,1.0,,,,2.0,2.0,22.0,59.0,287.0,199.0,33.8,,22.0,19.0,19.0,32.0,19.0,5.0,,,10.0,8.0,166.0,6.0,1.0,,,56.0,56.0,17.0,14.0,6.0,6.0,,13.0,12.0,0.0,0.0,,,2.0
442039,5,2012-09-22 15:00:00,"Stamford Bridge, London",41112,Away,Stoke,Chelsea,0,1,L,0,0,0,0,,13.0,3.0,6.0,4.0,2.0,,2.0,1.0,,13.0,7.0,22.0,57.0,306.0,232.0,40.3,,20.0,18.0,13.0,43.0,28.0,8.0,1.0,,6.0,12.0,143.0,,1.0,,,53.0,51.0,17.0,11.0,3.0,3.0,3.0,18.0,13.0,0.0,0.0,,,2.0
442057,6,2012-09-29 15:00:00,"bet365 Stadium, Stoke",27330,Home,Stoke,Swansea,2,0,W,2,0,0,0,2.0,12.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,10.0,5.0,42.0,61.0,324.0,229.0,39.0,34.0,24.0,17.0,13.0,29.0,23.0,1.0,1.0,,6.0,9.0,165.0,3.0,,1.0,,55.0,59.0,20.0,16.0,6.0,6.0,,18.0,8.0,0.0,0.0,,,
442060,7,2012-10-07 15:00:00,"Anfield, Liverpool",44531,Away,Stoke,Liverpool,0,0,D,0,0,0,0,,6.0,2.0,3.0,1.0,1.0,,1.0,,,6.0,3.0,19.0,68.0,296.0,197.0,37.1,,25.0,17.0,17.0,42.0,21.0,4.0,1.0,,14.0,5.0,173.0,,,1.0,,54.0,62.0,18.0,19.0,5.0,5.0,,18.0,9.0,0.0,0.0,,,2.0
442071,8,2012-10-20 15:00:00,"Old Trafford, Manchester",75585,Away,Stoke,Man Utd,2,4,L,1,2,0,0,2.0,9.0,3.0,2.0,4.0,,,,,,6.0,4.0,20.0,60.0,336.0,254.0,36.0,,17.0,11.0,12.0,15.0,6.0,1.0,1.0,,4.0,6.0,135.0,,4.0,,,48.0,34.0,20.0,9.0,4.0,4.0,,10.0,9.0,0.0,0.0,,,
442087,9,2012-10-27 15:00:00,"bet365 Stadium, Stoke",27005,Home,Stoke,Sunderland,0,0,D,0,0,0,0,,16.0,4.0,7.0,5.0,,,1.0,,,11.0,7.0,25.0,63.0,390.0,287.0,52.2,,14.0,13.0,12.0,17.0,8.0,3.0,1.0,,3.0,13.0,190.0,,,1.0,,64.0,57.0,35.0,20.0,7.0,7.0,3.0,12.0,7.0,0.0,0.0,,,2.0
442092,10,2012-11-03 15:00:00,"Carrow Road, Norwich",26072,Away,Stoke,Norwich,0,1,L,0,1,0,0,,9.0,4.0,5.0,,1.0,,2.0,,,6.0,3.0,38.0,78.0,471.0,361.0,56.4,,13.0,11.0,19.0,37.0,25.0,5.0,,,4.0,14.0,189.0,,1.0,,,64.0,55.0,33.0,16.0,1.0,1.0,1.0,15.0,12.0,0.0,0.0,,,2.0
