matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442001,1,2012-08-18 15:00:00,"Craven Cottage, London",25062,Away,Norwich,Fulham,0,5,L,0,2,0,0,,9.0,2.0,4.0,3.0,,,,,,7.0,4.0,18.0,67.0,376.0,313.0,40.2,,16.0,11.0,10.0,24.0,13.0,4.0,1.0,,4.0,10.0,112.0,,5.0,,,32.0,40.0,3.0,14.0,3.0,3.0,,11.0,12.0,0.0,0.0,,,1.0
442013,2,2012-08-25 15:00:00,"Carrow Road, Norwich",26317,Home,Norwich,QPR,1,1,D,1,1,0,0,1.0,15.0,3.0,10.0,2.0,3.0,1.0,3.0,1.0,1.0,10.0,3.0,27.0,96.0,360.0,250.0,55.1,,22.0,17.0,9.0,23.0,12.0,2.0,,,12.0,5.0,171.0,,1.0,,,66.0,65.0,23.0,26.0,6.0,6.0,2.0,17.0,13.0,0.0,0.0,,,2.0
442025,3,2012-09-01 15:00:00,"White Hart Lane, London",36142,Away,Norwich,Spurs,1,1,D,0,0,0,1,1.0,12.0,4.0,7.0,1.0,1.0,,1.0,1.0,1.0,9.0,5.0,15.0,78.0,308.0,230.0,38.4,,17.0,12.0,14.0,32.0,11.0,3.0,,,5.0,10.0,162.0,,1.0,,,58.0,64.0,31.0,27.0,2.0,2.0,1.0,12.0,7.0,0.0,0.0,,,
442034,4,2012-09-15 12:45:00,"Carrow Road, Norwich",26806,Home,Norwich,West Ham,0,0,D,0,0,0,0,,25.0,9.0,9.0,7.0,,,,,,18.0,12.0,26.0,90.0,365.0,252.0,48.9,30.0,15.0,11.0,5.0,33.0,15.0,6.0,1.0,,7.0,14.0,183.0,2.0,,1.0,,57.0,62.0,22.0,27.0,8.0,8.0,3.0,12.0,13.0,0.0,0.0,,,3.0
442042,5,2012-09-23 15:00:00,"St. James' Park, Newcastle",49402,Away,Norwich,Newcastle,0,1,L,0,1,0,0,,10.0,3.0,4.0,3.0,1.0,,1.0,,,8.0,6.0,31.0,91.0,368.0,269.0,47.2,,15.0,11.0,7.0,33.0,14.0,2.0,2.0,,10.0,15.0,182.0,,1.0,,,62.0,71.0,32.0,25.0,5.0,5.0,,20.0,11.0,0.0,0.0,,,1.0
442054,6,2012-09-29 15:00:00,"Carrow Road, Norwich",26831,Home,Norwich,Liverpool,2,5,L,0,2,0,0,2.0,16.0,4.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,11.0,6.0,15.0,65.0,320.0,235.0,32.9,,21.0,19.0,8.0,17.0,9.0,7.0,,3.0,21.0,4.0,135.0,,5.0,,1.0,39.0,53.0,7.0,12.0,5.0,5.0,,11.0,6.0,0.0,0.0,,,2.0
442059,7,2012-10-06 15:00:00,"Stamford Bridge, London",41784,Away,Norwich,Chelsea,1,4,L,1,3,0,0,1.0,8.0,2.0,5.0,1.0,,,,,1.0,7.0,2.0,15.0,57.0,317.0,246.0,31.1,,17.0,11.0,13.0,37.0,18.0,9.0,,2.0,6.0,8.0,133.0,,4.0,,,42.0,28.0,11.0,9.0,2.0,2.0,,3.0,7.0,0.0,0.0,,,1.0
442072,8,2012-10-20 17:30:00,"Carrow Road, Norwich",26825,Home,Norwich,Arsenal,1,0,W,1,0,0,0,1.0,7.0,3.0,4.0,,1.0,1.0,2.0,,,4.0,1.0,19.0,64.0,252.0,175.0,28.0,13.0,26.0,17.0,15.0,31.0,19.0,3.0,1.0,,7.0,8.0,129.0,5.0,,1.0,,55.0,45.0,14.0,13.0,2.0,2.0,,13.0,10.0,0.0,0.0,,,4.0
442080,9,2012-10-27 12:45:00,"Villa Park, Birmingham",33184,Away,Norwich,Aston Villa,1,1,D,0,1,0,1,1.0,17.0,4.0,6.0,7.0,4.0,,4.0,,1.0,10.0,6.0,39.0,83.0,452.0,353.0,58.5,,13.0,11.0,10.0,28.0,17.0,1.0,,,3.0,8.0,186.0,,1.0,,,57.0,52.0,21.0,27.0,8.0,8.0,,6.0,12.0,0.0,0.0,,,8.0
442092,10,2012-11-03 15:00:00,"Carrow Road, Norwich",26072,Home,Norwich,Stoke,1,0,W,1,0,0,0,1.0,14.0,4.0,5.0,5.0,2.0,,2.0,,1.0,10.0,6.0,16.0,79.0,348.0,250.0,43.6,,21.0,15.0,10.0,43.0,20.0,,1.0,,6.0,10.0,188.0,,,1.0,,55.0,64.0,16.0,33.0,9.0,9.0,2.0,12.0,14.0,0.0,0.0,,,2.0
