matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2128293,1,2020-09-12 20:00:00,"London Stadium, London",,Home,West Ham,Newcastle,0,2,L,0,0,0,0,,15.0,3.0,5.0,7.0,,,,,,2.0,,,11.0,7.0,34.0,56.0,474.0,393.0,58.3,28.0,14.0,2.0,7.0,18.0,18.0,14.0,6.0,,,9.0,8.0,132.0,,2.0,,,,41.0,57.0,17.0,25.0,8.0,8.0,1.0,13.0,7.0,0.0,0.0,,,2.0
2128296,2,2020-09-19 20:00:00,"Emirates Stadium, London",,Away,West Ham,Arsenal,1,2,L,1,1,0,0,1.0,14.0,3.0,6.0,5.0,,,2.0,1.0,2.0,1.0,,1.0,9.0,5.0,21.0,38.0,383.0,314.0,37.4,19.0,10.0,5.0,10.0,27.0,27.0,20.0,3.0,,,8.0,2.0,115.0,1.0,2.0,,,,40.0,44.0,16.0,17.0,5.0,5.0,,13.0,11.0,0.0,0.0,,,2.0
2128315,3,2020-09-27 19:00:00,"London Stadium, London",,Home,West Ham,Wolves,4,0,W,1,0,0,0,4.0,15.0,7.0,7.0,1.0,,,1.0,1.0,2.0,1.0,,2.0,12.0,6.0,21.0,54.0,367.0,280.0,36.9,20.0,24.0,13.0,12.0,17.0,17.0,20.0,5.0,,,20.0,12.0,128.0,3.0,,,1.0,,70.0,65.0,19.0,22.0,1.0,1.0,2.0,7.0,11.0,0.0,0.0,,,3.0
2128321,4,2020-10-04 12:00:00,"King Power Stadium, Leicester",,Away,West Ham,Leicester,3,0,W,2,0,0,0,3.0,14.0,6.0,5.0,3.0,,,3.0,3.0,,1.0,,3.0,13.0,8.0,19.0,50.0,296.0,208.0,30.5,20.0,12.0,6.0,21.0,30.0,30.0,22.0,2.0,1.0,,11.0,3.0,125.0,,,,1.0,,52.0,43.0,24.0,17.0,4.0,4.0,2.0,8.0,10.0,0.0,0.0,,,2.0
2128334,5,2020-10-18 16:30:00,"Tottenham Hotspur Stadium, London",,Away,West Ham,Spurs,3,3,D,0,3,0,0,3.0,13.0,4.0,4.0,5.0,,,,,1.0,,,1.0,8.0,7.0,39.0,61.0,459.0,374.0,48.8,29.0,14.0,6.0,5.0,8.0,8.0,27.0,1.0,,,10.0,18.0,164.0,3.0,3.0,,,,57.0,61.0,19.0,15.0,7.0,7.0,3.0,12.0,13.0,0.0,0.0,,,3.0
2128344,6,2020-10-24 12:30:00,"London Stadium, London",,Home,West Ham,Man City,1,1,D,1,0,0,0,1.0,6.0,2.0,3.0,1.0,,,,,,,,1.0,5.0,2.0,22.0,43.0,325.0,224.0,30.5,11.0,15.0,10.0,10.0,28.0,28.0,20.0,1.0,1.0,,11.0,4.0,140.0,6.0,1.0,,,,42.0,47.0,15.0,15.0,2.0,2.0,,14.0,6.0,0.0,0.0,,,1.0
2128350,7,2020-10-31 17:30:00,"Anfield, Liverpool",,Away,West Ham,Liverpool,1,2,L,1,1,0,0,1.0,4.0,3.0,,1.0,,,,,,,,,1.0,1.0,20.0,38.0,304.0,210.0,27.6,8.0,18.0,7.0,11.0,24.0,24.0,17.0,1.0,,,11.0,9.0,133.0,4.0,2.0,,,,56.0,50.0,20.0,16.0,2.0,2.0,1.0,14.0,13.0,0.0,0.0,,,
2128365,8,2020-11-07 20:00:00,"London Stadium, London",,Home,West Ham,Fulham,1,0,W,0,0,0,0,1.0,16.0,7.0,8.0,1.0,,,1.0,,1.0,2.0,,1.0,10.0,3.0,32.0,68.0,506.0,446.0,53.0,25.0,14.0,5.0,14.0,18.0,18.0,13.0,6.0,,,9.0,5.0,114.0,3.0,,,1.0,,49.0,53.0,23.0,23.0,9.0,9.0,,10.0,9.0,0.0,0.0,,,3.0
2128373,9,2020-11-22 14:00:00,"Bramall Lane, Sheffield",,Away,West Ham,Sheff Utd,1,0,W,0,0,0,0,1.0,15.0,3.0,5.0,7.0,,,2.0,,2.0,1.0,,,14.0,9.0,24.0,67.0,497.0,397.0,49.1,30.0,12.0,8.0,9.0,12.0,12.0,22.0,1.0,,,6.0,12.0,164.0,5.0,,,1.0,,58.0,58.0,31.0,21.0,6.0,6.0,1.0,6.0,7.0,0.0,0.0,,,2.0
2128385,10,2020-11-30 20:00:00,"London Stadium, London",,Home,West Ham,Aston Villa,2,1,W,1,1,0,0,2.0,6.0,2.0,1.0,3.0,,,1.0,1.0,,,,2.0,5.0,4.0,17.0,36.0,272.0,173.0,34.0,9.0,9.0,4.0,8.0,29.0,29.0,5.0,3.0,,,14.0,4.0,134.0,5.0,1.0,,,,49.0,68.0,30.0,30.0,3.0,3.0,,20.0,6.0,0.0,0.0,,,1.0
2128395,11,2020-12-05 17:30:00,"London Stadium, London",2000.0,Home,West Ham,Man Utd,1,3,L,1,0,0,0,1.0,19.0,6.0,9.0,4.0,,,3.0,1.0,5.0,1.0,,1.0,13.0,6.0,27.0,49.0,392.0,307.0,39.3,30.0,12.0,6.0,13.0,9.0,9.0,20.0,2.0,,,6.0,8.0,137.0,3.0,3.0,,,,42.0,43.0,14.0,16.0,5.0,5.0,2.0,9.0,9.0,0.0,0.0,,,4.0
2128400,12,2020-12-11 20:00:00,"Elland Road, Leeds",,Away,West Ham,Leeds,2,1,W,1,1,0,0,2.0,19.0,8.0,8.0,3.0,,,3.0,1.0,2.0,1.0,,2.0,14.0,9.0,30.0,56.0,297.0,205.0,36.0,27.0,12.0,7.0,11.0,22.0,22.0,18.0,1.0,,,11.0,11.0,144.0,6.0,1.0,,,0.0,58.0,52.0,24.0,15.0,6.0,6.0,2.0,10.0,12.0,0.0,0.0,,0.0,
2128412,13,2020-12-16 20:00:00,"London Stadium, London",,Home,West Ham,Crystal Palace,1,1,D,0,1,0,1,1.0,9.0,2.0,7.0,,,,,,,,,1.0,7.0,1.0,29.0,43.0,439.0,376.0,51.9,15.0,19.0,12.0,13.0,15.0,15.0,13.0,2.0,,,8.0,17.0,134.0,1.0,1.0,,,,56.0,57.0,20.0,18.0,5.0,5.0,,8.0,12.0,0.0,0.0,,,
2128418,14,2020-12-21 20:00:00,"Stamford Bridge, London",,Away,West Ham,Chelsea,0,3,L,0,1,0,0,,6.0,,4.0,2.0,,,,,,,,,3.0,1.0,33.0,52.0,443.0,343.0,46.3,29.0,20.0,16.0,13.0,12.0,12.0,24.0,,,,6.0,15.0,150.0,4.0,3.0,,,,63.0,52.0,25.0,24.0,4.0,4.0,1.0,6.0,11.0,0.0,0.0,,,4.0
2128434,15,2020-12-27 14:15:00,"London Stadium, London",,Home,West Ham,Brighton,2,2,D,0,1,0,0,2.0,11.0,4.0,2.0,5.0,,,1.0,2.0,,,,1.0,8.0,6.0,34.0,56.0,423.0,325.0,43.6,26.0,14.0,8.0,13.0,6.0,6.0,17.0,3.0,,,10.0,9.0,150.0,2.0,2.0,,,,51.0,42.0,23.0,16.0,5.0,5.0,1.0,6.0,8.0,0.0,0.0,,,2.0
2128443,16,2020-12-29 18:00:00,"St. Mary's Stadium, Southampton",,Away,West Ham,Southampton,0,0,D,0,0,0,0,,8.0,3.0,3.0,2.0,,,,,1.0,,,,4.0,3.0,27.0,55.0,340.0,241.0,37.4,22.0,15.0,7.0,17.0,26.0,26.0,14.0,1.0,,,2.0,10.0,148.0,4.0,,,1.0,,58.0,38.0,21.0,7.0,3.0,3.0,2.0,15.0,16.0,0.0,0.0,,,3.0
2128450,17,2021-01-01 17:30:00,"Goodison Park, Liverpool",,Away,West Ham,Everton,1,0,W,0,0,0,0,1.0,11.0,5.0,5.0,1.0,,,2.0,1.0,2.0,,,,6.0,2.0,22.0,58.0,392.0,298.0,40.0,26.0,16.0,10.0,20.0,21.0,21.0,20.0,3.0,,,7.0,10.0,144.0,2.0,,,1.0,,48.0,48.0,21.0,20.0,4.0,4.0,,7.0,9.0,0.0,0.0,,,
2128462,18,2021-01-19 18:00:00,"London Stadium, London",,Home,West Ham,West Brom,2,1,W,1,0,0,0,2.0,14.0,6.0,5.0,3.0,,,3.0,2.0,1.0,,,2.0,11.0,7.0,33.0,72.0,541.0,446.0,59.0,21.0,5.0,3.0,3.0,18.0,18.0,15.0,,,,3.0,11.0,149.0,2.0,1.0,,,,48.0,47.0,22.0,16.0,3.0,3.0,1.0,10.0,9.0,0.0,0.0,,,2.0
2128474,19,2021-01-16 15:00:00,"London Stadium, London",,Home,West Ham,Burnley,1,0,W,1,0,0,0,1.0,15.0,4.0,6.0,5.0,,,,1.0,,1.0,,,9.0,5.0,32.0,65.0,364.0,265.0,44.8,27.0,8.0,5.0,10.0,28.0,28.0,12.0,5.0,,,6.0,4.0,171.0,2.0,,,1.0,,65.0,56.0,31.0,26.0,7.0,7.0,,12.0,9.0,0.0,0.0,,,5.0
2128482,20,2021-01-26 18:00:00,"Selhurst Park, London",,Away,West Ham,Crystal Palace,3,2,W,2,1,0,0,3.0,17.0,7.0,6.0,4.0,,,5.0,3.0,2.0,2.0,,3.0,14.0,10.0,14.0,56.0,460.0,347.0,45.8,21.0,18.0,11.0,11.0,16.0,16.0,25.0,,,,9.0,11.0,159.0,1.0,2.0,,,,51.0,65.0,15.0,31.0,4.0,4.0,1.0,8.0,9.0,0.0,0.0,,,2.0
2128495,21,2021-01-31 16:30:00,"London Stadium, London",,Home,West Ham,Liverpool,1,3,L,0,0,0,0,1.0,8.0,2.0,3.0,3.0,,,,1.0,,,,,4.0,2.0,20.0,43.0,365.0,280.0,32.8,15.0,15.0,10.0,18.0,12.0,12.0,18.0,3.0,,,8.0,6.0,124.0,2.0,3.0,,,,36.0,39.0,12.0,12.0,6.0,6.0,1.0,7.0,4.0,0.0,0.0,,,2.0
2128496,22,2021-02-03 20:15:00,"Villa Park, Birmingham",,Away,West Ham,Aston Villa,3,1,W,0,0,0,0,3.0,20.0,10.0,4.0,6.0,,,2.0,,2.0,,,3.0,14.0,10.0,25.0,50.0,376.0,292.0,43.5,26.0,15.0,8.0,5.0,23.0,23.0,18.0,2.0,1.0,,10.0,6.0,121.0,1.0,1.0,,,,44.0,54.0,13.0,15.0,3.0,3.0,1.0,16.0,10.0,0.0,0.0,,,1.0
2128508,23,2021-02-06 17:30:00,"Craven Cottage, London",,Away,West Ham,Fulham,0,0,D,0,0,1,0,,8.0,1.0,6.0,1.0,,,1.0,,1.0,2.0,,,7.0,2.0,19.0,45.0,354.0,258.0,39.4,16.0,9.0,6.0,6.0,24.0,24.0,13.0,6.0,,,8.0,8.0,139.0,3.0,,,1.0,,49.0,42.0,26.0,11.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,,,4.0
2128525,24,2021-02-15 18:00:00,"London Stadium, London",,Home,West Ham,Sheff Utd,3,0,W,1,0,0,0,3.0,13.0,9.0,3.0,1.0,,,1.0,2.0,1.0,,,2.0,8.0,7.0,23.0,39.0,429.0,348.0,45.9,20.0,9.0,2.0,9.0,19.0,19.0,11.0,1.0,,,7.0,10.0,126.0,5.0,,,1.0,,43.0,51.0,15.0,15.0,7.0,7.0,,11.0,12.0,0.0,0.0,1.0,1.0,1.0
2128534,25,2021-02-21 12:00:00,"London Stadium, London",,Home,West Ham,Spurs,2,1,W,1,0,0,0,2.0,4.0,4.0,,,,,1.0,1.0,1.0,,,1.0,3.0,3.0,17.0,60.0,253.0,156.0,30.8,16.0,23.0,14.0,13.0,27.0,27.0,17.0,3.0,,,11.0,9.0,152.0,3.0,1.0,,,,61.0,58.0,23.0,20.0,5.0,5.0,,14.0,7.0,0.0,0.0,,,1.0
2128541,26,2021-02-27 12:30:00,"Etihad Stadium, Manchester",,Away,West Ham,Man City,1,2,L,1,1,0,0,1.0,9.0,3.0,4.0,2.0,,,3.0,1.0,2.0,1.0,,1.0,8.0,4.0,15.0,39.0,394.0,318.0,36.8,15.0,13.0,9.0,20.0,18.0,18.0,10.0,5.0,2.0,,8.0,4.0,108.0,1.0,2.0,,,,32.0,41.0,10.0,13.0,2.0,2.0,2.0,11.0,6.0,0.0,0.0,,,1.0
2128555,27,2021-03-08 20:00:00,"London Stadium, London",,Home,West Ham,Leeds,2,0,W,2,0,0,0,2.0,16.0,5.0,6.0,5.0,,,2.0,2.0,2.0,2.0,,1.0,9.0,4.0,20.0,40.0,276.0,190.0,34.7,20.0,14.0,8.0,18.0,17.0,17.0,17.0,5.0,,,6.0,11.0,136.0,2.0,,,1.0,,44.0,49.0,17.0,15.0,6.0,6.0,4.0,9.0,9.0,0.0,0.0,1.0,,1.0
2128562,28,2021-03-14 19:15:00,"Old Trafford, Manchester",,Away,West Ham,Man Utd,0,1,L,0,0,0,0,,7.0,,3.0,4.0,,,,,,,,,5.0,3.0,23.0,57.0,411.0,335.0,38.2,18.0,13.0,7.0,10.0,26.0,26.0,9.0,7.0,,,8.0,7.0,122.0,4.0,1.0,,,1.0,50.0,33.0,18.0,10.0,2.0,3.0,,2.0,12.0,0.0,0.0,,,2.0
2128575,29,2021-03-21 15:00:00,"London Stadium, London",,Home,West Ham,Arsenal,3,3,D,3,1,0,0,3.0,15.0,5.0,7.0,3.0,,,2.0,1.0,2.0,1.0,,3.0,12.0,6.0,24.0,58.0,348.0,257.0,36.9,26.0,12.0,5.0,12.0,20.0,20.0,13.0,6.0,,,9.0,5.0,132.0,5.0,3.0,,,2.0,43.0,57.0,18.0,23.0,3.0,3.0,2.0,18.0,8.0,0.0,0.0,,,1.0
2128585,30,2021-04-05 20:15:00,"Molineux Stadium, Wolverhampton",,Away,West Ham,Wolves,3,2,W,3,1,0,0,3.0,9.0,6.0,3.0,,1.22329,2.0154,3.0,1.0,2.0,1.0,0.574272,3.0,8.0,6.0,16.0,47.0,322.0,239.0,33.9,14.0,11.0,8.0,12.0,21.0,21.0,3.0,2.0,,,17.0,8.0,134.0,3.0,2.0,2.0803,,,54.0,64.0,25.0,19.0,2.0,2.0,,9.0,9.0,0.0,0.0,,,1.0
2128595,31,2021-04-11 14:05:00,"London Stadium, London",,Home,West Ham,Leicester,3,2,W,2,0,0,0,3.0,4.0,4.0,,,,,2.0,2.0,,,,3.0,4.0,4.0,15.0,49.0,365.0,267.0,36.3,9.0,10.0,5.0,15.0,23.0,23.0,13.0,6.0,2.0,1.0,11.0,7.0,141.0,2.0,2.0,,,,52.0,59.0,17.0,29.0,1.0,1.0,,7.0,13.0,0.0,0.0,,,3.0
2128603,32,2021-04-17 12:30:00,"St. James' Park, Newcastle",,Away,West Ham,Newcastle,2,3,L,0,2,1,0,2.0,16.0,6.0,4.0,6.0,,,3.0,2.0,2.0,,,1.0,11.0,9.0,42.0,54.0,510.0,432.0,65.4,24.0,11.0,7.0,9.0,7.0,7.0,19.0,9.0,,2.0,10.0,7.0,140.0,4.0,3.0,,,1.0,41.0,44.0,9.0,12.0,8.0,8.0,2.0,7.0,8.0,0.0,0.0,1.0,1.0,
2128614,33,2021-04-24 17:30:00,"London Stadium, London",,Home,West Ham,Chelsea,0,1,L,0,1,1,0,,9.0,2.0,4.0,3.0,,,,,,,,,5.0,3.0,20.0,61.0,447.0,344.0,44.5,11.0,18.0,7.0,13.0,14.0,14.0,23.0,5.0,,,8.0,13.0,160.0,5.0,1.0,,,,53.0,62.0,17.0,23.0,4.0,4.0,1.0,9.0,11.0,0.0,0.0,,,3.0
