matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
855175,1,2016-08-15 20:00:00,"Stamford Bridge, London",41521,Away,West Ham,Chelsea,1,2,L,0,0,0,0,1.0,7.0,3.0,2.0,2.0,,,,,,4.0,3.0,10.0,47.0,350.0,257.0,38.3,7.0,25.0,19.0,19.0,26.0,24.0,13.0,4.0,,1.0,16.0,10.0,139.0,4.0,2.0,,68.0,71.0,25.0,24.0,1.0,1.0,,16.0,16.0,0.0,0.0,,,1.0
855191,2,2016-08-21 16:00:00,"London Stadium, London",56977,Home,West Ham,Bournemouth,1,0,W,0,0,0,1,1.0,16.0,2.0,9.0,5.0,2.0,1.0,1.0,,1.0,12.0,6.0,27.0,62.0,355.0,277.0,46.8,27.0,16.0,10.0,30.0,17.0,15.0,14.0,2.0,,,4.0,7.0,123.0,5.0,,1.0,55.0,51.0,17.0,24.0,1.0,1.0,2.0,15.0,13.0,0.0,0.0,,,1.0
855197,3,2016-08-28 16:00:00,"Etihad Stadium, Manchester",54008,Away,West Ham,Man City,1,3,L,0,2,0,0,1.0,9.0,2.0,5.0,2.0,1.0,1.0,,,1.0,7.0,4.0,18.0,59.0,274.0,196.0,32.9,11.0,19.0,13.0,18.0,17.0,14.0,23.0,7.0,,,17.0,5.0,137.0,3.0,3.0,,63.0,64.0,23.0,16.0,4.0,4.0,,10.0,4.0,0.0,0.0,,,3.0
855211,4,2016-09-10 15:00:00,"London Stadium, London",56974,Home,West Ham,Watford,2,4,L,2,2,0,0,2.0,19.0,4.0,11.0,4.0,1.0,1.0,,,2.0,14.0,6.0,37.0,60.0,445.0,384.0,57.9,24.0,12.0,6.0,26.0,29.0,22.0,9.0,2.0,,1.0,8.0,11.0,124.0,4.0,4.0,,51.0,57.0,16.0,16.0,4.0,4.0,4.0,10.0,14.0,0.0,0.0,,,2.0
855221,5,2016-09-17 15:00:00,"The Hawthorns, West Bromwich",22209,Away,West Ham,West Brom,2,4,L,0,3,0,0,2.0,23.0,5.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,17.0,10.0,39.0,78.0,622.0,555.0,70.4,39.0,22.0,17.0,25.0,9.0,9.0,13.0,,,,6.0,8.0,123.0,2.0,4.0,,64.0,34.0,12.0,8.0,6.0,6.0,2.0,6.0,14.0,0.0,0.0,1.0,1.0,1.0
855231,6,2016-09-25 16:00:00,"London Stadium, London",56864,Home,West Ham,Southampton,0,3,L,0,1,0,0,,13.0,1.0,7.0,5.0,,,,,,9.0,3.0,45.0,47.0,370.0,286.0,45.1,26.0,7.0,4.0,28.0,18.0,17.0,19.0,4.0,,1.0,5.0,9.0,138.0,6.0,3.0,,47.0,45.0,17.0,12.0,6.0,7.0,1.0,9.0,14.0,0.0,0.0,,,
855241,7,2016-10-01 15:00:00,"London Stadium, London",56945,Home,West Ham,Boro,1,1,D,0,0,0,0,1.0,19.0,2.0,11.0,6.0,,,,1.0,1.0,14.0,6.0,26.0,65.0,327.0,246.0,40.3,23.0,12.0,11.0,23.0,32.0,29.0,10.0,3.0,,,4.0,14.0,134.0,1.0,1.0,,52.0,63.0,18.0,20.0,4.0,4.0,3.0,13.0,12.0,0.0,0.0,,,5.0
855245,8,2016-10-15 17:30:00,"Selhurst Park, London",25643,Away,West Ham,Crystal Palace,1,0,W,1,0,1,0,1.0,12.0,4.0,5.0,3.0,2.0,1.0,1.0,,1.0,13.0,7.0,24.0,57.0,351.0,251.0,44.8,14.0,25.0,21.0,13.0,38.0,30.0,20.0,1.0,,,6.0,3.0,131.0,3.0,,1.0,71.0,53.0,24.0,27.0,6.0,6.0,1.0,13.0,12.0,0.0,0.0,,,1.0
855261,9,2016-10-22 15:00:00,"London Stadium, London",56985,Home,West Ham,Sunderland,1,0,W,0,0,0,0,1.0,20.0,3.0,9.0,8.0,,,,1.0,1.0,17.0,10.0,48.0,83.0,541.0,469.0,64.4,32.0,13.0,9.0,21.0,34.0,29.0,11.0,4.0,,,6.0,13.0,134.0,2.0,,1.0,56.0,38.0,13.0,6.0,6.0,6.0,3.0,10.0,12.0,0.0,0.0,,,3.0
855263,10,2016-10-30 13:30:00,"Goodison Park, Liverpool",39574,Away,West Ham,Everton,0,2,L,0,0,0,0,,13.0,3.0,4.0,6.0,,,1.0,,,10.0,6.0,31.0,54.0,418.0,351.0,50.7,21.0,7.0,6.0,14.0,19.0,19.0,12.0,7.0,,,13.0,10.0,124.0,4.0,2.0,,40.0,52.0,8.0,14.0,8.0,8.0,1.0,12.0,15.0,0.0,0.0,,,1.0
855281,11,2016-11-05 15:00:00,"London Stadium, London",56970,Home,West Ham,Stoke,1,1,D,0,0,0,0,1.0,9.0,2.0,6.0,1.0,,,,,,7.0,3.0,27.0,63.0,498.0,410.0,58.1,9.0,14.0,11.0,7.0,26.0,26.0,10.0,1.0,,1.0,2.0,8.0,139.0,3.0,1.0,,56.0,50.0,21.0,21.0,6.0,6.0,,11.0,9.0,0.0,0.0,,,4.0
