matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442007,1,2012-08-18 15:00:00,"Boleyn Ground, London",34172,Home,West Ham,Aston Villa,1,0,W,1,0,0,0,1.0,8.0,2.0,4.0,2.0,1.0,,1.0,,1.0,6.0,4.0,34.0,78.0,277.0,206.0,34.2,12.0,18.0,13.0,13.0,37.0,25.0,6.0,,,5.0,22.0,145.0,2.0,,1.0,,48.0,75.0,18.0,29.0,6.0,6.0,2.0,17.0,9.0,0.0,0.0,,,
442017,2,2012-08-25 12:45:00,"Swansea.com Stadium, Swansea",20424,Away,West Ham,Swansea,0,3,L,0,2,0,0,,9.0,5.0,2.0,2.0,,,,,,6.0,4.0,35.0,78.0,381.0,298.0,37.8,21.0,28.0,16.0,6.0,18.0,6.0,3.0,1.0,2.0,10.0,12.0,124.0,2.0,3.0,,,66.0,72.0,23.0,25.0,4.0,4.0,2.0,19.0,13.0,0.0,0.0,,,2.0
442027,3,2012-09-01 12:45:00,"Boleyn Ground, London",33458,Home,West Ham,Fulham,3,0,W,3,0,0,0,3.0,16.0,6.0,4.0,6.0,,,,1.0,2.0,15.0,11.0,20.0,70.0,453.0,379.0,45.1,,26.0,21.0,7.0,33.0,23.0,5.0,,,7.0,14.0,139.0,,,1.0,,52.0,57.0,18.0,17.0,6.0,6.0,1.0,12.0,5.0,0.0,0.0,,,1.0
442034,4,2012-09-15 12:45:00,"Carrow Road, Norwich",26806,Away,West Ham,Norwich,0,0,D,0,0,0,0,,14.0,3.0,6.0,5.0,1.0,,3.0,,,8.0,4.0,31.0,82.0,373.0,263.0,51.1,19.0,16.0,12.0,6.0,42.0,20.0,7.0,1.0,,7.0,11.0,187.0,9.0,,1.0,,62.0,57.0,27.0,22.0,5.0,5.0,1.0,14.0,12.0,0.0,0.0,,,3.0
442047,5,2012-09-22 15:00:00,"Boleyn Ground, London",33052,Home,West Ham,Sunderland,1,1,D,0,1,0,0,1.0,24.0,4.0,10.0,10.0,,,,1.0,1.0,18.0,8.0,38.0,89.0,454.0,365.0,61.3,,23.0,19.0,7.0,29.0,18.0,2.0,,,2.0,18.0,178.0,,1.0,,,76.0,67.0,34.0,25.0,10.0,10.0,5.0,13.0,11.0,0.0,0.0,,,1.0
442055,6,2012-10-01 20:00:00,"MATRADE Loftus Road, London",17363,Away,West Ham,QPR,2,1,W,2,0,0,1,2.0,18.0,5.0,6.0,7.0,2.0,1.0,1.0,1.0,2.0,14.0,10.0,32.0,79.0,334.0,247.0,49.5,,21.0,18.0,14.0,51.0,28.0,2.0,1.0,,4.0,13.0,191.0,,1.0,,,57.0,66.0,21.0,22.0,13.0,13.0,,22.0,9.0,0.0,0.0,,,1.0
442067,7,2012-10-06 17:30:00,"Boleyn Ground, London",34974,Home,West Ham,Arsenal,1,3,L,1,1,0,0,1.0,9.0,3.0,5.0,1.0,,,,,1.0,9.0,4.0,36.0,55.0,277.0,204.0,31.3,26.0,15.0,11.0,16.0,49.0,32.0,7.0,1.0,,8.0,13.0,118.0,4.0,3.0,,,56.0,59.0,25.0,18.0,4.0,4.0,2.0,12.0,7.0,0.0,0.0,,,1.0
442078,8,2012-10-20 15:00:00,"Boleyn Ground, London",34925,Home,West Ham,Southampton,4,1,W,0,0,0,0,4.0,11.0,6.0,2.0,3.0,1.0,2.0,,,2.0,7.0,5.0,19.0,66.0,283.0,192.0,38.7,,24.0,17.0,11.0,43.0,23.0,1.0,,,3.0,14.0,164.0,,1.0,,,54.0,50.0,16.0,18.0,6.0,6.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,3.0
442088,9,2012-10-27 15:00:00,"DW Stadium, Wigan",19090,Away,West Ham,Wigan,1,2,L,0,1,0,0,1.0,15.0,4.0,4.0,7.0,4.0,1.0,3.0,1.0,1.0,12.0,9.0,27.0,69.0,334.0,247.0,45.6,,19.0,12.0,8.0,22.0,12.0,5.0,,,5.0,9.0,155.0,,2.0,,,56.0,45.0,23.0,9.0,6.0,6.0,2.0,17.0,10.0,0.0,0.0,,,1.0
442098,10,2012-11-03 17:30:00,"Boleyn Ground, London",35005,Home,West Ham,Man City,0,0,D,0,0,0,0,,6.0,,5.0,1.0,,,,1.0,,6.0,1.0,15.0,66.0,283.0,193.0,35.0,,23.0,18.0,7.0,50.0,24.0,5.0,,,11.0,7.0,164.0,,,1.0,,67.0,59.0,29.0,28.0,3.0,3.0,,11.0,12.0,0.0,0.0,,,2.0
442104,11,2012-11-11 15:00:00,"St. James' Park, Newcastle",51855,Away,West Ham,Newcastle,1,0,W,1,0,0,0,1.0,11.0,3.0,5.0,3.0,2.0,1.0,2.0,,1.0,8.0,6.0,21.0,60.0,385.0,309.0,50.2,,24.0,15.0,9.0,67.0,35.0,2.0,,,13.0,15.0,165.0,,,1.0,,55.0,64.0,22.0,16.0,3.0,3.0,2.0,14.0,8.0,0.0,0.0,,,1.0
442118,12,2012-11-19 20:00:00,"Boleyn Ground, London",35005,Home,West Ham,Stoke,1,1,D,0,1,0,0,1.0,15.0,5.0,7.0,3.0,2.0,1.0,1.0,,1.0,10.0,6.0,37.0,83.0,430.0,340.0,58.0,,14.0,13.0,5.0,46.0,32.0,1.0,,,1.0,15.0,179.0,,1.0,,,60.0,57.0,33.0,31.0,12.0,12.0,1.0,9.0,9.0,0.0,0.0,,,1.0
442127,13,2012-11-25 16:00:00,"White Hart Lane, London",36043,Away,West Ham,Spurs,1,3,L,0,1,0,0,1.0,12.0,4.0,4.0,4.0,1.0,,1.0,,1.0,9.0,5.0,26.0,69.0,306.0,231.0,40.6,,17.0,12.0,10.0,27.0,16.0,6.0,,,8.0,7.0,133.0,,3.0,,,61.0,39.0,32.0,11.0,2.0,2.0,1.0,10.0,9.0,0.0,0.0,,,2.0
442130,14,2012-11-28 20:00:00,"Old Trafford, Manchester",75572,Away,West Ham,Man Utd,0,1,L,0,1,0,0,,10.0,1.0,7.0,2.0,,,,,,7.0,2.0,22.0,56.0,305.0,221.0,33.9,,14.0,11.0,17.0,32.0,15.0,6.0,,,7.0,6.0,159.0,,1.0,,,42.0,48.0,16.0,20.0,5.0,5.0,3.0,11.0,7.0,0.0,0.0,,,1.0
442148,15,2012-12-01 12:45:00,"Boleyn Ground, London",35005,Home,West Ham,Chelsea,3,1,W,0,1,0,0,3.0,16.0,9.0,2.0,5.0,2.0,1.0,2.0,,1.0,12.0,10.0,18.0,66.0,338.0,256.0,42.2,,23.0,15.0,11.0,43.0,23.0,2.0,1.0,,4.0,12.0,164.0,,1.0,,,53.0,49.0,18.0,15.0,14.0,14.0,3.0,15.0,8.0,0.0,0.0,,,3.0
442157,16,2012-12-09 16:00:00,"Boleyn Ground, London",35005,Home,West Ham,Liverpool,2,3,L,2,1,0,0,2.0,11.0,4.0,3.0,4.0,,1.0,,,,7.0,5.0,28.0,75.0,308.0,239.0,38.6,,27.0,20.0,13.0,37.0,14.0,5.0,,,6.0,16.0,166.0,,3.0,,,61.0,54.0,14.0,15.0,2.0,2.0,1.0,12.0,11.0,0.0,0.0,1.0,1.0,5.0
442168,17,2012-12-16 16:00:00,"The Hawthorns, West Bromwich",24816,Away,West Ham,West Brom,0,0,D,0,0,0,0,,12.0,2.0,8.0,2.0,,,,,,8.0,2.0,29.0,89.0,323.0,213.0,44.7,,18.0,15.0,10.0,53.0,29.0,6.0,,,5.0,9.0,178.0,,,1.0,,52.0,55.0,20.0,29.0,2.0,2.0,2.0,10.0,13.0,0.0,0.0,,,
442177,18,2012-12-22 15:00:00,"Boleyn Ground, London",35005,Home,West Ham,Everton,1,2,L,1,0,1,1,1.0,6.0,2.0,3.0,1.0,1.0,,1.0,,1.0,5.0,3.0,16.0,75.0,270.0,171.0,37.7,,11.0,10.0,13.0,40.0,18.0,3.0,1.0,,4.0,10.0,168.0,,2.0,,,49.0,49.0,25.0,19.0,3.0,3.0,1.0,13.0,8.0,0.0,0.0,,,3.0
442179,19,2013-01-23 19:45:00,"Emirates Stadium, London",60081,Away,West Ham,Arsenal,1,5,L,1,1,0,0,1.0,10.0,4.0,3.0,3.0,,,,,,6.0,3.0,23.0,67.0,278.0,205.0,30.9,13.0,14.0,8.0,22.0,42.0,21.0,11.0,1.0,,8.0,11.0,124.0,4.0,5.0,,,38.0,52.0,7.0,17.0,5.0,5.0,,11.0,9.0,0.0,0.0,,,5.0
442196,20,2012-12-29 15:00:00,"Select Car Leasing Stadium, Reading",24183,Away,West Ham,Reading,0,1,L,0,1,0,0,,13.0,3.0,8.0,2.0,2.0,,2.0,,,9.0,4.0,26.0,89.0,417.0,324.0,66.2,,23.0,18.0,17.0,21.0,11.0,,,1.0,5.0,14.0,171.0,,1.0,,,68.0,51.0,27.0,20.0,2.0,2.0,2.0,10.0,17.0,0.0,0.0,,,3.0
442207,21,2013-01-01 15:00:00,"Boleyn Ground, London",35005,Home,West Ham,Norwich,2,1,W,2,0,0,0,2.0,16.0,5.0,4.0,7.0,3.0,1.0,4.0,1.0,,10.0,6.0,17.0,63.0,384.0,275.0,50.5,,13.0,9.0,17.0,49.0,29.0,1.0,,,9.0,10.0,190.0,,1.0,,,50.0,59.0,27.0,22.0,11.0,11.0,,17.0,6.0,0.0,0.0,1.0,1.0,1.0
442218,22,2013-01-12 15:00:00,"Stadium of Light, Sunderland",39918,Away,West Ham,Sunderland,0,3,L,0,1,0,0,,11.0,3.0,5.0,3.0,1.0,,2.0,,,8.0,4.0,22.0,77.0,414.0,312.0,52.0,,18.0,11.0,12.0,41.0,24.0,7.0,,1.0,10.0,17.0,188.0,,3.0,,,63.0,68.0,32.0,20.0,5.0,5.0,2.0,14.0,10.0,0.0,0.0,,,2.0
442227,23,2013-01-19 15:00:00,"Boleyn Ground, London",34962,Home,West Ham,QPR,1,1,D,0,1,0,0,1.0,23.0,9.0,11.0,3.0,4.0,1.0,5.0,,,17.0,7.0,42.0,92.0,458.0,344.0,69.6,,13.0,10.0,11.0,13.0,5.0,4.0,,,8.0,23.0,216.0,,1.0,,,60.0,63.0,30.0,18.0,12.0,12.0,1.0,7.0,11.0,0.0,0.0,,,2.0
442238,24,2013-01-30 20:00:00,"Craven Cottage, London",24791,Away,West Ham,Fulham,1,3,L,0,1,0,0,1.0,12.0,4.0,7.0,1.0,,,,,1.0,9.0,2.0,29.0,89.0,377.0,288.0,56.0,,23.0,20.0,7.0,48.0,29.0,5.0,,,9.0,27.0,192.0,,3.0,,1.0,64.0,80.0,24.0,24.0,8.0,8.0,1.0,11.0,7.0,0.0,0.0,,,2.0
