matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444476,1,2024-08-17 17:30:00,"London Stadium, London",62463,Home,West Ham,Aston Villa,1,2,L,1,1,0,0,1.0,14.0,3.0,7.0,4.0,,,2.0,1.0,3.0,,,,10.0,6.0,31.0,39.0,417.0,352.0,52.1,26.0,14.0,10.0,6.0,22.0,22.0,8.0,6.0,,,8.0,18.0,127.0,1.0,2.0,,,,43.0,62.0,14.0,13.0,5.0,5.0,,18.0,11.0,0.0,0.0,1.0,1.0,1.0,
2444483,2,2024-08-24 15:00:00,"Selhurst Park, London",25099,Away,West Ham,Crystal Palace,2,0,W,0,0,0,0,2.0,18.0,3.0,10.0,5.0,,,,,1.0,,,1.0,8.0,3.0,15.0,57.0,393.0,302.0,41.6,21.0,20.0,12.0,15.0,25.0,25.0,6.0,4.0,,,3.0,14.0,144.0,2.0,,,1.0,,66.0,55.0,23.0,13.0,3.0,3.0,1.0,17.0,9.0,0.0,0.0,,,2.0,
2444499,3,2024-08-31 17:30:00,"London Stadium, London",62469,Home,West Ham,Man City,1,3,L,1,2,0,0,1.0,10.0,2.0,5.0,3.0,,,1.0,,1.0,2.0,,,6.0,3.0,20.0,42.0,340.0,284.0,32.4,24.0,11.0,6.0,6.0,20.0,20.0,8.0,5.0,,1.0,12.0,10.0,95.0,5.0,3.0,,,,32.0,44.0,9.0,7.0,3.0,3.0,,10.0,2.0,0.0,0.0,,,,108266.08
2444504,4,2024-09-14 15:00:00,"Craven Cottage, London",26528,Away,West Ham,Fulham,1,1,D,0,1,0,0,1.0,11.0,3.0,5.0,3.0,,,1.0,,1.0,,,1.0,9.0,5.0,23.0,45.0,333.0,258.0,45.5,13.0,18.0,10.0,10.0,24.0,24.0,10.0,6.0,,,12.0,24.0,138.0,4.0,1.0,,,,52.0,80.0,10.0,21.0,2.0,2.0,1.0,18.0,15.0,0.0,0.0,,,2.0,100576.29
2444519,5,2024-09-21 12:30:00,"London Stadium, London",62473,Home,West Ham,Chelsea,0,3,L,0,2,0,0,,15.0,7.0,3.0,5.0,,,,,,,,,9.0,7.0,43.0,68.0,498.0,444.0,53.0,36.0,16.0,6.0,8.0,10.0,10.0,6.0,3.0,,,6.0,8.0,107.0,2.0,3.0,,,,43.0,52.0,10.0,10.0,6.0,6.0,1.0,17.0,9.0,0.0,0.0,,,2.0,104266.38
2444522,6,2024-09-28 15:00:00,"Gtech Community Stadium, Brentford",17050,Away,West Ham,Brentford,1,1,D,0,1,0,0,1.0,19.0,3.0,10.0,6.0,,,1.0,1.0,,,,1.0,14.0,7.0,30.0,54.0,399.0,316.0,42.8,39.0,17.0,7.0,10.0,37.0,37.0,10.0,3.0,1.0,,4.0,17.0,143.0,2.0,1.0,,,,46.0,53.0,17.0,18.0,6.0,7.0,,11.0,2.0,0.0,0.0,,,2.0,111364.65
2444539,7,2024-10-05 15:00:00,"London Stadium, London",62467,Home,West Ham,Ipswich,4,1,W,2,1,0,0,4.0,23.0,13.0,6.0,4.0,,,6.0,3.0,6.0,2.0,,1.0,15.0,13.0,20.0,45.0,496.0,432.0,53.0,27.0,19.0,11.0,8.0,18.0,18.0,11.0,3.0,,,11.0,7.0,109.0,2.0,1.0,,,,42.0,52.0,10.0,16.0,5.0,5.0,,12.0,5.0,0.0,0.0,,,3.0,109906.88
2444548,8,2024-10-19 12:30:00,"Tottenham Hotspur Stadium, London",61381,Away,West Ham,Spurs,1,4,L,1,1,1,0,1.0,11.0,4.0,4.0,3.0,,,1.0,1.0,1.0,,,,8.0,5.0,18.0,34.0,366.0,295.0,43.0,21.0,33.0,25.0,11.0,25.0,25.0,4.0,6.0,1.0,,7.0,10.0,123.0,4.0,4.0,,,1.0,64.0,56.0,7.0,9.0,5.0,5.0,1.0,15.0,9.0,0.0,0.0,,,1.0,
2444559,9,2024-10-27 14:00:00,"London Stadium, London",62474,Home,West Ham,Man Utd,2,1,W,0,0,0,0,2.0,12.0,3.0,8.0,1.0,,,3.0,2.0,2.0,,,1.0,10.0,3.0,31.0,42.0,393.0,318.0,42.5,30.0,11.0,5.0,12.0,40.0,40.0,6.0,5.0,1.0,,7.0,13.0,130.0,4.0,1.0,,,,40.0,46.0,13.0,15.0,6.0,6.0,,6.0,6.0,0.0,0.0,1.0,1.0,3.0,
2444566,10,2024-11-02 15:00:00,"The City Ground, Nottingham",30112,Away,West Ham,Nott'm Forest,0,3,L,0,1,1,0,,4.0,2.0,2.0,,,,,,,,,,2.0,,22.0,52.0,392.0,308.0,46.6,9.0,13.0,11.0,11.0,30.0,30.0,6.0,3.0,,1.0,6.0,11.0,127.0,3.0,3.0,,,,45.0,45.0,15.0,13.0,6.0,6.0,,9.0,7.0,0.0,0.0,,,1.0,
