matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
1059711,1,2019-08-11 14:00:00,"St. James' Park, Newcastle",47635.0,Away,Arsenal,Newcastle,1,0,W,0,0,0,0,1.0,8.0,2.0,4.0,2.0,2.0,1.0,1.0,,1.0,8.0,4.0,23.0,65.0,616.0,523.0,61.9,24.0,11.0,6.0,6.0,22.0,22.0,12.0,3.0,,,11.0,13.0,149.0,2.0,,1.0,48.0,65.0,14.0,21.0,3.0,3.0,1.0,7.0,11.0,0.0,0.0,,,3.0
1059712,2,2019-08-17 12:30:00,"Emirates Stadium, London",60214.0,Home,Arsenal,Burnley,2,1,W,1,1,0,0,2.0,15.0,9.0,3.0,3.0,2.0,,2.0,,2.0,15.0,11.0,31.0,41.0,529.0,443.0,67.5,28.0,12.0,7.0,9.0,28.0,28.0,12.0,4.0,,,4.0,10.0,141.0,3.0,1.0,,55.0,51.0,21.0,20.0,10.0,10.0,1.0,13.0,9.0,0.0,0.0,,,5.0
1059725,3,2019-08-24 17:30:00,"Anfield, Liverpool",53298.0,Away,Arsenal,Liverpool,1,3,L,0,1,0,0,1.0,9.0,3.0,4.0,2.0,1.0,,2.0,,,5.0,3.0,19.0,39.0,516.0,447.0,48.0,11.0,16.0,7.0,7.0,27.0,27.0,16.0,13.0,2.0,,9.0,18.0,129.0,2.0,3.0,,48.0,45.0,11.0,7.0,4.0,4.0,,5.0,7.0,0.0,0.0,,,4.0
1059732,4,2019-09-01 16:30:00,"Emirates Stadium, London",60333.0,Home,Arsenal,Spurs,2,2,D,1,2,0,0,2.0,26.0,8.0,10.0,8.0,2.0,2.0,,,2.0,18.0,12.0,43.0,62.0,453.0,380.0,54.8,35.0,23.0,12.0,11.0,11.0,11.0,14.0,1.0,,1.0,7.0,10.0,128.0,7.0,2.0,,71.0,46.0,16.0,13.0,11.0,11.0,1.0,13.0,18.0,0.0,0.0,,,3.0
1059750,5,2019-09-15 16:30:00,"Vicarage Road, Watford",21360.0,Away,Arsenal,Watford,2,2,D,2,0,0,0,2.0,7.0,4.0,2.0,1.0,1.0,1.0,,,2.0,6.0,4.0,14.0,52.0,466.0,386.0,47.6,16.0,13.0,10.0,11.0,16.0,16.0,11.0,6.0,1.0,1.0,16.0,11.0,119.0,8.0,2.0,,42.0,45.0,4.0,8.0,1.0,1.0,,4.0,12.0,0.0,0.0,,,
1059752,6,2019-09-22 16:30:00,"Emirates Stadium, London",60331.0,Home,Arsenal,Aston Villa,3,2,W,0,1,1,0,3.0,21.0,6.0,10.0,5.0,2.0,1.0,2.0,1.0,,16.0,7.0,38.0,60.0,465.0,396.0,58.1,45.0,12.0,6.0,8.0,20.0,20.0,9.0,2.0,,,15.0,14.0,122.0,7.0,2.0,,47.0,53.0,9.0,5.0,9.0,9.0,,13.0,14.0,0.0,0.0,1.0,1.0,2.0
1059768,7,2019-09-30 20:00:00,"Old Trafford, Manchester",73201.0,Away,Arsenal,Man Utd,1,1,D,0,1,0,0,1.0,10.0,5.0,3.0,2.0,3.0,1.0,3.0,,1.0,7.0,4.0,23.0,41.0,364.0,283.0,45.2,23.0,19.0,11.0,8.0,14.0,14.0,17.0,6.0,,,8.0,7.0,134.0,3.0,1.0,,54.0,45.0,11.0,10.0,7.0,7.0,,13.0,17.0,0.0,0.0,,,4.0
1059772,8,2019-10-06 14:00:00,"Emirates Stadium, London",60326.0,Home,Arsenal,Bournemouth,1,0,W,1,0,0,0,1.0,12.0,2.0,6.0,4.0,1.0,,1.0,1.0,1.0,10.0,5.0,38.0,58.0,443.0,334.0,52.5,37.0,23.0,13.0,8.0,17.0,17.0,27.0,1.0,,,14.0,9.0,166.0,2.0,,1.0,55.0,66.0,14.0,26.0,14.0,14.0,,12.0,6.0,0.0,0.0,,,
1059789,9,2019-10-21 20:00:00,"Bramall Lane, Sheffield",30775.0,Away,Arsenal,Sheff Utd,0,1,L,0,1,0,0,,9.0,3.0,4.0,2.0,1.0,,1.0,,,7.0,3.0,42.0,58.0,633.0,548.0,68.6,32.0,17.0,6.0,5.0,12.0,12.0,13.0,1.0,,,3.0,12.0,150.0,1.0,1.0,,59.0,62.0,15.0,28.0,12.0,12.0,,12.0,8.0,0.0,0.0,,,1.0
1059792,10,2019-10-27 16:30:00,"Emirates Stadium, London",60345.0,Home,Arsenal,Crystal Palace,2,2,D,2,1,0,0,2.0,15.0,6.0,8.0,1.0,,1.0,,1.0,1.0,11.0,6.0,34.0,57.0,444.0,362.0,56.2,27.0,21.0,10.0,6.0,18.0,18.0,10.0,4.0,,,8.0,8.0,135.0,2.0,2.0,,54.0,65.0,17.0,25.0,12.0,12.0,,18.0,8.0,0.0,0.0,,,1.0
