matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
441999,1,2012-08-18 15:00:00,"Emirates Stadium, London",60078,Home,Arsenal,Sunderland,0,0,D,0,0,0,0,,23.0,3.0,10.0,10.0,2.0,,2.0,,,18.0,12.0,35.0,85.0,704.0,638.0,70.1,38.0,16.0,12.0,22.0,7.0,6.0,1.0,,,4.0,14.0,127.0,2.0,,1.0,59.0,58.0,12.0,14.0,7.0,7.0,,12.0,8.0,0.0,0.0,,,2.0
442015,2,2012-08-26 13:30:00,"bet365 Stadium, Stoke",27072,Away,Arsenal,Stoke,0,0,D,0,0,0,0,,17.0,2.0,11.0,4.0,,,,,,11.0,4.0,34.0,71.0,525.0,424.0,66.7,26.0,28.0,21.0,12.0,31.0,16.0,1.0,1.0,,2.0,19.0,168.0,1.0,,1.0,80.0,80.0,29.0,41.0,11.0,11.0,3.0,9.0,10.0,0.0,0.0,,,1.0
442020,3,2012-09-02 13:30:00,"Anfield, Liverpool",44932,Away,Arsenal,Liverpool,2,0,W,1,0,0,0,2.0,11.0,5.0,4.0,2.0,2.0,,2.0,,2.0,10.0,6.0,19.0,62.0,505.0,422.0,47.0,12.0,32.0,26.0,20.0,36.0,21.0,4.0,1.0,,11.0,15.0,135.0,4.0,,1.0,67.0,53.0,14.0,10.0,2.0,2.0,,7.0,12.0,0.0,0.0,,,1.0
442029,4,2012-09-15 15:00:00,"Emirates Stadium, London",60097,Home,Arsenal,Southampton,6,1,W,4,1,0,0,6.0,23.0,9.0,8.0,6.0,2.0,2.0,1.0,1.0,2.0,18.0,11.0,42.0,61.0,574.0,506.0,50.0,45.0,21.0,14.0,19.0,19.0,8.0,2.0,1.0,1.0,3.0,15.0,125.0,2.0,1.0,,48.0,39.0,10.0,6.0,8.0,8.0,1.0,4.0,7.0,0.0,0.0,,,
442041,5,2012-09-23 16:00:00,"Etihad Stadium, Manchester",47318,Away,Arsenal,Man City,1,1,D,0,1,0,0,1.0,11.0,4.0,5.0,2.0,1.0,,1.0,,,8.0,3.0,28.0,68.0,650.0,566.0,58.8,24.0,23.0,19.0,25.0,27.0,10.0,4.0,3.0,1.0,6.0,20.0,147.0,5.0,1.0,,63.0,69.0,17.0,17.0,4.0,4.0,,8.0,11.0,0.0,0.0,,,1.0
442049,6,2012-09-29 12:45:00,"Emirates Stadium, London",60101,Home,Arsenal,Chelsea,1,2,L,1,1,0,0,1.0,16.0,4.0,9.0,3.0,1.0,,1.0,,1.0,14.0,6.0,33.0,46.0,478.0,416.0,51.4,34.0,30.0,23.0,19.0,19.0,11.0,2.0,1.0,1.0,14.0,14.0,130.0,1.0,2.0,,72.0,70.0,15.0,16.0,6.0,6.0,,14.0,13.0,0.0,0.0,,,4.0
442067,7,2012-10-06 17:30:00,"Boleyn Ground, London",34974,Away,Arsenal,West Ham,3,1,W,1,1,0,0,3.0,21.0,7.0,6.0,8.0,3.0,2.0,1.0,,3.0,19.0,13.0,47.0,87.0,611.0,532.0,68.7,31.0,21.0,19.0,9.0,27.0,16.0,1.0,1.0,,9.0,9.0,136.0,2.0,1.0,,59.0,56.0,18.0,25.0,16.0,16.0,,8.0,12.0,0.0,0.0,,,1.0
442072,8,2012-10-20 17:30:00,"Carrow Road, Norwich",26825,Away,Arsenal,Norwich,0,1,L,0,1,0,0,,14.0,5.0,6.0,3.0,1.0,,1.0,,,14.0,7.0,35.0,82.0,676.0,588.0,72.0,22.0,14.0,9.0,13.0,23.0,17.0,,1.0,1.0,5.0,14.0,155.0,2.0,1.0,,45.0,55.0,13.0,14.0,10.0,10.0,1.0,10.0,11.0,0.0,0.0,,,4.0
442079,9,2012-10-27 15:00:00,"Emirates Stadium, London",60103,Home,Arsenal,QPR,1,0,W,0,0,0,1,1.0,22.0,9.0,9.0,4.0,2.0,1.0,3.0,2.0,,14.0,6.0,39.0,87.0,603.0,528.0,66.5,35.0,21.0,18.0,18.0,14.0,9.0,2.0,,,17.0,7.0,127.0,2.0,,1.0,63.0,59.0,20.0,7.0,5.0,5.0,1.0,16.0,9.0,0.0,0.0,,,1.0
442091,10,2012-11-03 12:45:00,"Old Trafford, Manchester",75492,Away,Arsenal,Man Utd,1,2,L,0,1,1,0,1.0,7.0,2.0,3.0,2.0,1.0,,1.0,1.0,,5.0,3.0,22.0,49.0,601.0,527.0,52.3,13.0,10.0,9.0,12.0,29.0,16.0,2.0,2.0,1.0,7.0,19.0,123.0,4.0,2.0,,35.0,57.0,10.0,14.0,1.0,1.0,,15.0,13.0,0.0,0.0,,,1.0
442099,11,2012-11-10 15:00:00,"Emirates Stadium, London",60093,Home,Arsenal,Fulham,3,3,D,2,2,0,0,3.0,14.0,6.0,6.0,2.0,4.0,2.0,3.0,1.0,3.0,12.0,6.0,39.0,69.0,565.0,498.0,56.4,23.0,23.0,14.0,12.0,18.0,6.0,2.0,1.0,1.0,4.0,9.0,129.0,2.0,3.0,,59.0,44.0,16.0,15.0,8.0,8.0,1.0,11.0,10.0,0.0,0.0,1.0,,1.0
442109,12,2012-11-17 12:45:00,"Emirates Stadium, London",60111,Home,Arsenal,Spurs,5,2,W,3,1,0,1,5.0,13.0,7.0,3.0,3.0,1.0,1.0,,,4.0,10.0,7.0,39.0,73.0,590.0,517.0,65.8,30.0,15.0,12.0,14.0,23.0,12.0,2.0,,1.0,7.0,10.0,125.0,1.0,2.0,,55.0,44.0,18.0,7.0,6.0,6.0,2.0,13.0,12.0,0.0,0.0,,,4.0
442119,13,2012-11-24 17:30:00,"Villa Park, Birmingham",34607,Away,Arsenal,Aston Villa,0,0,D,0,0,0,0,,12.0,1.0,7.0,4.0,1.0,,1.0,,,11.0,5.0,31.0,53.0,602.0,528.0,62.6,23.0,19.0,11.0,17.0,27.0,19.0,4.0,2.0,,2.0,10.0,138.0,4.0,,1.0,50.0,38.0,19.0,12.0,6.0,6.0,,10.0,6.0,0.0,0.0,,,3.0
442138,14,2012-11-28 19:45:00,"Goodison Park, Liverpool",37141,Away,Arsenal,Everton,1,1,D,1,1,0,0,1.0,11.0,3.0,3.0,5.0,,,,,1.0,10.0,7.0,30.0,85.0,533.0,429.0,57.4,22.0,23.0,21.0,24.0,38.0,18.0,2.0,,1.0,5.0,18.0,177.0,8.0,1.0,,70.0,58.0,18.0,14.0,6.0,6.0,,9.0,15.0,0.0,0.0,,,
442139,15,2012-12-01 15:00:00,"Emirates Stadium, London",60098,Home,Arsenal,Swansea,0,2,L,0,0,0,0,,10.0,5.0,2.0,3.0,,,,,,8.0,6.0,42.0,68.0,612.0,550.0,52.5,30.0,14.0,10.0,13.0,14.0,8.0,5.0,,2.0,6.0,13.0,122.0,5.0,2.0,,45.0,46.0,12.0,6.0,8.0,8.0,,12.0,9.0,0.0,0.0,,,
442149,16,2012-12-08 15:00:00,"Emirates Stadium, London",60083,Home,Arsenal,West Brom,2,0,W,1,0,0,0,2.0,19.0,3.0,9.0,7.0,2.0,2.0,3.0,,,13.0,6.0,35.0,73.0,500.0,415.0,59.0,31.0,24.0,20.0,13.0,17.0,10.0,2.0,,,6.0,9.0,147.0,1.0,,1.0,72.0,49.0,24.0,12.0,7.0,7.0,1.0,13.0,12.0,0.0,0.0,2.0,2.0,6.0
442165,17,2012-12-17 20:00:00,"Select Car Leasing Stadium, Reading",24125,Away,Arsenal,Reading,5,2,W,3,0,0,0,5.0,26.0,13.0,7.0,6.0,6.0,3.0,3.0,,5.0,22.0,17.0,33.0,80.0,724.0,635.0,67.1,45.0,16.0,12.0,12.0,17.0,11.0,4.0,,1.0,13.0,8.0,134.0,1.0,2.0,,51.0,44.0,14.0,15.0,7.0,7.0,,4.0,7.0,0.0,0.0,,,3.0
442178,18,2012-12-22 12:45:00,"DW Stadium, Wigan",21754,Away,Arsenal,Wigan,1,0,W,0,0,0,0,1.0,11.0,4.0,2.0,5.0,1.0,1.0,1.0,,,6.0,5.0,21.0,60.0,496.0,415.0,49.6,18.0,16.0,11.0,16.0,21.0,12.0,2.0,,,10.0,15.0,136.0,3.0,,1.0,49.0,51.0,10.0,8.0,4.0,4.0,,9.0,14.0,0.0,0.0,1.0,1.0,1.0
442179,19,2013-01-23 19:45:00,"Emirates Stadium, London",60081,Home,Arsenal,West Ham,5,1,W,1,1,0,0,5.0,24.0,10.0,4.0,10.0,3.0,2.0,1.0,,5.0,18.0,14.0,41.0,65.0,624.0,546.0,69.1,52.0,16.0,16.0,17.0,26.0,13.0,4.0,,,8.0,7.0,131.0,2.0,1.0,,52.0,38.0,17.0,7.0,13.0,13.0,2.0,9.0,11.0,0.0,0.0,,,2.0
442189,20,2012-12-29 17:30:00,"Emirates Stadium, London",60087,Home,Arsenal,Newcastle,7,3,W,1,1,0,0,7.0,16.0,10.0,4.0,2.0,5.0,4.0,2.0,2.0,6.0,14.0,11.0,28.0,62.0,416.0,344.0,44.2,26.0,24.0,22.0,9.0,26.0,13.0,2.0,,,6.0,7.0,113.0,4.0,3.0,,60.0,39.0,12.0,7.0,5.0,5.0,1.0,9.0,10.0,0.0,0.0,,,2.0
442203,21,2013-01-01 17:30:00,"St. Mary's Stadium, Southampton",31743,Away,Arsenal,Southampton,1,1,D,1,1,0,0,1.0,6.0,1.0,2.0,3.0,,,,,,4.0,3.0,31.0,84.0,542.0,435.0,55.9,17.0,27.0,17.0,18.0,31.0,18.0,2.0,,1.0,12.0,12.0,175.0,5.0,1.0,,64.0,57.0,15.0,15.0,3.0,3.0,,7.0,9.0,0.0,0.0,,,3.0
442209,22,2013-01-13 16:00:00,"Emirates Stadium, London",60107,Home,Arsenal,Man City,0,2,L,0,2,1,1,,9.0,3.0,4.0,2.0,2.0,,2.0,,,7.0,4.0,33.0,56.0,385.0,287.0,40.0,14.0,13.0,12.0,32.0,21.0,13.0,5.0,3.0,,6.0,7.0,146.0,3.0,2.0,,58.0,58.0,20.0,25.0,2.0,2.0,2.0,12.0,18.0,0.0,0.0,,,3.0
442219,23,2013-01-20 13:30:00,"Stamford Bridge, London",41784,Away,Arsenal,Chelsea,1,2,L,0,2,0,0,1.0,12.0,6.0,4.0,2.0,2.0,1.0,1.0,,1.0,8.0,5.0,28.0,62.0,406.0,325.0,49.7,16.0,24.0,18.0,22.0,30.0,17.0,3.0,1.0,,12.0,23.0,166.0,4.0,2.0,,71.0,79.0,21.0,18.0,9.0,9.0,1.0,11.0,10.0,0.0,0.0,,,5.0
442229,24,2013-01-30 19:45:00,"Emirates Stadium, London",60089,Home,Arsenal,Liverpool,2,2,D,0,1,0,0,2.0,19.0,6.0,8.0,5.0,3.0,,3.0,,2.0,15.0,6.0,44.0,92.0,608.0,529.0,61.8,39.0,23.0,16.0,13.0,19.0,9.0,4.0,2.0,1.0,7.0,13.0,147.0,2.0,2.0,,57.0,57.0,17.0,14.0,8.0,8.0,2.0,9.0,11.0,0.0,0.0,,,1.0
442239,25,2013-02-02 15:00:00,"Emirates Stadium, London",59872,Home,Arsenal,Stoke,1,0,W,0,0,0,0,1.0,23.0,5.0,8.0,10.0,2.0,,3.0,,,15.0,7.0,48.0,71.0,625.0,549.0,65.4,28.0,10.0,9.0,16.0,28.0,18.0,2.0,,,3.0,8.0,141.0,1.0,,1.0,69.0,49.0,31.0,31.0,11.0,11.0,,3.0,13.0,0.0,0.0,,,2.0
442256,26,2013-02-09 15:00:00,"Stadium of Light, Sunderland",46402,Away,Arsenal,Sunderland,1,0,W,1,0,1,0,1.0,19.0,8.0,9.0,2.0,2.0,,2.0,1.0,1.0,16.0,9.0,27.0,77.0,617.0,522.0,61.3,23.0,19.0,17.0,14.0,50.0,26.0,2.0,1.0,,12.0,6.0,124.0,6.0,,1.0,64.0,58.0,22.0,19.0,2.0,2.0,,13.0,6.0,0.0,0.0,,,1.0
442259,27,2013-02-23 15:00:00,"Emirates Stadium, London",60079,Home,Arsenal,Aston Villa,2,1,W,1,0,0,0,2.0,26.0,7.0,11.0,8.0,4.0,1.0,3.0,1.0,1.0,23.0,12.0,57.0,69.0,603.0,538.0,63.9,54.0,19.0,17.0,21.0,20.0,15.0,2.0,,1.0,9.0,8.0,135.0,2.0,1.0,,59.0,44.0,16.0,11.0,12.0,12.0,,7.0,10.0,0.0,0.0,,,3.0
442277,28,2013-03-03 16:00:00,"White Hart Lane, London",36170,Away,Arsenal,Spurs,1,2,L,0,2,0,0,1.0,11.0,2.0,4.0,5.0,,,,,1.0,8.0,7.0,42.0,74.0,514.0,424.0,60.5,22.0,14.0,10.0,19.0,19.0,12.0,2.0,1.0,,6.0,11.0,146.0,2.0,2.0,,69.0,57.0,25.0,17.0,6.0,6.0,1.0,13.0,18.0,0.0,0.0,,,2.0
442279,29,2013-04-16 19:45:00,"Emirates Stadium, London",60071,Home,Arsenal,Everton,0,0,D,0,0,0,0,,11.0,2.0,5.0,4.0,2.0,,2.0,,,11.0,6.0,39.0,77.0,512.0,424.0,56.8,33.0,19.0,13.0,16.0,18.0,14.0,5.0,,,8.0,12.0,172.0,2.0,,1.0,60.0,64.0,17.0,12.0,8.0,8.0,,11.0,13.0,0.0,0.0,,,1.0
442296,30,2013-03-16 15:00:00,"Swansea.com Stadium, Swansea",20583,Away,Arsenal,Swansea,2,0,W,0,0,0,0,2.0,16.0,6.0,5.0,5.0,1.0,1.0,,2.0,2.0,13.0,8.0,27.0,73.0,467.0,393.0,43.1,25.0,13.0,10.0,14.0,8.0,4.0,2.0,1.0,,5.0,5.0,126.0,,,1.0,42.0,35.0,14.0,7.0,7.0,8.0,,8.0,2.0,0.0,0.0,,,1.0
442299,31,2013-03-30 15:00:00,"Emirates Stadium, London",60082,Home,Arsenal,Reading,4,1,W,1,0,0,0,4.0,26.0,6.0,9.0,11.0,2.0,2.0,1.0,,3.0,17.0,10.0,49.0,75.0,676.0,593.0,70.1,58.0,11.0,11.0,20.0,14.0,5.0,,,,4.0,6.0,140.0,1.0,1.0,,47.0,50.0,17.0,18.0,11.0,11.0,,10.0,14.0,0.0,0.0,1.0,1.0,3.0
442318,32,2013-04-06 15:00:00,"The Hawthorns, West Bromwich",26144,Away,Arsenal,West Brom,2,1,W,1,0,1,0,2.0,11.0,6.0,5.0,,2.0,2.0,1.0,,1.0,9.0,5.0,22.0,65.0,433.0,333.0,48.1,11.0,15.0,13.0,13.0,41.0,19.0,2.0,,,4.0,6.0,143.0,3.0,1.0,,40.0,45.0,13.0,11.0,4.0,4.0,,16.0,6.0,0.0,0.0,,,1.0
442319,33,2013-04-13 15:00:00,"Emirates Stadium, London",60095,Home,Arsenal,Norwich,3,1,W,0,0,0,0,3.0,14.0,7.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,12.0,9.0,45.0,81.0,620.0,526.0,67.9,51.0,25.0,20.0,13.0,15.0,9.0,1.0,,,1.0,9.0,156.0,3.0,1.0,,55.0,44.0,14.0,15.0,9.0,9.0,,10.0,10.0,0.0,0.0,1.0,1.0,3.0
442329,34,2013-04-20 15:00:00,"Craven Cottage, London",25700,Away,Arsenal,Fulham,1,0,W,1,0,1,1,1.0,11.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,9.0,5.0,31.0,77.0,771.0,691.0,71.2,22.0,14.0,12.0,17.0,24.0,17.0,2.0,1.0,,10.0,5.0,128.0,3.0,,1.0,50.0,42.0,12.0,7.0,3.0,3.0,4.0,9.0,12.0,0.0,0.0,,,3.0
442339,35,2013-04-28 16:00:00,"Emirates Stadium, London",60112,Home,Arsenal,Man Utd,1,1,D,1,1,0,0,1.0,19.0,6.0,6.0,7.0,1.0,1.0,,,1.0,17.0,12.0,30.0,76.0,507.0,407.0,51.8,20.0,18.0,13.0,16.0,19.0,6.0,3.0,,,10.0,5.0,145.0,3.0,1.0,,47.0,55.0,10.0,19.0,7.0,7.0,,11.0,11.0,0.0,0.0,,,1.0
442353,36,2013-05-04 17:30:00,"MATRADE Loftus Road, London",18178,Away,Arsenal,QPR,1,0,W,1,0,0,0,1.0,12.0,7.0,,5.0,1.0,1.0,,1.0,1.0,8.0,8.0,28.0,78.0,590.0,489.0,58.8,25.0,22.0,16.0,24.0,25.0,11.0,3.0,,,9.0,10.0,166.0,4.0,,1.0,60.0,48.0,21.0,10.0,7.0,7.0,,9.0,8.0,0.0,0.0,,,5.0
442359,37,2013-05-14 19:45:00,"Emirates Stadium, London",60068,Home,Arsenal,Wigan,4,1,W,1,1,0,0,4.0,21.0,10.0,7.0,4.0,5.0,4.0,2.0,,4.0,14.0,9.0,28.0,57.0,458.0,365.0,47.5,25.0,24.0,20.0,21.0,14.0,12.0,4.0,,,10.0,6.0,144.0,1.0,1.0,,52.0,43.0,12.0,10.0,7.0,7.0,,12.0,11.0,0.0,0.0,,,2.0
442372,38,2013-05-19 16:00:00,"St. James' Park, Newcastle",52354,Away,Arsenal,Newcastle,1,0,W,0,0,0,0,1.0,10.0,2.0,6.0,2.0,,1.0,1.0,1.0,,6.0,2.0,18.0,68.0,463.0,369.0,49.3,14.0,32.0,28.0,11.0,18.0,9.0,2.0,,,14.0,7.0,138.0,1.0,,1.0,85.0,57.0,22.0,13.0,4.0,4.0,3.0,10.0,17.0,0.0,0.0,,,2.0
