matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755303,1,2014-08-16 17:30:00,"Emirates Stadium, London",59962,Home,Arsenal,Crystal Palace,2,1,W,1,1,0,1,2.0,14.0,6.0,5.0,3.0,2.0,2.0,1.0,,1.0,11.0,7.0,21.0,95.0,730.0,640.0,76.9,26.0,20.0,16.0,30.0,30.0,24.0,2.0,1.0,,7.0,11.0,167.0,1.0,1.0,,,78.0,68.0,23.0,17.0,9.0,9.0,1.0,13.0,18.0,0.0,0.0,,,
755316,2,2014-08-23 17:30:00,"Goodison Park, Liverpool",39490,Away,Arsenal,Everton,2,2,D,0,2,0,0,2.0,13.0,3.0,9.0,1.0,2.0,1.0,1.0,,2.0,10.0,3.0,27.0,63.0,527.0,448.0,54.2,15.0,11.0,19.0,28.0,28.0,19.0,2.0,1.0,,7.0,5.0,131.0,,2.0,,,42.0,52.0,10.0,10.0,3.0,3.0,1.0,18.0,10.0,0.0,0.0,,,
755326,3,2014-08-31 16:00:00,"King Power Stadium, Leicester",31535,Away,Arsenal,Leicester,1,1,D,1,1,0,0,1.0,24.0,6.0,5.0,13.0,3.0,1.0,3.0,,,19.0,15.0,26.0,102.0,690.0,613.0,68.3,18.0,14.0,9.0,31.0,31.0,21.0,2.0,,,13.0,14.0,142.0,2.0,1.0,,,68.0,54.0,26.0,10.0,10.0,10.0,1.0,5.0,14.0,0.0,0.0,,,3.0
755333,4,2014-09-13 12:45:00,"Emirates Stadium, London",60003,Home,Arsenal,Man City,2,2,D,0,1,0,0,2.0,15.0,6.0,9.0,,4.0,2.0,3.0,1.0,2.0,10.0,5.0,26.0,68.0,462.0,367.0,45.4,31.0,23.0,26.0,26.0,26.0,22.0,2.0,,,13.0,15.0,166.0,6.0,2.0,,,83.0,73.0,14.0,14.0,,,1.0,11.0,15.0,0.0,0.0,,,2.0
755343,5,2014-09-20 15:00:00,"Villa Park, Birmingham",40013,Away,Arsenal,Aston Villa,3,0,W,3,0,0,0,3.0,9.0,3.0,4.0,2.0,2.0,2.0,,,2.0,8.0,5.0,15.0,90.0,815.0,737.0,70.9,14.0,10.0,22.0,17.0,17.0,19.0,2.0,2.0,,6.0,4.0,125.0,2.0,,1.0,,43.0,30.0,11.0,3.0,5.0,5.0,,9.0,11.0,0.0,0.0,,,2.0
755353,6,2014-09-27 17:30:00,"Emirates Stadium, London",59900,Home,Arsenal,Spurs,1,1,D,0,0,0,0,1.0,16.0,6.0,3.0,7.0,,1.0,,,,10.0,9.0,21.0,86.0,618.0,544.0,68.6,17.0,16.0,19.0,11.0,11.0,12.0,,,1.0,7.0,8.0,148.0,4.0,1.0,,,63.0,46.0,15.0,9.0,15.0,15.0,2.0,7.0,16.0,0.0,0.0,,,3.0
755364,7,2014-10-05 14:05:00,"Stamford Bridge, London",41607,Away,Arsenal,Chelsea,0,2,L,0,1,0,0,,10.0,,6.0,4.0,,,,,,9.0,4.0,18.0,69.0,505.0,425.0,53.0,25.0,17.0,17.0,29.0,29.0,17.0,1.0,,,13.0,7.0,149.0,2.0,2.0,,,76.0,74.0,11.0,23.0,2.0,2.0,,10.0,14.0,0.0,0.0,,,
755373,8,2014-10-18 15:00:00,"Emirates Stadium, London",60004,Home,Arsenal,Hull,2,2,D,1,1,0,0,2.0,25.0,9.0,6.0,10.0,1.0,,2.0,,2.0,18.0,15.0,36.0,72.0,698.0,616.0,65.8,21.0,18.0,21.0,5.0,5.0,17.0,,,1.0,5.0,12.0,151.0,2.0,2.0,,,66.0,56.0,15.0,16.0,10.0,10.0,,9.0,13.0,0.0,0.0,,,
755388,9,2014-10-25 15:00:00,"Stadium of Light, Sunderland",44449,Away,Arsenal,Sunderland,2,0,W,1,0,0,0,2.0,15.0,5.0,8.0,2.0,,2.0,,,,11.0,4.0,24.0,57.0,539.0,441.0,57.1,31.0,21.0,23.0,25.0,25.0,15.0,3.0,1.0,,14.0,13.0,152.0,3.0,,1.0,,68.0,57.0,16.0,15.0,3.0,3.0,,9.0,10.0,0.0,0.0,,,
755393,10,2014-11-01 15:00:00,"Emirates Stadium, London",60012,Home,Arsenal,Burnley,3,0,W,0,0,0,0,3.0,32.0,12.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,23.0,14.0,37.0,70.0,630.0,542.0,67.6,10.0,8.0,14.0,17.0,17.0,20.0,1.0,1.0,,5.0,12.0,164.0,2.0,,1.0,,53.0,50.0,14.0,19.0,18.0,18.0,,5.0,8.0,0.0,0.0,,,2.0
755409,11,2014-11-09 16:00:00,"Swansea.com Stadium, Swansea",20812,Away,Arsenal,Swansea,1,2,L,0,0,0,0,1.0,12.0,4.0,3.0,5.0,4.0,1.0,3.0,,1.0,11.0,9.0,28.0,47.0,462.0,382.0,51.9,16.0,14.0,19.0,19.0,19.0,8.0,1.0,1.0,,11.0,6.0,136.0,3.0,2.0,,,53.0,53.0,14.0,15.0,10.0,10.0,1.0,16.0,10.0,0.0,0.0,,,
755413,12,2014-11-22 17:30:00,"Emirates Stadium, London",60074,Home,Arsenal,Man Utd,1,2,L,0,0,0,0,1.0,23.0,9.0,8.0,6.0,2.0,,2.0,,1.0,21.0,14.0,24.0,69.0,490.0,412.0,61.4,19.0,14.0,6.0,10.0,10.0,21.0,4.0,,1.0,10.0,12.0,140.0,1.0,2.0,,1.0,47.0,61.0,10.0,14.0,11.0,11.0,,12.0,7.0,0.0,0.0,,,1.0
755431,13,2014-11-29 12:45:00,"The Hawthorns, West Bromwich",24228,Away,Arsenal,West Brom,1,0,W,0,0,0,0,1.0,17.0,5.0,6.0,6.0,,,,,1.0,14.0,10.0,20.0,60.0,507.0,416.0,51.6,10.0,6.0,24.0,35.0,35.0,20.0,3.0,,,3.0,8.0,130.0,1.0,,1.0,,58.0,49.0,26.0,23.0,4.0,4.0,1.0,10.0,9.0,0.0,0.0,,,1.0
