playerId,playerName,position,team,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,penaltiesFaced,timePlayed,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,savesMadeCaught,aerialDuelsLost,goalsConcededOutsideBox,goalkeeperSmother,penaltiesSaved,cleanSheets,savesFromPenalty,groundDuelsLost,cornersWon,totalFoulsConceded,interceptions,handballsConceded,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,secondGoalAssists,expectedGoalsFreekick,substituteOn,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,goals,awayGoals,penaltiesConceded,homeGoals,headedGoals,hitWoodwork,leftFootGoals,rightFootGoals,foulWonPenalty,penaltiesTaken
500016,Welington,Defender,Southampton U21,Brazil,2024-25,0.1647,0.0,,,16.0,10.0,6.0,23.0,141.0,,9.0,,480.0,39.0,12.0,34.0,110.0,,1.0,9.6736,4.0,33.0,10.0,46.0,,8.0,0.0,63.0,52.0,21.0,10.0,,,66.0,8.0,54.0,5.0,0.0,,136.0,57.0,,,4.0,8.0,293.0,7.0,56.0,,1.0,7.0,8.0,24.0,,4.0,2.0,,,,,20.0,3.0,6.0,7.0,,4.0,2.0,,,,21.0,1.0,,,1.0,7.0,1.0,2.0,6.0,,4.0,,,,3.0,5.0,3.0,,4.0,,12.0,,3.0,13.0,7.0,,1.0,9.0,5.0,1.0,,39.0,23.0,4.0,2.0,3.0,0.0369,,,4.0,,,,5.0,,,1.0,,,,,,,
171771,Jan Bednarek,Defender,FC Porto,Poland,2024-25,0.854,0.0,,,77.0,30.0,30.0,120.0,1683.0,45.0,109.0,,2535.0,123.0,15.0,51.0,1502.0,,4.0,57.4583,9.0,189.0,57.0,612.0,,13.0,0.0,208.0,429.0,106.0,30.0,,,409.0,49.0,99.0,72.0,0.0,44.0,1605.0,135.0,1.0,,557.0,61.0,2090.0,26.0,1154.0,,7.0,43.0,57.0,85.0,,37.0,8.0,,,3.0,,48.0,1.0,31.0,56.0,1.0,,1.0,3.0,,1.4943,36.0,4.0,,,,1.0,,,,,,1.0,1.0,,15.0,,5.0,1.0,11.0,,17.0,2.0,,1.0,3.0,1.0,1.0,19.0,3.0,36.0,2.0,85.0,1.0,4.0,,10.0,0.6519,,,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,
477386,Armel Bella-Kotchap,Defender,Southampton,Germany,2024-25,0.015,0.0,,,10.0,4.0,2.0,21.0,223.0,,11.0,,329.0,15.0,1.0,9.0,195.0,,2.0,11.7966,2.0,21.0,13.0,77.0,,2.0,0.0,27.0,43.0,19.0,4.0,,,40.0,12.0,16.0,6.0,0.0,,219.0,25.0,,,85.0,7.0,270.0,6.0,162.0,,0.0,11.0,6.0,12.0,,5.0,1.0,,,,,7.0,,3.0,5.0,,,,,1.0,,7.0,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,1.0,,1.0,5.0,,2.0,,18.0,,,,2.0,0.3199,,,2.0,,,,,,,,,,,,,,
620408,Joachim Kayi-Sanda,Defender,Southampton U21,France,2024-25,0.001,0.0,,,,2.0,,,15.0,,1.0,,12.0,,,,15.0,,,0.4049,,1.0,1.0,4.0,,,0.0,1.0,2.0,,2.0,,,6.0,,,,0.0,,15.0,1.0,,,9.0,,19.0,,9.0,,0.0,,,1.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
494551,Jayden Moore,Defender,Southampton U21,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220585,Flynn Downes,Midfielder,Southampton,England,2024-25,1.4354,0.0,,,78.0,27.0,25.0,101.0,1104.0,,34.0,,2154.0,113.0,32.0,96.0,984.0,,2.0,46.5773,2.0,50.0,49.0,307.0,,39.0,0.0,224.0,231.0,83.0,27.0,,,422.0,42.0,190.0,17.0,0.0,,1075.0,149.0,,,309.0,19.0,1414.0,16.0,581.0,,12.0,23.0,44.0,111.0,,17.0,7.0,,,3.0,,94.0,5.0,50.0,32.0,2.0,,4.0,3.0,3.0,0.8954,49.0,6.0,7.0,,53.0,4.0,,2.0,,,,2.0,2.0,1.0,22.0,,15.0,2.0,19.0,,24.0,,8.0,4.0,25.0,2.0,3.0,25.0,8.0,9.0,,257.0,,7.0,2.0,23.0,0.6347,,,2.0,,,,,1.0,1.0,,0.0,,,,1.0,,
193204,Joe Aribo,Midfielder,Leicester City,Nigeria,2024-25,1.2533,0.0,,,93.0,32.0,21.0,108.0,1031.0,,50.0,,2018.0,121.0,32.0,95.0,907.0,,5.0,56.2535,1.0,28.0,56.0,300.0,,28.0,0.0,224.0,212.0,112.0,32.0,,,463.0,49.0,174.0,26.0,0.0,,1022.0,186.0,,,292.0,16.0,1357.0,9.0,462.0,,1.0,15.0,33.0,103.0,,24.0,7.0,,,,,79.0,6.0,20.0,20.0,,2.0,6.0,7.0,1.0,2.6285,47.0,11.0,2.0,,44.0,8.0,1.0,2.0,,,2.0,4.0,4.0,,46.0,,16.0,4.0,17.0,,14.0,1.0,22.0,8.0,41.0,4.0,4.0,33.0,21.0,11.0,,227.0,4.0,13.0,2.0,12.0,2.6976,,,11.0,,,,,3.0,1.0,1.0,2.0,,2.0,3.0,,,
214466,Will Smallbone,Midfielder,Millwall,Ireland,2024-25,0.9081,0.0,,,44.0,18.0,6.0,55.0,314.0,,10.0,,682.0,31.0,16.0,27.0,249.0,,3.0,21.477,,14.0,22.0,88.0,,3.0,0.0,71.0,88.0,23.0,18.0,,,139.0,20.0,61.0,4.0,0.0,,285.0,106.0,,,65.0,10.0,447.0,3.0,127.0,,1.0,11.0,12.0,40.0,,6.0,2.0,,,,,34.0,2.0,11.0,2.0,,3.0,4.0,1.0,,0.1526,20.0,3.0,1.0,,10.0,6.0,,2.0,25.0,,7.0,,,,18.0,,10.0,2.0,8.0,,7.0,,2.0,29.0,8.0,2.0,2.0,13.0,4.0,,,73.0,4.0,4.0,2.0,6.0,0.5626,,0.0431,12.0,3.0,1.0,1.0,19.0,1.0,1.0,1.0,0.0,,1.0,,1.0,,
39155,Adam Lallana,Midfielder,Southampton,England,2024-25,0.4893,0.0,,,32.0,14.0,5.0,37.0,255.0,,4.0,,356.0,23.0,6.0,21.0,215.0,,1.0,9.3785,,5.0,8.0,71.0,,8.0,0.0,53.0,76.0,19.0,14.0,,,108.0,7.0,49.0,2.0,0.0,,251.0,60.0,,,55.0,3.0,333.0,2.0,113.0,,4.0,5.0,13.0,30.0,,2.0,1.0,,,,,28.0,1.0,8.0,5.0,1.0,3.0,1.0,,,,8.0,2.0,1.0,2.0,12.0,1.0,,,,,3.0,,,2.0,7.0,,2.0,1.0,3.0,,3.0,,5.0,1.0,11.0,1.0,2.0,5.0,5.0,1.0,,53.0,,5.0,,5.0,0.167,,,9.0,,,,,,,,,,,,,,
551226,Mateus Fernandes,Midfielder,West Ham United,Portugal,2024-25,3.6381,0.0,,,160.0,36.0,34.0,191.0,1236.0,,24.0,,2919.0,208.0,71.0,193.0,987.0,,5.0,67.5477,5.0,30.0,66.0,361.0,,55.0,0.0,386.0,294.0,179.0,36.0,,,605.0,56.0,362.0,15.0,0.0,,1144.0,419.0,,,256.0,58.0,1919.0,14.0,472.0,,8.0,31.0,72.0,178.0,,9.0,10.0,,,1.0,,169.0,13.0,46.0,28.0,1.0,7.0,20.0,14.0,2.0,2.2154,89.0,22.0,9.0,4.0,56.0,33.0,4.0,10.0,54.0,4.0,32.0,8.0,8.0,2.0,50.0,,30.0,10.0,35.0,4.0,41.0,,49.0,81.0,85.0,10.0,8.0,48.0,49.0,8.0,,325.0,10.0,15.0,10.0,24.0,4.0104,,0.3004,2.0,20.0,4.0,4.0,33.0,2.0,1.0,,1.0,,,2.0,,,
504783,Kamaldeen Sulemana,Forward,Atalanta,Ghana,2024-25,0.8499,0.0,,,47.0,26.0,17.0,53.0,328.0,,40.0,,1406.0,85.0,21.0,72.0,268.0,,3.0,35.6336,,7.0,36.0,99.0,,11.0,0.0,219.0,56.0,63.0,26.0,,,191.0,33.0,179.0,13.0,0.0,,328.0,209.0,,,56.0,7.0,661.0,2.0,92.0,,2.0,6.0,5.0,134.0,,27.0,3.0,,,,,107.0,9.0,22.0,6.0,1.0,8.0,13.0,8.0,6.0,1.0076,22.0,16.0,,1.0,11.0,18.0,3.0,5.0,,1.0,8.0,6.0,6.0,,63.0,,9.0,8.0,12.0,1.0,5.0,,56.0,18.0,81.0,8.0,8.0,17.0,39.0,4.0,,117.0,2.0,12.0,5.0,12.0,1.4869,,,9.0,,,,,1.0,0.0,,1.0,,2.0,1.0,,,
90105,Ryan Fraser,Midfielder,Southampton,Scotland,2024-25,,1.0,,,13.0,8.0,4.0,13.0,87.0,,5.0,,306.0,14.0,2.0,12.0,73.0,,,,,8.0,10.0,23.0,,4.0,0.0,23.0,18.0,10.0,8.0,,,31.0,9.0,18.0,2.0,1.0,,87.0,33.0,,,10.0,1.0,139.0,,43.0,,0.0,,8.0,9.0,,3.0,1.0,,,,,6.0,1.0,1.0,1.0,,,,1.0,,,6.0,1.0,,,,10.0,1.0,,2.0,,,,,,3.0,,2.0,,,,4.0,,1.0,12.0,3.0,,,2.0,2.0,1.0,,36.0,3.0,4.0,,,,,,4.0,,,,2.0,,,1.0,,,,,,,
503714,Lesley Ugochukwu,Midfielder,Burnley,France,2024-25,,0.0,,,86.0,26.0,18.0,101.0,700.0,,39.0,,1664.0,105.0,28.0,84.0,584.0,,4.0,,3.0,23.0,39.0,218.0,,16.0,0.0,192.0,193.0,67.0,26.0,,,311.0,34.0,153.0,21.0,0.0,,691.0,139.0,,,182.0,15.0,931.0,7.0,289.0,,7.0,15.0,35.0,87.0,,18.0,5.0,,,,,69.0,3.0,31.0,14.0,1.0,1.0,4.0,1.0,,,50.0,6.0,2.0,1.0,19.0,5.0,,,,,1.0,,,1.0,24.0,,13.0,,17.0,,26.0,,8.0,5.0,21.0,,5.0,24.0,19.0,10.0,,107.0,,14.0,,18.0,,,,8.0,,,,,1.0,1.0,1.0,0.0,,,1.0,,,
499724,Sam Amo-Ameyaw,Forward,Strasbourg,England,2024-25,0.1269,0.0,,,,2.0,,,7.0,,1.0,,26.0,3.0,,3.0,7.0,,,1.1095,,,,,,2.0,0.0,10.0,,1.0,2.0,,,5.0,,9.0,,0.0,,6.0,6.0,,,2.0,,19.0,,3.0,,1.0,,,7.0,,1.0,,,,,,6.0,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,2.0,,1.0,,,,1.0,,3.0,1.0,5.0,,,,,,,5.0,,,1.0,1.0,0.0204,,,2.0,,,,,,,,,,,,,,
494779,Albert Grønbæk,Midfielder,Southampton,Denmark,2024-25,0.0111,0.0,,,4.0,4.0,2.0,4.0,17.0,,2.0,,143.0,7.0,1.0,5.0,13.0,,1.0,4.4431,,1.0,3.0,8.0,,1.0,0.0,22.0,3.0,6.0,4.0,,,9.0,3.0,20.0,2.0,0.0,,17.0,18.0,,,3.0,,43.0,,4.0,,0.0,,1.0,15.0,,,,,,,,15.0,,,,,,2.0,,,,4.0,,,,,1.0,,1.0,,,,,,,2.0,,1.0,1.0,,,3.0,,4.0,1.0,8.0,1.0,,1.0,,1.0,,3.0,,2.0,1.0,,0.1162,,,2.0,,,,,,,,,,,,,,
496661,Tyler Dibling,Midfielder,Everton,England,2024-25,1.4575,0.0,,,82.0,33.0,20.0,92.0,586.0,,35.0,,1874.0,139.0,31.0,129.0,480.0,,4.0,53.4768,2.0,16.0,50.0,64.0,,50.0,0.0,302.0,126.0,80.0,33.0,,,315.0,45.0,267.0,10.0,0.0,,564.0,265.0,,,201.0,14.0,1004.0,,186.0,,6.0,10.0,18.0,163.0,,25.0,5.0,,,,,138.0,6.0,30.0,8.0,,3.0,8.0,9.0,7.0,2.4949,34.0,20.0,8.0,,29.0,16.0,2.0,4.0,11.0,3.0,7.0,4.0,4.0,,50.0,,20.0,4.0,14.0,3.0,14.0,,43.0,21.0,98.0,4.0,11.0,20.0,45.0,5.0,,195.0,3.0,12.0,4.0,13.0,2.5584,,,13.0,3.0,,,5.0,2.0,1.0,,1.0,,2.0,2.0,,2.0,
155511,Adam Armstrong,Forward,Wolverhampton Wanderers,England,2024-25,0.5719,0.0,,,38.0,20.0,15.0,44.0,269.0,,14.0,,1252.0,28.0,17.0,23.0,221.0,,2.0,33.016,,8.0,35.0,48.0,,5.0,1.0,86.0,45.0,23.0,20.0,,,144.0,28.0,72.0,5.0,0.0,,254.0,96.0,,,59.0,4.0,405.0,3.0,84.0,,4.0,6.0,12.0,58.0,,9.0,7.0,,,1.0,,49.0,7.0,12.0,3.0,,3.0,8.0,9.0,2.0,1.9029,12.0,18.0,,2.0,11.0,11.0,9.0,2.0,,1.0,3.0,6.0,6.0,,52.0,,7.0,6.0,5.0,1.0,9.0,,8.0,11.0,26.0,6.0,9.0,3.0,6.0,1.0,,117.0,3.0,11.0,2.0,9.0,3.2848,,,5.0,,,,,2.0,0.0,,2.0,,1.0,1.0,1.0,,1.0
230348,Ross Stewart,Forward,Southampton U21,Scotland,2024-25,0.0501,0.0,,,27.0,12.0,4.0,28.0,95.0,,37.0,,385.0,29.0,6.0,16.0,67.0,,1.0,8.4276,,6.0,9.0,21.0,,7.0,0.0,75.0,18.0,6.0,12.0,,,38.0,7.0,38.0,13.0,0.0,,94.0,46.0,,,32.0,,161.0,,29.0,,1.0,1.0,5.0,46.0,,24.0,2.0,,,,,22.0,2.0,7.0,1.0,,,4.0,2.0,,1.1153,6.0,5.0,,,10.0,,1.0,,,,,1.0,1.0,,16.0,,,4.0,3.0,,2.0,,2.0,,11.0,4.0,3.0,4.0,3.0,,,24.0,,4.0,,4.0,1.0964,,,8.0,,,,,1.0,0.0,,1.0,1.0,,,,,
433979,Cameron Archer,Forward,Southampton,England,2024-25,0.7296,0.0,,,39.0,35.0,13.0,42.0,247.0,,39.0,,1432.0,50.0,12.0,41.0,202.0,,3.0,36.1236,,9.0,34.0,71.0,,13.0,0.0,148.0,30.0,35.0,35.0,,,116.0,27.0,109.0,9.0,0.0,,228.0,133.0,,,46.0,3.0,452.0,2.0,89.0,,0.0,3.0,15.0,98.0,,30.0,7.0,,,,,68.0,8.0,16.0,2.0,1.0,,7.0,11.0,1.0,4.4919,13.0,22.0,2.0,,22.0,3.0,8.0,,,,,9.0,9.0,6.0,57.0,,5.0,7.0,4.0,,5.0,,20.0,3.0,46.0,7.0,11.0,8.0,15.0,1.0,,100.0,,13.0,,7.0,5.7213,,,22.0,,,,,2.0,1.0,,1.0,,3.0,1.0,1.0,,1.0
