matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444473,1,2024-08-17 12:30:00,"Portman Road, Ipswich",30014,Home,Ipswich,Liverpool,0,2,L,0,0,0,0,,7.0,2.0,2.0,3.0,0.4522,0.2438,,,,,0.226199,,4.0,3.0,17.0,41.0,347.0,272.0,37.8,17.0,20.0,10.0,9.0,28.0,28.0,9.0,6.0,,,11.0,4.0,111.0,3.0,2.0,2.3469,,,51.0,46.0,11.0,18.0,2.0,2.0,2.0,9.0,17.0,0.0,0.0,,,5.0,
2444486,2,2024-08-24 15:00:00,"Etihad Stadium, Manchester",53147,Away,Ipswich,Man City,1,4,L,1,3,0,0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,7.0,21.0,245.0,200.0,24.8,6.0,17.0,8.0,10.0,40.0,40.0,13.0,3.0,,2.0,11.0,8.0,84.0,1.0,4.0,,,,29.0,45.0,7.0,5.0,1.0,1.0,,15.0,3.0,0.0,0.0,,,1.0,
2444494,3,2024-08-31 15:00:00,"Portman Road, Ipswich",29517,Home,Ipswich,Fulham,1,1,D,1,1,0,0,1.0,11.0,4.0,3.0,4.0,,,1.0,,1.0,,,1.0,9.0,6.0,18.0,50.0,401.0,345.0,48.7,13.0,13.0,9.0,4.0,30.0,30.0,8.0,3.0,,,14.0,9.0,99.0,3.0,1.0,,,,49.0,52.0,11.0,12.0,8.0,8.0,,15.0,15.0,0.0,0.0,,,4.0,106573.7
2444502,4,2024-09-14 15:00:00,"American Express Stadium, Falmer",41573,Away,Ipswich,Brighton,0,0,D,0,0,0,0,,6.0,1.0,4.0,1.0,,,1.0,,1.0,1.0,,,4.0,1.0,7.0,34.0,261.0,184.0,31.4,8.0,25.0,14.0,11.0,34.0,34.0,8.0,10.0,1.0,,10.0,8.0,129.0,6.0,,,1.0,,65.0,62.0,19.0,17.0,2.0,2.0,,16.0,14.0,0.0,0.0,,,3.0,110183.37
2444517,5,2024-09-21 15:00:00,"St. Mary's Stadium, Southampton",31117,Away,Ipswich,Southampton,1,1,D,0,1,0,0,1.0,13.0,6.0,4.0,3.0,,,2.0,,2.0,,,,12.0,8.0,32.0,46.0,409.0,350.0,46.4,24.0,17.0,8.0,13.0,15.0,15.0,3.0,2.0,,,10.0,8.0,112.0,2.0,1.0,,,,59.0,50.0,18.0,9.0,10.0,10.0,2.0,16.0,16.0,0.0,0.0,,,1.0,108511.1
2444525,6,2024-09-29 14:00:00,"Portman Road, Ipswich",29943,Home,Ipswich,Aston Villa,2,2,D,1,2,0,0,2.0,15.0,5.0,6.0,4.0,,,4.0,1.0,3.0,,,2.0,13.0,8.0,24.0,54.0,408.0,347.0,43.8,22.0,18.0,9.0,7.0,15.0,15.0,5.0,,,1.0,5.0,10.0,108.0,1.0,2.0,,,,50.0,37.0,10.0,7.0,10.0,10.0,2.0,10.0,14.0,0.0,0.0,,,2.0,114063.3
2444539,7,2024-10-05 15:00:00,"London Stadium, London",62467,Away,Ipswich,West Ham,1,4,L,1,2,0,0,1.0,9.0,2.0,4.0,3.0,,,2.0,,2.0,,,,8.0,4.0,25.0,54.0,430.0,361.0,47.0,16.0,15.0,11.0,6.0,14.0,14.0,3.0,5.0,1.0,1.0,8.0,13.0,126.0,8.0,4.0,,,,52.0,42.0,16.0,10.0,5.0,5.0,1.0,6.0,10.0,0.0,0.0,,,1.0,114073.33
2444542,8,2024-10-19 15:15:00,"Portman Road, Ipswich",29862,Home,Ipswich,Everton,0,2,L,0,2,0,0,,13.0,2.0,8.0,3.0,,,2.0,,2.0,,,,11.0,4.0,33.0,58.0,484.0,419.0,55.3,24.0,13.0,9.0,9.0,17.0,17.0,12.0,,2.0,1.0,9.0,7.0,122.0,6.0,2.0,,,,41.0,50.0,12.0,11.0,5.0,5.0,1.0,12.0,9.0,0.0,0.0,,,1.0,
2444552,9,2024-10-26 15:00:00,"Gtech Community Stadium, Brentford",17109,Away,Ipswich,Brentford,3,4,L,2,2,1,0,3.0,11.0,5.0,6.0,,,,3.0,3.0,1.0,1.0,,3.0,8.0,4.0,27.0,53.0,292.0,210.0,35.1,20.0,13.0,9.0,12.0,36.0,36.0,7.0,6.0,,,5.0,5.0,136.0,6.0,4.0,,,,37.0,48.0,14.0,26.0,5.0,5.0,,10.0,7.0,0.0,0.0,,,1.0,
2444562,10,2024-11-02 15:00:00,"Portman Road, Ipswich",29874,Home,Ipswich,Leicester,1,1,D,0,0,1,0,1.0,14.0,2.0,6.0,6.0,,,2.0,,2.0,,,1.0,10.0,4.0,21.0,58.0,320.0,245.0,42.2,26.0,16.0,7.0,9.0,22.0,22.0,7.0,9.0,,,12.0,10.0,131.0,4.0,1.0,,,,54.0,62.0,20.0,18.0,4.0,4.0,,11.0,10.0,0.0,0.0,,,,
