fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
9,14,False,2025-08-17T15:30:00Z,0,1,1,Man Utd,51,987,3,2,0,11,0,0,0,1,0,2,6,231,269.4,165.30000000000004,138.0,36,47,12,70,11,1.86,0.99,2.85,16.5,0,9357750,0,0,57.3,51.0,16,Nott'm Forest,31,14
11,11,True,2025-08-23T16:30:00Z,5,0,2,Leeds,38,985,1,1,0,11,0,0,0,3,0,3,5,143,163.0,115.89999999999999,74.0,25,52,12,53,11,0.9299999999999999,0.81,1.74,12.100000000000001,378609,10659775,1089235,710626,35.3,51.4,16,Nott'm Forest,33,16
25,12,False,2025-08-31T15:30:00Z,1,0,3,Liverpool,23,986,0,0,1,33,0,0,0,0,0,5,0,102,156.4,151.99999999999997,125.0,22,48,19,66,11,0.74,0.75,1.49,26.62,1071657,12536865,1990344,918687,43.3,51.2,16,Nott'm Forest,33,15
31,1,False,2025-09-13T11:30:00Z,3,0,4,Arsenal,22,985,0,0,0,33,0,0,0,1,0,2,0,69,135.4,97.9,52.0,35,36,12,67,11,0.19,0.18,0.37,20.189999999999994,-1974009,10108304,423648,2397657,28.5,50.8,16,Nott'm Forest,37,16
44,3,False,2025-09-20T14:00:00Z,1,1,5,Burnley,33,911,1,0,0,10,0,0,0,1,0,4,2,157,229.39999999999998,197.70000000000002,176.0,39,43,10,70,10,1.07,0.77,1.84,8.67,-756795,9700203,577073,1333868,60.3,50.6,16,Nott'm Forest,37,14
59,17,True,2025-09-27T16:30:00Z,0,1,6,Sunderland,22,987,0,0,0,11,0,0,0,4,0,2,0,144,179.6,258.6,182.0,24,46,16,62,11,1.6800000000000002,1.1300000000000001,2.81,13.119999999999997,-1369444,8339072,318004,1687448,62.0,50.5,16,Nott'm Forest,37,16
69,15,False,2025-10-05T13:00:00Z,2,0,7,Newcastle,27,986,0,0,0,22,0,0,0,4,0,7,0,125,212.00000000000003,80.10000000000001,86.0,53,56,12,92,11,0.29000000000000004,0.28,0.5700000000000001,36.08,-1393537,6951272,69876,1463413,37.8,50.3,16,Nott'm Forest,37,15
77,7,True,2025-10-18T11:30:00Z,0,3,8,Chelsea,18,935,0,0,0,31,0,0,0,2,0,3,0,71,140.79999999999998,129.29999999999998,114.0,29,41,19,66,10,2.36,1.1500000000000001,3.5100000000000002,17.4,-1095983,5924933,72462,1168445,38.4,50.0,16,Nott'm Forest,37,14
83,4,False,2025-10-26T14:00:00Z,2,0,9,Bournemouth,19,943,0,0,0,20,0,0,0,0,0,3,0,100,127.39999999999999,113.80000000000001,65.0,28,41,15,66,10,0.35,0.35000000000000003,0.7,5.979999999999999,-521772,5434729,52816,574588,30.6,49.8,16,Nott'm Forest,37,15
97,14,True,2025-11-01T15:00:00Z,2,2,10,Man Utd,41,976,2,2,0,22,0,0,0,1,0,4,1,152,236.6,150.5,136.0,34,54,17,78,10,1.9200000000000002,0.6200000000000001,2.54,12.21,-520771,4916348,34561,555332,52.3,49.7,16,Nott'm Forest,37,13
