playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,tacklesLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,homeGoals,oboxTarget,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,overruns,throughBalls,headedGoals,shotsBlockedInBox,iboxBlocked,clearancesOffTheLine,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,leftFootGoals,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,redCards2ndYellow,penaltyGoals
441302,Ian Maatsen,Defender,Aston Villa,Netherlands,2024-25,65.0,,2.4288,0.0,,29.0,,68.0,29.0,10.0,81.0,616.0,,,16.0,2.0,,1128.0,6.0,61.0,1.0,38.0,51.0,526.0,,,1.0,16.4923,17.0,,27.0,16.0,59.0,278.0,,9.0,1.0,126.0,13.0,,146.0,67.0,29.0,,,311.0,15.0,110.0,10.0,0.0,,599.0,205.0,17.0,13.0,,,28.0,11.0,9.0,976.0,4.0,5.0,234.0,,2.0,13.0,28.0,19.0,12.0,8.0,6.0,5.0,0.8611,13.0,2.0,2.0,39.0,1.0,3.0,0.0,1.0,1.0,10.0,3.0,3.0,1.0,51.0,16.0,1.0,1.0,,16.0,41.0,41.0,8.0,17.0,,15.0,164.0,64.0,1.0,7.0,,0.8601,4.0,1.0,,5.0,5.0,,,,5.0,1.0,,,1.0,1.0,2.0,,,,,
515597,Lamare Bogarde,Midfielder,Aston Villa U21,Netherlands,2024-25,29.0,,0.1323,0.0,,14.0,,24.0,8.0,5.0,30.0,253.0,,,12.0,,,475.0,6.0,33.0,1.0,3.0,27.0,220.0,,,,9.2244,2.0,1.0,12.0,11.0,23.0,48.0,,11.0,0.0,62.0,2.0,,87.0,13.0,8.0,,,106.0,10.0,50.0,6.0,0.0,,239.0,47.0,6.0,2.0,,,96.0,8.0,3.0,348.0,3.0,1.0,117.0,,2.0,6.0,6.0,3.0,8.0,,,1.0,0.1033,1.0,,1.0,,,,,,1.0,,,,,4.0,,,1.0,,1.0,,9.0,,,3.0,1.0,22.0,17.0,,5.0,,0.041,,,,,,,,,,,,,,,,,,,,
514287,Sil Swinkels,Defender,Aston Villa,Netherlands,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Aston Villa U21,England,2024-25,29.0,,0.4328,0.0,,14.0,,49.0,20.0,3.0,56.0,392.0,,,10.0,1.0,,569.0,4.0,35.0,2.0,15.0,29.0,327.0,,,1.0,8.5578,8.0,,5.0,10.0,25.0,115.0,,3.0,0.0,64.0,6.0,,97.0,43.0,20.0,,,208.0,8.0,54.0,6.0,0.0,,380.0,78.0,3.0,12.0,,,132.0,8.0,9.0,493.0,1.0,1.0,128.0,,3.0,7.0,24.0,17.0,11.0,,4.0,6.0,2.1013,12.0,1.0,6.0,1.0,3.0,,0.0,2.0,1.0,,2.0,2.0,,19.0,,3.0,1.0,2.0,4.0,1.0,12.0,6.0,4.0,3.0,10.0,48.0,1.0,2.0,6.0,,1.7632,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,Aston Villa,Scotland,2024-25,114.0,,2.7076,0.0,,33.0,,83.0,34.0,27.0,106.0,789.0,,,29.0,2.0,,2230.0,12.0,139.0,3.0,37.0,122.0,651.0,,,1.0,35.2379,27.0,1.0,14.0,34.0,102.0,166.0,,69.0,0.0,253.0,20.0,,158.0,100.0,34.0,,,435.0,31.0,224.0,17.0,0.0,,754.0,239.0,24.0,20.0,,,281.0,43.0,32.0,1187.0,16.0,2.0,263.0,,7.0,23.0,27.0,7.0,9.0,10.0,10.0,5.0,1.968,21.0,4.0,34.0,28.0,1.0,3.0,1.0,6.0,,15.0,4.0,4.0,,63.0,3.0,0.0,,1.0,13.0,45.0,42.0,16.0,23.0,2.0,14.0,184.0,1.0,6.0,27.0,1.0,3.1282,5.0,9.0,,4.0,4.0,,,0.102,22.0,4.0,1.0,1.0,12.0,,1.0,1.0,2.0,,,
166989,Youri Tielemans,Midfielder,Aston Villa,Belgium,2024-25,139.0,,5.6512,0.0,,84.0,,222.0,36.0,35.0,271.0,1933.0,,,42.0,4.0,,3032.0,18.0,193.0,4.0,59.0,169.0,1581.0,,,2.0,46.2863,54.0,2.0,46.0,46.0,121.0,613.0,,56.0,1.0,332.0,22.0,,619.0,145.0,36.0,,,1024.0,42.0,290.0,24.0,0.0,,1817.0,446.0,58.0,31.0,,,455.0,41.0,81.0,2517.0,8.0,9.0,668.0,,4.0,49.0,67.0,1.0,26.0,4.0,14.0,13.0,3.6154,27.0,7.0,26.0,24.0,3.0,,1.0,7.0,4.0,30.0,6.0,6.0,,47.0,,2.0,4.0,,19.0,89.0,48.0,14.0,22.0,16.0,23.0,246.0,2.0,7.0,21.0,1.0,3.3215,,24.0,2.0,7.0,7.0,,1.0,,85.0,23.0,,,49.0,1.0,1.0,,1.0,1.0,,
449871,Amadou Onana,Midfielder,Aston Villa,Belgium,2024-25,78.0,,0.8416,0.0,,55.0,,84.0,26.0,20.0,98.0,799.0,,,54.0,2.0,,1624.0,21.0,131.0,3.0,20.0,98.0,683.0,,,1.0,23.9771,10.0,,40.0,23.0,57.0,198.0,,30.0,0.0,209.0,9.0,,210.0,72.0,26.0,,,366.0,20.0,155.0,33.0,0.0,,794.0,123.0,30.0,14.0,,,234.0,32.0,18.0,1057.0,13.0,2.0,337.0,,4.0,14.0,42.0,6.0,25.0,2.0,4.0,6.0,3.8972,13.0,,27.0,,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,,23.0,,1.0,1.0,1.0,3.0,,12.0,7.0,5.0,7.0,26.0,157.0,,2.0,22.0,,2.1178,1.0,3.0,1.0,2.0,2.0,,2.0,,,,,,,1.0,,,,,,
215711,Leon Bailey,Forward,Aston Villa,Jamaica,2024-25,78.0,,2.9504,0.0,,7.0,,72.0,24.0,14.0,79.0,352.0,,,15.0,,,1143.0,9.0,53.0,3.0,30.0,47.0,259.0,,,1.0,17.5281,14.0,,8.0,19.0,69.0,16.0,,18.0,1.0,131.0,6.0,,67.0,59.0,24.0,,,189.0,16.0,116.0,6.0,0.0,,344.0,201.0,5.0,22.0,,,144.0,12.0,14.0,600.0,12.0,1.0,87.0,,3.0,7.0,18.0,10.0,2.0,2.0,15.0,6.0,1.0057,13.0,2.0,6.0,23.0,1.0,3.0,0.0,7.0,,3.0,5.0,5.0,,74.0,,1.0,,,24.0,31.0,49.0,7.0,13.0,,3.0,125.0,1.0,7.0,2.0,,1.7303,4.0,5.0,,8.0,8.0,,3.0,0.1407,17.0,1.0,2.0,2.0,8.0,1.0,,1.0,1.0,,,
232653,Jacob Ramsey,Midfielder,Aston Villa U21,England,2024-25,71.0,,2.1903,1.0,,30.0,,71.0,29.0,19.0,76.0,569.0,,,20.0,,,1628.0,13.0,90.0,3.0,34.0,83.0,487.0,,,1.0,23.2839,18.0,,8.0,26.0,58.0,207.0,,28.0,0.0,161.0,19.0,,110.0,83.0,29.0,,,341.0,23.0,141.0,7.0,0.0,,569.0,169.0,15.0,25.0,,,93.0,13.0,6.0,830.0,17.0,2.0,154.0,,2.0,5.0,14.0,10.0,15.0,2.0,7.0,4.0,1.2903,12.0,3.0,11.0,10.0,1.0,5.0,0.0,4.0,1.0,2.0,2.0,2.0,,80.0,,1.0,1.0,,13.0,10.0,36.0,8.0,10.0,4.0,8.0,159.0,2.0,4.0,6.0,1.0,1.5697,2.0,3.0,,3.0,3.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,
226944,Boubacar Kamara,Midfielder,Aston Villa U21,France,2024-25,108.0,,0.8304,0.0,,50.0,,79.0,26.0,20.0,105.0,930.0,2.0,,47.0,6.0,,1725.0,26.0,115.0,1.0,20.0,94.0,799.0,,,,24.3395,11.0,2.0,47.0,22.0,82.0,205.0,,35.0,0.0,223.0,12.0,,302.0,87.0,26.0,,1.0,410.0,21.0,176.0,21.0,0.0,2.0,903.0,144.0,21.0,9.0,,,294.0,30.0,26.0,1184.0,8.0,9.0,415.0,,2.0,26.0,30.0,6.0,29.0,,3.0,3.0,0.1767,7.0,,14.0,1.0,1.0,,0.0,2.0,,,2.0,2.0,,13.0,,1.0,,,9.0,1.0,26.0,4.0,1.0,7.0,19.0,129.0,,2.0,17.0,1.0,0.8177,,5.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,
559962,Jamaldeen Jimoh-Aloba,Midfielder,Aston Villa U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577731,Ben Broggio,Forward,Aston Villa U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176297,Marcus Rashford,Forward,Manchester United,England,2024-25,78.0,,2.0997,0.0,,17.0,,84.0,25.0,16.0,96.0,446.0,,,21.0,2.0,,1426.0,15.0,51.0,1.0,29.0,45.0,338.0,,,,6.5309,25.0,1.0,9.0,15.0,63.0,145.0,,10.0,1.0,129.0,10.0,,84.0,38.0,25.0,,,262.0,14.0,108.0,6.0,0.0,,434.0,209.0,11.0,18.0,,,71.0,9.0,12.0,706.0,12.0,3.0,103.0,,2.0,12.0,18.0,9.0,6.0,10.0,10.0,16.0,2.4884,25.0,3.0,33.0,24.0,6.0,8.0,4.0,2.0,1.0,15.0,4.0,4.0,,70.0,,2.0,1.0,5.0,39.0,40.0,46.0,9.0,18.0,,5.0,146.0,5.0,2.0,6.0,,3.0632,4.0,9.0,,3.0,3.0,,4.0,0.0874,22.0,6.0,2.0,2.0,12.0,1.0,,,1.0,1.0,,1.0
178301,Ollie Watkins,Forward,Aston Villa,England,2024-25,185.0,,2.0685,0.0,,10.0,,106.0,38.0,31.0,107.0,414.0,,,126.0,4.0,,2610.0,74.0,105.0,4.0,25.0,53.0,303.0,,,2.0,40.7319,17.0,,14.0,40.0,111.0,111.0,,33.0,6.0,290.0,8.0,,69.0,43.0,38.0,,,218.0,36.0,164.0,52.0,0.0,,408.0,259.0,7.0,10.0,,,99.0,29.0,4.0,784.0,20.0,,89.0,,2.0,1.0,15.0,7.0,3.0,,17.0,40.0,15.4813,67.0,8.0,46.0,7.0,16.0,16.0,7.0,,,,24.0,24.0,,182.0,,9.0,,8.0,27.0,7.0,77.0,27.0,22.0,3.0,8.0,135.0,,,12.0,,15.3791,5.0,1.0,4.0,17.0,17.0,,2.0,,,,,,,4.0,,2.0,12.0,2.0,,2.0
204646,Donyell Malen,Forward,Aston Villa,Netherlands,2024-25,20.0,,0.1686,0.0,,7.0,,13.0,14.0,2.0,15.0,67.0,,,8.0,,,298.0,4.0,20.0,,5.0,16.0,50.0,,,1.0,5.9077,3.0,,1.0,6.0,16.0,14.0,,5.0,1.0,40.0,2.0,,13.0,9.0,14.0,,,43.0,6.0,32.0,4.0,0.0,,63.0,45.0,4.0,4.0,,,20.0,1.0,2.0,145.0,2.0,,9.0,,0.0,2.0,2.0,12.0,3.0,,2.0,9.0,3.4179,13.0,,3.0,8.0,3.0,2.0,2.0,1.0,3.0,,3.0,3.0,,26.0,,1.0,3.0,3.0,5.0,8.0,12.0,4.0,7.0,,,20.0,1.0,1.0,,,2.1661,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
174292,Marco Asensio,Forward,Aston Villa,Spain,2024-25,31.0,,1.1638,0.0,,7.0,,32.0,13.0,9.0,37.0,272.0,,,2.0,2.0,,745.0,2.0,27.0,,14.0,27.0,230.0,,,,9.8568,15.0,,3.0,8.0,29.0,49.0,,8.0,1.0,58.0,6.0,,76.0,28.0,13.0,,,182.0,8.0,56.0,,0.0,,252.0,94.0,5.0,12.0,,,80.0,11.0,5.0,413.0,6.0,1.0,60.0,,2.0,5.0,7.0,4.0,2.0,3.0,5.0,11.0,5.1469,19.0,1.0,4.0,16.0,3.0,2.0,1.0,2.0,3.0,7.0,5.0,5.0,,30.0,,2.0,3.0,,5.0,31.0,13.0,8.0,13.0,1.0,2.0,67.0,,2.0,5.0,,4.4274,1.0,2.0,,3.0,3.0,,1.0,0.046,23.0,2.0,1.0,1.0,10.0,3.0,,,1.0,2.0,,
244850,Morgan Rogers,Forward,Aston Villa,England,2024-25,272.0,,5.243,0.0,,43.0,,204.0,37.0,37.0,213.0,864.0,,,65.0,5.0,,3129.0,52.0,173.0,3.0,64.0,160.0,622.0,,,1.0,42.2796,42.0,,18.0,40.0,220.0,213.0,,51.0,1.0,445.0,19.0,,247.0,119.0,37.0,,,430.0,37.0,380.0,13.0,0.0,,826.0,508.0,22.0,66.0,,,229.0,50.0,29.0,1527.0,18.0,3.0,225.0,,10.0,9.0,46.0,,21.0,4.0,21.0,20.0,7.7768,34.0,10.0,40.0,23.0,8.0,2.0,4.0,9.0,4.0,4.0,8.0,8.0,,158.0,,4.0,4.0,5.0,74.0,23.0,148.0,14.0,36.0,7.0,6.0,175.0,9.0,9.0,25.0,,6.5816,3.0,22.0,,12.0,12.0,,1.0,,,,,,,3.0,,1.0,5.0,,,
