playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesConceded,penaltyGoalsConceded,groundDuelsLost,totalFoulsConceded,foulAttemptedTackle,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,expectedGoals,secondGoalAssists,successfulLayoffs,lastPlayerTackle,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,unsuccessfulLayoffs,freekickTotal,attemptsFromSetPieces,overruns,ownGoalScored,headedGoals,setPiecesGoals
98980,Emiliano Martínez,Goalkeeper,Aston Villa,Argentina,2025-26,1.0,1.0,0.1082,0.0,43.0,40.0,1.0,7.0,32.0,1.0,32.0,318.0,1211.0,105.0,4.0,17.0,7.0,1.0,2835.0,1.0,28.0,5.0,2.0,12.0,718.0,1.0,10.0,42.5194,1.0,55.0,27.0,39.0,307.0,95.0,17.0,0.0,29.0,5.0,586.0,272.0,32.0,5.0,1.0,133.0,34.0,12.0,16.0,0.0,185.0,967.0,2.0,326.0,44.0,23.0,318.0,175.0,1539.0,1.0,159.0,760.0,54.0,2.0,311.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72147,Marco Bizot,Goalkeeper,Aston Villa,Netherlands,2025-26,1.0,,0.0034,0.0,7.0,7.0,,1.0,7.0,,6.0,57.0,241.0,28.0,,1.0,1.0,1.0,585.0,,2.0,1.0,,1.0,154.0,,4.0,9.5804,,12.0,10.0,10.0,76.0,19.0,1.0,0.0,3.0,,93.0,53.0,7.0,,,16.0,9.0,2.0,1.0,0.0,46.0,197.0,,58.0,14.0,8.0,72.0,30.0,312.0,,31.0,168.0,11.0,2.0,56.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564505,Sam Proctor,Goalkeeper,Aston Villa U21,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516875,Ronnie Hollingshead,Goalkeeper,Aston Villa U21,Wales,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481283,James Wright,Goalkeeper,Aston Villa U21,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643000,Rhys Oakley,Goalkeeper,Aston Villa U21,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199796,Matty Cash,Defender,Aston Villa,Poland,2025-26,129.0,,2.9481,0.0,,,2.0,126.0,35.0,3.0,34.0,202.0,1393.0,,,59.0,8.0,,3020.0,27.0,137.0,4.0,64.0,105.0,1135.0,,,42.6052,27.0,7.0,84.0,38.0,62.0,,30.0,1.0,266.0,,515.0,88.0,35.0,,,640.0,34.0,207.0,32.0,0.0,,1340.0,28.0,442.0,,,477.0,56.0,2167.0,8.0,25.0,577.0,,9.0,76.0,64.0,1.0,,1.0,102.0,41.0,25.0,14.0,8.0,10.0,1.6218,66.0,22.0,69.0,3.0,4.0,1.0,5.0,47.0,4.0,26.0,3.0,3.0,11.0,41.0,79.0,3.0,24.0,2.0,4.0,2.0,34.0,1.0,9.0,105.0,26.0,3.0,12.0,32.0,11.0,14.0,22.0,31.0,339.0,160.0,1.0,5.0,1.1855,1.0,,,,,,,,,,,,
184667,Victor Lindelöf,Defender,Aston Villa,Sweden,2025-26,12.0,,0.1157,0.0,,,,23.0,17.0,1.0,11.0,37.0,639.0,36.0,,17.0,1.0,,944.0,6.0,19.0,4.0,6.0,8.0,589.0,,,14.7001,1.0,2.0,34.0,15.0,248.0,,1.0,0.0,31.0,,175.0,19.0,17.0,,,153.0,11.0,14.0,11.0,0.0,36.0,587.0,,41.0,,,176.0,13.0,717.0,3.0,6.0,449.0,,0.0,14.0,22.0,6.0,,,6.0,2.0,2.0,,,,,7.0,3.0,,,,,,,,,,,,5.0,,,5.0,,,,4.0,,,,2.0,,3.0,3.0,,5.0,8.0,,40.0,,,,0.2792,,1.0,,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,England,2025-26,49.0,,0.5782,1.0,,,1.0,56.0,34.0,,34.0,95.0,2098.0,26.0,,56.0,8.0,,3036.0,24.0,100.0,4.0,19.0,68.0,1942.0,,,46.7846,5.0,5.0,122.0,44.0,476.0,,40.0,0.0,149.0,,581.0,108.0,34.0,,,667.0,40.0,93.0,32.0,1.0,26.0,1960.0,4.0,127.0,,,919.0,61.0,2439.0,,7.0,1337.0,,0.0,39.0,36.0,,,1.0,25.0,11.0,4.0,1.0,4.0,2.0,0.881,22.0,7.0,4.0,,,,,,,1.0,2.0,2.0,,26.0,1.0,4.0,12.0,,,,14.0,,4.0,4.0,10.0,4.0,5.0,8.0,8.0,29.0,23.0,,122.0,1.0,1.0,,1.2515,,,2.0,3.0,,,,,,,,,
149484,Tyrone Mings,Defender,Aston Villa U21,England,2025-26,44.0,,0.4246,0.0,,,1.0,43.0,17.0,,15.0,94.0,936.0,50.0,,67.0,3.0,,1323.0,27.0,54.0,2.0,6.0,14.0,805.0,,,24.45,5.0,6.0,83.0,23.0,368.0,,9.0,0.0,98.0,,316.0,47.0,17.0,,,286.0,21.0,31.0,40.0,0.0,50.0,842.0,,110.0,,,195.0,37.0,1109.0,1.0,24.0,557.0,,1.0,51.0,34.0,2.0,,1.0,17.0,10.0,3.0,1.0,4.0,1.0,0.1341,5.0,5.0,3.0,,,,,,,1.0,1.0,1.0,,21.0,,4.0,3.0,,,,3.0,,4.0,3.0,7.0,4.0,4.0,2.0,2.0,9.0,11.0,,57.0,3.0,,,1.3749,,,,,1.0,,,,,,,,
