matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
755309,1,2014-08-16 15:00:00,"MATRADE Loftus Road, London",17603,Away,Hull,QPR,1,0,W,0,0,0,0,1.0,11.0,4.0,3.0,4.0,1.0,,1.0,,1.0,9.0,7.0,16.0,58.0,382.0,289.0,49.0,,17.0,14.0,13.0,56.0,56.0,9.0,7.0,,,8.0,10.0,142.0,5.0,,1.0,44.0,60.0,15.0,30.0,9.0,9.0,,10.0,10.0,0.0,0.0,,,2.0
755317,2,2014-08-24 13:30:00,"The MKM Stadium, Hull",24348,Home,Hull,Stoke,1,1,D,1,0,1,0,1.0,9.0,2.0,3.0,4.0,,1.0,,,,5.0,4.0,12.0,58.0,378.0,279.0,42.7,,19.0,17.0,11.0,39.0,39.0,16.0,5.0,,,7.0,11.0,144.0,2.0,1.0,,58.0,59.0,22.0,29.0,4.0,4.0,1.0,10.0,10.0,0.0,0.0,,,
755323,3,2014-08-31 13:30:00,"Villa Park, Birmingham",28336,Away,Hull,Aston Villa,1,2,L,0,2,0,0,1.0,9.0,3.0,3.0,3.0,,,,,1.0,7.0,4.0,28.0,68.0,543.0,466.0,55.2,,13.0,11.0,18.0,37.0,37.0,9.0,1.0,1.0,,5.0,7.0,131.0,2.0,2.0,,42.0,41.0,17.0,15.0,7.0,7.0,1.0,10.0,9.0,0.0,0.0,,,2.0
755336,4,2014-09-15 20:00:00,"The MKM Stadium, Hull",21275,Home,Hull,West Ham,2,2,D,1,0,0,0,2.0,11.0,6.0,4.0,1.0,,,,1.0,1.0,7.0,4.0,13.0,65.0,332.0,255.0,40.9,,34.0,23.0,29.0,50.0,50.0,18.0,9.0,,,16.0,12.0,125.0,3.0,2.0,,66.0,60.0,17.0,18.0,3.0,3.0,,12.0,7.0,0.0,0.0,,,1.0
755348,5,2014-09-20 15:00:00,"St. James' Park, Newcastle",49119,Away,Hull,Newcastle,2,2,D,0,0,0,0,2.0,10.0,3.0,5.0,2.0,,,1.0,,2.0,8.0,5.0,8.0,38.0,342.0,252.0,37.0,,16.0,14.0,23.0,52.0,52.0,23.0,9.0,,,9.0,8.0,127.0,5.0,2.0,,54.0,59.0,25.0,28.0,2.0,2.0,4.0,11.0,11.0,0.0,0.0,,,5.0
755356,6,2014-09-27 15:00:00,"The MKM Stadium, Hull",22859,Home,Hull,Man City,2,4,L,2,2,0,0,2.0,10.0,5.0,4.0,1.0,1.0,1.0,1.0,,,7.0,5.0,21.0,41.0,434.0,367.0,40.3,,20.0,15.0,21.0,29.0,29.0,16.0,5.0,,,15.0,8.0,112.0,2.0,4.0,,52.0,45.0,16.0,10.0,3.0,3.0,,10.0,6.0,0.0,0.0,1.0,1.0,
755365,7,2014-10-04 15:00:00,"The MKM Stadium, Hull",24281,Home,Hull,Crystal Palace,2,0,W,0,0,0,0,2.0,15.0,2.0,6.0,7.0,1.0,1.0,,,2.0,13.0,7.0,15.0,69.0,519.0,431.0,59.1,,21.0,17.0,23.0,51.0,51.0,17.0,5.0,,,12.0,12.0,138.0,1.0,,1.0,66.0,57.0,30.0,20.0,6.0,6.0,1.0,6.0,14.0,0.0,0.0,,,
755373,8,2014-10-18 15:00:00,"Emirates Stadium, London",60004,Away,Hull,Arsenal,2,2,D,1,1,0,0,2.0,4.0,4.0,,,,1.0,,,1.0,3.0,3.0,3.0,27.0,375.0,284.0,34.2,,27.0,19.0,16.0,38.0,38.0,17.0,10.0,,,19.0,11.0,130.0,7.0,2.0,,56.0,66.0,16.0,15.0,,,1.0,13.0,9.0,0.0,0.0,,,
755384,9,2014-10-25 15:00:00,"Anfield, Liverpool",44591,Away,Hull,Liverpool,0,0,D,0,0,0,0,,6.0,3.0,2.0,1.0,,,,,,4.0,2.0,7.0,47.0,288.0,208.0,34.1,,24.0,19.0,26.0,47.0,47.0,15.0,8.0,,,20.0,10.0,129.0,3.0,,1.0,56.0,70.0,15.0,13.0,1.0,1.0,,17.0,10.0,0.0,0.0,,,1.0
755398,10,2014-11-01 15:00:00,"The MKM Stadium, Hull",22828,Home,Hull,Southampton,0,1,L,0,1,0,0,,8.0,1.0,4.0,3.0,,,,,,8.0,4.0,23.0,78.0,473.0,372.0,47.2,,13.0,12.0,13.0,26.0,26.0,15.0,1.0,,1.0,4.0,20.0,167.0,2.0,1.0,,45.0,58.0,14.0,20.0,7.0,7.0,,6.0,8.0,0.0,0.0,,,1.0
