matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
855178,1,2016-08-13 12:30:00,"The MKM Stadium, Hull",21037,Home,Hull,Leicester,2,1,W,1,0,0,0,2.0,14.0,5.0,7.0,2.0,,,,,1.0,5.0,3.0,17.0,56.0,449.0,343.0,49.7,10.0,20.0,17.0,18.0,29.0,25.0,14.0,4.0,1.0,,10.0,12.0,148.0,4.0,1.0,,,66.0,50.0,19.0,18.0,5.0,5.0,,8.0,17.0,0.0,0.0,,,1.0
855187,2,2016-08-20 15:00:00,"Swansea.com Stadium, Swansea",20024,Away,Hull,Swansea,2,0,W,0,0,0,0,2.0,12.0,4.0,3.0,5.0,3.0,2.0,1.0,,2.0,10.0,7.0,12.0,44.0,460.0,362.0,43.4,13.0,27.0,18.0,25.0,34.0,31.0,18.0,7.0,1.0,,10.0,14.0,139.0,3.0,,1.0,,53.0,60.0,15.0,23.0,3.0,3.0,,10.0,7.0,0.0,0.0,,,5.0
855195,3,2016-08-27 17:30:00,"The MKM Stadium, Hull",24560,Home,Hull,Man Utd,0,1,L,0,0,0,0,,8.0,2.0,4.0,2.0,,,,,,4.0,3.0,9.0,48.0,394.0,305.0,37.9,6.0,20.0,14.0,17.0,51.0,45.0,16.0,9.0,,,14.0,10.0,120.0,8.0,1.0,,,39.0,51.0,9.0,15.0,1.0,1.0,1.0,9.0,5.0,0.0,0.0,,,
855204,4,2016-09-10 15:00:00,"Turf Moor, Burnley",18803,Away,Hull,Burnley,1,1,D,0,0,0,0,1.0,11.0,3.0,8.0,,2.0,,2.0,2.0,,7.0,1.0,30.0,62.0,625.0,536.0,61.2,12.0,14.0,6.0,23.0,20.0,16.0,16.0,6.0,,,7.0,8.0,138.0,1.0,1.0,,,43.0,35.0,12.0,16.0,9.0,9.0,,3.0,13.0,0.0,0.0,,,3.0
855215,5,2016-09-17 15:00:00,"The MKM Stadium, Hull",22536,Home,Hull,Arsenal,1,4,L,0,1,1,0,1.0,6.0,2.0,2.0,2.0,,1.0,,,,4.0,2.0,14.0,37.0,508.0,437.0,39.3,12.0,18.0,15.0,12.0,17.0,15.0,17.0,7.0,,,2.0,13.0,115.0,6.0,4.0,,,48.0,32.0,6.0,5.0,2.0,2.0,,9.0,12.0,0.0,0.0,1.0,1.0,3.0
855225,6,2016-09-24 15:00:00,"Anfield, Liverpool",53109,Away,Hull,Liverpool,1,5,L,0,3,1,0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,9.0,26.0,263.0,190.0,25.8,4.0,19.0,14.0,9.0,27.0,21.0,11.0,11.0,,,22.0,10.0,111.0,6.0,5.0,,,49.0,55.0,8.0,9.0,2.0,2.0,,8.0,8.0,0.0,0.0,,,1.0
855234,7,2016-10-01 15:00:00,"The MKM Stadium, Hull",21257,Home,Hull,Chelsea,0,2,L,0,0,0,0,,8.0,2.0,3.0,3.0,,,,,,5.0,2.0,21.0,58.0,385.0,302.0,40.9,10.0,23.0,12.0,21.0,25.0,20.0,21.0,4.0,1.0,,18.0,16.0,139.0,6.0,2.0,,,51.0,65.0,12.0,18.0,5.0,5.0,1.0,13.0,14.0,0.0,0.0,,,1.0
855242,8,2016-10-15 15:00:00,"Vitality Stadium, Bournemouth",11029,Away,Hull,Bournemouth,1,6,L,1,3,0,0,1.0,11.0,4.0,6.0,1.0,,,,,1.0,8.0,4.0,31.0,67.0,461.0,379.0,50.5,9.0,24.0,18.0,11.0,17.0,15.0,16.0,7.0,,,10.0,8.0,126.0,4.0,6.0,,,47.0,46.0,8.0,13.0,4.0,4.0,,14.0,7.0,0.0,0.0,,,
855256,9,2016-10-22 15:00:00,"The MKM Stadium, Hull",18522,Home,Hull,Stoke,0,2,L,0,1,0,0,,9.0,2.0,6.0,1.0,,,,,,8.0,2.0,25.0,56.0,447.0,365.0,48.9,23.0,18.0,14.0,14.0,36.0,32.0,14.0,2.0,,,11.0,15.0,145.0,4.0,2.0,,,45.0,62.0,17.0,22.0,5.0,5.0,,16.0,7.0,0.0,0.0,,,1.0
855270,10,2016-10-29 15:00:00,"Vicarage Road, Watford",20022,Away,Hull,Watford,0,1,L,0,0,0,0,,8.0,2.0,4.0,2.0,,,,,,7.0,3.0,24.0,61.0,399.0,290.0,45.6,15.0,12.0,6.0,7.0,37.0,37.0,14.0,7.0,,,7.0,8.0,160.0,,1.0,,1.0,41.0,51.0,15.0,24.0,2.0,2.0,1.0,8.0,12.0,0.0,0.0,,,2.0
