matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561898,1,2025-08-17 14:00:00,"The City Ground, Nottingham",29949,Home,Nott'm Forest,Brentford,3,1,W,3,0,0,0,3.0,11.0,5.0,4.0,2.0,1.8283,2.4317,4.0,2.0,2.0,,1.00235,2.0,9.0,5.0,39.0,64.0,417.0,343.0,54.4,25.0,12.0,7.0,9.0,24.0,24.0,6.0,3.0,2.0,,7.0,14.0,133.0,2.0,1.0,1.4701,,0.0,53.0,48.0,20.0,16.0,5.0,5.0,,7.0,15.0,0.0,0.0,,0.0,2.0,104833.58
2561909,2,2025-08-24 14:00:00,"Selhurst Park, London",24876,Away,Nott'm Forest,Crystal Palace,1,1,D,0,1,0,0,1.0,9.0,1.0,7.0,1.0,0.9296,0.2584,1.0,1.0,1.0,1.0,0.816631,1.0,6.0,2.0,28.0,70.0,514.0,442.0,57.9,20.0,12.0,7.0,10.0,15.0,15.0,8.0,,,1.0,3.0,8.0,136.0,3.0,1.0,0.8252,,0.0,45.0,49.0,17.0,16.0,3.0,3.0,,11.0,10.0,0.0,0.0,,0.0,2.0,100770.36
2561921,3,2025-08-31 14:00:00,"The City Ground, Nottingham",30215,Home,Nott'm Forest,West Ham,0,3,L,0,0,0,0,0.0,11.0,3.0,3.0,5.0,0.7335,0.2912,1.0,,1.0,,0.76413,,8.0,5.0,47.0,80.0,541.0,470.0,58.4,29.0,19.0,14.0,6.0,16.0,16.0,11.0,,,,8.0,7.0,136.0,5.0,3.0,3.2854,,0.0,43.0,47.0,12.0,10.0,9.0,9.0,,14.0,6.0,0.0,0.0,,0.0,,102840.05
2561926,4,2025-09-13 12:30:00,"Emirates Stadium, London",60167,Away,Nott'm Forest,Arsenal,0,3,L,0,1,0,0,0.0,5.0,1.0,1.0,3.0,0.1999,0.0627,,,,1.0,0.1827,,5.0,4.0,24.0,50.0,409.0,350.0,45.8,14.0,12.0,8.0,11.0,19.0,19.0,7.0,5.0,2.0,,11.0,6.0,107.0,2.0,3.0,2.3488,,0.0,32.0,44.0,9.0,9.0,3.0,4.0,,11.0,7.0,0.0,0.0,,0.0,,110265.03
2561938,5,2025-09-20 15:00:00,"Turf Moor, Burnley",21475,Away,Nott'm Forest,Burnley,1,1,D,1,1,0,0,1.0,17.0,8.0,2.0,7.0,1.0977,1.4656,1.0,,2.0,,0.808878,,13.0,11.0,32.0,70.0,631.0,567.0,63.2,29.0,11.0,6.0,7.0,29.0,29.0,8.0,3.0,,,11.0,5.0,118.0,4.0,1.0,0.98,,0.0,36.0,45.0,11.0,14.0,5.0,5.0,2.0,11.0,12.0,0.0,0.0,,0.0,2.0,113251.97
2561953,6,2025-09-27 17:30:00,"The City Ground, Nottingham",30226,Home,Nott'm Forest,Sunderland,0,1,L,0,1,0,0,0.0,22.0,6.0,10.0,6.0,1.6786,1.6927,1.0,,1.0,,1.13984,,16.0,8.0,46.0,79.0,578.0,521.0,64.6,36.0,16.0,9.0,1.0,20.0,20.0,7.0,3.0,2.0,,7.0,3.0,119.0,2.0,1.0,1.3864,,0.0,46.0,40.0,15.0,13.0,7.0,7.0,,11.0,6.0,0.0,0.0,,0.0,,110794.54
2561963,7,2025-10-05 14:00:00,"St. James' Park, Newcastle",52189,Away,Nott'm Forest,Newcastle,0,2,L,0,0,0,0,0.0,5.0,4.0,1.0,,0.2988,0.2541,,,,,0.306135,,4.0,3.0,24.0,38.0,452.0,372.0,48.7,18.0,13.0,8.0,9.0,38.0,38.0,4.0,5.0,1.0,,5.0,11.0,129.0,7.0,2.0,3.8432,,0.0,54.0,47.0,13.0,12.0,1.0,1.0,,15.0,16.0,0.0,0.0,,0.0,2.0,105824.76
2561971,8,2025-10-18 12:30:00,"The City Ground, Nottingham",30495,Home,Nott'm Forest,Chelsea,0,3,L,0,0,0,1,0.0,12.0,2.0,8.0,2.0,2.3535,0.5539,4.0,,4.0,1.0,1.36817,,9.0,3.0,34.0,50.0,445.0,367.0,49.7,23.0,19.0,10.0,9.0,15.0,15.0,5.0,5.0,2.0,1.0,12.0,6.0,128.0,3.0,3.0,2.1575,,0.0,47.0,53.0,5.0,13.0,5.0,5.0,1.0,13.0,15.0,0.0,0.0,,0.0,1.0,105317.96
2561975,9,2025-10-26 14:00:00,"Vitality Stadium, Bournemouth",11204,Away,Nott'm Forest,Bournemouth,0,2,L,0,2,0,0,0.0,8.0,4.0,2.0,2.0,0.3712,0.8149,,,,,0.414945,,7.0,6.0,21.0,62.0,409.0,318.0,47.7,7.0,19.0,10.0,9.0,18.0,18.0,6.0,4.0,1.0,1.0,7.0,3.0,139.0,3.0,2.0,0.5633,,0.0,58.0,40.0,21.0,17.0,4.0,4.0,1.0,7.0,17.0,0.0,0.0,,0.0,,106511.93
2561991,10,2025-11-01 15:00:00,"The City Ground, Nottingham",30778,Home,Nott'm Forest,Man Utd,2,2,D,0,1,0,0,2.0,17.0,3.0,8.0,6.0,1.9283,1.5565,,1.0,,,0.86463,1.0,12.0,6.0,36.0,57.0,350.0,263.0,41.2,24.0,17.0,10.0,11.0,17.0,17.0,5.0,6.0,,,8.0,6.0,140.0,4.0,2.0,1.4196,,0.0,45.0,59.0,17.0,29.0,8.0,8.0,,10.0,6.0,0.0,0.0,,0.0,2.0,109881.22
2562001,11,2025-11-09 14:00:00,"The City Ground, Nottingham",30708,Home,Nott'm Forest,Leeds,3,1,W,1,1,0,0,3.0,14.0,6.0,2.0,6.0,2.5509,3.4153,1.0,3.0,,,1.41648,1.0,9.0,7.0,35.0,66.0,348.0,277.0,45.5,24.0,27.0,17.0,6.0,27.0,27.0,11.0,2.0,,,5.0,5.0,140.0,2.0,1.0,0.926,,0.0,58.0,49.0,13.0,19.0,6.0,6.0,,10.0,11.0,0.0,0.0,1.0,1.0,2.0,110784.32
2562011,12,2025-11-22 15:00:00,"Anfield, Liverpool",60419,Away,Nott'm Forest,Liverpool,3,0,W,1,0,0,0,3.0,15.0,7.0,3.0,5.0,1.5795,2.7736,2.0,1.0,1.0,,0.247342,1.0,7.0,6.0,22.0,39.0,215.0,151.0,25.5,23.0,27.0,17.0,7.0,46.0,46.0,4.0,10.0,1.0,,14.0,4.0,115.0,3.0,0.0,0.6699,1.0,0.0,56.0,53.0,12.0,17.0,6.0,6.0,3.0,8.0,10.0,0.0,0.0,,0.0,2.0,110289.89
2562021,13,2025-11-30 14:05:00,"The City Ground, Nottingham",30522,Home,Nott'm Forest,Brighton,0,2,L,0,1,0,0,0.0,19.0,3.0,6.0,10.0,0.8889,0.4003,1.0,,1.0,,0.66515,,16.0,11.0,48.0,67.0,492.0,409.0,51.9,35.0,22.0,14.0,7.0,19.0,19.0,6.0,7.0,,1.0,6.0,8.0,142.0,3.0,2.0,1.7293,,0.0,62.0,48.0,13.0,13.0,9.0,9.0,2.0,11.0,10.0,0.0,0.0,,0.0,1.0,115759.71
2562034,14,2025-12-03 19:30:00,"Molineux Stadium, Wolverhampton",28646,Away,Nott'm Forest,Wolves,1,0,W,0,0,0,0,1.0,10.0,3.0,3.0,4.0,0.7436,0.3826,2.0,1.0,1.0,,1.14723,1.0,8.0,5.0,31.0,56.0,416.0,334.0,50.2,23.0,17.0,7.0,5.0,19.0,19.0,12.0,2.0,,,8.0,11.0,144.0,1.0,0.0,0.1424,1.0,0.0,55.0,55.0,15.0,17.0,9.0,9.0,1.0,11.0,19.0,0.0,0.0,,0.0,2.0,111591.96
2562038,15,2025-12-06 15:00:00,"Hill Dickinson Stadium, Liverpool",52501,Away,Nott'm Forest,Everton,0,3,L,0,2,0,0,0.0,7.0,3.0,2.0,2.0,0.5339,0.4438,1.0,,1.0,,0.236156,,4.0,3.0,24.0,41.0,441.0,357.0,58.7,12.0,24.0,15.0,6.0,35.0,35.0,6.0,4.0,2.0,1.0,3.0,12.0,143.0,3.0,3.0,1.7994,,1.0,72.0,53.0,24.0,21.0,3.0,3.0,,15.0,16.0,0.0,0.0,,0.0,1.0,102119.71
2562052,16,2025-12-14 14:00:00,"The City Ground, Nottingham",30579,Home,Nott'm Forest,Spurs,3,0,W,1,0,0,0,3.0,15.0,6.0,7.0,2.0,2.3153,2.0112,4.0,1.0,3.0,1.0,1.63115,3.0,10.0,3.0,18.0,49.0,392.0,320.0,47.9,24.0,17.0,9.0,12.0,23.0,23.0,16.0,4.0,,,12.0,19.0,138.0,1.0,0.0,0.5179,1.0,0.0,48.0,61.0,13.0,10.0,3.0,3.0,1.0,9.0,12.0,0.0,0.0,,0.0,4.0,108051.12
