matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2292816,1,2022-08-06 15:00:00,"St. James' Park, Newcastle",52245.0,Away,Nott'm Forest,Newcastle,0,2,L,0,0,0,0,,5.0,,3.0,2.0,,,,,,2.0,1.0,16.0,45.0,294.0,207.0,38.6,8.0,15.0,11.0,10.0,36.0,36.0,13.0,6.0,,,12.0,8.0,135.0,7.0,2.0,,45.0,57.0,16.0,12.0,1.0,1.0,,14.0,9.0,0.0,0.0,,,
2292827,2,2022-08-14 14:00:00,"The City Ground, Nottingham",29281.0,Home,Nott'm Forest,West Ham,1,0,W,1,0,0,0,1.0,13.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,,7.0,5.0,28.0,52.0,288.0,190.0,43.2,20.0,16.0,8.0,5.0,29.0,29.0,24.0,6.0,,,8.0,12.0,153.0,4.0,,1.0,51.0,53.0,18.0,20.0,6.0,6.0,1.0,10.0,10.0,0.0,0.0,,,3.0
2292832,3,2022-08-20 15:00:00,"Goodison Park, Liverpool",39271.0,Away,Nott'm Forest,Everton,1,1,D,0,0,0,0,1.0,14.0,5.0,6.0,3.0,,1.0,,,,8.0,6.0,22.0,64.0,444.0,326.0,51.7,17.0,22.0,17.0,2.0,20.0,20.0,4.0,5.0,1.0,,9.0,6.0,164.0,7.0,1.0,,46.0,41.0,15.0,10.0,2.0,2.0,,9.0,4.0,0.0,0.0,,,1.0
2292847,4,2022-08-28 16:30:00,"The City Ground, Nottingham",29296.0,Home,Nott'm Forest,Spurs,0,2,L,0,1,0,0,,17.0,1.0,9.0,7.0,,,,,,12.0,5.0,37.0,73.0,568.0,481.0,55.3,40.0,21.0,11.0,13.0,7.0,7.0,10.0,5.0,,,6.0,4.0,135.0,4.0,2.0,,55.0,42.0,15.0,15.0,6.0,6.0,,11.0,11.0,0.0,0.0,,,1.0
2292858,5,2022-08-31 19:30:00,"Etihad Stadium, Manchester",53409.0,Away,Nott'm Forest,Man City,0,6,L,0,3,0,0,,8.0,1.0,4.0,3.0,2.0,,2.0,,,6.0,2.0,12.0,23.0,261.0,192.0,25.1,7.0,14.0,8.0,14.0,24.0,24.0,9.0,2.0,,1.0,7.0,7.0,94.0,3.0,6.0,,37.0,42.0,8.0,17.0,1.0,1.0,,7.0,9.0,0.0,0.0,,,2.0
2292867,6,2022-09-03 15:00:00,"The City Ground, Nottingham",28720.0,Home,Nott'm Forest,Bournemouth,2,3,L,2,0,0,0,2.0,11.0,3.0,3.0,5.0,,1.0,,,1.0,8.0,6.0,39.0,60.0,486.0,402.0,52.7,22.0,13.0,7.0,9.0,17.0,17.0,17.0,3.0,,1.0,5.0,9.0,136.0,,3.0,,41.0,42.0,12.0,12.0,4.0,4.0,,13.0,8.0,0.0,0.0,1.0,1.0,1.0
2292874,7,2023-04-04 19:45:00,"Elland Road, Leeds",36740.0,Away,Nott'm Forest,Leeds,1,2,L,1,2,0,0,1.0,13.0,1.0,4.0,8.0,,,,1.0,1.0,6.0,5.0,24.0,54.0,296.0,198.0,37.6,20.0,18.0,5.0,8.0,31.0,31.0,18.0,9.0,,1.0,15.0,7.0,157.0,4.0,2.0,,54.0,65.0,15.0,23.0,4.0,4.0,1.0,13.0,11.0,0.0,0.0,,,3.0
2292887,8,2022-09-16 20:00:00,"The City Ground, Nottingham",28654.0,Home,Nott'm Forest,Fulham,2,3,L,1,0,0,0,2.0,11.0,3.0,5.0,3.0,2.0,2.0,1.0,,1.0,7.0,2.0,19.0,42.0,375.0,279.0,40.8,10.0,10.0,3.0,8.0,22.0,22.0,3.0,5.0,,,9.0,10.0,142.0,4.0,3.0,,40.0,46.0,19.0,15.0,2.0,2.0,,11.0,10.0,0.0,0.0,,,2.0
2292895,9,2022-10-03 20:00:00,"King Power Stadium, Leicester",32202.0,Away,Nott'm Forest,Leicester,0,4,L,0,3,0,0,,10.0,3.0,5.0,2.0,3.0,,3.0,1.0,,7.0,4.0,21.0,35.0,464.0,362.0,48.4,15.0,13.0,9.0,13.0,15.0,15.0,6.0,3.0,,,5.0,5.0,139.0,4.0,4.0,,46.0,39.0,11.0,12.0,6.0,6.0,,12.0,11.0,0.0,0.0,,,4.0
2292908,10,2022-10-10 20:00:00,"The City Ground, Nottingham",29208.0,Home,Nott'm Forest,Aston Villa,1,1,D,1,1,0,0,1.0,6.0,3.0,1.0,2.0,,,,,1.0,5.0,4.0,16.0,51.0,333.0,246.0,39.9,9.0,14.0,9.0,7.0,23.0,23.0,4.0,8.0,,,7.0,10.0,141.0,1.0,1.0,,62.0,48.0,21.0,9.0,1.0,1.0,1.0,13.0,19.0,0.0,0.0,,,
