element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,331,15,10,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,3,3,31,23.2,0.0,0.0,2.3,1,13,0,0,1,0.00,0.00,0.00,1.00,60,100399,4827695,141673,41274,154561,David,Raya Martín
2,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,73,52476,381,308,109745,Kepa,Arrizabalaga Revuelta
3,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-61,25821,0,61,463748,Karl,Hein
4,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-169,27584,84,253,551221,Tommy,Setford
5,331,15,8,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,2,29,27.2,14.5,2.0,4.4,8,2,1,9,1,0.00,0.01,0.01,1.00,71,146121,5933365,182766,36645,226597,Gabriel,dos Santos Magalhães
6,331,15,7,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,1,28,14.6,1.9,0.0,1.7,5,3,1,6,1,0.00,0.01,0.01,1.00,61,91649,1955066,109799,18150,462424,William,Saliba
7,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,56,-8825,765211,462,9287,466075,Riccardo,Calafiori
8,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,61,-239928,2524431,4649,244577,445122,Jurriën,Timber
9,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-3,6124,0,3,440854,Jakub,Kiwior
10,331,15,1,True,2026-04-25T16:30:00Z,1,0,34,False,9,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0.6,0.0,0.6,1,0,0,1,0,0.00,0.01,0.01,0.06,50,12,182226,598,586,499169,Myles,Lewis-Skelly
11,331,15,6,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,0,23,9.4,7.4,0.0,1.7,3,2,0,3,1,0.00,0.03,0.03,1.00,51,1946,67656,2762,816,198869,Benjamin,White
13,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,1062,74251,1860,798,563324,Brayden,Clarke
14,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-21,12078,0,21,588793,Maldini,Kacurri
15,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,37,-295,35135,396,691,499167,Josh,Nichols
16,331,15,1,True,2026-04-25T16:30:00Z,1,0,34,False,9,0,0,0,0,0,0,0,0,0,0,0,2,2.2,10.4,9.0,2.2,1,0,0,1,0,0.04,0.01,0.05,0.06,98,-30859,905400,2305,33164,223340,Bukayo,Saka
17,331,15,3,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,0,19,19.2,43.6,13.0,7.6,0,6,2,8,1,0.03,0.20,0.23,1.00,78,9219,217143,10181,962,184029,Martin,Ødegaard
18,331,15,3,True,2026-04-25T16:30:00Z,1,0,34,False,80,0,0,1,0,0,0,0,0,0,0,0,5,4.8,14.3,21.0,4.0,0,3,0,3,1,0.03,0.17,0.20,0.94,68,1157,108687,3405,2248,248857,Noni,Madueke
19,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,37,0,0,0,0,0,0,0,1,0,0,0,1,5.0,12.3,22.0,3.9,0,3,1,4,0,0.12,0.01,0.13,0.64,68,401,117493,1610,1209,444145,Gabriel,Martinelli Silva
20,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,1389,100389,3516,2127,116216,Leandro,Trossard
21,331,15,2,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,1,0,0,0,5,4.2,4.8,4.0,1.3,2,1,0,3,1,0.00,0.02,0.02,1.00,72,74755,3322606,151250,76495,204480,Declan,Rice
22,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-731,99215,8,739,195384,Mikel,Merino Zazón
23,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,0,2452,0,0,438098,Fábio,Ferreira Vieira
24,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-7,17117,69,76,128295,Christian,Nørgaard
25,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-26,14728,0,26,499175,Ethan,Nwaneri
26,331,15,5,True,2026-04-25T16:30:00Z,1,0,34,False,80,0,0,1,0,0,0,0,0,0,0,0,19,16.6,13.4,9.0,3.9,5,6,5,16,1,0.07,0.02,0.09,0.94,50,-1916,402036,13918,15834,481655,Martín,Zubimendi Ibáñez
28,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-15,12425,0,15,588796,Ismeal,Kabia
29,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-10,6310,0,10,437742,Albert,Sambi Lokonga
30,331,15,4,True,2026-04-25T16:30:00Z,1,0,34,False,33,0,1,0,0,0,0,0,0,0,0,0,13,18.2,11.0,4.0,3.3,1,0,0,1,1,0.00,0.03,0.03,0.33,73,47688,152770,50384,2696,219847,Kai,Havertz
31,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,64,-245,43014,823,1068,205651,Gabriel,Fernando de Jesus
266,331,15,6,True,2026-04-25T16:30:00Z,1,0,34,False,52,1,0,0,0,0,0,0,0,0,0,0,25,29.4,6.1,14.0,5.0,0,1,0,1,1,0.17,0.00,0.17,0.36,72,40356,1100639,47389,7033,232413,Eberechi,Eze
662,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,1981,24038,2372,391,500040,Cristhian,Mosquera
666,331,15,1,True,2026-04-25T16:30:00Z,1,0,34,False,56,0,0,0,0,0,0,0,0,0,0,0,5,6.0,10.6,7.0,2.4,2,0,0,2,0,0.03,0.01,0.04,0.67,88,93118,1677687,121693,28575,224117,Viktor,Gyökeres
700,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,3060,149732,9474,6414,616077,Max,Dowman
711,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,2,2068,16,14,646243,Andre,Harriman-Annous
725,331,15,9,True,2026-04-25T16:30:00Z,1,0,34,False,90,0,0,1,0,0,0,0,0,0,0,1,28,29.8,11.8,2.0,4.4,10,3,5,15,1,0.00,0.25,0.25,1.00,51,13239,115181,16645,3406,448104,Piero,Hincapié
759,331,15,0,True,2026-04-25T16:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-3,2999,32,35,616065,Marli,Salmon
32,335,10,3,False,2026-04-25T11:30:00Z,1,0,34,False,90,0,0,0,1,0,0,0,0,0,5,0,24,38.4,0.0,0.0,3.8,0,13,0,0,1,0.00,0.00,0.00,1.18,51,32061,643457,45187,13126,98980,Emiliano,Martínez Romero
33,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,279,50313,656,377,72147,Marco,Bizot
34,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-57,11334,0,57,462492,Joe,Gauci
35,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-5,1049,0,5,462381,Filip,Marschall
36,335,10,2,False,2026-04-25T11:30:00Z,1,0,34,False,90,0,0,0,1,0,0,0,0,0,0,0,13,19.0,23.2,2.0,4.4,3,0,4,7,1,0.00,0.03,0.03,1.18,47,30196,1106018,55249,25053,199796,Matty,Cash
37,335,10,2,False,2026-04-25T11:30:00Z,1,0,34,False,90,0,0,0,1,0,0,0,0,0,0,0,2,1.0,1.8,1.0,0.4,2,0,1,3,1,0.02,0.01,0.03,1.18,45,8345,218954,11614,3269,101188,Lucas,Digne
38,335,10,2,False,2026-04-25T11:30:00Z,1,0,34,False,90,0,0,0,1,0,0,0,0,0,0,0,11,19.2,1.3,0.0,2.1,5,4,0,5,1,0.00,0.01,0.01,1.18,44,2950,1010648,17726,14776,199798,Ezri,Konsa Ngoyo
39,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,2300,79431,3535,1235,441302,Ian,Maatsen
40,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,225,85990,1262,1037,149484,Tyrone,Mings
41,335,10,1,False,2026-04-25T11:30:00Z,1,0,34,False,90,0,0,0,1,0,0,0,1,0,0,0,6,20.2,4.4,0.0,2.5,3,4,1,4,1,0.00,0.02,0.02,1.18,43,215,40473,744,529,244954,Pau,Torres
42,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,68,27764,333,265,606798,Andrés,García
43,335,10,0,False,2026-04-25T11:30:00Z,1,0,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-707,203244,0,707,106468,Álex,Moreno Lopera
