team_code,team_name,gw,is_home,opponent_code,opponent_name,team_score,opponent_score,difficulty,finished
1,Man Utd,18,True,4,Newcastle,1,0,3,True
4,Newcastle,18,False,1,Man Utd,0,1,4,True
17,Nott'm Forest,18,True,43,Man City,1,2,4,True
43,Man City,18,False,17,Nott'm Forest,2,1,3,True
3,Arsenal,18,True,36,Brighton,2,1,3,True
36,Brighton,18,False,3,Arsenal,1,2,5,True
94,Brentford,18,True,91,Bournemouth,4,1,3,True
91,Bournemouth,18,False,94,Brentford,1,4,3,True
90,Burnley,18,True,11,Everton,0,0,3,True
11,Everton,18,False,90,Burnley,0,0,2,True
14,Liverpool,18,True,39,Wolves,2,1,1,True
39,Wolves,18,False,14,Liverpool,1,2,4,True
21,West Ham,18,True,54,Fulham,0,1,3,True
54,Fulham,18,False,21,West Ham,1,0,3,True
8,Chelsea,18,True,7,Aston Villa,1,2,3,True
7,Aston Villa,18,False,8,Chelsea,2,1,3,True
56,Sunderland,18,True,2,Leeds,1,1,2,True
2,Leeds,18,False,56,Sunderland,1,1,3,True
31,Crystal Palace,18,True,6,Spurs,0,1,3,True
6,Spurs,18,False,31,Crystal Palace,1,0,3,True
