element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,61,19,6,True,2025-10-04T14:00:00Z,2,0,7,False,90,0,0,1,0,0,0,0,0,0,0,0,20,3.2,0.0,0.0,0.3,0,8,0,0,1,0.00,0.00,0.00,0.49,56,212315,3297838,287510,75195,154561,David,Raya Martín
2,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,-3442,64932,461,3903,109745,Kepa,Arrizabalaga Revuelta
3,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2897,41629,0,2897,463748,Karl,Hein
4,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1019,26881,820,1839,551221,Tommy,Setford
5,61,19,9,True,2025-10-04T14:00:00Z,2,0,7,False,90,0,0,1,0,0,0,0,0,0,0,1,33,24.6,2.0,2.0,2.9,10,0,2,12,1,0.00,0.03,0.03,0.49,62,504651,3404817,596289,91638,226597,Gabriel,dos Santos Magalhães
6,61,19,6,True,2025-10-04T14:00:00Z,2,0,7,False,90,0,0,1,0,0,0,0,0,0,0,0,30,28.2,2.2,0.0,3.0,8,4,0,8,1,0.00,0.02,0.02,0.49,60,10476,1526375,75755,65279,462424,William,Saliba
7,61,19,6,True,2025-10-04T14:00:00Z,2,0,7,False,74,0,0,1,0,0,0,0,0,0,0,0,26,8.8,5.4,19.0,3.3,3,5,3,6,1,0.17,0.02,0.19,0.36,57,25129,1786011,121007,95878,466075,Riccardo,Calafiori
8,61,19,11,True,2025-10-04T14:00:00Z,2,0,7,False,90,0,1,1,0,0,0,0,0,0,0,2,43,20.2,16.8,29.0,6.6,3,3,6,9,1,0.16,0.03,0.19,0.49,58,197000,1910147,274109,77109,445122,Jurriën,Timber
9,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-348,7242,0,348,440854,Jakub,Kiwior
10,61,19,1,True,2025-10-04T14:00:00Z,2,0,7,False,15,0,0,0,0,0,0,0,0,0,0,0,2,3.2,0.3,2.0,0.6,2,1,0,2,0,0.00,0.00,0.00,0.13,53,-14553,230990,2830,17383,499169,Myles,Lewis-Skelly
11,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1487,53910,1842,3329,198869,Benjamin,White
13,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1654,59227,2098,3752,563324,Brayden,Clarke
14,61,19,0,True,2025-10-04T14:00:00Z,2,0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-2272,19705,0,2272,588793,Maldini,Kacurri
