element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,92,3,6,False,2025-11-01T15:00:00Z,0,2,10,False,90,0,0,1,0,0,0,0,0,0,0,0,20,2.8,0.1,0.0,0.3,1,7,0,0,1,0.00,0.00,0.00,0.42,58,227648,3816996,267422,39774,154561,David,Raya Martín
2,92,3,0,False,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-2150,57825,423,2573,109745,Kepa,Arrizabalaga Revuelta
3,92,3,0,False,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1888,35449,0,1888,463748,Karl,Hein
4,92,3,0,False,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-948,25474,404,1352,551221,Tommy,Setford
5,92,3,12,False,2025-11-01T15:00:00Z,0,2,10,False,90,0,1,1,0,0,0,0,1,0,0,2,39,36.0,11.3,4.0,5.1,10,1,1,11,1,0.00,0.52,0.52,0.42,65,516984,4909124,567316,50332,226597,Gabriel,dos Santos Magalhães
6,92,3,6,False,2025-11-01T15:00:00Z,0,2,10,False,90,0,0,1,0,0,0,0,0,0,0,0,29,19.2,6.1,0.0,2.5,4,5,2,6,1,0.00,0.01,0.01,0.42,60,-124697,1429278,30644,155341,462424,William,Saliba
7,92,3,6,False,2025-11-01T15:00:00Z,0,2,10,False,71,0,0,1,0,0,0,0,0,0,0,0,33,16.0,3.3,17.0,3.6,6,3,1,7,1,0.06,0.01,0.07,0.02,58,104799,1981741,151960,47161,466075,Riccardo,Calafiori
8,92,3,6,False,2025-11-01T15:00:00Z,0,2,10,False,90,0,0,1,0,0,0,0,0,0,0,0,20,5.4,1.2,17.0,2.4,2,3,2,4,1,0.19,0.01,0.20,0.42,61,340003,3109667,381364,41361,445122,Jurriën,Timber
9,92,3,0,False,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-114,6682,0,114,440854,Jakub,Kiwior
10,92,3,1,False,2025-11-01T15:00:00Z,0,2,10,False,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,1,0,0,1,0,0.00,0.00,0.00,0.05,52,-6307,207253,3888,10195,499169,Myles,Lewis-Skelly
11,92,3,0,False,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1203,51263,1493,2696,198869,Benjamin,White
