team_code,team_name,gw,is_home,opponent_code,opponent_name,team_score,opponent_score,difficulty,finished
8,Chelsea,16,True,11,Everton,2,0,3,True
11,Everton,16,False,8,Chelsea,0,2,3,True
14,Liverpool,16,True,36,Brighton,2,0,3,True
36,Brighton,16,False,14,Liverpool,0,2,4,True
90,Burnley,16,True,54,Fulham,2,3,3,True
54,Fulham,16,False,90,Burnley,3,2,2,True
3,Arsenal,16,True,39,Wolves,2,1,1,True
39,Wolves,16,False,3,Arsenal,1,2,5,True
31,Crystal Palace,16,True,43,Man City,0,3,4,True
43,Man City,16,False,31,Crystal Palace,3,0,3,True
17,Nott'm Forest,16,True,6,Spurs,3,0,3,True
6,Spurs,16,False,17,Nott'm Forest,0,3,3,True
56,Sunderland,16,True,4,Newcastle,1,0,3,True
4,Newcastle,16,False,56,Sunderland,0,1,3,True
21,West Ham,16,True,7,Aston Villa,2,3,3,True
7,Aston Villa,16,False,21,West Ham,3,2,3,True
94,Brentford,16,True,2,Leeds,1,1,2,True
2,Leeds,16,False,94,Brentford,1,1,3,True
1,Man Utd,16,True,91,Bournemouth,4,4,3,True
91,Bournemouth,16,False,1,Man Utd,4,4,4,True
