team_code,team_name,gw,is_home,opponent_code,opponent_name,team_score,opponent_score,difficulty,finished
8,Chelsea,3,True,54,Fulham,2,0,3,True
54,Fulham,3,False,8,Chelsea,0,2,3,True
1,Man Utd,3,True,90,Burnley,3,2,1,True
90,Burnley,3,False,1,Man Utd,2,3,4,True
6,Spurs,3,True,91,Bournemouth,0,1,3,True
91,Bournemouth,3,False,6,Spurs,1,0,3,True
56,Sunderland,3,True,94,Brentford,2,1,3,True
94,Brentford,3,False,56,Sunderland,1,2,3,True
39,Wolves,3,True,11,Everton,2,3,3,True
11,Everton,3,False,39,Wolves,3,2,2,True
2,Leeds,3,True,4,Newcastle,0,0,3,True
4,Newcastle,3,False,2,Leeds,0,0,3,True
36,Brighton,3,True,43,Man City,2,1,4,True
43,Man City,3,False,36,Brighton,1,2,4,True
17,Nott'm Forest,3,True,21,West Ham,0,3,2,True
21,West Ham,3,False,17,Nott'm Forest,3,0,3,True
14,Liverpool,3,True,3,Arsenal,1,0,4,True
3,Arsenal,3,False,14,Liverpool,0,1,4,True
7,Aston Villa,3,True,31,Crystal Palace,0,3,3,True
31,Crystal Palace,3,False,7,Aston Villa,3,0,4,True
