element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_code,first_name,second_name
1,234,11,6,False,2026-01-31T15:00:00Z,0,4,24,False,90,0,0,1,0,0,0,0,0,0,1,0,24,9.6,0.0,0.0,1.0,0,11,0,0,1,0.00,0.00,0.00,0.15,59,-19057,4262493,91776,110833,154561,David,Raya Martín
2,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,41,-233,50126,363,596,109745,Kepa,Arrizabalaga Revuelta
3,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-189,27184,0,189,463748,Karl,Hein
4,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-597,30598,272,869,551221,Tommy,Setford
5,234,11,8,False,2026-01-31T15:00:00Z,0,4,24,False,90,0,0,1,0,0,0,0,0,0,0,0,30,33.6,0.8,19.0,5.3,11,2,2,13,1,0.02,0.05,0.07,0.15,70,286288,5009355,313255,26967,226597,Gabriel,dos Santos Magalhães
6,234,11,6,False,2026-01-31T15:00:00Z,0,4,24,False,90,0,0,1,0,0,0,0,0,0,0,0,21,10.2,3.1,0.0,1.3,3,2,0,3,1,0.00,0.02,0.02,0.15,60,12662,1583683,57655,44993,462424,William,Saliba
7,234,11,1,False,2026-01-31T15:00:00Z,0,4,24,False,15,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,7.0,0.8,1,1,0,1,0,0.25,0.01,0.26,0.03,56,-3359,789745,14719,18078,466075,Riccardo,Calafiori
8,234,11,5,False,2026-01-31T15:00:00Z,0,4,24,False,90,0,0,1,0,0,0,0,1,0,0,0,20,8.6,16.5,9.0,3.4,1,5,2,3,1,0.14,0.21,0.35,0.15,63,-35766,3583337,148485,184251,445122,Jurriën,Timber
9,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-17,6213,0,17,440854,Jakub,Kiwior
10,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-2041,188387,1295,3336,499169,Myles,Lewis-Skelly
11,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-21,75467,4701,4722,198869,Benjamin,White
13,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,-765,56879,500,1265,563324,Brayden,Clarke
14,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-63,12517,0,63,588793,Maldini,Kacurri
15,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,-189,22470,146,335,499167,Josh,Nichols
16,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,100,-312353,1954699,49867,362220,223340,Bukayo,Saka
17,234,11,4,False,2026-01-31T15:00:00Z,0,4,24,False,29,0,1,0,0,0,0,0,0,0,0,0,16,20.0,26.2,0.0,4.6,0,1,0,1,0,0.00,0.22,0.22,0.03,78,-16444,286069,8985,25429,184029,Martin,Ødegaard
18,234,11,14,False,2026-01-31T15:00:00Z,0,4,24,False,60,1,1,1,0,0,0,0,0,0,0,3,43,59.4,34.7,13.0,10.7,2,0,0,2,1,0.01,0.27,0.28,0.12,68,-920,82289,879,1799,248857,Noni,Madueke
19,234,11,4,False,2026-01-31T15:00:00Z,0,4,24,False,29,0,1,0,0,0,0,0,0,0,0,0,19,23.2,14.2,17.0,5.4,1,3,0,4,0,0.11,0.29,0.40,0.03,68,-534,110214,2539,3073,444145,Gabriel,Martinelli Silva
20,234,11,3,False,2026-01-31T15:00:00Z,0,4,24,False,80,0,0,1,0,0,0,0,0,0,0,0,13,11.0,15.5,4.0,3.1,4,2,2,8,1,0.02,0.15,0.17,0.12,68,-13609,179082,17328,30937,116216,Leandro,Trossard
21,234,11,3,False,2026-01-31T15:00:00Z,0,4,24,False,90,0,0,1,0,0,0,0,0,0,0,0,20,19.0,44.4,4.0,6.7,4,3,2,9,1,0.00,0.40,0.40,0.15,74,133129,4137784,299564,166435,204480,Declan,Rice
22,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-5948,180905,8805,14753,195384,Mikel,Merino Zazón
23,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-6,2489,0,6,438098,Fábio,Ferreira Vieira
24,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-3,16880,226,229,128295,Christian,Nørgaard
25,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-554,15890,0,554,499175,Ethan,Nwaneri
26,234,11,10,False,2026-01-31T15:00:00Z,0,4,24,False,90,1,0,1,0,0,0,0,0,0,0,2,35,45.4,2.6,35.0,8.3,3,6,2,11,1,0.35,0.01,0.36,0.15,52,-1397,283208,12344,13741,481655,Martín,Zubimendi Ibáñez
28,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-50,12727,0,50,588796,Ismeal,Kabia
29,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-29,6468,0,29,437742,Albert,Sambi Lokonga
30,234,11,2,False,2026-01-31T15:00:00Z,0,4,24,False,60,0,0,1,0,0,0,0,0,0,0,0,11,7.8,10.7,2.0,2.1,2,1,1,4,1,0.00,0.01,0.01,0.12,73,10238,55362,11934,1696,219847,Kai,Havertz
31,234,11,5,False,2026-01-31T15:00:00Z,0,4,24,False,14,1,0,0,0,0,0,0,0,0,0,0,26,38.4,0.3,45.0,8.4,0,0,0,0,0,0.74,0.00,0.74,0.03,64,15569,63059,23727,8158,205651,Gabriel,Fernando de Jesus
266,234,11,1,False,2026-01-31T15:00:00Z,0,4,24,False,9,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.1,0.0,0.2,0,1,0,1,0,0.00,0.00,0.00,0.03,73,-42327,1041725,4341,46668,232413,Eberechi,Eze
662,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,327,16933,581,254,500040,Cristhian,Mosquera
666,234,11,7,False,2026-01-31T15:00:00Z,0,4,24,False,75,1,0,1,0,0,0,0,0,0,0,1,32,36.2,12.4,44.0,9.3,2,2,1,5,1,0.56,0.01,0.57,0.12,87,7024,1204119,28466,21442,224117,Viktor,Gyökeres
700,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,2896,47229,6307,3411,616077,Max,Dowman
711,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,6,1812,35,29,646243,Andre,Harriman-Annous
725,234,11,6,False,2026-01-31T15:00:00Z,0,4,24,False,74,0,0,1,0,0,0,0,0,0,0,0,21,13.2,2.1,4.0,1.9,4,2,2,6,1,0.00,0.01,0.01,0.12,51,-11281,81333,3899,15180,448104,Piero,Hincapié
759,234,11,0,False,2026-01-31T15:00:00Z,0,4,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,3,1826,72,69,616065,Marli,Salmon
32,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,6,6.4,0.1,0.0,0.7,4,8,0,0,1,0.00,0.00,0.00,0.38,50,23984,429394,40101,16117,98980,Emiliano,Martínez Romero
33,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,42,-531,50699,311,842,72147,Marco,Bizot
34,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-131,12097,0,131,462492,Joe,Gauci
35,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-8,1104,0,8,462381,Filip,Marschall
36,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,16,24.4,40.8,30.0,9.5,4,7,4,8,1,0.23,0.33,0.56,0.38,48,73324,1499457,129439,56115,199796,Matty,Cash
37,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-167,203240,7017,7184,101188,Lucas,Digne
38,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,11,14.2,9.3,4.0,2.8,2,3,2,4,1,0.35,0.08,0.43,0.38,44,21401,968354,43086,21685,199798,Ezri,Konsa Ngoyo
39,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,23,29.6,45.7,25.0,10.0,2,7,6,8,1,0.15,0.39,0.54,0.38,42,3603,68790,5710,2107,441302,Ian,Maatsen
40,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,43,987,71293,1442,455,149484,Tyrone,Mings
41,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,15,9.6,6.5,9.0,2.5,3,3,0,3,1,0.16,0.06,0.22,0.38,43,2230,39985,3247,1017,244954,Pau,Torres
42,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-636,27398,225,861,606798,Andrés,García
43,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1934,213055,0,1934,106468,Álex,Moreno Lopera
44,231,5,1,True,2026-02-01T14:00:00Z,0,1,24,False,45,0,0,0,1,0,0,0,0,0,0,0,0,2.4,1.3,0.0,0.4,1,2,1,2,1,0.00,0.00,0.00,0.27,40,-220,68077,1651,1871,515597,Lamare,Bogarde
45,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,38,719,37825,1399,680,514315,Lino,da Cruz Sousa
46,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-105,14413,0,105,587178,Yasin,Özcan
47,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,17,14.4,31.5,53.0,9.9,2,2,1,5,1,0.21,0.33,0.54,0.38,77,69905,4073504,231607,161702,244850,Morgan,Rogers
48,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-23006,112606,2611,25617,166989,Youri,Tielemans
49,231,5,1,True,2026-02-01T14:00:00Z,0,1,24,False,45,0,0,0,0,0,0,0,0,0,0,0,3,3.8,37.9,16.0,5.8,0,3,0,3,0,0.13,0.28,0.41,0.10,55,655,10518,792,137,215711,Leon,Bailey
50,231,5,2,True,2026-02-01T14:00:00Z,0,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,12,12.4,28.6,54.0,9.5,2,5,3,10,1,0.35,0.16,0.51,0.38,53,22876,67408,27119,4243,195546,Emiliano,Buendía Stati
51,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-6,2469,0,6,469247,Samuel,Iling-Junior
53,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-5800,60572,0,5800,204646,Donyell,Malen
54,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-29897,90653,136,30033,122806,John,McGinn
55,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,48,-35,4432,23,58,88894,Ross,Barkley
56,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,46,0,0,491287,Enzo,Barrenechea
57,231,5,0,True,2026-02-01T14:00:00Z,0,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-5,3161,0,5,461421,Lewis,Dobbin
