matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
855176,1,2016-08-13 15:00:00,"Selhurst Park, London",24490,Home,Crystal Palace,West Brom,0,1,L,0,0,0,0,,14.0,4.0,7.0,3.0,1.0,,2.0,,,9.0,5.0,30.0,63.0,414.0,298.0,62.3,18.0,28.0,22.0,17.0,21.0,14.0,20.0,2.0,,,5.0,12.0,169.0,2.0,1.0,,69.0,55.0,21.0,21.0,3.0,3.0,1.0,12.0,14.0,0.0,0.0,,,
855188,2,2016-08-20 15:00:00,"White Hart Lane, London",31447,Away,Crystal Palace,Spurs,0,1,L,0,0,0,0,,10.0,2.0,6.0,2.0,,,,,,6.0,3.0,35.0,75.0,325.0,234.0,43.1,15.0,28.0,21.0,27.0,24.0,17.0,14.0,5.0,,,8.0,23.0,161.0,4.0,1.0,,68.0,59.0,8.0,13.0,4.0,3.0,,9.0,19.0,0.0,0.0,,,
855193,3,2016-08-27 15:00:00,"Selhurst Park, London",23503,Home,Crystal Palace,Bournemouth,1,1,D,0,1,0,0,1.0,24.0,5.0,12.0,7.0,,,3.0,,1.0,16.0,7.0,60.0,63.0,447.0,380.0,59.4,36.0,19.0,14.0,21.0,29.0,24.0,7.0,3.0,,,7.0,8.0,133.0,2.0,1.0,,65.0,46.0,23.0,8.0,10.0,10.0,2.0,15.0,9.0,0.0,0.0,1.0,,5.0
855207,4,2016-09-10 15:00:00,"Riverside Stadium, Middlesbrough",30551,Away,Crystal Palace,Boro,2,1,W,1,1,0,0,2.0,12.0,4.0,4.0,4.0,1.0,2.0,,,1.0,9.0,6.0,27.0,60.0,390.0,306.0,42.3,20.0,24.0,19.0,18.0,29.0,23.0,10.0,3.0,1.0,,13.0,15.0,134.0,3.0,1.0,,69.0,58.0,27.0,14.0,6.0,6.0,1.0,9.0,5.0,0.0,0.0,,,1.0
855213,5,2016-09-18 14:15:00,"Selhurst Park, London",23781,Home,Crystal Palace,Stoke,4,1,W,2,0,0,0,4.0,14.0,8.0,2.0,4.0,,1.0,,,2.0,9.0,9.0,28.0,46.0,459.0,376.0,56.5,23.0,26.0,21.0,18.0,35.0,26.0,12.0,1.0,1.0,,5.0,21.0,159.0,3.0,1.0,,71.0,66.0,19.0,20.0,10.0,10.0,2.0,15.0,9.0,0.0,0.0,,,2.0
855229,6,2016-09-24 15:00:00,"Stadium of Light, Sunderland",38941,Away,Crystal Palace,Sunderland,3,2,W,0,1,0,0,3.0,21.0,4.0,13.0,4.0,2.0,2.0,,,3.0,16.0,7.0,39.0,80.0,450.0,336.0,55.4,29.0,15.0,9.0,13.0,31.0,26.0,14.0,3.0,,1.0,8.0,15.0,157.0,2.0,2.0,,61.0,54.0,20.0,19.0,5.0,5.0,1.0,12.0,15.0,0.0,0.0,,,2.0
855233,7,2016-09-30 20:00:00,"Goodison Park, Liverpool",38758,Away,Crystal Palace,Everton,1,1,D,0,1,0,0,1.0,10.0,2.0,2.0,6.0,1.0,,1.0,,1.0,5.0,3.0,36.0,55.0,297.0,200.0,43.4,21.0,14.0,11.0,11.0,29.0,23.0,17.0,4.0,,,16.0,12.0,161.0,1.0,1.0,,66.0,68.0,21.0,23.0,9.0,9.0,1.0,11.0,16.0,0.0,0.0,,,1.0
855245,8,2016-10-15 17:30:00,"Selhurst Park, London",25643,Home,Crystal Palace,West Ham,0,1,L,0,1,0,1,,12.0,3.0,8.0,1.0,2.0,,3.0,1.0,,8.0,3.0,44.0,60.0,411.0,305.0,55.2,16.0,9.0,8.0,12.0,12.0,8.0,20.0,3.0,,,11.0,15.0,175.0,3.0,1.0,,53.0,71.0,27.0,24.0,7.0,7.0,1.0,12.0,12.0,0.0,0.0,1.0,,1.0
855257,9,2016-10-22 15:00:00,"King Power Stadium, Leicester",31969,Away,Crystal Palace,Leicester,1,3,L,0,1,0,0,1.0,23.0,7.0,7.0,9.0,1.0,,2.0,1.0,1.0,19.0,12.0,40.0,61.0,487.0,390.0,55.4,34.0,17.0,14.0,25.0,22.0,18.0,18.0,4.0,2.0,,11.0,16.0,165.0,1.0,3.0,,70.0,56.0,21.0,20.0,8.0,8.0,2.0,8.0,10.0,0.0,0.0,,,3.0
855262,10,2016-10-29 17:30:00,"Selhurst Park, London",25628,Home,Crystal Palace,Liverpool,2,4,L,2,3,0,0,2.0,7.0,6.0,1.0,,,1.0,,,1.0,6.0,5.0,23.0,77.0,417.0,304.0,44.7,23.0,27.0,21.0,16.0,32.0,32.0,12.0,2.0,,,9.0,19.0,180.0,6.0,4.0,,76.0,66.0,32.0,19.0,3.0,3.0,1.0,15.0,5.0,0.0,0.0,,,4.0
