matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
1059705,1,2019-08-10 15:00:00,"Selhurst Park, London",25151.0,Home,Crystal Palace,Everton,0,0,D,0,0,0,1,,6.0,2.0,,4.0,,,1.0,,1.0,,,,5.0,5.0,25.0,59.0,268.0,161.0,35.4,19.0,21.0,14.0,10.0,21.0,21.0,19.0,5.0,1.0,,5.0,10.0,166.0,2.0,,,1.0,,71.0,53.0,30.0,18.0,6.0,6.0,1.0,16.0,12.0,0.0,0.0,,,4.0
1059719,2,2019-08-18 14:00:00,"Bramall Lane, Sheffield",30197.0,Away,Crystal Palace,Sheff Utd,0,1,L,0,0,0,0,,6.0,4.0,,2.0,,,,,,,,,4.0,4.0,32.0,72.0,498.0,392.0,57.5,12.0,21.0,15.0,13.0,25.0,25.0,20.0,5.0,1.0,,9.0,10.0,156.0,2.0,1.0,,,,74.0,62.0,27.0,23.0,4.0,4.0,,11.0,16.0,0.0,0.0,,,1.0
1059726,3,2019-08-24 15:00:00,"Old Trafford, Manchester",73454.0,Away,Crystal Palace,Man Utd,2,1,W,1,0,0,0,2.0,5.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,10.0,35.0,231.0,141.0,28.7,16.0,25.0,13.0,16.0,26.0,26.0,15.0,6.0,,,7.0,6.0,122.0,2.0,1.0,,,,56.0,57.0,15.0,23.0,1.0,1.0,1.0,18.0,7.0,0.0,0.0,,,
1059735,4,2019-08-31 15:00:00,"Selhurst Park, London",25248.0,Home,Crystal Palace,Aston Villa,1,0,W,0,0,0,1,1.0,22.0,5.0,10.0,7.0,,,1.0,,1.0,,,,16.0,7.0,50.0,52.0,407.0,343.0,52.8,48.0,18.0,9.0,7.0,21.0,21.0,10.0,4.0,,,11.0,10.0,123.0,2.0,,,1.0,,50.0,57.0,13.0,13.0,13.0,13.0,2.0,15.0,15.0,0.0,0.0,,,2.0
1059749,5,2019-09-14 15:00:00,"Tottenham Hotspur Stadium, London",59812.0,Away,Crystal Palace,Spurs,0,4,L,0,4,0,0,,11.0,6.0,2.0,3.0,,,,,,,,,9.0,8.0,14.0,31.0,357.0,276.0,35.9,24.0,15.0,11.0,18.0,15.0,15.0,14.0,1.0,1.0,,9.0,10.0,125.0,2.0,4.0,,,1.0,56.0,51.0,15.0,20.0,3.0,3.0,2.0,11.0,19.0,0.0,0.0,,,
1059755,6,2019-09-22 14:00:00,"Selhurst Park, London",25122.0,Home,Crystal Palace,Wolves,1,1,D,0,0,0,1,1.0,13.0,4.0,5.0,4.0,,,1.0,,1.0,,,,7.0,4.0,29.0,55.0,456.0,359.0,49.9,31.0,24.0,9.0,14.0,18.0,18.0,15.0,6.0,,1.0,7.0,21.0,158.0,3.0,1.0,,,,76.0,61.0,20.0,17.0,6.0,6.0,2.0,7.0,10.0,0.0,0.0,,,1.0
1059765,7,2019-09-28 15:00:00,"Selhurst Park, London",25477.0,Home,Crystal Palace,Norwich,2,0,W,1,0,0,0,2.0,15.0,3.0,6.0,6.0,,,,1.0,,,,1.0,12.0,7.0,36.0,71.0,415.0,333.0,44.6,31.0,18.0,10.0,8.0,13.0,13.0,23.0,4.0,,,11.0,13.0,138.0,3.0,,,1.0,,54.0,53.0,15.0,11.0,5.0,5.0,,14.0,10.0,0.0,0.0,1.0,1.0,2.0
1059781,8,2019-10-05 17:30:00,"London Stadium, London",59912.0,Away,Crystal Palace,West Ham,2,1,W,0,0,0,0,2.0,7.0,4.0,1.0,2.0,,,2.0,2.0,1.0,,,1.0,5.0,4.0,25.0,57.0,489.0,395.0,48.3,24.0,10.0,6.0,9.0,18.0,18.0,15.0,1.0,,,6.0,14.0,146.0,4.0,1.0,,,,52.0,59.0,20.0,27.0,2.0,2.0,2.0,7.0,9.0,0.0,0.0,1.0,1.0,4.0
1059785,9,2019-10-19 17:30:00,"Selhurst Park, London",25480.0,Home,Crystal Palace,Man City,0,2,L,0,2,0,0,,7.0,2.0,3.0,2.0,,,,,1.0,1.0,,,5.0,3.0,15.0,50.0,276.0,207.0,28.7,11.0,13.0,7.0,22.0,26.0,26.0,17.0,3.0,1.0,,16.0,9.0,115.0,9.0,2.0,,,,47.0,56.0,13.0,21.0,1.0,1.0,1.0,8.0,10.0,0.0,0.0,,,3.0
1059792,10,2019-10-27 16:30:00,"Emirates Stadium, London",60345.0,Away,Crystal Palace,Arsenal,2,2,D,1,2,0,0,2.0,10.0,4.0,2.0,4.0,,,1.0,2.0,,,,1.0,8.0,6.0,24.0,53.0,345.0,267.0,43.8,24.0,14.0,11.0,9.0,26.0,26.0,6.0,1.0,,,8.0,14.0,134.0,4.0,2.0,,,,65.0,54.0,25.0,17.0,5.0,5.0,1.0,9.0,18.0,0.0,0.0,1.0,1.0,1.0
