fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
3,6,False,2025-08-16T14:00:00Z,1,1,1,Brighton,40,1051,1,2,1,11,0,0,0,3,0,3,3,160,158.99999999999997,111.19999999999999,107.0,18,42,15,50,12,0.7899999999999999,0.56,1.35,16.389999999999997,0,1679223,0,0,37.7,49.4,10,Fulham,26,16
17,14,True,2025-08-24T15:30:00Z,1,1,2,Man Utd,40,1060,1,1,0,13,1,0,0,1,0,3,2,160,187.4,211.29999999999998,178.0,33,38,13,63,12,1.76,2.29,4.05,18.68,-74765,1805096,180898,255663,57.7,49.3,10,Fulham,26,16
23,7,False,2025-08-30T11:30:00Z,2,0,3,Chelsea,24,1069,0,0,0,24,0,0,0,2,0,4,0,87,173.8,140.0,80.0,33,49,30,85,12,1.32,0.5800000000000001,1.9,28.110000000000003,-91498,1772713,187114,278612,39.4,49.2,10,Fulham,26,16
37,11,True,2025-09-13T14:00:00Z,1,0,4,Leeds,58,958,0,1,9,0,0,0,0,1,0,3,6,218,167.0,97.1,54.0,33,42,24,76,11,0.81,0.6600000000000001,1.4700000000000002,8.73,250130,2194479,561396,311266,31.8,49.5,10,Fulham,29,16
45,5,True,2025-09-20T19:00:00Z,3,1,5,Brentford,51,985,2,3,0,11,0,0,0,4,0,2,5,212,281.8,168.89999999999998,127.0,48,43,19,92,11,1.02,0.6100000000000001,1.63,6.6,94157,2261956,301293,207136,57.8,49.4,10,Fulham,29,16
51,2,False,2025-09-28T13:00:00Z,3,1,6,Aston Villa,30,934,1,1,0,30,0,0,0,4,0,1,1,130,180.6,106.79999999999998,130.0,34,50,16,71,11,0.9299999999999999,0.48,1.4100000000000001,11.100000000000001,96364,2367015,397367,301003,41.7,49.3,10,Fulham,29,16
63,4,False,2025-10-03T19:00:00Z,3,1,7,Bournemouth,40,1056,1,1,3,32,0,0,0,1,0,3,2,163,232.20000000000002,186.9,110.0,48,56,12,93,12,0.9000000000000001,1.2,2.1,12.510000000000002,-106404,2269115,135922,242326,52.9,49.3,10,Fulham,29,16
74,1,True,2025-10-18T16:30:00Z,0,1,8,Arsenal,31,1008,0,0,0,11,0,0,0,0,0,4,0,132,170.0,106.60000000000001,50.0,46,43,21,87,11,0.44,0.33,0.7700000000000001,20.15,-160287,2128285,126699,286986,32.7,49.1,10,Fulham,29,16
89,15,False,2025-10-25T14:00:00Z,2,1,9,Newcastle,35,975,1,1,0,22,0,0,0,2,0,5,2,139,195.0,113.80000000000001,154.0,36,47,20,85,11,1.48,0.31999999999999995,1.8,22.749999999999996,-151732,1987491,81384,233116,46.3,49.1,10,Fulham,29,16
94,20,True,2025-11-01T15:00:00Z,3,0,10,Wolves,72,984,2,3,11,0,0,0,0,1,0,2,6,261,227.4,232.7,167.0,27,48,6,52,11,1.3900000000000001,1.08,2.4699999999999998,2.57,3652,2040482,201604,197952,62.7,49.0,10,Fulham,29,15
105,9,False,2025-11-08T15:00:00Z,2,0,11,Everton,26,971,0,0,0,21,0,0,0,2,0,3,0,121,181.79999999999998,87.10000000000001,87.0,51,35,17,82,11,0.36,0.32000000000000006,0.6800000000000002,15.399999999999999,5700,2028316,138436,132736,35.6,48.9,10,Fulham,29,15
115,17,True,2025-11-22T15:00:00Z,1,0,12,Sunderland,60,1001,1,1,11,0,0,0,0,4,0,2,6,236,215.0,271.5,225.0,35,42,11,75,11,2.19,1.49,3.6799999999999997,1.87,7411,2082361,136620,129209,71.2,48.8,10,Fulham,29,16
129,18,False,2025-11-29T20:00:00Z,1,2,13,Spurs,54,986,2,2,0,11,0,0,0,2,0,0,5,197,291.0,56.199999999999996,64.0,63,49,29,125,11,0.44999999999999996,0.8099999999999999,1.26,9.469999999999999,-90265,1907247,57690,147955,41.1,48.7,10,Fulham,29,15
135,13,True,2025-12-02T19:30:00Z,4,5,14,Man City,47,988,4,3,0,55,1,0,0,0,0,0,1,179,296.2,140.1,131.0,34,49,18,79,11,0.9,0.8600000000000001,1.7600000000000002,23.869999999999997,-18091,1957217,61686,79777,56.7,48.6,10,Fulham,29,16
145,8,True,2025-12-07T16:30:00Z,1,2,15,Crystal Palace,35,985,1,1,0,22,0,0,0,0,0,3,1,152,243.2,165.89999999999998,124.0,36,50,12,73,11,0.76,0.8800000000000001,1.6400000000000001,18.18,102904,2076318,181625,78721,53.3,48.5,10,Fulham,29,15
153,3,False,2025-12-13T17:30:00Z,2,3,16,Burnley,57,985,3,3,0,22,0,0,0,2,0,6,4,233,362.2,109.9,126.0,54,53,22,98,11,2.23,1.46,3.6899999999999995,27.06,1471981,3722753,1708611,236630,59.8,48.7,10,Fulham,29,14
165,16,True,2025-12-22T20:00:00Z,1,0,17,Nott'm Forest,65,979,1,1,11,0,0,0,0,5,0,2,6,243,195.8,136.1,86.0,44,58,20,91,11,1.5100000000000002,0.5700000000000001,2.08,6.6,1395180,5033634,1704236,309056,41.8,48.6,10,Fulham,30,15
180,19,False,2025-12-27T15:00:00Z,0,1,18,West Ham,63,986,1,1,11,0,0,0,0,3,0,2,6,250,251.20000000000002,220.60000000000002,187.0,51,36,16,85,11,1.6300000000000003,1.4300000000000002,3.06,10.0,63219,4904475,431664,368445,65.9,48.5,10,Fulham,30,15
185,8,False,2026-01-01T17:30:00Z,1,1,19,Crystal Palace,33,981,1,1,0,11,0,0,0,5,0,1,2,152,233.79999999999998,183.29999999999998,146.0,47,49,16,83,11,1.9000000000000001,1.23,3.13,17.820000000000004,-80223,4742160,216557,296780,56.3,48.5,10,Fulham,30,14
195,12,True,2026-01-04T15:15:00Z,2,2,20,Liverpool,41,982,2,2,0,21,0,0,0,1,0,0,2,163,235.99999999999997,91.49999999999999,65.0,53,39,15,77,11,0.75,0.37,1.12,14.5,-322336,4600652,125518,447854,39.2,48.2,10,Fulham,31,15
207,7,True,2026-01-07T19:30:00Z,2,1,21,Chelsea,45,987,2,2,0,11,0,0,0,3,0,4,5,235,292.2,183.20000000000002,158.0,41,40,16,75,11,1.1900000000000002,1.32,2.5100000000000002,26.290000000000003,-85798,4536381,197086,282884,63.3,48.2,10,Fulham,31,15
214,11,False,2026-01-17T15:00:00Z,1,0,22,Leeds,29,985,0,0,5,11,0,0,0,5,0,4,0,104,143.8,76.0,45.0,42,40,16,73,11,0.38,0.42,0.8,15.729999999999999,462707,5043842,647178,184471,26.5,48.2,10,Fulham,31,16
227,6,True,2026-01-24T15:00:00Z,2,1,23,Brighton,50,986,2,2,0,11,0,0,0,1,0,3,4,203,259.4,133.9,112.0,52,43,11,83,11,1.06,0.35000000000000003,1.4100000000000001,17.49,116797,5159130,296034,179237,50.5,48.2,10,Fulham,31,15
236,14,False,2026-02-01T14:00:00Z,3,2,24,Man Utd,33,986,2,1,0,33,0,0,0,1,0,3,0,158,256.2,179.10000000000002,152.0,26,43,17,66,11,1.9400000000000002,1.4000000000000001,3.34,19.69,26701,5177218,352948,326247,58.7,48.3,10,Fulham,31,15
245,9,True,2026-02-07T15:00:00Z,1,2,25,Everton,28,986,0,1,2,22,1,0,0,1,0,2,2,130,151.8,174.8,120.0,34,46,20,73,11,1.97,2.0300000000000002,4.0,20.68,100865,5313114,287235,186370,44.7,48.3,10,Fulham,31,15
256,13,False,2026-02-11T19:30:00Z,3,0,26,Man City,23,985,0,0,0,33,0,0,0,1,0,2,0,84,137.4,134.0,113.0,24,47,23,72,11,1.4300000000000002,0.55,1.9800000000000002,15.07,-616068,4603283,88688,704756,38.4,48.2,10,Fulham,31,16
268,17,False,2026-02-22T14:00:00Z,1,3,27,Sunderland,63,986,3,3,1,11,0,0,0,1,0,1,6,215,275.6,131.60000000000002,123.0,51,47,22,103,11,1.8800000000000003,0.64,2.52,20.349999999999998,-155770,4538876,142293,298063,53.0,48.1,10,Fulham,31,16
275,18,True,2026-03-01T14:00:00Z,2,1,28,Spurs,47,987,2,2,0,11,0,0,0,3,0,0,5,189,243.39999999999998,172.9,156.0,52,43,12,87,11,2.14,0.98,3.12,9.680000000000001,397039,4964411,499653,102614,57.2,48.1,10,Fulham,31,16
285,19,True,2026-03-04T19:30:00Z,0,1,29,West Ham,29,985,0,0,2,11,0,0,0,2,0,3,0,134,154.60000000000002,158.99999999999997,165.0,26,53,9,62,11,0.8800000000000001,0.7100000000000001,1.5899999999999999,11.990000000000002,489842,5457759,638126,148284,47.9,48.2,10,Fulham,31,16
