fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
5,19,True,2025-08-16T14:00:00Z,3,0,1,West Ham,78,988,3,3,10,0,0,0,0,0,0,4,6,278,299.20000000000005,116.79999999999998,137.0,47,38,14,71,11,0.68,0.31,0.99,6.16,0,1821332,0,0,55.3,45.6,17,Sunderland,41,15
14,3,False,2025-08-23T14:00:00Z,2,0,2,Burnley,24,975,0,0,0,21,0,0,0,1,0,0,0,107,157.4,157.2,61.0,35,43,18,73,11,0.74,0.6,1.34,10.34,866428,3398492,1129968,263540,37.6,45.5,17,Sunderland,42,15
28,5,True,2025-08-30T14:00:00Z,2,1,3,Brentford,54,984,2,2,2,11,0,1,0,3,0,3,5,195,268.8,95.9,95.0,41,34,28,84,11,1.54,0.39,1.93,13.199999999999998,-240359,3175209,355358,595717,46.0,45.3,17,Sunderland,42,13
35,8,False,2025-09-13T14:00:00Z,0,0,4,Crystal Palace,63,989,0,0,11,0,0,0,0,1,0,6,6,220,192.2,100.2,47.0,48,46,13,77,11,0.36,0.51,0.8700000000000001,19.47,-205481,3066769,332052,537533,33.9,45.6,17,Sunderland,45,14
48,2,True,2025-09-21T13:00:00Z,1,1,5,Aston Villa,36,929,1,1,0,11,0,0,0,2,1,1,3,125,194.4,117.9,104.0,48,30,20,82,11,1.06,0.39,1.45,7.35,78740,3218144,349826,271086,41.6,45.5,17,Sunderland,45,16
59,16,False,2025-09-27T16:30:00Z,0,1,6,Nott'm Forest,64,985,1,1,9,0,0,0,0,2,0,6,6,226,238.6,82.59999999999998,122.0,54,49,10,88,11,1.2000000000000002,0.7200000000000001,1.9100000000000001,18.48,175646,3446359,637514,461868,44.3,45.4,17,Sunderland,45,16
68,14,False,2025-10-04T14:00:00Z,2,0,7,Man Utd,21,985,0,0,0,22,0,0,0,4,0,4,0,101,177.39999999999998,116.1,77.0,43,47,21,83,11,0.7200000000000001,0.36000000000000004,1.08,20.25,662257,4186912,970377,308120,37.0,45.5,17,Sunderland,45,16
78,20,True,2025-10-18T14:00:00Z,2,0,8,Wolves,79,988,1,2,11,0,0,0,0,0,0,3,7,246,213.39999999999998,102.2,79.0,47,39,14,83,11,0.64,0.42,1.06,9.11,281223,4517417,675333,394110,39.5,45.4,17,Sunderland,45,15
85,7,False,2025-10-25T14:00:00Z,1,2,9,Chelsea,44,987,2,2,0,11,0,0,0,1,0,6,3,188,254.39999999999998,84.1,116.0,45,43,14,72,11,1.31,0.4,1.71,9.89,79679,4600470,406263,326584,45.4,45.4,17,Sunderland,45,14
98,9,True,2025-11-03T20:00:00Z,1,1,10,Everton,37,988,1,1,0,11,0,0,0,3,0,1,4,160,194.20000000000002,195.30000000000004,135.0,28,54,14,67,11,1.09,1.2000000000000002,2.29,9.459999999999999,368630,5078559,647918,279288,52.4,45.3,17,Sunderland,45,13
108,1,True,2025-11-08T17:30:00Z,2,2,11,Arsenal,39,986,2,2,0,22,0,0,0,2,0,5,0,141,238.00000000000003,77.3,68.0,49,29,16,73,11,0.42999999999999994,0.33,0.7600000000000001,21.04,-28195,4998454,268771,296966,38.3,45.3,17,Sunderland,45,15
115,10,False,2025-11-22T15:00:00Z,1,0,12,Fulham,27,988,0,0,2,11,0,0,0,3,0,4,0,109,171.20000000000002,78.7,82.0,40,42,21,73,11,0.17,0.56,0.7300000000000001,23.76,341044,5449402,561882,220838,33.2,45.3,17,Sunderland,45,15
128,4,True,2025-11-29T15:00:00Z,3,2,13,Bournemouth,47,986,3,3,0,22,0,0,0,5,0,4,5,173,290.6,156.20000000000002,155.0,38,55,14,76,11,1.28,0.6599999999999999,1.94,18.700000000000003,-37459,5370713,188373,225832,60.2,45.3,17,Sunderland,45,15
137,12,False,2025-12-03T20:15:00Z,1,1,14,Liverpool,43,990,1,1,2,11,1,0,0,1,0,4,3,145,255.2,72.60000000000001,83.0,66,42,15,93,11,0.4100000000000001,0.31000000000000005,0.72,15.95,-81041,5283734,153305,234346,41.1,45.3,17,Sunderland,45,14
147,13,False,2025-12-06T15:00:00Z,3,0,15,Man City,16,986,0,0,0,33,0,0,0,0,1,2,0,63,149.20000000000002,73.3,43.0,41,45,20,80,11,0.7200000000000001,0.30000000000000004,1.02,26.620000000000005,-22723,5256373,202054,224777,26.6,45.3,17,Sunderland,45,16
159,15,True,2025-12-14T14:00:00Z,1,0,16,Newcastle,59,987,0,1,11,0,0,0,0,5,0,2,7,202,129.79999999999998,87.3,58.0,43,47,10,69,11,0.30000000000000004,0.41000000000000014,0.7100000000000002,2.66,-248635,5038051,341787,590422,27.5,45.1,17,Sunderland,45,14
163,6,False,2025-12-20T15:00:00Z,0,0,17,Brighton,60,987,0,0,11,0,0,0,0,2,0,4,4,225,183.0,134.6,162.0,36,49,25,77,11,1.4,1.1600000000000001,2.56,12.429999999999998,246583,5350575,497277,250694,48.0,45.1,17,Sunderland,45,14
