matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2367538,1,2023-08-11 20:00:00,"Turf Moor, Burnley",21572.0,Away,Man City,Burnley,3,0,W,2,0,0,1,3.0,17.0,8.0,4.0,5.0,2.0,2.0,1.0,,2.0,14.0,10.0,32.0,61.0,706.0,634.0,65.6,23.0,17.0,12.0,4.0,6.0,6.0,7.0,2.0,2.0,,3.0,9.0,107.0,1.0,,1.0,,44.0,36.0,13.0,13.0,5.0,5.0,4.0,8.0,11.0,0.0,0.0,,,1.0
2367553,2,2023-08-19 20:00:00,"Etihad Stadium, Manchester",,Home,Man City,Newcastle,1,0,W,1,0,0,0,1.0,14.0,4.0,3.0,7.0,,,,,1.0,13.0,10.0,21.0,49.0,684.0,611.0,58.7,22.0,11.0,7.0,4.0,10.0,10.0,6.0,3.0,1.0,,5.0,5.0,103.0,1.0,,1.0,,39.0,34.0,3.0,6.0,3.0,3.0,1.0,13.0,11.0,0.0,0.0,,,1.0
2367567,3,2023-08-27 14:00:00,"Bramall Lane, Sheffield",31336.0,Away,Man City,Sheff Utd,2,1,W,0,0,0,0,2.0,30.0,9.0,13.0,8.0,3.0,1.0,4.0,1.0,2.0,25.0,15.0,49.0,66.0,742.0,685.0,79.5,56.0,12.0,8.0,4.0,7.0,7.0,9.0,1.0,,,6.0,5.0,112.0,,1.0,,,42.0,24.0,12.0,6.0,12.0,12.0,,2.0,9.0,0.0,0.0,1.0,,2.0
2367576,4,2023-09-02 15:00:00,"Etihad Stadium, Manchester",52899.0,Home,Man City,Fulham,5,1,W,2,1,0,0,5.0,7.0,5.0,1.0,1.0,1.0,3.0,,,3.0,5.0,4.0,22.0,62.0,733.0,656.0,67.9,22.0,17.0,10.0,8.0,10.0,10.0,2.0,,,,4.0,7.0,105.0,3.0,1.0,,,48.0,32.0,8.0,6.0,4.0,4.0,,12.0,11.0,0.0,0.0,1.0,1.0,1.0
2367586,5,2023-09-16 15:00:00,"London Stadium, London",62475.0,Away,Man City,West Ham,3,1,W,0,1,0,0,3.0,29.0,15.0,5.0,9.0,7.0,2.0,6.0,1.0,3.0,24.0,21.0,35.0,67.0,704.0,653.0,68.4,51.0,11.0,7.0,7.0,5.0,5.0,6.0,1.0,,,4.0,7.0,96.0,2.0,1.0,,,33.0,41.0,8.0,12.0,11.0,11.0,,11.0,7.0,0.0,0.0,,,
2367596,6,2023-09-23 15:00:00,"Etihad Stadium, Manchester",53413.0,Home,Man City,Nott'm Forest,2,0,W,2,0,1,0,2.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,,2.0,5.0,4.0,19.0,82.0,570.0,509.0,57.4,14.0,8.0,6.0,6.0,23.0,23.0,6.0,4.0,1.0,,4.0,8.0,110.0,3.0,,1.0,,40.0,34.0,7.0,7.0,6.0,6.0,,5.0,17.0,0.0,0.0,,,
2367607,7,2023-09-30 15:00:00,"Molineux Stadium, Wolverhampton",31415.0,Away,Man City,Wolves,1,2,L,0,1,0,0,1.0,23.0,8.0,5.0,10.0,,,,,,17.0,13.0,45.0,78.0,597.0,526.0,68.1,46.0,15.0,6.0,4.0,7.0,7.0,5.0,2.0,,,9.0,7.0,112.0,,2.0,,1.0,47.0,38.0,2.0,5.0,6.0,6.0,5.0,12.0,18.0,0.0,0.0,,,
2367608,8,2023-10-08 16:30:00,"Emirates Stadium, London",60233.0,Away,Man City,Arsenal,0,1,L,0,0,0,0,,4.0,1.0,2.0,1.0,2.0,,2.0,,,4.0,2.0,21.0,37.0,521.0,451.0,51.0,16.0,22.0,12.0,5.0,14.0,14.0,7.0,3.0,,,7.0,10.0,113.0,1.0,1.0,,,46.0,39.0,8.0,5.0,4.0,4.0,,7.0,8.0,0.0,0.0,,,
2367623,9,2023-10-21 15:00:00,"Etihad Stadium, Manchester",53466.0,Home,Man City,Brighton,2,1,W,2,0,1,0,2.0,10.0,6.0,4.0,,1.0,1.0,,,1.0,7.0,4.0,20.0,62.0,609.0,546.0,54.5,23.0,14.0,7.0,10.0,9.0,9.0,11.0,,,,7.0,5.0,97.0,2.0,1.0,,,41.0,32.0,6.0,6.0,2.0,2.0,,9.0,11.0,0.0,0.0,,,2.0
2367635,10,2023-10-29 15:30:00,"Old Trafford, Manchester",73502.0,Away,Man City,Man Utd,3,0,W,1,0,0,0,3.0,21.0,10.0,6.0,5.0,6.0,3.0,4.0,,2.0,14.0,10.0,39.0,45.0,605.0,542.0,60.5,42.0,12.0,9.0,12.0,9.0,9.0,7.0,1.0,2.0,,4.0,10.0,109.0,3.0,,1.0,,43.0,30.0,11.0,7.0,12.0,12.0,,5.0,9.0,0.0,0.0,1.0,1.0,
2367643,11,2023-11-04 15:00:00,"Etihad Stadium, Manchester",53358.0,Home,Man City,Bournemouth,6,1,W,3,0,0,0,6.0,21.0,8.0,6.0,7.0,3.0,2.0,1.0,1.0,6.0,20.0,14.0,35.0,56.0,731.0,680.0,64.8,45.0,5.0,4.0,4.0,9.0,9.0,8.0,1.0,,,2.0,5.0,83.0,,1.0,,,27.0,20.0,4.0,3.0,12.0,12.0,,8.0,9.0,0.0,0.0,,,
2367652,12,2023-11-12 16:30:00,"Stamford Bridge, London",39532.0,Away,Man City,Chelsea,4,4,D,2,2,0,0,4.0,15.0,10.0,3.0,2.0,4.0,3.0,2.0,,3.0,13.0,11.0,30.0,55.0,531.0,477.0,54.8,47.0,17.0,9.0,9.0,12.0,12.0,10.0,5.0,,1.0,9.0,10.0,105.0,5.0,4.0,,,48.0,46.0,4.0,3.0,3.0,3.0,,15.0,13.0,0.0,0.0,1.0,1.0,
