matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444478,1,2024-08-18 16:30:00,"Stamford Bridge, London",39818,Away,Man City,Chelsea,2,0,W,1,0,0,0,2.0,11.0,5.0,3.0,3.0,,,1.0,1.0,,,,1.0,8.0,6.0,21.0,37.0,535.0,477.0,51.8,27.0,16.0,9.0,10.0,17.0,17.0,2.0,4.0,,,4.0,12.0,97.0,3.0,,,1.0,,48.0,36.0,5.0,3.0,3.0,3.0,,9.0,12.0,0.0,0.0,,,1.0,
2444486,2,2024-08-24 15:00:00,"Etihad Stadium, Manchester",53147,Home,Man City,Ipswich,4,1,W,3,1,0,0,4.0,14.0,5.0,6.0,3.0,,,4.0,3.0,2.0,2.0,,2.0,11.0,5.0,43.0,72.0,755.0,700.0,75.2,49.0,14.0,6.0,6.0,8.0,8.0,8.0,,,,2.0,10.0,105.0,,1.0,,,,45.0,29.0,5.0,7.0,10.0,10.0,,4.0,15.0,0.0,0.0,1.0,1.0,3.0,
2444499,3,2024-08-31 17:30:00,"London Stadium, London",62469,Away,Man City,West Ham,3,1,W,2,1,0,0,3.0,23.0,8.0,10.0,5.0,,,5.0,2.0,3.0,1.0,,3.0,20.0,12.0,40.0,73.0,726.0,670.0,67.6,58.0,15.0,12.0,7.0,18.0,18.0,11.0,3.0,1.0,,10.0,8.0,89.0,2.0,1.0,,,1.0,44.0,32.0,7.0,9.0,11.0,11.0,,3.0,10.0,0.0,0.0,,,1.0,108978.23
2444506,4,2024-09-14 15:00:00,"Etihad Stadium, Manchester",52148,Home,Man City,Brentford,2,1,W,2,1,0,0,2.0,18.0,7.0,6.0,5.0,,,2.0,1.0,1.0,1.0,,1.0,16.0,10.0,35.0,52.0,544.0,485.0,53.8,51.0,12.0,5.0,5.0,12.0,12.0,7.0,1.0,1.0,2.0,3.0,12.0,110.0,5.0,1.0,,,,24.0,42.0,6.0,11.0,12.0,12.0,,9.0,3.0,0.0,0.0,,,1.0,109416.29
2444516,5,2024-09-22 16:30:00,"Etihad Stadium, Manchester",52846,Home,Man City,Arsenal,2,2,D,1,2,0,1,2.0,33.0,11.0,9.0,13.0,,,3.0,2.0,3.0,1.0,,1.0,27.0,21.0,44.0,54.0,705.0,644.0,77.2,55.0,10.0,5.0,3.0,9.0,9.0,2.0,,1.0,,4.0,7.0,109.0,1.0,2.0,,,,46.0,37.0,16.0,12.0,8.0,8.0,,7.0,10.0,0.0,0.0,,,,110838.27
2444527,6,2024-09-28 12:30:00,"St. James' Park, Newcastle",52248,Away,Man City,Newcastle,1,1,D,1,0,0,0,1.0,16.0,6.0,4.0,6.0,,,1.0,1.0,,,,1.0,13.0,10.0,36.0,53.0,558.0,490.0,62.3,40.0,15.0,11.0,7.0,20.0,20.0,5.0,3.0,,,8.0,8.0,120.0,3.0,1.0,,,,48.0,46.0,6.0,13.0,6.0,6.0,1.0,10.0,14.0,0.0,0.0,,,,105676.46
2444538,7,2024-10-05 15:00:00,"Etihad Stadium, Manchester",52719,Home,Man City,Fulham,3,2,W,1,1,0,0,3.0,20.0,7.0,5.0,8.0,,,1.0,,1.0,,,2.0,14.0,9.0,28.0,56.0,634.0,575.0,58.1,39.0,10.0,7.0,4.0,19.0,19.0,7.0,4.0,1.0,,5.0,10.0,105.0,2.0,2.0,,,,38.0,37.0,7.0,6.0,8.0,8.0,1.0,4.0,10.0,0.0,0.0,,,,106397.27
2444549,8,2024-10-20 14:00:00,"Molineux Stadium, Wolverhampton",31319,Away,Man City,Wolves,2,1,W,1,1,0,0,2.0,22.0,7.0,7.0,8.0,,,,,,,,2.0,19.0,12.0,58.0,65.0,731.0,657.0,77.6,85.0,14.0,10.0,3.0,5.0,5.0,6.0,,,,4.0,14.0,146.0,1.0,1.0,,,,45.0,48.0,13.0,14.0,18.0,18.0,1.0,5.0,8.0,0.0,0.0,,,1.0,
2444558,9,2024-10-26 15:00:00,"Etihad Stadium, Manchester",52844,Home,Man City,Southampton,1,0,W,1,0,0,0,1.0,22.0,8.0,7.0,7.0,,,4.0,1.0,3.0,,,1.0,19.0,13.0,47.0,57.0,616.0,571.0,56.9,54.0,12.0,7.0,10.0,14.0,14.0,5.0,1.0,,,6.0,12.0,83.0,2.0,,,1.0,,36.0,37.0,6.0,8.0,12.0,12.0,2.0,9.0,9.0,0.0,0.0,,,1.0,
2444560,10,2024-11-02 15:00:00,"Vitality Stadium, Bournemouth",11231,Away,Man City,Bournemouth,1,2,L,0,1,0,0,1.0,18.0,4.0,10.0,4.0,,,1.0,,3.0,1.0,,1.0,13.0,7.0,39.0,51.0,600.0,541.0,64.5,47.0,14.0,7.0,5.0,8.0,8.0,7.0,2.0,1.0,,11.0,10.0,114.0,4.0,2.0,,,,46.0,45.0,15.0,13.0,10.0,10.0,1.0,6.0,11.0,0.0,0.0,,,,
2444571,11,2024-11-09 17:30:00,"American Express Stadium, Falmer",31715,Away,Man City,Brighton,1,2,L,1,0,0,0,1.0,15.0,6.0,6.0,3.0,,,4.0,1.0,4.0,1.0,,,13.0,7.0,22.0,61.0,653.0,586.0,60.5,28.0,12.0,5.0,4.0,8.0,8.0,5.0,2.0,,,2.0,12.0,105.0,2.0,2.0,,,,44.0,34.0,5.0,6.0,4.0,4.0,1.0,10.0,12.0,0.0,0.0,,,1.0,
2444587,12,2024-11-23 17:30:00,"Etihad Stadium, Manchester",52478,Home,Man City,Spurs,0,4,L,0,2,0,0,,23.0,5.0,11.0,7.0,,,4.0,,4.0,1.0,,,22.0,12.0,42.0,61.0,566.0,523.0,57.6,43.0,13.0,8.0,9.0,13.0,13.0,10.0,,,2.0,8.0,8.0,99.0,3.0,4.0,,,,41.0,45.0,10.0,5.0,9.0,9.0,,19.0,9.0,0.0,0.0,,,2.0,
2444594,13,2024-12-01 16:00:00,"Anfield, Liverpool",60248,Away,Man City,Liverpool,0,2,L,0,1,0,0,,8.0,2.0,3.0,3.0,,,,,1.0,,,,6.0,3.0,16.0,48.0,544.0,481.0,56.2,30.0,17.0,14.0,5.0,21.0,21.0,6.0,4.0,3.0,,5.0,12.0,113.0,5.0,2.0,,,,44.0,42.0,5.0,7.0,4.0,4.0,,8.0,9.0,0.0,0.0,,,3.0,
2444607,14,2024-12-04 19:30:00,"Etihad Stadium, Manchester",51764,Home,Man City,Nott'm Forest,3,0,W,2,0,0,0,3.0,17.0,7.0,7.0,3.0,,,4.0,2.0,2.0,,,3.0,15.0,9.0,24.0,52.0,583.0,521.0,66.6,42.0,16.0,11.0,5.0,15.0,15.0,7.0,2.0,2.0,,5.0,15.0,111.0,3.0,,,1.0,,51.0,41.0,7.0,5.0,8.0,8.0,,7.0,15.0,0.0,0.0,,,1.0,
2444612,15,2024-12-07 15:00:00,"Selhurst Park, London",25142,Away,Man City,Crystal Palace,2,2,D,1,1,1,0,2.0,12.0,4.0,4.0,4.0,,,3.0,2.0,1.0,1.0,,2.0,10.0,8.0,25.0,65.0,719.0,636.0,68.2,34.0,14.0,7.0,7.0,16.0,16.0,7.0,8.0,1.0,,6.0,12.0,129.0,1.0,2.0,,,,35.0,39.0,12.0,6.0,8.0,8.0,,10.0,4.0,0.0,0.0,,,2.0,
2444625,16,2024-12-15 16:30:00,"Etihad Stadium, Manchester",52788,Home,Man City,Man Utd,1,2,L,1,0,0,0,1.0,10.0,3.0,4.0,3.0,,,,,,,,,5.0,4.0,28.0,63.0,498.0,432.0,51.8,18.0,14.0,10.0,10.0,10.0,10.0,8.0,3.0,,,8.0,12.0,117.0,1.0,2.0,,,,47.0,49.0,10.0,12.0,8.0,8.0,,5.0,14.0,0.0,0.0,,,,
2444630,17,2024-12-21 12:30:00,"Villa Park, Birmingham",42345,Away,Man City,Aston Villa,1,2,L,0,1,0,0,1.0,12.0,6.0,5.0,1.0,,,1.0,1.0,1.0,,,,11.0,6.0,21.0,64.0,537.0,496.0,56.1,22.0,6.0,4.0,5.0,15.0,15.0,9.0,2.0,1.0,,6.0,13.0,83.0,4.0,2.0,,,,30.0,37.0,2.0,2.0,4.0,4.0,,7.0,14.0,0.0,0.0,,,,
2444645,18,2024-12-26 12:30:00,"Etihad Stadium, Manchester",52527,Home,Man City,Everton,1,1,D,1,1,0,0,1.0,24.0,5.0,9.0,10.0,,,2.0,,4.0,1.0,,1.0,16.0,9.0,40.0,73.0,645.0,586.0,66.3,50.0,16.0,8.0,1.0,11.0,11.0,5.0,2.0,,1.0,7.0,9.0,107.0,2.0,1.0,,,,48.0,38.0,9.0,9.0,8.0,8.0,2.0,5.0,10.0,0.0,0.0,1.0,,2.0,111063.9
2444656,19,2024-12-29 14:30:00,"King Power Stadium, Leicester",32057,Away,Man City,Leicester,2,0,W,1,0,0,0,2.0,14.0,5.0,6.0,3.0,,,1.0,2.0,,,,1.0,10.0,5.0,14.0,45.0,505.0,461.0,46.4,26.0,10.0,6.0,5.0,16.0,16.0,3.0,3.0,1.0,,9.0,7.0,79.0,3.0,,,1.0,,32.0,34.0,6.0,5.0,4.0,4.0,,6.0,11.0,0.0,0.0,,,2.0,
2444666,20,2025-01-04 15:00:00,"Etihad Stadium, Manchester",52737,Home,Man City,West Ham,4,1,W,2,0,0,0,4.0,10.0,7.0,,3.0,,,3.0,3.0,,,,3.0,9.0,9.0,21.0,42.0,556.0,496.0,56.0,28.0,12.0,8.0,6.0,17.0,17.0,6.0,3.0,,,6.0,10.0,104.0,3.0,1.0,,,,38.0,40.0,7.0,14.0,7.0,7.0,,8.0,13.0,0.0,0.0,,,1.0,
2444671,21,2025-01-14 19:30:00,"Gtech Community Stadium, Brentford",17048,Away,Man City,Brentford,2,2,D,0,0,0,0,2.0,21.0,8.0,11.0,2.0,,,4.0,2.0,3.0,1.0,,1.0,20.0,9.0,35.0,37.0,519.0,449.0,55.3,45.0,12.0,6.0,9.0,30.0,30.0,7.0,4.0,,,4.0,5.0,107.0,3.0,2.0,,,,39.0,34.0,17.0,16.0,5.0,5.0,,4.0,4.0,0.0,0.0,,,,
2444684,22,2025-01-19 16:30:00,"Portman Road, Ipswich",29841,Away,Man City,Ipswich,6,0,W,3,0,0,0,6.0,17.0,9.0,3.0,5.0,,,5.0,4.0,2.0,,,5.0,13.0,11.0,26.0,63.0,747.0,686.0,67.3,42.0,14.0,8.0,7.0,11.0,11.0,2.0,3.0,,,7.0,8.0,102.0,4.0,,,1.0,,33.0,37.0,6.0,10.0,7.0,7.0,,7.0,4.0,0.0,0.0,,,1.0,
2444696,23,2025-01-25 17:30:00,"Etihad Stadium, Manchester",52793,Home,Man City,Chelsea,3,1,W,1,1,0,0,3.0,15.0,6.0,6.0,3.0,2.5014,2.3483,7.0,3.0,4.0,1.0,0.505053,3.0,11.0,5.0,12.0,41.0,567.0,489.0,57.0,26.0,13.0,9.0,6.0,15.0,15.0,7.0,3.0,,1.0,11.0,5.0,109.0,3.0,1.0,1.8173,,,37.0,37.0,7.0,8.0,2.0,2.0,2.0,6.0,8.0,0.0,0.0,,,5.0,115018.53
2444701,24,2025-02-02 16:30:00,"Emirates Stadium, London",60355,Away,Man City,Arsenal,1,5,L,0,1,0,0,1.0,7.0,4.0,3.0,,0.8082,1.0507,1.0,1.0,,1.0,1.17692,1.0,5.0,2.0,20.0,43.0,474.0,426.0,54.3,15.0,14.0,8.0,6.0,21.0,21.0,5.0,3.0,2.0,2.0,9.0,12.0,89.0,2.0,5.0,3.0067,,,29.0,38.0,7.0,7.0,2.0,2.0,,7.0,6.0,0.0,0.0,,,1.0,104676.95
2444716,25,2025-02-15 15:00:00,"Etihad Stadium, Manchester",52432,Home,Man City,Newcastle,4,0,W,3,0,0,0,4.0,11.0,7.0,2.0,2.0,1.9041,2.7622,4.0,3.0,1.0,,1.07599,4.0,11.0,9.0,19.0,60.0,590.0,543.0,61.6,24.0,10.0,5.0,6.0,19.0,19.0,10.0,1.0,1.0,,1.0,9.0,97.0,1.0,,0.3824,1.0,,39.0,37.0,8.0,5.0,7.0,7.0,,5.0,13.0,0.0,0.0,,,,109331.24
2444727,26,2025-02-23 16:30:00,"Etihad Stadium, Manchester",52803,Home,Man City,Liverpool,0,2,L,0,2,0,0,,16.0,5.0,3.0,8.0,0.6517,0.4069,,,,,0.768798,,13.0,11.0,36.0,75.0,659.0,603.0,66.3,40.0,5.0,2.0,3.0,17.0,17.0,7.0,2.0,2.0,,6.0,9.0,123.0,2.0,2.0,1.3782,,,41.0,35.0,4.0,4.0,7.0,7.0,,3.0,9.0,0.0,0.0,,,2.0,108621.87
2444734,27,2025-02-26 19:30:00,"Tottenham Hotspur Stadium, London",60820,Away,Man City,Spurs,1,0,W,1,0,0,0,1.0,12.0,5.0,2.0,5.0,2.1173,2.0869,3.0,1.0,3.0,,0.820272,,8.0,7.0,19.0,40.0,416.0,363.0,44.4,29.0,20.0,13.0,10.0,17.0,17.0,6.0,2.0,,,9.0,14.0,108.0,6.0,,1.7001,1.0,,44.0,57.0,5.0,8.0,3.0,3.0,2.0,15.0,12.0,0.0,0.0,,,2.0,112950.31
2444746,28,2025-03-08 12:30:00,"The City Ground, Nottingham",30252,Away,Man City,Nott'm Forest,0,1,L,0,0,0,0,,14.0,3.0,8.0,3.0,0.8633,0.5451,,,,1.0,0.646767,,10.0,5.0,22.0,56.0,609.0,547.0,69.1,24.0,18.0,12.0,5.0,19.0,19.0,4.0,2.0,,1.0,7.0,12.0,111.0,3.0,1.0,0.8592,,,47.0,41.0,8.0,10.0,2.0,2.0,,7.0,9.0,0.0,0.0,,,1.0,104088.63
2444757,29,2025-03-15 15:00:00,"Etihad Stadium, Manchester",52471,Home,Man City,Brighton,2,2,D,2,1,0,0,2.0,11.0,3.0,7.0,1.0,1.7214,1.2998,3.0,1.0,3.0,1.0,0.908136,1.0,8.0,3.0,25.0,46.0,502.0,418.0,60.4,35.0,17.0,11.0,4.0,27.0,27.0,12.0,2.0,2.0,,6.0,13.0,128.0,2.0,2.0,0.4396,,1.0,59.0,54.0,12.0,12.0,4.0,4.0,1.0,10.0,9.0,0.0,0.0,1.0,1.0,1.0,107372.23
2444767,30,2025-04-02 19:45:00,"Etihad Stadium, Manchester",51983,Home,Man City,Leicester,2,0,W,2,0,0,0,2.0,18.0,5.0,5.0,8.0,2.244,2.717,1.0,2.0,,,2.12012,1.0,13.0,10.0,34.0,76.0,784.0,735.0,72.0,46.0,9.0,6.0,3.0,16.0,16.0,4.0,,,,4.0,10.0,102.0,,,,1.0,,39.0,41.0,10.0,8.0,5.0,5.0,4.0,11.0,8.0,0.0,0.0,,,2.0,106694.04
2444777,31,2025-04-06 16:30:00,"Old Trafford, Manchester",73738,Away,Man City,Man Utd,0,0,D,0,0,0,0,,9.0,5.0,3.0,1.0,0.4874,0.2856,,,1.0,,0.457287,,5.0,3.0,21.0,69.0,564.0,497.0,58.7,15.0,21.0,13.0,8.0,21.0,21.0,4.0,6.0,1.0,,6.0,18.0,123.0,2.0,,0.159,1.0,,45.0,54.0,7.0,7.0,3.0,3.0,1.0,9.0,12.0,0.0,0.0,,,2.0,107847.98
2444785,32,2025-04-12 12:30:00,"Etihad Stadium, Manchester",52489,Home,Man City,Crystal Palace,5,2,W,2,2,0,0,5.0,21.0,9.0,7.0,5.0,3.8112,4.0106,9.0,2.0,10.0,1.0,1.83733,3.0,12.0,8.0,31.0,68.0,741.0,673.0,68.0,32.0,10.0,7.0,7.0,11.0,11.0,6.0,,,,6.0,8.0,104.0,1.0,2.0,2.1573,,,47.0,33.0,9.0,6.0,1.0,1.0,1.0,10.0,15.0,0.0,0.0,,,1.0,108474.01
2444793,33,2025-04-19 15:00:00,"Goodison Park, Liverpool",39332,Away,Man City,Everton,2,0,W,0,0,0,0,2.0,12.0,7.0,3.0,2.0,2.0413,2.8881,2.0,1.0,2.0,,1.20044,2.0,8.0,5.0,30.0,73.0,674.0,596.0,67.4,25.0,7.0,4.0,5.0,22.0,22.0,7.0,4.0,,,12.0,13.0,125.0,2.0,,0.8913,1.0,,38.0,57.0,10.0,21.0,5.0,5.0,,6.0,7.0,0.0,0.0,,,,110345.83
2444805,34,2025-04-22 20:00:00,"Etihad Stadium, Manchester",52192,Home,Man City,Aston Villa,2,1,W,1,1,0,0,2.0,14.0,6.0,6.0,2.0,1.332,1.6289,2.0,2.0,1.0,,1.4171,1.0,11.0,7.0,33.0,61.0,488.0,438.0,61.6,25.0,12.0,7.0,4.0,13.0,13.0,15.0,1.0,,,6.0,8.0,99.0,2.0,1.0,1.1697,,,37.0,40.0,8.0,10.0,10.0,10.0,1.0,9.0,10.0,0.0,0.0,,,2.0,111952.11
2444818,35,2025-05-02 20:00:00,"Etihad Stadium, Manchester",53282,Home,Man City,Wolves,1,0,W,1,0,0,0,1.0,9.0,2.0,5.0,2.0,0.7123,0.5776,1.0,1.0,,,0.677558,1.0,8.0,4.0,32.0,74.0,684.0,622.0,63.9,40.0,19.0,10.0,6.0,15.0,15.0,8.0,2.0,1.0,,8.0,16.0,124.0,,,,1.0,,43.0,49.0,5.0,6.0,4.0,4.0,1.0,7.0,11.0,0.0,0.0,,,,111692.14
