matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2210279,1,2021-08-15 16:30:00,"Tottenham Hotspur Stadium, London",58262.0,Away,Man City,Spurs,0,1,L,0,0,0,0,,18.0,4.0,9.0,5.0,2.0,,3.0,,,13.0,7.0,31.0,52.0,548.0,469.0,65.6,39.0,16.0,11.0,3.0,10.0,10.0,20.0,5.0,,,14.0,8.0,137.0,1.0,1.0,,66.0,51.0,19.0,14.0,11.0,11.0,1.0,8.0,11.0,0.0,0.0,,,1.0
2210287,2,2021-08-21 15:00:00,"Etihad Stadium, Manchester",51437.0,Home,Man City,Norwich,5,0,W,2,0,0,0,5.0,16.0,4.0,6.0,6.0,3.0,3.0,,,3.0,11.0,8.0,42.0,89.0,730.0,684.0,66.9,47.0,14.0,8.0,6.0,3.0,3.0,10.0,,,,6.0,12.0,105.0,,,1.0,38.0,40.0,9.0,3.0,6.0,6.0,,13.0,6.0,0.0,0.0,,,2.0
2210295,3,2021-08-28 12:30:00,"Etihad Stadium, Manchester",52276.0,Home,Man City,Arsenal,5,0,W,3,0,0,1,5.0,25.0,10.0,5.0,10.0,6.0,4.0,3.0,,4.0,21.0,16.0,57.0,71.0,757.0,693.0,80.4,50.0,14.0,10.0,4.0,3.0,3.0,8.0,,,,2.0,2.0,109.0,,,1.0,41.0,25.0,13.0,9.0,14.0,14.0,1.0,5.0,7.0,0.0,0.0,,,1.0
2210307,4,2021-09-11 15:00:00,"King Power Stadium, Leicester",32087.0,Away,Man City,Leicester,1,0,W,0,0,0,0,1.0,25.0,8.0,7.0,10.0,2.0,1.0,2.0,,,17.0,11.0,46.0,65.0,557.0,501.0,60.5,47.0,14.0,7.0,5.0,6.0,6.0,18.0,2.0,,,6.0,9.0,118.0,2.0,,1.0,31.0,46.0,8.0,12.0,8.0,8.0,2.0,11.0,4.0,0.0,0.0,,,4.0
2210315,5,2021-09-18 15:00:00,"Etihad Stadium, Manchester",52698.0,Home,Man City,Southampton,0,0,D,0,0,0,0,,16.0,1.0,8.0,7.0,2.0,,2.0,,,12.0,5.0,30.0,42.0,555.0,484.0,63.9,30.0,13.0,10.0,8.0,14.0,14.0,14.0,6.0,,,13.0,9.0,131.0,2.0,,1.0,58.0,54.0,22.0,15.0,8.0,8.0,2.0,5.0,10.0,0.0,0.0,,,4.0
2210323,6,2021-09-25 12:30:00,"Stamford Bridge, London",40036.0,Away,Man City,Chelsea,1,0,W,0,0,0,0,1.0,15.0,4.0,5.0,6.0,2.0,,3.0,,1.0,13.0,8.0,38.0,69.0,599.0,528.0,59.1,34.0,16.0,9.0,8.0,17.0,17.0,21.0,4.0,,,10.0,7.0,126.0,,,1.0,46.0,50.0,9.0,18.0,13.0,13.0,1.0,10.0,12.0,0.0,0.0,,,4.0
2210336,7,2021-10-03 16:30:00,"Anfield, Liverpool",53102.0,Away,Man City,Liverpool,2,2,D,0,0,0,0,2.0,12.0,3.0,4.0,5.0,1.0,,1.0,,1.0,9.0,7.0,29.0,46.0,529.0,443.0,51.5,26.0,11.0,9.0,8.0,17.0,17.0,14.0,3.0,,,10.0,12.0,139.0,1.0,2.0,,44.0,48.0,9.0,9.0,4.0,4.0,,12.0,10.0,0.0,0.0,,,5.0
2210346,8,2021-10-16 15:00:00,"Etihad Stadium, Manchester",52711.0,Home,Man City,Burnley,2,0,W,1,0,0,0,2.0,15.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,,9.0,7.0,45.0,77.0,768.0,687.0,70.6,52.0,11.0,6.0,10.0,9.0,9.0,11.0,1.0,1.0,,5.0,8.0,135.0,2.0,,1.0,36.0,47.0,11.0,17.0,6.0,6.0,,11.0,5.0,0.0,0.0,,,
2210353,9,2021-10-23 17:30:00,"American Express Stadium, Falmer",31215.0,Away,Man City,Brighton,4,1,W,3,0,0,0,4.0,23.0,14.0,3.0,6.0,4.0,3.0,1.0,,4.0,18.0,16.0,23.0,52.0,566.0,491.0,52.3,35.0,7.0,3.0,8.0,15.0,15.0,16.0,1.0,,,12.0,6.0,110.0,4.0,1.0,,33.0,48.0,5.0,14.0,6.0,6.0,,6.0,9.0,0.0,0.0,,,1.0
2210365,10,2021-10-30 15:00:00,"Etihad Stadium, Manchester",53014.0,Home,Man City,Crystal Palace,0,2,L,0,1,1,0,,14.0,3.0,4.0,7.0,,,,,,11.0,7.0,51.0,77.0,654.0,562.0,67.6,44.0,16.0,10.0,6.0,4.0,4.0,24.0,1.0,,1.0,6.0,12.0,156.0,1.0,2.0,,48.0,52.0,13.0,14.0,7.0,7.0,1.0,11.0,10.0,0.0,0.0,,,2.0
