fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
8,8,True,2025-08-17T13:00:00Z,0,0,1,Crystal Palace,56,986,0,0,10,0,0,0,0,2,0,4,6,220,158.20000000000002,180.3,137.0,34,39,13,60,11,1.6,1.33,2.9299999999999997,7.25,0,20571434,0,0,47.6,54.1,7,Chelsea,33,15
20,19,False,2025-08-22T19:00:00Z,1,5,2,West Ham,72,995,5,5,0,12,0,0,0,1,0,3,4,294,374.8,137.7,220.0,24,36,19,56,11,2.7700000000000005,1.48,4.25,8.69,-199739,22663815,1389720,1589459,73.2,54.1,7,Chelsea,33,17
23,10,True,2025-08-30T11:30:00Z,2,0,3,Fulham,74,923,2,2,10,0,0,0,0,2,0,1,6,284,257.6,168.7,152.0,42,47,19,87,11,2.15,0.8300000000000001,2.9800000000000004,10.98,-1513987,22277614,2895769,4409756,57.8,53.9,7,Chelsea,33,15
33,5,False,2025-09-13T19:00:00Z,2,2,4,Brentford,43,898,2,1,0,20,0,0,0,1,0,3,6,167,264.0,172.89999999999998,148.0,47,40,13,78,10,1.2200000000000002,0.9000000000000001,2.12,14.26,-106581,22912570,2999757,3106338,58.5,53.8,7,Chelsea,33,14
47,14,False,2025-09-20T16:30:00Z,2,1,5,Man Utd,24,873,1,1,0,22,0,0,0,4,1,2,0,101,181.60000000000002,96.5,59.0,40,45,16,74,11,0.43000000000000005,0.32000000000000006,0.74,18.049999999999997,303742,23568926,1771381,1467639,33.7,53.8,7,Chelsea,33,15
53,6,True,2025-09-27T14:00:00Z,1,3,6,Brighton,22,949,1,1,1,33,0,0,0,3,1,0,2,63,143.0,145.79999999999998,104.0,20,35,21,53,11,1.82,0.45000000000000007,2.27,22.959999999999997,-1446742,22293322,1442514,2889256,39.3,53.7,7,Chelsea,33,15
65,12,True,2025-10-04T16:30:00Z,2,1,7,Liverpool,51,985,2,2,0,11,0,0,0,0,0,1,7,203,253.4,146.6,137.0,30,53,21,73,11,0.9999999999999999,1.09,2.09,21.45,-2051580,20309511,569111,2620691,53.7,53.4,7,Chelsea,34,16
77,16,False,2025-10-18T11:30:00Z,0,3,8,Nott'm Forest,78,984,3,3,8,0,0,0,0,2,1,2,6,290,269.4,178.6,153.0,34,52,15,67,11,1.67,1.1800000000000002,2.8500000000000005,25.57,293,20651372,1577732,1577439,60.1,53.3,7,Chelsea,34,16
85,17,True,2025-10-25T14:00:00Z,1,2,9,Sunderland,31,980,1,1,0,21,0,0,0,1,0,2,3,153,213.0,218.3,174.0,25,47,7,46,11,0.8300000000000001,1.1800000000000002,2.01,14.270000000000001,590479,21380756,1843097,1252618,60.5,53.3,7,Chelsea,34,15
99,18,False,2025-11-01T17:30:00Z,0,1,10,Spurs,70,986,1,1,11,0,0,0,0,2,0,1,7,276,212.8,192.70000000000002,216.0,37,64,20,81,11,3.6900000000000004,1.77,5.46,1.11,-1833215,19460682,685165,2518380,62.2,53.1,7,Chelsea,34,15
